SRR1519108	SRR1519109	SRR1519110	SRR1519111	SRR1519112	SRR1519113	SRR1519114	SRR1519115	SRR1519116	SRR1519117
OG0000108	11.4762927164725	11.4757189573903	11.4519069418145	11.6566507291405	11.9342713166704	11.2984467201158	11.6377485800531	11.5175792634962	12.0801690464224	12.0507508679763
OG0000109	6.33019921024538	6.33019921024538	6.33019921024538	6.33019921024538	6.33019921024538	6.33019921024538	6.33019921024538	6.33019921024538	6.33019921024538	6.33019921024538
OG0000155	10.1472838208544	9.73848925036399	9.72105600721105	9.4842846674516	9.81645393816838	10.2474855607805	9.67313616894515	10.0213321083221	9.96059131401032	9.34486054890731
OG0000161	13.681512180447	14.3398561510754	14.2735055347539	14.2034709241291	13.8695771806006	13.5057415842593	13.6164341258632	13.592357559869	14.2787874830231	13.8845138483329
OG0000187	10.1543372402357	10.3605162041296	10.4332136049035	10.4934764508093	10.4119204006583	10.4719264755824	10.2720745831823	10.4053580679072	10.5932046475045	10.256042347318
OG0000200	8.71650798682518	8.81238621907225	9.14408034128564	9.24891620870143	8.59294679153172	8.46659659932472	8.42893663755308	8.49660822433587	9.05765687461527	8.83177561622735
OG0000224	11.3296462691726	11.2157571885352	11.5629874641814	12.1380110419729	12.1689616393036	10.897653380133	11.4291748356617	11.4793232276521	11.3603421883838	12.5934428276217
OG0000262	8.7408934995863	8.97427588856086	8.89969286961906	9.08975068454297	9.02407657297127	8.85457607826921	8.97912308414369	9.22467168667943	9.00327695418853	9.13671892155147
OG0000263	10.360384422121	10.4604771316681	10.6265424170674	10.4077981949487	10.2337518453266	10.4910880988307	10.1378715216158	10.4256731720898	10.3382937126173	10.0334288494794
OG0000273	10.1787535017959	9.68789069597332	9.74755328180014	9.84219524763985	9.78052324350952	10.1280795711166	9.8461372678916	9.95387454260772	9.65974998604124	9.56861018363547
OG0000274	9.75032634482383	9.92335236261466	9.87068369129887	10.0678202562476	9.99149098282841	10.0917698795979	9.74235770487564	10.4774821901211	10.0555257825844	10.5249377168702
OG0000301	9.5685964969825	9.66043852676373	9.66930325798678	9.90472776646697	10.0553946111871	9.35500039439333	9.73176233198545	9.55238531440159	10.0598925401412	9.85651361662902
OG0000317	9.40541314247013	10.2238909426833	10.4517608572135	9.81844518724914	8.49641353679733	9.54081964368997	9.84809821408426	9.42029215419863	11.7727023588355	8.91341062552836
OG0000320	11.095103394089	11.4161724296114	11.6974511752436	11.7818167012516	11.5281505107588	11.1067239036339	11.1595358896652	11.3425593951415	11.4992136812169	11.3757322026899
