SRR2917198	SRR2917152	SRR2916699	SRR2916026	SRR2916025	SRR2915407
OG0000020	6.55547700633806	6.73723204655606	6.55547700633806	6.86954002741781	6.55547700633806	6.55547700633806
OG0000186	8.21292177334602	8.16682616694039	8.02977612798585	8.19839431705544	8.1747849013484	8.14038812143787
OG0000229	6.9066489388338	7.31819488760656	7.05978315835442	7.61406796617573	7.03254899435653	7.06095824043121
OG0000255	10.8663017356987	10.7460214103816	10.8248587367083	10.8616644755518	10.77341535884	10.639816396967
OG0000281	9.42648980282561	9.49631198945929	9.43599823633096	9.33320498344491	9.16201786765829	9.11032140989345
OG0000282	8.23858969170592	8.27130156443659	8.29188249348103	8.23060318861241	8.31433045433146	7.92880493004084
OG0000290	7.08473786033889	7.24155421984838	7.40469015536914	6.9987609066021	6.945592226818	7.06095824043121
OG0000304	10.0430447898525	9.80818577658261	9.89218107627729	10.0269568728734	9.98634083939207	10.1545928908968
OG0000358	6.55547700633806	6.55547700633806	6.55547700633806	6.55547700633806	6.55547700633806	6.55547700633806
OG0000394	7.7346032917091	7.92407062233243	7.80299978791482	7.64217812503862	7.85696659038115	7.72793981493738
OG0000399	8.03569140374426	9.69160960617356	8.70922162259223	7.71535845465988	7.65804787361279	7.8333029873094
OG0000408	10.4963649060857	10.669051686698	10.5551136207139	10.5121672564735	10.632274184479	10.2653824766513
OG0000415	12.745560466502	12.4279326696958	12.7111226490667	12.7381372478597	12.4849678871045	12.5515242001004
OG0000424	7.03304262270409	6.94015216729597	6.96793475453935	7.03396790777693	7.12770380519573	7.09128274891246
OG0000432	9.68052729345917	9.29569749116681	9.51837415465356	9.86055250265898	9.79343776763356	10.3585500351167
OG0000451	10.8158320772056	10.757312335464	10.7302394227855	10.7639097337915	10.8585437276574	10.4565746703742
OG0000460	10.8463263467355	10.6855682696388	10.915555934209	10.8012769828529	10.6768086113145	10.4384143651774
OG0000461	11.4792087573522	11.7831294645702	11.6240282334906	11.6632523670573	11.7731570019211	11.8842219265031
OG0000468	10.7413761087342	10.7479094152509	10.7136590641396	11.0076220325618	10.9355025054547	11.408935082016
OG0000483	6.55547700633806	6.55547700633806	6.55547700633806	6.55547700633806	6.55547700633806	6.55547700633806
OG0000485	11.0307133903088	11.1922235533262	11.0234382478846	10.9526398122888	10.9114601436639	10.7505356181953
OG0000493	6.55547700633806	6.55547700633806	6.55547700633806	6.55547700633806	6.55547700633806	6.55547700633806
OG0000508	8.73674764347652	8.66345366155199	8.95619967865806	8.7999869789734	8.5811286673711	8.75335618332387
OG0000512	10.4026827504527	10.3684880488549	10.3555336505894	10.3351849489489	10.3570685553576	10.1490071244306
