geneID	Reproductive.GS.metaZ	Reproductive.GS.metaPval	Reproductive.GS.cor.Ceratina_australensis	Reproductive.GS.pval.Ceratina_australensis	Reproductive.GS.cor.Ceratina_calcarata	Reproductive.GS.pval.Ceratina_calcarata	Reproductive.GS.cor.Megalopta_genalis	Reproductive.GS.pval.Megalopta_genalis	Reproductive.GS.cor.Polistes_canadensis	Reproductive.GS.pval.Polistes_canadensis	Reproductive.GS.cor.Polistes_dominula	Reproductive.GS.pval.Polistes_dominula	Reproductive.GS.cor.Liostenogaster_flavolineata	Reproductive.GS.pval.Liostenogaster_flavolineata
OG0000394	-2.15117387215767	0.0314624784924944	-0.396983143731617	0.435806686022368	0.732949162367155	0.0974517060394505	-0.526473934908548	0.0361651151440541	-0.220848546998166	0.53977531186686	-0.514084441291541	0.0101735590307803	-0.193720512090964	0.42681522012871
OG0000399	-2.32604165723539	0.0200163284826769	-0.739935304541656	0.092655906983804	-0.309180298288948	0.551007204728113	0.369829889352805	0.158568844454397	0.235640545418829	0.512217228083811	-0.456338927794255	0.0249990852718484	-0.618414077779019	0.00476689069523375
OG0000432	1.57180199584295	0.115996478543589	0.768800100713446	0.0740008805563859	-0.301107962235895	0.561988184639202	0.345277285148387	0.190263508611749	0.604836035199121	0.063952415378007	-0.157875189202008	0.461256954583087	-0.0353207076287738	0.885854821104578
OG0000451	3.20530270045844	0.00134920509274838	-0.246633029120533	0.637551534899268	0.23147446257058	0.658989556395631	-0.304392520054315	0.251684957252168	0.743284987713075	0.0137509466994601	0.535685973016074	0.00697893488015836	0.696203036207073	0.000929618820114868
OG0000468	0.276849230058215	0.781895877843843	0.786550544388649	0.0634785550360227	-0.160689743137063	0.761039985773883	0.119242197570524	0.660043361667725	0.473112907153498	0.16726733252098	-0.224197676450632	0.292254805945309	-0.441528278268603	0.0584236963275664
OG0000540	-1.53163555683567	0.125612393071947	-0.55193797823559	0.256162992412008	0.31625786465685	0.541429106541301	-0.637348022603166	0.00791453945714938	-0.121848501476053	0.737378662362251	-0.254335842954267	0.230404906883629	0.287944654670734	0.231915691336431
OG0000546	1.56533719742185	0.117503865610222	0.133300262169276	0.801233910252286	0.615078646020367	0.193730843012117	0.143635221357203	0.595626186376751	0.529314302585163	0.115634858587004	-0.149566829135107	0.485459576064536	0.151892028851155	0.534762420771572
OG0000564	0.12318289633665	0.901962269157797	-0.795491280338586	0.0584590570528725	-0.548371379236846	0.25989363054818	0.636683276316219	0.00800035315829147	0.02344793415036	0.948735835569679	0.270218612655381	0.201587437262171	-0.114857779206081	0.639627703506112
OG0000565	0.815870054461295	0.414574460840993	-0.68536523465279	0.13291891345486	0.670212737034204	0.14520568641882	0.437124569882942	0.0904393940668462	-0.120510696460513	0.740178073244994	-0.117806881570833	0.583527719611685	0.282779313622998	0.24077130083013
OG0000582	-1.78401659673122	0.0744209683439764	-0.550884669845463	0.25726256019898	0.150594604459347	0.775815740866349	-0.499050309827613	0.0490778586519273	0.00181463416073427	0.996030500844563	-0.520983311513751	0.00904329613044716	0.309841597480485	0.196728335624001
OG0000602	-1.21019098827034	0.22620561527761	-0.648963615045166	0.163211315151967	-0.53376827554542	0.275385165258468	0.51739452875704	0.0401158830774227	-0.409130869375803	0.240388152042746	0.108605120836064	0.613453668170447	-0.380509936890673	0.108024076944136
