	SRR13281988	SRR13281982	SRR13281995	SRR13282007	SRR13281993	SRR13282006
OG0000394	574.881058352477	438.636861627709	498.688558040351	416.924508862432	428.108963895757	423.633541684543
OG0000399	187.832425006255	57.2700946932321	78.3311763828369	135.626045051634	136.954289397932	98.8152141111752
OG0000432	93.9162125031274	52.0637224483928	26.3097080980521	237.916395528288	20.2895243552492	95.8801087415363
OG0000451	62.6108083354182	374.858801628428	428.728652415985	192.251060494068	158.258289970943	158.495689960499
OG0000468	466.735116682209	84.6035489786383	22.7220206301359	214.170421310493	152.171432664369	90.9882664588049
OG0000540	1255.06211254179	518.034038361508	465.801422917786	605.978995904104	542.744776502915	487.227491360052
OG0000546	247.597287508245	186.127807753004	190.745383710878	162.568592721824	197.822862463679	109.577267133184
OG0000564	281.748637509382	232.985157956558	177.590529661852	368.062600375816	205.938672205779	417.763330945265
OG0000565	848.091858361575	1300.29146814861	1171.97790618596	942.075861755966	738.538686531069	839.440135716716
OG0000582	19.9216208339967	7.80955836725892	11.3610103150679	11.4163337585551	11.159238395387	11.7404214785555
OG0000602	2.8459458334281	28.635047346616	32.8871351225651	92.7006301194673	31.4487627506362	24.4592114136572
OG0000625	617.570245853898	890.289653867517	852.673721541415	758.957868268742	974.911645269722	684.857919582402
OG0000635	14.2297291671405	33.8414195914553	26.9076560093715	21.0060541157414	31.4487627506362	26.4159483267498
OG0000650	136.605400004549	456.859164484647	443.677350198969	266.228903249505	462.601155299681	419.720067858358
OG0000651	5.6918916668562	24.7302681629866	28.1035518320102	15.9828672619771	21.3040005730116	23.4808429571109
OG0000658	1405.89724171348	187.429400814214	193.137175356155	174.898233181064	244.488768480752	178.063059091425
OG0000676	28.459458334281	84.6035489786383	79.5270722054756	98.1804703235738	77.1001925499468	85.1180557195271
OG0000688	51.2270250017058	145.7784228555	196.126914912752	136.082698401977	118.693717478208	145.776900025397
OG0000691	646.029704188179	416.509779587142	480.152172789451	484.509204713078	381.443057878684	484.292385990413
OG0000703	0	0	0.597947911319366	0.913306700684407	1.01447621776246	0.978368456546289
OG0000706	28.459458334281	22.1270820405669	4.78358329055493	36.9889213777185	86.2304785098089	43.0482120880367
OG0000712	42.6891875014215	24.7302681629866	28.7014997433295	43.3820682825093	50.7238108881229	75.3343711540642
OG0000718	535.037816684483	698.955473869673	681.062670992757	932.942794749122	1002.30250314931	1026.30851091706
