SocF10	SocF11	SocF12	SocF14	SocF4	SocF5	SocF6	SocF7	SocF8	SocF9	SocR10	SocR1	SocR2	SocR3	SocR4	SocR5	SocR6	SocR7	SocR8
OG0000108	10.833122722248	10.6550833111242	10.111639836979	10.3585405928039	11.3759813962438	11.150303912767	10.3049442419173	10.8116076337293	10.3542007942379	10.7188847172633	10.8318730594108	10.8724095073671	11.0245222970026	11.0539937052877	10.879978359517	10.9364772602622	11.1873552398466	10.5792119175613	10.7884943726961
OG0000109	21.0984485885941	20.8338587619941	20.9499551116445	21.8220365881926	19.8543958100734	20.4146936253016	21.2834694879731	20.4955163696063	20.9320905389042	20.4298519193558	20.6207189480464	21.1260538347652	20.190670051939	20.4556566397866	20.3573180714374	20.4296862259515	20.1314626119345	20.9495814623234	20.7337444486965
OG0000155	9.6406615976186	9.25198832945513	9.44587798683399	9.44534057774384	9.37191020967165	9.37614362380342	9.23466477606486	9.34174912487598	9.26258483910491	9.19352664309349	9.14720210622548	9.20259963168896	9.36109820073884	9.32953979144428	9.27910768295361	9.45310495282921	9.26724674000378	9.21941359660383	9.1457934653099
OG0000161	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163
OG0000187	12.9063185190979	13.0997550632193	12.7981503066811	12.872588639588	13.0808522947846	13.0873714392236	12.9542492150044	12.8300646239284	12.9016813438725	12.9832581197748	13.0095562419194	12.7806694469366	12.8664472494457	12.9272088072287	12.7866507905313	12.9857034362419	12.8071538112232	12.8632030982308	12.7646902314692
OG0000200	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163
OG0000224	8.15009801207954	7.49638099349929	7.5053560453144	7.27274936486145	9.66668690938856	8.71722280196673	7.60106962845742	8.95942781314077	8.19010748773202	7.23983755352699	8.18708834516635	7.60937155294447	8.15961965533662	8.53389287081646	8.07292531547362	9.11728177641568	9.3024610500561	7.93979114851649	7.66876529140843
OG0000262	9.28657107988111	9.39201993719837	9.67395963585152	9.76905467079064	9.26489655388853	9.42834288717103	9.49570513025218	9.20391822893705	9.43910630247074	9.51905957526714	9.38593835219102	9.34477197991463	9.37870252862795	9.31831763943355	9.2153980510329	9.27356733954311	9.21644714638918	9.38566503809942	9.2559810761632
OG0000263	11.6653175735816	11.6490052079739	11.6641271862722	11.7193490253148	11.709947606207	11.8177815689106	11.4987962254504	11.7382878790876	11.4691280185462	11.4517751287156	11.5864960704969	11.6108073720981	11.8611050551608	11.6780157716629	11.6536014475603	11.6247994665208	11.8356397009468	11.4340054165385	11.7083720139491
OG0000273	10.3487958231969	10.097248176911	9.83910925802183	9.81282672978285	10.546498990886	10.4071386248136	9.97975867329404	10.4040755573299	10.0286771595119	10.299909599965	10.3528315729243	10.2270934885407	10.1048694044327	10.3613187318848	10.3463482714282	10.4720512573298	10.179327599776	10.4067060473045	10.4206168506681
OG0000274	10.6927064142599	10.5280992814247	10.6289434961558	10.8182495472604	10.7873403796584	10.6656021441726	10.625059373622	10.6853733025802	10.4345994271475	10.3296162369462	10.8660991733493	10.7402437506589	10.4052110188373	10.6844903325787	10.5669262058071	10.6002636056904	10.6602449121944	10.6654005029664	10.4624784241262
OG0000301	9.54633781182561	9.62346334012572	9.35916324848728	9.6586415075296	9.56981329079159	9.48984378811081	10.0812442511765	9.30128986424048	9.87425297120534	9.82992172840044	9.71299064284496	9.30556874455961	9.51624725428969	9.57737781818748	9.74506286308821	9.39760618318351	9.29781546145672	9.33653168761637	9.32836479383176
OG0000317	10.5217324443945	9.85865265672031	11.0849374634055	9.84800798931931	11.0989955218183	10.545204014586	9.4912368296026	11.2190080230646	10.623919669081	9.74067962914875	9.86257597787955	10.9584437522761	10.0206139995276	10.0234490411711	10.3532549030891	10.7307528324069	10.7220850074281	10.0995991285572	10.4969051605141
OG0000320	9.46486131236959	9.27771405690285	9.51015828364131	8.65065504783155	10.0175369621194	9.92642932948372	8.95808953363685	9.78453356477359	9.3094710104445	8.98162562935042	9.42926358469005	9.19725182209737	9.64903163588161	9.72051155173781	9.29357465966821	9.83908028067277	9.77951451656441	9.2670398076992	9.32027484711817
OG0000326	9.44538405963641	10.1869125251021	10.0175952787587	9.62058338777037	10.5377052712076	10.6953939324765	9.91790878159656	9.87799526086898	9.06124085867065	10.3459882373303	10.5171670718256	10.2848143310014	10.6308923017691	10.6983751889276	10.5694699304751	10.6294089205774	10.653005534105	10.6023585076153	10.7111342754153
OG0000328	8.09491220602065	8.43382218649924	8.41196155259514	8.22591263214085	8.519097667836	8.37808984475804	8.28635926794818	8.30120156298654	8.12922836463756	8.44858006425806	8.6114685234772	8.35756960524336	8.56036220308981	7.98232912390109	8.49713799020027	8.46977236383652	8.64249995737282	8.43717939576847	8.65936444170834
OG0000329	13.8260477001225	12.5343328659982	12.9958930465494	13.2305822689482	12.4857135819984	13.2763333965564	12.9497878898895	13.1647063038094	13.3638135956178	12.8601039286495	13.5394903898027	13.5192493316063	12.8627476461752	12.8560509556555	12.5109687259379	12.8020901817812	13.2520625637879	13.756445845046	13.0208973509237
OG0000335	10.095131620808	10.3163904314108	9.57168499365224	9.83145037079852	10.0574792292909	10.2281158246807	10.2198564065422	10.0655931992751	9.68252892342314	10.36791393127	10.2249032417982	10.1394103271913	10.1643425027524	10.3514643557795	10.2888409278471	10.3749927849821	10.276778590477	10.2781158632687	10.4532803806639
OG0000355	7.38152769946898	7.57692633801547	7.52605554598774	7.64002003159542	7.68271326659838	7.51870843421663	7.62643306727789	7.43915913048557	7.66882666678351	7.72070525438503	7.45044124756757	7.49730851768278	7.80371149331598	7.59110105777326	7.79438401924065	7.58966630091567	7.70580520957879	7.64831720032229	7.37840577831025
OG0000357	6.37869417285058	8.8472185157383	8.76547092541218	6.61256107879454	9.29659364422992	9.36062650312002	9.01846783886909	9.25467774434488	8.57828167374311	8.69285058954875	7.48485718294965	6.73867162930271	8.50097041842574	8.76729637986156	6.75153884087509	7.65598466009301	8.17608972981975	6.70661754661695	8.74679058713475
OG0000359	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163
OG0000361	12.6285180494562	12.093692222914	12.3721024299387	12.1647330584609	12.4984529993296	12.7361655273793	11.9059037836186	12.3734004295119	11.550376768065	11.8782835581263	12.2478739500439	12.3939215697982	12.6070138880808	12.6587696428614	12.3378488924351	12.6116600584598	12.5170278568377	12.2340134963884	12.1550699625744
OG0000369	9.42342822749001	9.45909817084612	9.27281546882233	9.05876124120261	9.47334425435479	9.63297797227255	9.78561335896106	9.43487659867704	9.10883996131549	9.43833680516922	9.21319779784012	9.44285808289385	9.80512980073599	9.69126521186642	9.37160999010412	9.75774445533469	9.43526392030736	9.76279527445383	9.47945287636558
OG0000373	10.0557660525797	10.3378992520019	10.2368050355266	10.0898963593917	10.1642172567461	10.3437875500641	10.2908934717151	10.1616115200033	9.99707256996372	10.3047040182221	10.16347167019	10.1226222695427	9.99519983887051	10.310228536653	10.2267945230111	10.4155340578769	10.1096113907248	10.2678758383256	10.3519912741699
OG0000374	7.03660701739166	8.20060930099606	8.29318189934039	8.41733988852205	7.38316970021849	7.8922825570568	8.45316417743044	7.92350572559298	7.77719895315074	7.82003814046612	7.51010261946425	7.97725124536408	7.78361255155989	8.05545401682865	7.91367581664015	7.6298438606645	7.47127206132504	7.90593706120352	7.98283682678911
OG0000380	12.1236044199308	12.0119987610643	12.1855509517748	11.9099153423577	12.299381324118	12.1561191839289	11.8818339972106	12.2188725066431	11.9367746523747	11.740087224467	12.1035902870361	12.0762590776046	12.1736734589805	12.1817428656695	12.0229939821053	12.1892522884471	12.346955376932	12.0729007837645	12.0604612641946
OG0000382	9.00806003288115	9.04524584446221	8.98823991729895	8.58149969244733	9.94352315256307	9.55942382875304	8.87798517349728	9.42826351075006	9.09314877988638	9.28148216294561	9.39907376472883	9.10314527435384	9.45742668171864	9.56604555798154	9.19130976327903	9.80112538500068	9.62879987109161	9.3993996453217	9.42581943866507
OG0000388	10.9107718878967	10.5993628656586	10.9312795473143	11.2038740956093	10.7375311213618	10.6585846752755	10.3138148132404	10.7423535454829	10.6646974480473	10.4196550956992	10.740430676692	10.7809136950121	10.6445705562939	10.6230307653798	10.6235095126242	10.7639840786468	10.6764017893435	10.5693935559272	10.4969051605141
OG0000394	9.85414199294396	9.82130151031313	9.94512191179901	9.59681966999869	10.0636213141116	10.0236418554004	9.70113297727016	10.0441575689826	9.83526573397021	9.92645286946398	9.7763806098465	9.66997576391978	9.97511833904226	9.99980111894381	9.77772739621003	10.0003423864114	9.82697296539859	9.86149902347553	9.8046099808947
OG0000399	8.08927210266519	8.11662432029531	8.41196155259514	8.56367188243173	8.02358763765245	8.05344977013529	8.32234925574243	8.15237883871196	7.97131004905035	8.01747764694553	7.91775767890825	7.91905012851509	7.9000380593458	7.98809233410344	7.64405053092026	8.09559949309379	7.94272140883489	8.08054389921964	7.89143585997914
OG0000401	10.9060394269605	11.2468951350484	11.2903281724697	10.8767415592196	11.3150379231955	11.2980272422749	11.0473425438959	10.9737202253888	10.7012619446007	11.4190048361365	11.3750832109058	11.3879457294418	11.2975115033567	11.3826680170312	11.2954473915765	11.3720020994315	11.3143597417524	11.3300798450929	11.4149914094026
OG0000402	9.06030571906725	8.94430558137011	8.87141122322928	8.79496442118812	8.8430825109325	8.71993825827725	8.90518874434339	9.07704053907543	9.25132640970623	9.08031731884488	8.77216812789337	9.11170202655155	8.64320936146922	8.78703053719892	9.0127990469985	8.88361690353092	8.70372266715665	9.08337329835184	9.14808232872424
OG0000409	5.43540625177556	5.07631957019163	5.55854488554936	5.07631957019163	5.74001226935597	5.07631957019163	5.07631957019163	5.58335428709311	5.45837861964847	5.43504034238584	5.5086086842451	5.44146471266315	5.57226056832622	5.42571828199511	5.59797798780737	5.64326089479863	5.42881477786049	5.07631957019163	5.54453053752439
OG0000410	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163
OG0000412	8.64669574006157	8.51585520274988	8.2017629559433	8.59472522943273	8.06894314453964	8.56231379312208	8.58139036182028	8.30120156298654	8.25416131384367	8.19038945157889	8.72757665116897	8.58875636821235	8.47649936562852	8.09862181379833	8.57404848166578	8.66832096248033	8.63881524896303	8.55608691764816	8.6496707830681
OG0000420	10.2033018129993	10.5667758028281	10.4428881959447	9.82588854799219	11.207182964342	10.8864940819416	10.2117427270098	10.371182275637	10.1932968831233	10.3343129663952	10.7835488620158	10.3535581195883	10.4349062078849	10.9122817805646	10.3163675741498	10.9985949310503	10.8206758454317	10.3478276711121	10.5270260361391
OG0000431	11.8044492921825	11.7173793511742	11.8124222011411	11.7027761964765	11.656545562026	11.4948099770593	11.9258661336921	11.7906682311161	12.2143873569536	11.6312900690478	11.4882409145587	11.6242768799671	11.4809531074786	11.3025738992354	11.4963437074591	11.3093666987639	11.3788438814961	11.5460353313924	11.3833914814766
OG0000432	12.4302501516265	11.5445834663327	12.2085421367996	12.2748293027346	12.2222130649334	11.4936278109068	12.0174756750131	12.7573564755392	12.5196486068137	11.6689397096209	12.7278212673852	12.3842786693698	11.4133361507929	11.5248021586844	12.1723642874235	11.9915174474464	12.1505900513973	12.706027305828	11.8632096917745
OG0000439	7.49066033040798	7.55543125280122	7.60582193803708	7.88592988122096	7.39943893188282	7.5122780655636	7.4571330579751	7.7395970709794	7.27936614054702	7.43521435649737	7.36031238251006	7.10239310004303	7.25383823820338	7.65847261589542	7.18250142726621	7.56912263848128	7.47978190520962	7.14579663707894	7.37027706089737
OG0000447	7.26262205627757	8.53385515345856	9.11953948916199	8.4123583322697	8.47519288302265	8.79908509240775	9.04620222169247	8.48795916616779	8.72032899415822	9.10258219969118	8.05890405096015	7.85830059067796	8.63219236948653	8.76729637986156	8.37724591463092	8.2765537450482	8.45387498154403	7.91082421970954	8.48484121429926
OG0000448	11.7491638265994	11.5111830676689	11.8461126145134	11.4803997530333	12.0551900974992	11.9434467171709	10.9836814584956	12.0979862274378	11.7136648974903	11.1434855213634	11.7020236048863	11.5514630632094	11.526959128908	11.8397839441401	11.58906883703	11.9391546750058	11.9299702191953	11.4530181359	11.4739157844724
OG0000451	11.6351381235658	11.5428215034257	11.3830031545242	11.3335018172123	11.655733349513	11.7102805416237	11.4229781699768	11.4895332917219	11.0705359857854	11.5047900699302	11.6540957685168	11.6518189584325	11.8074140944542	11.7912282845043	11.764280802258	11.9517039650113	11.7777618395246	11.7392248000939	11.6170521052248
OG0000454	9.91513658611499	9.79189516104513	9.8940545720341	9.45739249055848	9.87251230472652	9.93807631428944	9.12631963658076	9.88444442172121	9.5671003037611	9.69389240119837	9.95282178202809	10.1980097419279	9.81968593221497	9.72221354077368	9.92283169615692	10.0249370015399	9.67426433784301	9.86025960561257	9.69013805116613
OG0000456	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163	5.07631957019163
OG0000468	11.5552954218478	11.2151621932725	12.0951835473514	11.7621496444435	11.5390191045264	11.1931755378581	10.906232073189	11.6972580083729	11.6509773416769	11.3989791962776	10.9932559561675	11.6542526885831	10.4711848069642	10.9152569044154	11.6918351261634	11.4561721233707	10.9946778159262	11.349621165613	11.0813225724196
OG0000472	6.37869417285058	6.68503689243886	6.58843238716071	6.88942967870061	6.60879846256449	6.72159214414307	6.75742666019859	6.9352645596924	6.80810679410482	6.55732257842459	6.65769636339782	7.0274009774764	6.92510493346188	7.1388460895423	6.9690323163344	6.71445533227134	6.77782968196222	6.6817473119552	6.75519569288759
OG0000476	9.32736091261811	9.10159878997664	9.3394752751665	8.98059381713476	9.53837122670394	9.33438585937977	8.65952911198722	9.46102852964034	9.01200409885141	8.91077972206156	9.41855423655542	9.19992822117613	9.17456567679622	9.38652091605561	8.92511112779438	9.30810844419139	9.46456011982072	9.18013952174928	9.23891039824105
OG0000478	10.0965178222899	10.5685094043331	10.836372935785	9.74763980957474	10.5973174297897	10.9727493344695	10.5062897825236	10.5510702677447	10.048286299097	10.0357870615147	10.6381934680923	10.1751266836405	10.7911462929826	10.8192536398314	9.80823011015726	10.4871683841805	10.7763929896679	10.0186126858286	10.5383784930818
OG0000479	11.2358111909205	11.4400762886235	11.0542836198346	11.3676755788061	11.5096519016909	11.5933820942351	11.5543565128416	11.3940036745109	11.1013450091525	11.5068706656108	11.3634305356134	11.4271841413004	11.5210409134697	11.6564013689562	11.6623622953278	11.7854994378761	11.4331933018517	11.5425665008246	11.5058380185334
OG0000481	10.8997052185182	10.9821177020427	10.6079849621934	10.5198266673134	11.3640964382716	11.0658496569388	10.6552781640045	11.0820876273692	10.872261740759	11.1327461540535	11.1134190988368	10.9168794258087	11.0432277547166	11.2575751562667	11.0523009573124	11.2496323928813	11.1716134010334	10.9495505472095	11.1529293252832
OG0000482	10.6433198339227	10.0582779155176	10.4310022589677	10.0087963240579	10.8419285139271	10.9061786150542	9.93608766196272	10.8622650872964	9.67413343547486	9.83324597655773	10.5547491201962	10.3879088586505	10.8219678200771	10.9940526185762	10.3082662203936	10.9429398122674	11.0982348639204	10.2901246082116	10.3209714159323
OG0000487	12.0295829707183	13.2213516761823	12.3689927008185	12.797956475365	12.1585657284752	12.7609398695018	13.1128512326389	12.063631438756	11.6868341214644	13.5248568965045	12.669990895347	12.7782171390234	12.8633324251795	13.0980832440303	12.9702232042218	12.8924833004773	12.4116309521662	13.3163049628612	13.3391489660179
OG0000488	10.9411599618203	10.5254240620191	10.7507979631643	10.6386932624593	11.3621060549559	10.9061786150542	10.2346138123702	11.142462292923	10.8426417515419	10.428466915113	10.8739436207924	10.7292018193716	9.9296292670324	10.7716189989117	10.9043589236885	11.2116038850573	10.928774620885	10.387059371905	10.8819282083394
OG0000496	9.78012686989112	9.89505871045035	10.0351575392967	10.698701057869	9.80956186318367	10.1249275746811	10.3213749290041	9.87151706647306	10.0819725042309	9.75126389554858	10.2076170875992	10.006928288872	9.95328694578882	9.93232453500153	10.1897863414306	9.70694378656414	9.915924509623	9.68089490092369	9.76050573715381
