SRR2915407,caRNA01,primary
SRR2916025,caRNA02,primary
SRR2916026,caRNA03,primary
SRR2916631,caRNA04,secondary
SRR2916637,caRNA05,secondary
SRR2916647,caRNA06,secondary
SRR2916648,caRNA07,solitary
SRR2916652,caRNA08,solitary
SRR2916653,caRNA09,solitary
SRR2916699,caRNA010,callow
SRR2917152,caRNA11,callow
SRR2917198,caRNA12,callow
