Geneid	gene_name	SRR2916025_1Aligned.sortedByCoord.out.bam	SRR2917198_1Aligned.sortedByCoord.out.bam	SRR2916026_1Aligned.sortedByCoord.out.bam	SRR2915407_1Aligned.sortedByCoord.out.bam	SRR2917152_1Aligned.sortedByCoord.out.bam	SRR2916637_1Aligned.sortedByCoord.out.bam	SRR2916648_1Aligned.sortedByCoord.out.bam	SRR2916653_1Aligned.sortedByCoord.out.bam	SRR2916647_1Aligned.sortedByCoord.out.bam	SRR2916699_1Aligned.sortedByCoord.out.bam	SRR2916631_1Aligned.sortedByCoord.out.bam	SRR2916652_1Aligned.sortedByCoord.out.bam
Caust.v2_009192	NA	1019	1076	1614	740	1059	976	1892	1944	1308	605	1333	1193
Caust.v2_009193	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022738	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022521	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020740	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020741	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022357	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022310	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020538	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020539	NA	0	1	0	0	2	0	0	0	1	1	0	0
Caust.v2_010117	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_010118	NA	8	21	19	8	27	20	40	28	53	18	19	14
Caust.v2_010119	NA	0	0	1	0	0	0	0	0	0	0	0	1
Caust.v2_010120	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_010121	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010122	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_010123	NA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_010124	NA	220	280	370	231	395	315	454	375	323	211	394	257
Caust.v2_010125	NA	393	540	663	302	585	581	814	765	653	376	733	452
Caust.v2_010126	NA	22	34	41	26	36	36	61	59	33	21	43	23
Caust.v2_010127	NA	1091	1458	1807	841	1728	1487	2769	2373	1945	938	1893	1270
Caust.v2_010128	NA	675	1011	1036	504	1021	980	1609	1370	1195	572	1260	759
Caust.v2_010129	NA	40	46	32	11	42	21	27	55	70	12	51	18
Caust.v2_010130	NA	0	0	0	0	1	0	0	1	0	0	0	0
Caust.v2_010131	NA	81	139	115	68	50	122	238	77	130	69	108	102
Caust.v2_022538	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022105	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_018120	NA	21	57	55	29	43	49	84	68	55	30	78	17
Caust.v2_022070	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020892	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021119	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016463	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016464	NA	126	219	178	86	142	219	344	287	247	116	287	151
Caust.v2_016465	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_016466	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016467	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016468	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016469	NA	0	0	0	1	1	0	2	1	1	0	0	0
Caust.v2_016470	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016471	NA	1	1	3	0	1	0	2	6	4	1	1	1
Caust.v2_016472	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021547	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019400	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_019401	NA	4	0	3	0	3	4	3	2	5	0	3	0
Caust.v2_019402	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_021816	NA	1	0	0	0	0	0	1	1	0	0	0	0
Caust.v2_021413	NA	0	0	1	0	0	0	0	0	1	0	2	1
Caust.v2_012997	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012998	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012999	NA	107	183	166	54	130	186	310	279	241	98	182	106
Caust.v2_013000	NA	637	1010	891	418	961	997	1207	1263	1124	601	1127	717
Caust.v2_013001	NA	228	287	349	208	307	299	356	388	286	187	328	247
Caust.v2_013002	NA	3245	3840	5383	3226	4385	4564	6567	6006	4075	2581	5545	3971
Caust.v2_013003	NA	196	242	309	132	259	226	340	342	245	147	275	205
Caust.v2_013004	NA	653	821	1009	487	894	889	1378	1150	926	617	1157	735
Caust.v2_013005	NA	125	204	192	102	225	209	220	232	188	108	258	162
Caust.v2_013006	NA	38	22	65	42	46	28	86	87	53	25	37	43
Caust.v2_022270	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019524	NA	91	68	169	63	223	176	259	172	135	68	95	145
Caust.v2_005463	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005464	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005465	NA	3	14	12	0	6	14	24	18	26	7	4	4
Caust.v2_005466	NA	1	1	1	2	0	0	4	1	3	0	3	0
Caust.v2_005467	NA	324	476	594	306	602	297	792	560	496	301	422	485
Caust.v2_005468	NA	526	1013	838	548	1346	793	963	891	818	650	815	705
Caust.v2_005469	NA	9	21	23	3	31	10	18	22	23	11	17	14
Caust.v2_005470	NA	1494	3348	2450	772	3370	2561	3483	2992	3504	1993	2327	1616
Caust.v2_005471	NA	0	0	0	0	0	0	3	0	0	0	0	0
Caust.v2_005472	NA	11	14	5	2	16	10	49	17	31	9	9	3
Caust.v2_005473	NA	29	64	43	11	52	41	96	66	83	42	54	17
Caust.v2_005474	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005475	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005476	NA	0	0	0	0	0	1	1	0	0	0	0	0
Caust.v2_005477	NA	130	272	137	38	227	212	519	336	486	200	218	131
Caust.v2_005478	NA	1	2	1	0	2	1	3	0	4	2	4	2
Caust.v2_005479	NA	1344	1976	2072	977	1973	1730	3178	2638	2520	1145	2104	1515
Caust.v2_005480	NA	1118	1392	1833	926	1530	1452	2424	2143	1825	866	1845	1237
Caust.v2_005481	NA	722	1120	1002	548	999	1010	1571	1417	1221	575	1080	738
Caust.v2_005482	NA	1	0	0	1	0	0	0	0	0	0	1	0
Caust.v2_005483	NA	555	845	873	464	853	938	1082	1082	978	496	1070	626
Caust.v2_005484	NA	2376	5026	4179	2979	5073	6583	3435	3418	4960	3629	7241	2222
Caust.v2_005485	NA	504	744	862	401	809	860	1166	1002	902	564	906	599
Caust.v2_005486	NA	2363	2856	3779	2023	3187	3428	4868	4449	3421	1853	4144	2672
Caust.v2_005487	NA	4	7	17	6	9	13	5	15	20	2	6	7
Caust.v2_005488	NA	4	8	6	3	6	4	9	8	7	3	5	5
Caust.v2_005489	NA	2293	3524	3948	2444	4263	4334	3747	3490	3545	2406	4791	2226
Caust.v2_005490	NA	2004	3582	3273	2250	4241	4519	3471	3357	3555	2446	4462	2115
Caust.v2_005491	NA	223	330	372	240	316	306	388	385	333	224	361	260
Caust.v2_005492	NA	143	236	279	136	290	225	328	318	241	145	305	186
Caust.v2_005493	NA	3	3	7	1	1	3	4	4	3	2	0	5
Caust.v2_005494	NA	343	518	590	290	600	549	777	725	648	357	614	396
Caust.v2_005495	NA	186	320	267	146	312	263	421	444	382	159	353	222
Caust.v2_005496	NA	307	364	565	251	504	402	757	612	435	281	525	393
Caust.v2_005497	NA	107	288	166	92	373	266	192	220	390	172	205	130
Caust.v2_005498	NA	440	652	778	370	695	659	1018	980	805	383	840	518
Caust.v2_005499	NA	653	820	1237	584	1166	868	1288	1427	1173	554	1001	856
Caust.v2_005500	NA	293	377	473	227	406	447	633	546	493	232	541	290
Caust.v2_005501	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005502	NA	1101	1674	1978	1017	1751	1768	2478	2283	1871	1007	1958	1371
Caust.v2_005503	NA	334	437	475	209	466	492	607	593	581	266	588	328
Caust.v2_005504	NA	73	93	125	52	106	79	166	124	77	71	99	90
Caust.v2_005505	NA	759	1155	1269	725	1334	1312	1391	1333	1290	702	1526	928
Caust.v2_005506	NA	1350	1941	2137	1076	1763	1899	2975	2728	2100	1136	2374	1494
Caust.v2_005507	NA	551	829	957	465	857	881	1099	1128	927	573	1080	626
Caust.v2_005508	NA	1462	1859	2205	1280	2103	2152	2782	2436	2078	1161	2462	1524
Caust.v2_005509	NA	2577	3183	3877	2477	4431	3664	4296	4429	3848	2314	3813	3046
Caust.v2_005510	NA	164	190	279	133	244	207	366	317	232	131	283	195
Caust.v2_005511	NA	124	194	215	73	176	206	393	299	274	103	241	161
Caust.v2_005512	NA	29	35	55	24	59	42	55	68	47	30	49	52
Caust.v2_005513	NA	592	880	849	354	742	801	1408	1163	1178	490	1047	625
Caust.v2_005514	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005515	NA	36	32	34	18	35	24	70	50	56	18	36	18
Caust.v2_005516	NA	317	414	580	309	524	410	545	599	430	269	551	424
Caust.v2_005517	NA	747	1081	1223	670	1070	1047	1653	1532	1316	612	1307	878
Caust.v2_005518	NA	208	291	320	169	316	264	420	355	321	194	356	251
Caust.v2_005519	NA	0	1	0	0	3	1	2	3	3	0	4	1
Caust.v2_005520	NA	438	777	715	241	490	570	1298	724	1033	450	698	482
Caust.v2_021526	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021386	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021004	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017546	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_017547	NA	0	0	1	1	1	0	1	0	1	0	0	3
Caust.v2_017548	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017549	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_017550	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_017551	NA	0	0	1	1	1	2	3	0	1	1	0	0
Caust.v2_017552	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017553	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014257	NA	0	0	0	0	2	1	0	1	1	1	1	0
Caust.v2_014258	NA	0	0	0	0	1	0	1	0	0	0	0	0
Caust.v2_014259	NA	5	30	34	8	9	22	31	37	8	9	93	13
Caust.v2_014260	NA	0	1	0	0	2	2	0	0	0	0	0	0
Caust.v2_014261	NA	70	186	198	130	32	156	432	199	104	83	313	130
Caust.v2_014262	NA	8	3	14	5	1	6	10	4	8	3	13	2
Caust.v2_014263	NA	633	421	1438	1164	289	527	1834	1261	396	291	1106	876
Caust.v2_014264	NA	469	617	602	330	618	624	929	816	583	369	806	493
Caust.v2_014265	NA	6	7	8	4	10	5	15	8	9	12	7	4
Caust.v2_020199	NA	0	0	3	0	1	14	28	0	0	0	1	0
Caust.v2_020200	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021531	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019775	NA	0	1	1	0	1	1	1	1	0	0	0	0
Caust.v2_019776	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019465	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019466	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021234	NA	0	4	0	1	1	4	9	4	6	0	2	4
Caust.v2_022380	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021421	NA	13	28	25	8	21	28	58	59	39	10	28	19
Caust.v2_017660	NA	0	10	0	4	12	11	0	9	14	1	0	0
Caust.v2_017661	NA	1	1	0	1	0	3	8	2	4	0	5	0
Caust.v2_017662	NA	6	4	4	6	2	3	15	5	8	4	3	7
Caust.v2_017663	NA	20	32	29	19	17	17	41	25	24	6	25	22
Caust.v2_000632	NA	454	678	807	300	769	701	1127	1047	963	456	837	568
Caust.v2_000633	NA	1706	1838	2610	1383	2031	1625	3828	3166	2106	1014	2832	2057
Caust.v2_000634	NA	1387	1840	1817	683	2107	1818	2780	2524	2339	1228	1862	1291
Caust.v2_000635	NA	217	436	335	200	576	408	422	436	481	248	505	292
Caust.v2_000636	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000637	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000638	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000639	NA	226	396	254	102	361	233	436	386	484	169	325	209
Caust.v2_000640	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000641	NA	420	679	520	223	607	548	963	868	940	338	685	416
Caust.v2_000642	NA	3	6	2	2	2	2	8	1	5	2	0	2
Caust.v2_000643	NA	151	258	238	74	194	213	320	343	279	166	229	163
Caust.v2_000644	NA	0	0	0	0	0	0	2	1	1	0	0	0
Caust.v2_000645	NA	1	1	1	0	0	4	4	1	4	2	2	1
Caust.v2_000646	NA	1	4	4	0	5	1	4	1	5	2	3	3
Caust.v2_000647	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000648	NA	10	16	12	6	12	9	30	24	25	9	12	12
Caust.v2_000649	NA	639	923	1093	623	978	1030	1279	1232	1030	563	1074	762
Caust.v2_000650	NA	7	3	2	3	4	1	3	9	7	1	5	8
Caust.v2_000651	NA	229	324	366	168	257	315	592	434	392	155	357	243
Caust.v2_000652	NA	298	504	388	181	587	448	581	642	617	255	443	322
Caust.v2_000653	NA	45	69	67	31	66	63	75	87	57	29	63	54
Caust.v2_000654	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000655	NA	412	770	607	246	852	520	934	794	1073	430	655	472
Caust.v2_000656	NA	28	60	54	10	68	48	122	84	87	40	66	33
Caust.v2_000657	NA	29	37	36	30	47	32	53	45	39	24	35	19
Caust.v2_000658	NA	0	0	0	0	0	1	1	0	1	0	0	1
Caust.v2_000659	NA	0	0	2	0	0	3	1	0	1	1	0	0
Caust.v2_000660	NA	1757	2520	2925	977	2790	2109	4060	3289	3022	1536	2629	2009
Caust.v2_000661	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000662	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000663	NA	220	281	299	174	280	256	356	311	284	190	350	252
Caust.v2_000664	NA	34	43	31	12	93	54	46	52	83	42	56	27
Caust.v2_000665	NA	0	0	0	1	1	2	3	5	2	3	1	0
Caust.v2_000666	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_000667	NA	0	1	0	0	1	0	0	0	0	0	0	0
Caust.v2_000668	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000669	NA	1	0	1	0	0	1	1	2	1	1	2	2
Caust.v2_000670	NA	0	0	0	0	2	2	0	0	0	1	1	0
Caust.v2_000671	NA	0	0	0	0	1	1	0	0	0	0	0	1
Caust.v2_000672	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_000673	NA	2158	3001	2197	1010	2351	1814	2173	3042	3837	1282	2120	1888
Caust.v2_000674	NA	720	1082	1320	663	1058	1165	1571	1553	1191	641	1332	916
Caust.v2_000675	NA	0	1	6	2	3	1	0	1	1	1	1	4
Caust.v2_000676	NA	334	516	685	322	589	575	741	745	627	310	681	418
Caust.v2_000677	NA	2	4	1	1	8	2	6	3	70	2	4	4
Caust.v2_000678	NA	1538	1910	2513	1737	2055	2023	3801	3394	2274	1159	2992	2022
Caust.v2_000679	NA	39	76	89	55	49	78	44	55	64	94	374	57
Caust.v2_000680	NA	45	58	66	43	59	50	57	86	73	37	47	208
Caust.v2_000681	NA	772	2005	1376	891	1891	2724	1694	1463	1797	1486	2267	855
Caust.v2_000682	NA	648	941	1018	393	878	959	1538	1390	1287	528	1088	687
Caust.v2_000683	NA	961	1640	1571	603	1596	1670	2270	2106	1998	984	1835	1102
Caust.v2_000684	NA	1329	1990	2285	1034	1971	2035	3664	2718	2599	1331	2506	1442
Caust.v2_000685	NA	265	363	455	237	356	414	710	520	370	248	519	281
Caust.v2_000686	NA	473	670	789	419	711	749	1186	941	760	433	903	527
Caust.v2_000687	NA	756	1166	1083	497	1095	1130	1582	1310	1325	710	1254	764
Caust.v2_000688	NA	237	348	395	212	351	293	402	416	301	157	403	267
Caust.v2_000689	NA	0	1	0	0	2	1	1	0	0	0	1	0
Caust.v2_000690	NA	195	215	581	404	57	195	745	614	100	92	647	336
Caust.v2_000691	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000692	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000693	NA	1	1	5	2	1	0	5	5	1	2	2	0
Caust.v2_000694	NA	6	10	12	4	6	7	35	26	21	5	10	9
Caust.v2_000695	NA	0	1	0	0	0	0	1	0	0	0	0	1
Caust.v2_000696	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000697	NA	1	0	1	0	0	0	0	1	0	0	0	0
Caust.v2_000698	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000699	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000700	NA	307	365	394	133	480	319	710	562	556	259	360	271
Caust.v2_000701	NA	0	0	0	0	0	3	2	1	0	0	0	0
Caust.v2_000702	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000703	NA	3	2	1	0	2	1	2	5	5	2	3	0
Caust.v2_000704	NA	0	0	1	0	0	0	0	0	0	0	0	1
Caust.v2_000705	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_000706	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000707	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000708	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_000709	NA	1	0	0	0	0	1	1	0	1	0	0	1
Caust.v2_000710	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000711	NA	1	2	0	0	1	0	4	1	2	1	2	2
Caust.v2_000712	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000713	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000714	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000715	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000716	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000717	NA	0	0	0	1	0	1	1	0	1	0	0	0
Caust.v2_000718	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000719	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000720	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000721	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000722	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_000723	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_000724	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000725	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000726	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000727	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000728	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000729	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000730	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000731	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000732	NA	497	1080	878	240	731	939	1413	1159	1406	691	937	496
Caust.v2_000733	NA	87	175	151	46	100	163	280	244	299	119	168	85
Caust.v2_000734	NA	0	0	0	0	0	0	0	0	1	1	1	0
Caust.v2_000735	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_000736	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000737	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000738	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000739	NA	0	0	2	0	0	0	0	0	0	0	0	0
Caust.v2_000740	NA	5	9	11	5	11	4	21	12	15	1	8	9
Caust.v2_000741	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000742	NA	5	14	13	5	17	10	27	14	13	11	12	7
Caust.v2_000743	NA	1	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_000744	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_000745	NA	38	57	57	26	51	40	65	61	36	34	39	31
Caust.v2_000746	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000747	NA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_000748	NA	6	20	8	4	7	12	20	17	11	3	11	5
Caust.v2_000749	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000750	NA	129	202	167	100	253	158	218	237	164	152	198	170
Caust.v2_000751	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000752	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000753	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000754	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_000755	NA	1	1	0	0	1	0	1	0	1	0	1	0
Caust.v2_000756	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000757	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000758	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000759	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000760	NA	3	4	1	1	4	5	5	5	4	8	3	1
Caust.v2_000761	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000762	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000763	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000764	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000765	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000766	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000767	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_000768	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000769	NA	4	5	5	0	5	11	19	9	18	3	9	3
Caust.v2_000770	NA	3	3	4	0	3	5	8	9	8	5	4	2
Caust.v2_000771	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000772	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000773	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000774	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000775	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000776	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000777	NA	0	1	1	1	0	0	2	1	0	0	0	1
Caust.v2_000778	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000779	NA	0	1	0	0	1	0	0	0	1	0	1	0
Caust.v2_000780	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000781	NA	2	2	5	0	1	0	8	8	4	1	6	2
Caust.v2_000782	NA	0	0	0	0	0	1	0	0	0	0	1	0
Caust.v2_000783	NA	268	631	443	163	687	387	691	591	851	300	466	267
Caust.v2_000784	NA	664	968	1080	506	1032	950	1328	1265	1120	592	1075	796
Caust.v2_000785	NA	79	103	142	60	140	106	189	152	121	52	124	121
Caust.v2_000786	NA	1	2	2	1	2	0	1	0	0	0	0	0
Caust.v2_000787	NA	1	1	2	0	0	0	2	1	0	1	2	1
Caust.v2_000788	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000789	NA	2	1	6	1	0	1	4	1	0	0	1	2
Caust.v2_000790	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000791	NA	981	1829	1151	479	2023	1445	1642	1350	1833	909	1254	786
Caust.v2_000792	NA	160	244	246	102	304	258	334	333	292	156	251	183
Caust.v2_000793	NA	24	56	30	3	37	33	92	45	83	27	23	18
Caust.v2_000794	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000795	NA	12	34	17	4	25	22	62	32	59	16	15	9
Caust.v2_000796	NA	2	0	1	1	0	1	3	3	1	0	0	4
Caust.v2_000797	NA	0	0	2	0	1	0	1	2	0	0	0	0
Caust.v2_000798	NA	2	0	0	0	3	5	2	3	8	0	1	1
Caust.v2_000799	NA	0	2	1	0	1	0	0	1	0	0	0	0
Caust.v2_000800	NA	0	0	0	0	0	0	1	0	2	0	0	0
Caust.v2_000801	NA	0	0	0	0	0	1	1	0	0	0	0	1
Caust.v2_000802	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000803	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_000804	NA	3	6	4	1	3	2	6	6	4	2	4	3
Caust.v2_000805	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_000806	NA	108	226	108	76	264	190	202	146	274	169	151	77
Caust.v2_000807	NA	2	0	0	0	0	0	1	1	0	0	1	0
Caust.v2_000808	NA	558	903	918	417	966	822	1277	1119	1035	533	950	612
Caust.v2_000809	NA	40	96	57	17	68	72	143	131	109	55	78	38
Caust.v2_000810	NA	74	71	82	59	101	96	128	144	85	64	114	79
Caust.v2_000811	NA	11	6	12	13	20	23	17	24	16	11	16	16
Caust.v2_000812	NA	790	1384	1138	512	1340	931	1447	1678	1724	718	1115	977
Caust.v2_000813	NA	1563	2092	2702	1567	2111	2186	3077	2901	2156	1372	2782	2069
Caust.v2_000814	NA	274	450	513	260	420	402	821	610	480	247	525	373
Caust.v2_000815	NA	252	291	476	232	376	418	629	544	372	217	469	320
Caust.v2_000816	NA	761	1017	1335	584	1002	1047	1895	1796	1210	624	1258	934
Caust.v2_000817	NA	4863	6187	5727	3389	6280	5204	7922	8164	7323	3335	7141	4857
Caust.v2_000818	NA	2956	4672	5030	2669	4995	5126	5940	5590	5159	2848	5505	3474
Caust.v2_000819	NA	775	1184	1374	711	1157	1209	1867	1650	1358	656	1446	929
Caust.v2_000820	NA	50	72	103	19	80	78	149	113	102	68	79	49
Caust.v2_000821	NA	22	34	26	13	34	27	46	50	53	24	22	25
Caust.v2_000822	NA	320	423	499	235	485	431	526	534	458	323	439	294
Caust.v2_000823	NA	376	500	584	245	555	474	776	740	711	352	615	393
Caust.v2_000824	NA	801	1257	1247	751	1361	1533	1767	1525	1378	834	1679	894
Caust.v2_000825	NA	922	1177	1488	676	1140	1244	1835	1832	1434	675	1473	1117
Caust.v2_000826	NA	1	1	0	0	0	0	2	0	0	0	1	5
Caust.v2_000827	NA	163	328	191	86	365	234	281	361	442	194	259	161
Caust.v2_000828	NA	186	227	281	162	259	272	393	336	279	155	339	186
Caust.v2_000829	NA	865	1424	1150	533	1352	1242	1897	1755	1670	773	1378	951
Caust.v2_000830	NA	210	347	351	190	302	361	428	441	300	198	443	251
Caust.v2_000831	NA	199	308	312	122	312	299	544	418	434	186	341	200
Caust.v2_000832	NA	110	189	167	55	157	147	387	264	235	103	204	107
Caust.v2_000833	NA	157	248	274	138	258	255	401	334	274	164	286	165
Caust.v2_000834	NA	110	157	163	86	162	142	229	201	150	95	187	118
Caust.v2_000835	NA	324	677	636	303	557	630	1042	792	772	422	777	386
Caust.v2_000836	NA	170	235	252	137	232	197	318	335	257	151	265	203
Caust.v2_000837	NA	229	317	404	156	308	315	575	447	401	207	414	257
