Geneid	gene_name	SRR2916025_1Aligned.sortedByCoord.out.bam	SRR2917198_1Aligned.sortedByCoord.out.bam	SRR2916026_1Aligned.sortedByCoord.out.bam	SRR2915407_1Aligned.sortedByCoord.out.bam	SRR2917152_1Aligned.sortedByCoord.out.bam	SRR2916637_1Aligned.sortedByCoord.out.bam	SRR2916648_1Aligned.sortedByCoord.out.bam	SRR2916653_1Aligned.sortedByCoord.out.bam	SRR2916647_1Aligned.sortedByCoord.out.bam	SRR2916699_1Aligned.sortedByCoord.out.bam	SRR2916631_1Aligned.sortedByCoord.out.bam	SRR2916652_1Aligned.sortedByCoord.out.bam
Caust.v2_014979	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021809	NA	139	254	235	112	298	301	373	297	318	170	294	135
Caust.v2_016720	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_016721	NA	433	610	644	207	762	413	689	677	737	343	524	402
Caust.v2_016722	NA	1461	3197	2163	966	2962	2470	3571	2824	3527	1683	2572	1562
Caust.v2_016723	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016724	NA	7	9	6	3	13	6	26	10	23	3	12	10
Caust.v2_016725	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016726	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022074	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020954	NA	743	982	1195	652	1020	1031	1365	1313	1090	607	1134	798
Caust.v2_016024	NA	449	756	745	325	758	903	1194	977	829	465	907	505
Caust.v2_016025	NA	10	17	12	4	19	8	23	17	15	11	16	17
Caust.v2_016026	NA	1	3	1	0	1	0	1	1	1	1	0	0
Caust.v2_016027	NA	208	202	290	162	271	244	343	323	255	159	310	196
Caust.v2_016028	NA	260	411	451	292	476	341	488	517	363	239	425	337
Caust.v2_016029	NA	126	243	173	48	226	169	334	325	329	140	202	146
Caust.v2_016030	NA	169	385	270	77	401	250	443	415	433	210	220	197
Caust.v2_016031	NA	133	210	195	50	246	153	229	204	222	140	159	140
Caust.v2_016032	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_016033	NA	202	238	300	148	240	208	314	348	254	109	251	210
Caust.v2_016034	NA	68	93	122	60	125	98	189	169	142	55	132	85
Caust.v2_009269	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_009270	NA	0	1	0	0	0	0	0	0	0	0	1	0
Caust.v2_009271	NA	57	72	84	27	102	47	110	103	102	50	81	47
Caust.v2_009272	NA	17	23	30	3	34	15	68	45	55	22	18	28
Caust.v2_009273	NA	409	313	606	257	506	199	683	602	651	283	306	425
Caust.v2_009274	NA	0	1	0	0	2	0	1	0	1	0	0	0
Caust.v2_009275	NA	1	0	1	0	0	0	0	0	1	0	0	0
Caust.v2_009276	NA	55	43	71	26	82	24	76	106	100	25	37	47
Caust.v2_009277	NA	9	1	10	1	7	5	16	16	7	3	3	9
Caust.v2_009278	NA	0	1	1	1	1	2	1	2	0	1	1	4
Caust.v2_009279	NA	2576	2770	2730	2513	5262	6305	4007	3985	3812	3038	5902	5471
Caust.v2_009280	NA	1	0	0	1	0	0	0	0	5	0	1	1
Caust.v2_009281	NA	354	233	547	213	409	475	908	441	437	196	658	713
Caust.v2_009282	NA	50	11	50	50	13	13	52	64	7	5	28	78
Caust.v2_009283	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009284	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_009285	NA	65	46	86	41	88	27	124	109	116	28	38	62
Caust.v2_009286	NA	3	4	5	4	7	5	16	9	11	6	11	11
Caust.v2_009287	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009288	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_009289	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009290	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_009291	NA	1	18	2	0	2	1	2	0	1	1	2	1
Caust.v2_009292	NA	90	82	73	64	89	370	64	128	56	84	290	326
Caust.v2_009293	NA	2	1	0	1	1	3	2	8	1	1	2	1
Caust.v2_009294	NA	487	343	707	318	566	844	828	1029	386	236	486	622
Caust.v2_009295	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009296	NA	12	17	15	13	47	40	25	16	31	18	38	12
Caust.v2_009297	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009298	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009299	NA	0	0	1	0	0	0	0	0	1	0	0	0
Caust.v2_009300	NA	0	0	0	0	2	0	0	0	0	0	0	0
Caust.v2_009301	NA	1115	1654	1633	713	1635	1537	2338	2412	1803	991	1635	1304
Caust.v2_009302	NA	3735	4496	6168	3138	5052	4180	8314	7130	5501	2915	5470	4328
Caust.v2_009303	NA	5	0	2	2	3	1	1	1	1	0	4	0
Caust.v2_009304	NA	111	182	154	91	244	132	308	242	318	105	162	113
Caust.v2_009305	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_009306	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009307	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009308	NA	197	251	255	74	272	223	353	365	396	134	224	154
Caust.v2_009309	NA	0	0	0	0	0	0	2	0	0	0	0	0
Caust.v2_014310	NA	33	57	76	45	122	112	33	77	59	82	68	29
Caust.v2_014311	NA	3478	8472	5867	3720	9222	9899	6220	6240	8970	6051	8495	3710
Caust.v2_014312	NA	453	659	655	401	753	711	884	896	715	432	807	506
Caust.v2_014313	NA	59	104	96	43	79	85	177	147	134	47	105	57
Caust.v2_014314	NA	84	101	95	57	82	81	164	127	108	71	140	78
Caust.v2_014315	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014316	NA	682	994	1006	579	932	946	1358	1232	1080	566	1161	659
Caust.v2_014317	NA	353	450	519	307	542	495	638	592	483	287	557	465
Caust.v2_014318	NA	697	1420	1172	814	1660	1446	1394	1319	1354	955	1564	813
Caust.v2_014319	NA	144	225	243	95	224	198	519	381	459	117	243	186
Caust.v2_014320	NA	1	0	0	0	1	0	1	0	1	0	1	1
Caust.v2_014321	NA	151	221	284	102	204	280	357	280	252	121	246	176
Caust.v2_014322	NA	87	127	181	71	60	79	306	181	166	45	126	122
Caust.v2_015079	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015080	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015081	NA	79	101	91	30	107	69	137	133	99	52	86	76
Caust.v2_015082	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015083	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015084	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015085	NA	0	0	0	0	0	1	0	1	0	0	1	0
Caust.v2_015086	NA	0	0	0	1	0	0	1	1	1	0	1	1
Caust.v2_015087	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015088	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015089	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015090	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015091	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015092	NA	1	2	0	0	1	1	2	3	3	0	1	1
Caust.v2_022370	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022273	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021097	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021098	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021167	NA	2	0	0	0	1	1	2	0	0	0	0	3
Caust.v2_009851	NA	566	791	980	665	482	953	1735	1657	904	442	1475	934
Caust.v2_009852	NA	2687	3301	3989	2812	2853	4238	5262	6541	3005	1911	5339	4339
Caust.v2_009853	NA	1690	2635	2698	1294	2613	2575	3333	3223	2769	1513	2858	1841
Caust.v2_009854	NA	1900	1293	3738	2520	979	1592	6355	5114	1192	631	3493	2559
Caust.v2_009855	NA	0	0	0	0	0	1	4	0	0	0	1	0
Caust.v2_009856	NA	4	2	7	2	6	11	9	6	2	1	5	4
Caust.v2_009857	NA	1719	5614	4177	2234	11181	4792	1152	848	6164	5136	4839	960
Caust.v2_009858	NA	2	2	2	1	5	6	5	2	6	13	13	0
Caust.v2_009859	NA	1644	2566	2863	1566	2697	2752	3772	3351	3011	1565	3169	2106
Caust.v2_009860	NA	591	885	834	427	934	838	1321	1150	968	583	1016	638
Caust.v2_009861	NA	1419	1933	2133	1001	2072	1841	3084	2875	2231	1134	2256	1671
Caust.v2_009862	NA	375	484	555	293	518	490	626	653	497	287	577	382
Caust.v2_009863	NA	820	1096	1143	478	1205	1004	1473	1436	1297	641	1199	818
Caust.v2_009864	NA	987	1368	1341	493	1555	1232	2321	1892	1892	834	1364	1056
Caust.v2_009865	NA	0	1	0	1	0	0	2	1	1	1	2	0
Caust.v2_009866	NA	13	34	23	5	32	27	68	35	53	9	28	21
Caust.v2_009867	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009868	NA	19	36	23	6	17	23	57	38	45	15	34	28
Caust.v2_009869	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009870	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009871	NA	0	0	0	0	0	1	0	1	0	0	2	0
Caust.v2_009872	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009873	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_018652	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018653	NA	2	0	10	1	2	0	1	6	0	1	0	1
Caust.v2_018654	NA	4	7	12	4	2	5	14	12	8	3	3	9
Caust.v2_018655	NA	3	4	25	1	1	7	13	15	2	1	2	8
Caust.v2_021384	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022123	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_016083	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016084	NA	2285	5814	6042	4155	1248	3734	8748	5293	1855	2172	9195	4126
Caust.v2_016085	NA	58	38	69	45	55	68	182	132	57	41	146	77
Caust.v2_016086	NA	0	0	0	0	0	0	1	0	0	1	0	0
Caust.v2_018889	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018890	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018891	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018892	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021701	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020888	NA	0	0	0	0	0	0	0	1	2	0	0	2
Caust.v2_019336	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019337	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019338	NA	8	13	4	6	5	10	58	11	6	6	11	11
Caust.v2_020419	NA	0	0	0	0	0	1	1	0	0	0	0	0
Caust.v2_020420	NA	0	0	0	0	0	1	1	0	1	0	0	1
Caust.v2_017776	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017777	NA	0	1	0	1	0	0	0	0	1	0	0	1
Caust.v2_017778	NA	0	0	1	0	0	0	2	0	1	0	1	2
Caust.v2_017779	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_017780	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017781	NA	0	1	2	0	1	0	0	1	1	0	0	0
Caust.v2_022252	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_018158	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018159	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_018160	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018161	NA	0	0	0	0	0	0	0	1	1	1	0	0
Caust.v2_018162	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012673	NA	77	51	118	66	49	30	196	138	48	44	104	90
Caust.v2_012674	NA	54	77	85	45	40	78	123	77	116	51	83	44
Caust.v2_012675	NA	27	21	43	23	27	13	113	58	27	20	35	31
Caust.v2_012676	NA	87	103	121	36	100	100	236	190	187	80	139	112
Caust.v2_012677	NA	39	143	35	32	88	72	90	52	151	58	55	32
Caust.v2_012678	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_012679	NA	0	2	4	3	6	8	13	7	4	5	5	2
Caust.v2_012680	NA	60	125	99	43	104	123	237	159	167	72	113	59
Caust.v2_012681	NA	136	166	174	171	206	331	295	266	171	127	292	161
Caust.v2_012682	NA	5	2	2	4	5	4	6	5	3	3	13	4
Caust.v2_012683	NA	0	0	1	0	0	0	0	1	0	0	0	0
Caust.v2_021460	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015184	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015185	NA	3	1	1	0	3	0	5	6	2	0	0	2
Caust.v2_015186	NA	100	97	121	58	42	125	45	131	100	63	38	42
Caust.v2_015187	NA	320	522	542	242	537	422	606	618	560	306	511	362
Caust.v2_015188	NA	1	4	1	0	1	4	7	4	0	4	1	0
Caust.v2_015189	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_015190	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015191	NA	7	27	18	12	24	29	33	26	46	18	44	13
Caust.v2_015192	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015193	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015194	NA	0	4	1	0	3	4	1	1	5	3	1	0
Caust.v2_015195	NA	1	2	5	0	7	10	13	11	7	5	3	4
Caust.v2_015196	NA	5	5	3	0	3	6	7	3	5	2	7	5
Caust.v2_019623	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019624	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019625	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017687	NA	0	0	0	0	0	0	1	0	1	0	0	0
Caust.v2_017688	NA	0	1	0	0	2	0	2	0	1	0	0	1
Caust.v2_017689	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019566	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019567	NA	0	1	0	0	1	0	0	1	0	1	1	2
Caust.v2_019568	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_018605	NA	0	0	1	0	0	0	0	1	0	0	0	0
Caust.v2_018606	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018607	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018608	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022348	NA	15	7	7	3	6	7	18	20	23	2	5	7
Caust.v2_021602	NA	0	1	0	0	0	0	1	0	0	0	0	0
Caust.v2_017064	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017065	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017066	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021292	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019711	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019712	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_019713	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022256	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008493	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_008494	NA	89	45	118	81	96	93	245	176	77	56	126	93
Caust.v2_008495	NA	0	0	0	0	0	0	1	0	1	0	0	0
Caust.v2_008496	NA	0	1	0	0	0	1	2	1	0	1	2	0
Caust.v2_008497	NA	1245	1652	1989	940	2154	1723	2470	2508	2054	1281	1952	1387
Caust.v2_008498	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_008499	NA	0	0	3	0	2	0	3	0	0	1	0	0
Caust.v2_008500	NA	8	14	9	3	7	16	18	16	8	8	9	6
Caust.v2_008501	NA	13	22	18	18	20	25	35	30	12	10	29	15
Caust.v2_008502	NA	0	0	0	0	0	1	1	0	0	0	0	0
Caust.v2_008503	NA	346	441	534	330	553	476	558	533	462	273	497	334
Caust.v2_008504	NA	0	0	0	0	2	0	0	0	0	0	0	0
Caust.v2_008505	NA	43	89	72	19	92	61	43	61	106	80	44	27
Caust.v2_008506	NA	1	2	2	0	2	1	3	3	0	1	0	6
Caust.v2_008507	NA	324	621	652	371	699	781	783	665	594	437	769	401
Caust.v2_008508	NA	271	386	463	191	400	309	599	561	402	204	377	303
Caust.v2_008509	NA	1642	2129	2476	1248	2331	2326	3186	2838	2548	1357	2574	1846
Caust.v2_008510	NA	306	455	423	222	503	417	513	564	492	248	478	354
Caust.v2_008511	NA	158	272	248	106	258	241	361	367	303	150	289	208
Caust.v2_008512	NA	692	912	1052	600	964	1093	1046	1081	959	672	1186	720
Caust.v2_008513	NA	345	448	564	280	520	449	596	641	518	268	586	372
Caust.v2_008514	NA	102	118	175	64	166	115	183	178	159	83	145	113
Caust.v2_008515	NA	777	1186	1173	539	1307	1265	1785	1777	1489	789	1430	1035
Caust.v2_008516	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008517	NA	3	6	3	3	7	6	11	6	5	3	7	5
Caust.v2_008518	NA	553	886	858	432	1012	780	1170	1051	1015	585	896	658
Caust.v2_008519	NA	131	175	220	87	239	175	222	222	198	122	201	144
Caust.v2_008520	NA	166	210	275	152	182	189	301	280	168	113	240	195
Caust.v2_008521	NA	1	0	0	0	1	0	0	0	0	0	0	1
Caust.v2_008522	NA	15	16	30	12	15	10	34	29	17	9	24	13
Caust.v2_008523	NA	262	272	429	209	280	294	490	383	249	191	421	232
Caust.v2_008524	NA	388	646	609	273	667	705	769	712	630	439	678	425
Caust.v2_008525	NA	0	0	0	0	1	0	0	0	0	1	2	1
Caust.v2_008526	NA	0	0	1	0	0	0	0	0	1	0	0	0
Caust.v2_008527	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020941	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021212	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021766	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006639	NA	0	4	2	1	7	2	7	0	1	0	1	0
Caust.v2_006640	NA	0	1	1	0	0	0	3	2	0	1	0	0
Caust.v2_006641	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_006642	NA	1483	3296	2593	1137	3223	2661	3143	2782	3356	1864	2856	1651
Caust.v2_006643	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006644	NA	0	0	0	1	0	0	1	0	1	0	0	0
Caust.v2_006645	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006646	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006647	NA	1489	2107	2500	1113	2152	2071	3336	3024	2641	1258	2618	1765
Caust.v2_006648	NA	0	0	0	0	2	1	2	0	0	0	0	0
Caust.v2_006649	NA	368	558	567	268	599	518	750	712	554	322	604	416
Caust.v2_006650	NA	2	33	0	0	253	3	2	3	142	30	0	1
Caust.v2_006651	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006652	NA	565	796	798	325	995	767	1032	1017	909	527	886	607
Caust.v2_006653	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006654	NA	6	10	8	4	12	13	25	15	27	4	14	7
Caust.v2_006655	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006656	NA	1	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_006657	NA	1	0	3	0	2	1	3	3	1	0	1	0
Caust.v2_006658	NA	53	65	59	41	63	53	62	76	67	35	70	51
Caust.v2_006659	NA	106	152	161	63	153	127	220	216	167	90	170	130
Caust.v2_006660	NA	129	154	183	58	175	148	366	252	298	91	178	124
Caust.v2_006661	NA	0	0	1	0	1	0	4	1	1	0	3	2
Caust.v2_006662	NA	273	303	311	173	322	282	516	517	369	201	384	270
Caust.v2_006663	NA	335	559	577	268	561	560	861	719	743	329	730	388
Caust.v2_006664	NA	770	1029	985	356	1027	863	1349	1295	1377	655	1059	650
Caust.v2_006665	NA	132	212	196	111	250	213	218	227	173	118	244	135
Caust.v2_006666	NA	246	389	341	207	346	383	510	423	357	215	395	289
Caust.v2_006667	NA	16	24	28	9	25	31	48	32	36	23	34	19
Caust.v2_006668	NA	613	1530	1102	818	1584	1925	1229	1059	1499	1099	1751	693
Caust.v2_006669	NA	1096	1178	1181	716	1400	995	1615	1885	1362	696	1208	1026
Caust.v2_006670	NA	27	37	37	16	35	35	93	58	74	21	41	34
Caust.v2_006671	NA	0	1	1	0	1	1	0	0	0	0	0	0
Caust.v2_006672	NA	0	0	0	0	1	0	2	0	0	0	0	1
Caust.v2_006673	NA	2	2	4	3	9	1	8	5	4	6	2	1
Caust.v2_006674	NA	1510	2384	2410	1055	2883	2223	3242	3300	3389	1470	2365	1763
Caust.v2_006675	NA	2016	3217	2858	933	3332	3135	5236	4764	4593	2067	3733	1979
Caust.v2_006676	NA	1	2	1	0	0	1	3	4	3	1	4	1
Caust.v2_006677	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006678	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006679	NA	3	3	7	2	9	2	9	5	5	7	2	2
Caust.v2_006680	NA	0	0	1	1	0	2	0	1	2	0	1	0
Caust.v2_006681	NA	0	1	0	1	1	0	0	0	0	0	0	0
Caust.v2_006682	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006683	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006684	NA	84	65	115	69	85	58	107	142	84	31	79	100
Caust.v2_006685	NA	227	448	324	216	567	472	397	375	508	330	451	267
Caust.v2_006686	NA	14	25	12	5	19	21	24	22	24	13	26	17
Caust.v2_006687	NA	38	65	40	14	71	39	82	66	116	43	57	27
Caust.v2_006688	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_006689	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021916	NA	0	0	0	1	0	0	0	1	0	0	0	0
Caust.v2_020842	NA	0	0	0	0	0	1	1	1	0	1	2	1
Caust.v2_020843	NA	1	0	4	1	1	1	2	12	1	1	2	0
Caust.v2_016378	NA	27	57	49	29	70	48	80	68	70	37	52	44
Caust.v2_016379	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016380	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016381	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016382	NA	0	1	0	0	1	0	0	0	0	0	0	1
Caust.v2_016383	NA	607	246	906	616	442	444	765	711	207	260	748	909
Caust.v2_016384	NA	5	4	9	5	4	7	29	20	2	8	30	5
Caust.v2_020144	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020145	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022037	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017440	NA	6	13	17	7	20	22	25	17	17	17	13	3
Caust.v2_017441	NA	14	11	18	7	10	6	29	22	18	1	16	10
Caust.v2_017442	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017443	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_017444	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018634	NA	32	15	55	28	8	20	55	36	25	16	27	43
Caust.v2_018635	NA	0	0	3	1	1	3	6	3	1	2	0	1
Caust.v2_018636	NA	32	79	36	36	7	97	70	93	109	20	71	49
Caust.v2_018637	NA	3	45	28	8	30	39	53	40	62	15	50	12
Caust.v2_022497	NA	44	91	72	31	96	59	97	76	94	49	82	52
Caust.v2_020316	NA	202	261	300	172	285	226	390	354	240	193	335	250
Caust.v2_020288	NA	0	2	1	0	2	1	1	1	2	4	1	1
Caust.v2_020289	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015381	NA	240	214	434	234	210	314	575	423	270	158	597	288
Caust.v2_015382	NA	82	133	131	87	145	137	140	149	114	84	165	102
Caust.v2_015383	NA	0	2	3	2	1	2	4	1	3	0	3	2
Caust.v2_015384	NA	0	1	1	0	0	0	1	0	1	0	0	0
Caust.v2_015385	NA	0	4	2	0	1	0	1	3	1	3	2	0
Caust.v2_015386	NA	93	140	128	74	180	103	179	142	171	76	114	102
Caust.v2_015387	NA	0	2	1	0	0	0	0	1	1	1	0	0
Caust.v2_015388	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022714	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017913	NA	399	668	670	274	630	578	794	753	726	389	644	403
Caust.v2_017914	NA	776	947	1210	581	1147	1078	1602	1440	1115	613	1181	942
Caust.v2_021897	NA	0	0	0	0	0	0	1	0	0	0	0	1
Caust.v2_014328	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014329	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014330	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_014331	NA	0	0	1	2	2	0	0	1	2	0	1	1
Caust.v2_014332	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014333	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014334	NA	2539	3215	4134	2326	3358	4031	5603	4706	3909	2184	5410	3261
Caust.v2_014335	NA	1	0	1	7	1	2	1	0	0	3	10	0
Caust.v2_014336	NA	1	3	0	9	5	6	7	6	2	0	13	7
Caust.v2_014337	NA	34	37	21	11	60	55	37	49	48	30	54	27
Caust.v2_020911	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022197	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_020760	NA	671	995	1154	565	1043	1050	1659	1356	1229	611	1155	803
Caust.v2_022653	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019795	NA	2	1	0	2	1	1	14	4	2	11	6	0
Caust.v2_019796	NA	327	411	335	170	427	99	924	378	103	355	717	247
Caust.v2_022057	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014614	NA	8	9	24	20	2	6	32	42	6	3	26	24
Caust.v2_014615	NA	588	1204	935	413	1286	1175	557	490	1559	666	1389	718
Caust.v2_014616	NA	57	77	75	37	117	78	104	92	117	46	72	59
Caust.v2_014617	NA	86	137	103	43	146	122	150	164	162	98	172	85
Caust.v2_014618	NA	90	111	181	57	80	107	257	190	194	75	127	97
Caust.v2_014619	NA	17	75	69	13	78	46	85	67	44	41	44	29
Caust.v2_014620	NA	294	427	477	211	549	416	551	591	532	275	476	366
Caust.v2_014621	NA	1	3	3	1	5	1	0	2	5	0	0	1
Caust.v2_014622	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_014623	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014624	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014625	NA	153	328	257	95	279	322	150	131	409	161	347	163
Caust.v2_022063	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021997	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_022709	NA	228	297	295	110	290	246	547	459	371	135	292	214
Caust.v2_021190	NA	12	10	9	2	22	14	9	18	8	5	17	18
Caust.v2_022440	NA	0	0	0	0	0	0	0	0	0	0	0	0
