,SRR1519108,SRR1519109,SRR1519110,SRR1519111,SRR1519112,SRR1519113,SRR1519114,SRR1519115,SRR1519116,SRR1519117
gene-LOC106790839,5.94771779101284,7.26814979913187,7.62795235945766,7.08299822221436,6.8511018463235,6.21055409101863,6.48626260117326,6.01878208134358,7.39251636676986,6.81366543376208
gene-LOC106791151,3.30804768718225,2.65367086676609,3.22564362518951,2.82365999581145,2.9237417511242,2.40215135198713,3.16047977183782,1.55036294903436,2.44344762885824,3.04644058568803
gene-LOC106791081,3.58758679248748,4.55295374254165,4.38508371378059,4.06180664862867,4.06954439635861,3.9841953466114,4.12896583473615,3.97679398336036,4.08221249234348,4.71059284409112
gene-LOC106791219,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106791448,2.37469004298843,1.55036294903436,1.55036294903436,2.60072608131789,2.9237417511242,1.55036294903436,1.55036294903436,2.4435942176797,1.55036294903436,2.52111845597083
gene-LOC106783578,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106792973,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106793476,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.52111845597083
gene-LOC106784213,1.55036294903436,2.65367086676609,3.22564362518951,3.30074193922847,2.36278714605673,1.55036294903436,2.71686545532134,3.2631249830028,2.79470749797331,3.04644058568803
gene-LOC106793566,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.4435942176797,1.55036294903436,1.55036294903436
gene-LOC106793125,2.37469004298843,2.33978499918959,1.55036294903436,1.55036294903436,1.55036294903436,2.40215135198713,1.55036294903436,1.55036294903436,1.55036294903436,2.52111845597083
gene-LOC106793579,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106793338,1.55036294903436,2.65367086676609,1.55036294903436,1.55036294903436,2.36278714605673,1.55036294903436,1.55036294903436,2.79490606166717,1.55036294903436,1.55036294903436
gene-LOC106793382,2.70129639917341,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106784860,1.55036294903436,1.55036294903436,3.019757251372,2.30109566647131,2.36278714605673,1.55036294903436,2.71686545532134,1.55036294903436,2.79470749797331,2.24313850179021
gene-LOC106793600,1.55036294903436,2.65367086676609,1.55036294903436,3.00625770017921,3.28475141788974,2.73866932628577,3.16047977183782,3.44142551406006,3.86167941072302,4.20742196407993
gene-LOC106791695,4.26043439189167,3.73384167866449,2.42252340761974,2.60072608131789,2.6850709394235,3.1892384662706,3.33035222977142,3.05341010703165,2.44344762885824,2.89955836900596
gene-LOC106792250,3.45562077855378,3.07677847833739,2.76633852234805,3.16281035434708,2.6850709394235,2.73866932628577,1.55036294903436,2.79490606166717,2.44344762885824,2.24313850179021
gene-LOC106788382,6.72783135689687,2.33978499918959,3.019757251372,3.42451235375536,4.87805051856097,7.14338473282372,7.00099161978349,6.98110311957114,3.05317637653584,4.15113187533377
gene-LOC106788494,3.58758679248748,2.33978499918959,1.55036294903436,1.55036294903436,1.55036294903436,3.36150764634174,3.8436599922063,3.2631249830028,1.55036294903436,2.24313850179021
gene-LOC106788172,6.63096200132446,7.2848873195943,7.77331244803743,7.39959592312693,7.66005463325454,6.708312228765,7.18267423231138,6.72051714263656,7.92002453295384,7.58266125848359
gene-LOC106793518,3.13990663968015,3.07677847833739,1.55036294903436,2.60072608131789,2.36278714605673,2.40215135198713,3.47935618466609,2.79490606166717,1.55036294903436,2.72881094319821
gene-LOC106785532,4.59518709479179,1.55036294903436,1.55036294903436,1.55036294903436,2.36278714605673,4.40724437513974,3.16047977183782,4.95798891823014,1.55036294903436,1.55036294903436
gene-LOC106792968,3.81677292378624,3.62713324686978,3.22564362518951,2.82365999581145,2.9237417511242,3.64732980058009,1.55036294903436,3.2631249830028,1.55036294903436,2.24313850179021
gene-LOC106792980,3.45562077855378,2.33978499918959,2.42252340761974,2.30109566647131,1.55036294903436,3.36150764634174,2.96135531545208,3.97679398336036,2.44344762885824,3.17624323726476
gene-LOC106785973,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.36278714605673,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.52111845597083
gene-LOC106786104,6.32952403736817,2.65367086676609,1.55036294903436,1.55036294903436,1.55036294903436,5.86443846388717,5.93799194693536,5.73386810791739,1.55036294903436,1.55036294903436
gene-LOC106786163,6.70081273205891,4.55295374254165,3.55435009718552,4.9792434228175,5.35514514841819,7.1540746929594,6.96640997442164,7.17879769383269,2.44344762885824,4.71059284409112
gene-LOC106785506,2.37469004298843,2.33978499918959,1.55036294903436,1.55036294903436,1.55036294903436,2.40215135198713,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106786236,6.21953207909068,4.89940562202821,5.27569983859293,5.42530618603745,5.57399237972498,5.44282133521807,5.39368022834307,5.73386810791739,5.33650364226296,5.24751173478459
gene-LOC106785575,6.03695618551521,6.32862681775515,6.71538361061367,6.07421609248404,5.21317459624943,5.60799940430673,5.9848952750977,5.20635629392471,6.51581063996307,4.59035069752708
gene-LOC106785658,5.58276636658043,5.14091644410912,5.31644163119568,5.18770587894015,5.0554743773888,5.37101049166977,5.70560675117334,5.63605606979602,5.82499155894491,4.63158657117505
gene-LOC106785829,3.58758679248748,3.5107821652809,4.12971547285028,3.7361322801762,3.28475141788974,3.8811304916732,3.73319235245415,3.05341010703165,2.44344762885824,2.52111845597083
gene-LOC106793195,3.70720934804381,4.94262199114073,4.66568643788834,4.19922778717848,4.22888019718086,4.33241363734194,3.8436599922063,3.86200415322424,4.84463822603983,3.96678965020404
gene-LOC106793224,5.82775758726711,6.12033387761802,6.88670737691009,6.83892676159863,6.6870939309576,5.89029580920569,5.5581230321312,5.82543215049352,6.9539037926851,6.09552613449966
gene-LOC106789442,1.55036294903436,2.33978499918959,1.55036294903436,2.30109566647131,1.55036294903436,1.55036294903436,3.16047977183782,1.55036294903436,1.55036294903436,2.72881094319821
gene-LOC106789590,1.55036294903436,1.55036294903436,2.42252340761974,1.55036294903436,2.36278714605673,2.40215135198713,2.38612241165812,1.55036294903436,2.79470749797331,2.52111845597083
gene-LOC106789790,5.64094167989761,4.16728359719454,4.53241933994666,4.32411794239888,4.5615115617894,4.47824797336556,5.58885959725538,4.5877469470002,4.18032540287273,3.89928821700892
gene-LOC106789660,1.55036294903436,1.55036294903436,2.42252340761974,2.30109566647131,3.1184325809273,1.55036294903436,2.96135531545208,2.4435942176797,2.44344762885824,2.52111845597083
gene-LOC106793444,3.70720934804381,2.65367086676609,3.019757251372,2.60072608131789,2.9237417511242,2.40215135198713,3.33035222977142,2.79490606166717,3.05317637653584,3.58846303988343
gene-LOC106793556,2.37469004298843,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.73866932628577,2.71686545532134,3.05341010703165,1.55036294903436,1.55036294903436
gene-LOC106793035,3.81677292378624,1.55036294903436,1.55036294903436,2.30109566647131,3.43081585461389,1.55036294903436,2.38612241165812,1.55036294903436,2.44344762885824,2.52111845597083
gene-LOC106793109,3.30804768718225,2.65367086676609,3.019757251372,2.30109566647131,2.6850709394235,2.73866932628577,2.38612241165812,2.4435942176797,2.44344762885824,1.55036294903436
gene-LOC106793044,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106788171,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.24313850179021
gene-LOC106793118,2.70129639917341,1.55036294903436,1.55036294903436,1.55036294903436,2.36278714605673,2.40215135198713,2.71686545532134,2.79490606166717,1.55036294903436,1.55036294903436
gene-LOC106791671,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.71686545532134,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106793116,4.09994576602609,4.71197252975874,1.55036294903436,3.30074193922847,3.43081585461389,3.64732980058009,3.61253116876843,3.97679398336036,1.55036294903436,3.6733709591935
gene-LOC106793182,1.55036294903436,2.65367086676609,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.4435942176797,1.55036294903436,2.52111845597083
gene-LOC106793244,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106786212,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.6850709394235,2.73866932628577,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106793368,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106786416,4.81511110613967,2.33978499918959,2.42252340761974,2.30109566647131,2.36278714605673,4.99382818784133,4.12896583473615,5.11215028937871,1.55036294903436,2.24313850179021
gene-LOC106787032,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.38612241165812,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106786365,4.33415652751143,4.55295374254165,4.46069936450095,4.13224681318265,4.06954439635861,4.33241363734194,4.56612393369703,4.84503643417161,3.86167941072302,3.96678965020404
gene-LOC106786926,4.65347653430774,2.33978499918959,3.019757251372,2.60072608131789,2.36278714605673,3.76942047229438,4.89857124321632,4.43892066285901,1.55036294903436,1.55036294903436
gene-LOC106786487,3.81677292378624,4.71197252975874,3.69126323085285,4.32411794239888,4.06954439635861,3.8811304916732,3.73319235245415,3.05341010703165,3.59705936401288,3.89928821700892
gene-LOC106786668,3.13990663968015,1.55036294903436,2.42252340761974,1.55036294903436,2.6850709394235,1.55036294903436,1.55036294903436,1.55036294903436,2.44344762885824,1.55036294903436
gene-LOC106786302,4.26043439189167,3.83250166131237,3.69126323085285,3.90886985302055,3.98228177689756,4.73089052844717,4.21212864511962,4.95798891823014,4.78459047926679,4.41204747930782
gene-LOC106786730,4.33415652751143,2.88653360510676,3.22564362518951,3.00625770017921,3.28475141788974,3.51248804722433,3.33035222977142,3.2631249830028,3.05317637653584,3.75306341354349
gene-LOC106793457,3.91795086496775,3.5107821652809,1.55036294903436,1.55036294903436,2.36278714605673,4.25330064233167,4.89857124321632,3.2631249830028,2.44344762885824,3.04644058568803
gene-LOC106787258,2.70129639917341,1.55036294903436,1.55036294903436,1.55036294903436,2.36278714605673,2.40215135198713,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106787103,4.18253993354146,3.92432288081342,4.03278703078089,3.53705570297905,3.5615050959477,3.64732980058009,2.38612241165812,3.97679398336036,3.05317637653584,3.17624323726476
gene-LOC106787324,2.70129639917341,3.62713324686978,3.81512643013414,2.30109566647131,3.68002917372681,3.1892384662706,3.47935618466609,2.4435942176797,3.59705936401288,3.49752353702523
gene-LOC106792353,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106793307,1.55036294903436,2.33978499918959,3.22564362518951,2.60072608131789,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,4.18032540287273,2.52111845597083
gene-LOC106793320,3.30804768718225,3.07677847833739,3.81512643013414,2.60072608131789,1.55036294903436,4.0799303887074,3.73319235245415,2.4435942176797,4.43854834232345,3.39950751718147
gene-LOC106793528,1.55036294903436,2.33978499918959,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106789504,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.40215135198713,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436
gene-LOC106790271,4.59518709479179,4.85482780947485,3.019757251372,4.43865092620568,4.06954439635861,4.16936017379229,4.50217230882693,4.27223470143933,3.44114444854921,4.89065607898517
gene-LOC106785161,2.37469004298843,2.65367086676609,3.55435009718552,2.82365999581145,2.36278714605673,2.40215135198713,1.55036294903436,1.55036294903436,3.73604617378906,3.6733709591935
gene-LOC106785014,2.94294464255601,3.23951918448358,3.019757251372,3.16281035434708,2.6850709394235,2.98711331322804,4.04040065085578,3.44142551406006,2.79470749797331,2.72881094319821
gene-LOC106784795,3.70720934804381,2.33978499918959,2.76633852234805,3.00625770017921,2.9237417511242,4.16936017379229,3.94563332311172,4.3580840378586,3.05317637653584,3.04644058568803
gene-LOC106784303,3.13990663968015,2.33978499918959,3.22564362518951,1.55036294903436,3.1184325809273,3.1892384662706,2.96135531545208,2.79490606166717,2.44344762885824,2.24313850179021
gene-LOC106784948,1.55036294903436,1.55036294903436,1.55036294903436,1.55036294903436,2.6850709394235,1.55036294903436,1.55036294903436,1.55036294903436,2.44344762885824,1.55036294903436
gene-LOC106784189,3.58758679248748,2.33978499918959,2.42252340761974,2.60072608131789,2.6850709394235,1.55036294903436,3.33035222977142,1.55036294903436,1.55036294903436,3.17624323726476
