	SRR13281988	SRR13281982	SRR13281995	SRR13282007	SRR13281993	SRR13282006
Ccalc.v2_016387	4.70944579131095	1.31581158323468	0	0.485317854035897	0	0
Ccalc.v2_016388	3423.76709028306	1155.28257008005	1133.02008570604	3298.22013602796	1274.40166371489	4156.62880501187
Ccalc.v2_016389	77.7058555566306	107.896549825243	101.689003974679	135.403681276015	119.82422017399	151.564396369594
Ccalc.v2_016390	11.7736144782774	18.4213621652855	26.475243638378	40.2813818849794	40.6183797199966	48.5402315170595
Ccalc.v2_016391	0	0	0	0.970635708071794	0	0
Ccalc.v2_016392	0	0	0	0.970635708071794	0	0
Ccalc.v2_000362	58.8680723913868	6.57905791617338	5.41539074421367	23.2952569937231	0	7.92493575788727
Ccalc.v2_000363	2.35472289565547	2.63162316646935	1.80513024807122	5.33849639439487	2.03091898599983	1.98123393947182
Ccalc.v2_000364	2.35472289565547	1.31581158323468	1.80513024807122	0.485317854035897	0	0
Ccalc.v2_000365	0	1.31581158323468	3.00855041345204	0.970635708071794	3.04637847899975	0.990616969735909
Ccalc.v2_000366	54.1586266000759	27.6320432479282	21.0598528941643	35.9135211986564	20.3091898599983	24.7654242433977
Ccalc.v2_000367	2.35472289565547	7.89486949940805	4.81368066152327	1.94127141614359	28.4328658039976	0.990616969735909
Ccalc.v2_000368	14.1283373739328	15.7897389988161	13.237621819189	5.82381424843076	6.09275695799949	4.95308484867954
Ccalc.v2_000369	25.9019518522102	22.3687969149895	10.2290714057369	12.1329463508974	10.1545949299992	8.91555272762318
Ccalc.v2_000370	61.2227952870423	238.161896565476	164.868562657172	157.728302561667	192.937303669984	141.658226672235
Ccalc.v2_000371	30.6113976435212	18.4213621652855	12.0342016538082	9.70635708071794	9.13913543699924	13.8686375763027
Ccalc.v2_000372	7.06416868696642	9.21068108264273	7.2205209922849	6.30913210246666	22.3401088459981	31.6997430315491
Ccalc.v2_000373	23.5472289565547	90.7909992431926	69.196659509397	22.3246212856513	16.2473518879986	12.8780206065668
Ccalc.v2_000374	44.739735017454	110.528172991713	83.0359914112763	65.5179102948461	78.1903809609935	44.5777636381159
Ccalc.v2_000375	14.1283373739328	52.632463329387	55.3573276075176	22.8099391396872	25.3864873249979	21.79357333419
Ccalc.v2_000376	47.0944579131095	13.1581158323468	9.02565124035612	33.001614074441	34.5256227619971	21.79357333419
Ccalc.v2_000377	101.253084513185	177.634563736681	157.648041664887	81.5333994780307	99.5150303139917	181.282905461671
Ccalc.v2_000378	1671.85325591539	530.272068043574	476.554385490803	993.930965065517	727.068996987939	644.891647298077
Ccalc.v2_000379	0	6.57905791617338	3.61026049614245	2.42658927017948	2.03091898599983	0
Ccalc.v2_000380	96.5436387218744	126.317911990529	107.706104801583	75.224267375564	83.267678425993	63.3994860630982
Ccalc.v2_000381	249.60062693948	118.423042491121	119.740306455391	302.8383409184	140.133410033988	37.6434448499645
Ccalc.v2_000382	2.35472289565547	0	0	0.485317854035897	0	0
Ccalc.v2_000383	4047.76865763176	3078.99910476914	3205.3096104918	3620.95650896183	2943.81707020675	2890.62031768938
Ccalc.v2_000384	798.251061627205	519.745575377697	537.928813925225	811.45145194802	639.739480589947	696.403729724344
Ccalc.v2_000385	2.35472289565547	0	0	1.94127141614359	0	0.990616969735909
Ccalc.v2_000386	306.113976435211	203.950795401375	239.480612910782	360.591165548671	261.988549193978	360.584576983871
Ccalc.v2_000387	1332.773158941	1673.71233387451	1629.43090392563	1525.83933308886	1517.09648254187	1273.93342308038
Ccalc.v2_000388	0	6.57905791617338	3.61026049614245	1.45595356210769	3.04637847899975	1.98123393947182
Ccalc.v2_000389	4.70944579131095	3.94743474970403	4.21197057883286	1.45595356210769	7.10821645099941	2.97185090920773
Ccalc.v2_000390	40.030289226143	13.1581158323468	18.0513024807122	20.8686677235436	31.4792442829974	23.7748072736618
Ccalc.v2_000391	32.9661205391766	139.476027822876	138.393319018794	18.4420784533641	40.6183797199966	41.6059127289082
Ccalc.v2_000392	209.570337713337	31.5794779976322	45.729966284471	161.125527539918	110.685084736991	77.2681236394009
Ccalc.v2_000393	23.5472289565547	71.0538254946725	38.5094452921861	13.1035820589692	27.4174063109977	38.6340618197004
Ccalc.v2_000394	583.971278122557	471.060546798014	438.044940198617	669.738638569538	507.729746499958	537.905014566599
Ccalc.v2_000395	4.70944579131095	3.94743474970403	1.20342016538082	1.45595356210769	8.12367594399932	8.91555272762318
Ccalc.v2_000396	35.3208434348321	46.0534054132137	46.3316763671614	56.7821889221999	48.7420556639959	43.58714666838
Ccalc.v2_000397	40.030289226143	50.0008401629177	49.9419368633039	61.150049608523	37.5720012409969	55.4745503052109
Ccalc.v2_000398	25.9019518522102	23.6846084982242	28.8820839691396	31.0603426582974	15.2318923949987	24.7654242433977
