Geneid	gene_name	SRR6780155_1Aligned.sortedByCoord.out.bam
gene-LOC107072198	LOC107072198	258
gene-LOC107072199	LOC107072199	128
gene-LOC107072175	LOC107072175	87
gene-LOC107072222	LOC107072222	29
gene-LOC107072213	LOC107072213	404
gene-LOC107072214	LOC107072214	559
gene-LOC107072220	LOC107072220	285
gene-LOC107072217	LOC107072217	217
gene-LOC107072216	LOC107072216	34
gene-LOC107072218	LOC107072218	41
gene-LOC107072219	LOC107072219	100
gene-LOC107072221	LOC107072221	92
gene-LOC107072256	LOC107072256	44
gene-LOC107072244	LOC107072244	380
gene-LOC107072245	LOC107072245	94
gene-LOC107072247	LOC107072247	88
gene-LOC107072246	LOC107072246	118
gene-LOC107072228	LOC107072228	33
gene-LOC107072229	LOC107072229	820
gene-LOC107072230	LOC107072230	676
gene-LOC107072231	LOC107072231	182
gene-LOC107072232	LOC107072232	187
gene-LOC107072234	LOC107072234	260
gene-LOC107072236	LOC107072236	130
gene-LOC107072237	LOC107072237	25
gene-LOC107072235	LOC107072235	58
gene-LOC107072254	LOC107072254	97
gene-LOC107072255	LOC107072255	60
gene-LOC107072253	LOC107072253	162
gene-LOC107072249	LOC107072249	101
gene-LOC107072250	LOC107072250	101
gene-LOC107072227	LOC107072227	237
gene-LOC107072243	LOC107072243	1096
gene-LOC107072248	LOC107072248	86
gene-LOC107072223	LOC107072223	239
gene-LOC107072251	LOC107072251	613
gene-LOC107072252	LOC107072252	155
gene-LOC107072225	LOC107072225	176
gene-LOC107072226	LOC107072226	25
gene-LOC107072238	LOC107072238	195
gene-LOC107072239	LOC107072239	6
gene-LOC107072240	LOC107072240	330
gene-LOC107072258	LOC107072258	327
gene-LOC107072242	LOC107072242	261
gene-LOC107072259	LOC107072259	0
gene-LOC107072260	LOC107072260	1
gene-LOC107072268	LOC107072268	856
gene-LOC107072261	LOC107072261	0
gene-LOC107072262	LOC107072262	5
gene-LOC107072264	LOC107072264	0
gene-LOC107072265	LOC107072265	0
gene-LOC107072267	LOC107072267	1
gene-LOC107072299	LOC107072299	129
gene-LOC107072300	LOC107072300	571
gene-LOC107072270	LOC107072270	0
gene-LOC107072285	LOC107072285	37
gene-LOC107072284	LOC107072284	51
gene-LOC107072272	LOC107072272	24
gene-LOC107072287	LOC107072287	81
gene-LOC107072289	LOC107072289	40
gene-LOC107072288	LOC107072288	98
gene-LOC107072286	LOC107072286	84
gene-LOC107072295	LOC107072295	403
gene-LOC107072294	LOC107072294	7
gene-LOC107072303	LOC107072303	95
gene-LOC107072297	LOC107072297	314
gene-LOC107072275	LOC107072275	222
gene-LOC107072302	LOC107072302	760
gene-LOC107072301	LOC107072301	576
gene-LOC107072290	LOC107072290	40
gene-LOC107072291	LOC107072291	40
gene-LOC107072292	LOC107072292	615
gene-LOC107072273	LOC107072273	1
gene-Trnar-ucu-2	Trnar-ucu	0
gene-LOC107072283	LOC107072283	6
gene-LOC107072282	LOC107072282	1072
gene-LOC107072281	LOC107072281	108
gene-LOC107072280	LOC107072280	379
gene-LOC107072276	LOC107072276	1092
gene-LOC107072277	LOC107072277	1421
gene-LOC107072279	LOC107072279	5324
gene-LOC107072274	LOC107072274	0
gene-LOC107072296	LOC107072296	104
gene-LOC107072305	LOC107072305	1
gene-LOC107072353	LOC107072353	52
gene-LOC107072354	LOC107072354	6
gene-LOC107072306	LOC107072306	36
gene-LOC107072345	LOC107072345	214
gene-LOC107072346	LOC107072346	30
gene-LOC107072347	LOC107072347	431
gene-LOC107072340	LOC107072340	552
gene-LOC107072339	LOC107072339	766
gene-LOC107072343	LOC107072343	109
gene-LOC107072341	LOC107072341	119
gene-LOC107072344	LOC107072344	436
gene-LOC107072351	LOC107072351	41
gene-LOC107072352	LOC107072352	91
gene-LOC107072308	LOC107072308	27
gene-LOC107072310	LOC107072310	311
gene-LOC107072307	LOC107072307	4
gene-LOC107072309	LOC107072309	2356
gene-LOC107072311	LOC107072311	1435
gene-LOC107072313	LOC107072313	359
gene-LOC107072314	LOC107072314	265
gene-LOC107072315	LOC107072315	445
gene-LOC107072316	LOC107072316	1151
gene-LOC107072335	LOC107072335	1096
gene-LOC107072337	LOC107072337	760
gene-LOC107072349	LOC107072349	47
gene-LOC107072350	LOC107072350	265
gene-LOC107072317	LOC107072317	122
gene-LOC107072320	LOC107072320	272
gene-LOC107072319	LOC107072319	148
gene-LOC107072321	LOC107072321	3
gene-LOC107072322	LOC107072322	43
gene-LOC107072323	LOC107072323	489
gene-LOC107072324	LOC107072324	1184
gene-LOC107072328	LOC107072328	104
gene-LOC107072334	LOC107072334	38
gene-LOC107072331	LOC107072331	108
gene-LOC107072326	LOC107072326	436
gene-LOC107072327	LOC107072327	115
gene-LOC107072329	LOC107072329	91
gene-LOC107072332	LOC107072332	372
gene-LOC107072333	LOC107072333	42
gene-LOC107072358	LOC107072358	119
gene-LOC107072359	LOC107072359	27
gene-LOC107072356	LOC107072356	421
gene-LOC107072355	LOC107072355	3
gene-LOC107072357	LOC107072357	105
gene-LOC107072366	LOC107072366	82
gene-LOC107072365	LOC107072365	93
gene-LOC107072361	LOC107072361	377
gene-LOC107072364	LOC107072364	56
gene-LOC107072360	LOC107072360	89
gene-LOC107072362	LOC107072362	335
gene-LOC107072368	LOC107072368	63
gene-LOC107072369	LOC107072369	2519
gene-LOC107072371	LOC107072371	53
gene-LOC107072372	LOC107072372	96
gene-LOC107072375	LOC107072375	33
gene-LOC107072367	LOC107072367	23
gene-LOC107072374	LOC107072374	185
gene-LOC107072373	LOC107072373	354
gene-LOC107072376	LOC107072376	14
gene-LOC107072380	LOC107072380	13
gene-LOC107072379	LOC107072379	33
gene-LOC107072378	LOC107072378	899
gene-LOC107072381	LOC107072381	774
gene-LOC107072382	LOC107072382	127
gene-LOC107072384	LOC107072384	2011
gene-LOC107072383	LOC107072383	356
gene-LOC107072386	LOC107072386	315
gene-LOC107072402	LOC107072402	86
gene-LOC107072387	LOC107072387	642
gene-LOC107072388	LOC107072388	4
gene-LOC107072389	LOC107072389	182
gene-LOC107072390	LOC107072390	268
gene-LOC107072391	LOC107072391	47
gene-LOC107072392	LOC107072392	70
gene-LOC107072393	LOC107072393	175
gene-LOC107072406	LOC107072406	395
gene-LOC107072405	LOC107072405	201
gene-LOC107072404	LOC107072404	88
gene-LOC107072394	LOC107072394	145
gene-LOC107072396	LOC107072396	103
gene-LOC107072398	LOC107072398	47
gene-LOC107072397	LOC107072397	36
gene-LOC107072403	LOC107072403	310
gene-LOC107072399	LOC107072399	146
gene-LOC107072401	LOC107072401	40
gene-LOC107072400	LOC107072400	27
gene-LOC107072422	LOC107072422	152
gene-LOC107072425	LOC107072425	32
gene-LOC107072426	LOC107072426	6
gene-LOC107072423	LOC107072423	71
gene-LOC107072408	LOC107072408	44
gene-LOC107072413	LOC107072413	591
gene-LOC107072414	LOC107072414	125
gene-LOC107072409	LOC107072409	119
gene-LOC107072412	LOC107072412	551
gene-LOC107072415	LOC107072415	111
gene-LOC107072410	LOC107072410	405
gene-LOC107072416	LOC107072416	66
gene-LOC107072418	LOC107072418	581
gene-LOC107072419	LOC107072419	1159
gene-LOC107072421	LOC107072421	177
gene-LOC107072427	LOC107072427	20
gene-LOC107072428	LOC107072428	17
gene-LOC107072429	LOC107072429	62
gene-LOC107072407	LOC107072407	201
gene-LOC107072437	LOC107072437	82
gene-LOC107072438	LOC107072438	98
gene-LOC107072436	LOC107072436	63
gene-LOC107072435	LOC107072435	725
gene-LOC107072439	LOC107072439	215
gene-LOC107072442	LOC107072442	4
gene-LOC107072430	LOC107072430	0
gene-LOC107072432	LOC107072432	443
gene-LOC107072434	LOC107072434	50
gene-LOC107072443	LOC107072443	59
gene-LOC107072441	LOC107072441	241
gene-LOC107072431	LOC107072431	2
gene-LOC107072454	LOC107072454	318
gene-LOC107072456	LOC107072456	612
gene-LOC107072449	LOC107072449	304
gene-LOC107072444	LOC107072444	2
gene-LOC107072445	LOC107072445	622
gene-LOC107072447	LOC107072447	1058
gene-LOC107072448	LOC107072448	87
gene-LOC107072457	LOC107072457	59
gene-LOC107072450	LOC107072450	458
gene-LOC107072458	LOC107072458	74
gene-LOC107072455	LOC107072455	120
gene-LOC107072452	LOC107072452	118
gene-LOC107072460	LOC107072460	0
gene-LOC107072461	LOC107072461	1
gene-LOC107072503	LOC107072503	1
gene-LOC107072464	LOC107072464	3
gene-LOC107072502	LOC107072502	3749
gene-LOC107072492	LOC107072492	10
gene-LOC107072491	LOC107072491	21
gene-LOC107072490	LOC107072490	252
gene-LOC107072493	LOC107072493	55
gene-LOC107072497	LOC107072497	122
gene-LOC107072494	LOC107072494	426
gene-LOC107072496	LOC107072496	380
gene-LOC107072498	LOC107072498	2
gene-LOC107072499	LOC107072499	49
gene-LOC107072500	LOC107072500	70
gene-LOC107072477	LOC107072477	235
gene-LOC107072475	LOC107072475	103
gene-LOC107072462	LOC107072462	0
gene-LOC107072479	LOC107072479	2
gene-LOC107072476	LOC107072476	66
gene-LOC107072480	LOC107072480	94
gene-LOC107072478	LOC107072478	140
gene-LOC107072487	LOC107072487	156
gene-LOC107072486	LOC107072486	133
gene-LOC107072484	LOC107072484	343
gene-LOC107072463	LOC107072463	169
gene-LOC107072483	LOC107072483	68
gene-LOC107072488	LOC107072488	50
gene-LOC107072481	LOC107072481	720
gene-LOC107072489	LOC107072489	951
gene-LOC107072501	LOC107072501	216
gene-LOC107072465	LOC107072465	4635
gene-LOC107072467	LOC107072467	423
gene-LOC107072466	LOC107072466	1208
gene-LOC107072468	LOC107072468	409
gene-LOC107072470	LOC107072470	594
gene-LOC107072471	LOC107072471	140
gene-LOC107072472	LOC107072472	183
gene-LOC107072474	LOC107072474	625
gene-LOC107072473	LOC107072473	392
gene-LOC107072519	LOC107072519	4
gene-LOC107072512	LOC107072512	551
gene-LOC107072510	LOC107072510	147
gene-LOC107072513	LOC107072513	238
gene-LOC107072517	LOC107072517	14
gene-LOC107072504	LOC107072504	39
gene-LOC107072518	LOC107072518	648
gene-LOC107072515	LOC107072515	107
gene-LOC107072516	LOC107072516	135
gene-LOC107072514	LOC107072514	61
gene-LOC107072506	LOC107072506	2940
gene-LOC107072508	LOC107072508	197
gene-LOC107072509	LOC107072509	72
gene-LOC107072507	LOC107072507	505
gene-LOC107072505	LOC107072505	277
gene-LOC107072548	LOC107072548	277
gene-LOC107072546	LOC107072546	484
gene-LOC107072547	LOC107072547	37
gene-LOC107072549	LOC107072549	1
gene-LOC107072542	LOC107072542	148
gene-LOC107072541	LOC107072541	1132
gene-Trnal-caa-3	Trnal-caa	25
gene-LOC107072520	LOC107072520	3017
gene-LOC107072552	LOC107072552	12
gene-LOC107072554	LOC107072554	1
gene-LOC107072551	LOC107072551	1
gene-LOC107072550	LOC107072550	200
gene-LOC107072536	LOC107072536	308
gene-LOC107072538	LOC107072538	143
gene-LOC107072539	LOC107072539	34
gene-LOC107072524	LOC107072524	41
gene-LOC107072523	LOC107072523	48
gene-LOC107072525	LOC107072525	116
gene-LOC107072526	LOC107072526	44
gene-LOC107072527	LOC107072527	464
gene-LOC107072528	LOC107072528	210
gene-LOC107072530	LOC107072530	217
gene-LOC107072531	LOC107072531	3344
gene-LOC107072533	LOC107072533	360
gene-LOC107072532	LOC107072532	12
gene-LOC107072559	LOC107072559	103
gene-LOC107072560	LOC107072560	97
gene-LOC107072555	LOC107072555	433
gene-LOC107072556	LOC107072556	147
gene-LOC107072534	LOC107072534	20819
gene-LOC107072535	LOC107072535	20
gene-LOC107072522	LOC107072522	3
gene-LOC107072558	LOC107072558	89
gene-LOC107072545	LOC107072545	375
gene-LOC107072544	LOC107072544	976
gene-LOC107072543	LOC107072543	212
gene-LOC107072557	LOC107072557	102
gene-LOC107072562	LOC107072562	38
gene-LOC107072579	LOC107072579	368
gene-LOC107072580	LOC107072580	77
gene-LOC107072563	LOC107072563	776
gene-LOC107072564	LOC107072564	254
gene-LOC107072565	LOC107072565	283
gene-LOC107072566	LOC107072566	97
gene-LOC107072567	LOC107072567	521
gene-LOC107072569	LOC107072569	39
gene-LOC107072570	LOC107072570	66
gene-LOC107072571	LOC107072571	319
gene-LOC107072573	LOC107072573	29
gene-LOC107072572	LOC107072572	159
gene-LOC107072574	LOC107072574	866
gene-LOC107072575	LOC107072575	1077
gene-LOC107072561	LOC107072561	24
gene-LOC107072577	LOC107072577	2913
gene-LOC107072578	LOC107072578	32
gene-LOC107072587	LOC107072587	96
gene-LOC107072588	LOC107072588	3
gene-LOC107072589	LOC107072589	25
gene-LOC107072586	LOC107072586	0
gene-LOC107072590	LOC107072590	58
gene-LOC107072592	LOC107072592	771
gene-LOC107072591	LOC107072591	76
gene-LOC107072600	LOC107072600	113
gene-LOC107072597	LOC107072597	120
gene-LOC107072595	LOC107072595	546
gene-LOC107072582	LOC107072582	122
gene-LOC107072593	LOC107072593	181
gene-LOC107072594	LOC107072594	30
gene-LOC107072581	LOC107072581	7
gene-LOC107072599	LOC107072599	9
gene-LOC107072598	LOC107072598	231
gene-LOC107072601	LOC107072601	84
gene-LOC107072583	LOC107072583	56
gene-LOC107072584	LOC107072584	99
gene-LOC107072596	LOC107072596	351
gene-LOC107072615	LOC107072615	285
gene-LOC107072617	LOC107072617	111
gene-LOC107072618	LOC107072618	39
gene-LOC107072619	LOC107072619	76
gene-LOC107072623	LOC107072623	594
gene-LOC107072624	LOC107072624	190
gene-LOC107072620	LOC107072620	569
gene-LOC107072621	LOC107072621	271
gene-LOC107072628	LOC107072628	140
gene-LOC107072610	LOC107072610	8
gene-LOC107072611	LOC107072611	440
gene-LOC107072612	LOC107072612	1407
gene-LOC107072613	LOC107072613	271
gene-LOC107072614	LOC107072614	201
gene-LOC107072627	LOC107072627	86
gene-LOC107072602	LOC107072602	17
gene-LOC107072626	LOC107072626	2
gene-LOC107072625	LOC107072625	174
gene-LOC107072607	LOC107072607	89
gene-LOC107072606	LOC107072606	119
gene-LOC107072603	LOC107072603	283
gene-LOC107072609	LOC107072609	13
gene-LOC107072605	LOC107072605	5
gene-LOC107072629	LOC107072629	1
gene-LOC107072630	LOC107072630	23
gene-LOC107072643	LOC107072643	2
gene-LOC107072644	LOC107072644	68
gene-LOC107072645	LOC107072645	84
gene-LOC107072646	LOC107072646	21
gene-LOC107072647	LOC107072647	54
gene-LOC107072632	LOC107072632	0
gene-LOC107072633	LOC107072633	1
gene-LOC107072642	LOC107072642	7
gene-LOC107072634	LOC107072634	30
gene-LOC107072638	LOC107072638	61
gene-LOC107072641	LOC107072641	30
gene-LOC107072640	LOC107072640	113
gene-LOC107072635	LOC107072635	0
gene-LOC107072637	LOC107072637	388
gene-LOC107072639	LOC107072639	0
gene-LOC107072636	LOC107072636	0
gene-LOC107072650	LOC107072650	140
gene-LOC107072651	LOC107072651	660
gene-LOC107072652	LOC107072652	1675
gene-LOC107072654	LOC107072654	6
gene-LOC107072653	LOC107072653	432
gene-LOC107072660	LOC107072660	215
gene-LOC107072659	LOC107072659	280
gene-LOC107072664	LOC107072664	58
gene-LOC107072655	LOC107072655	148
gene-LOC107072656	LOC107072656	607
gene-LOC107072657	LOC107072657	79
gene-LOC107072658	LOC107072658	744
gene-LOC107072665	LOC107072665	25
gene-LOC107072662	LOC107072662	124
gene-LOC107072663	LOC107072663	461
gene-LOC107072649	LOC107072649	8
gene-LOC107072661	LOC107072661	148
gene-LOC107072667	LOC107072667	495
gene-LOC107072668	LOC107072668	145
gene-LOC107072671	LOC107072671	1129
gene-LOC107072666	LOC107072666	0
gene-LOC107072672	LOC107072672	0
gene-LOC107072673	LOC107072673	51
gene-LOC107072669	LOC107072669	23
gene-LOC107072670	LOC107072670	67
gene-LOC107072676	LOC107072676	63
gene-LOC107072678	LOC107072678	250
gene-LOC107072680	LOC107072680	33
gene-LOC107072677	LOC107072677	357
gene-LOC107072681	LOC107072681	180
gene-LOC107072679	LOC107072679	1026
gene-LOC107072674	LOC107072674	143
gene-LOC107072675	LOC107072675	0
gene-LOC107072682	LOC107072682	228
gene-LOC107072685	LOC107072685	61
gene-LOC107072684	LOC107072684	22
gene-LOC107072686	LOC107072686	22
gene-LOC107072701	LOC107072701	61
gene-LOC107072703	LOC107072703	82
gene-LOC107072702	LOC107072702	70
gene-LOC107072704	LOC107072704	234
gene-LOC107072687	LOC107072687	8
gene-LOC107072706	LOC107072706	4
gene-LOC107072707	LOC107072707	79
gene-LOC107072688	LOC107072688	0
gene-LOC107072711	LOC107072711	2
gene-LOC107072710	LOC107072710	61
gene-LOC107072705	LOC107072705	209
gene-LOC107072697	LOC107072697	81
gene-LOC107072698	LOC107072698	112
gene-LOC107072699	LOC107072699	355
gene-LOC107072700	LOC107072700	382
gene-LOC107072690	LOC107072690	519
gene-LOC107072693	LOC107072693	156
gene-LOC107072694	LOC107072694	176
gene-LOC107072695	LOC107072695	122
gene-LOC107072689	LOC107072689	28
gene-LOC107072692	LOC107072692	467
gene-LOC107072696	LOC107072696	308
gene-LOC107072708	LOC107072708	87
gene-LOC107072709	LOC107072709	7
gene-LOC107072734	LOC107072734	72
gene-LOC107072712	LOC107072712	1
gene-LOC107072713	LOC107072713	0
gene-LOC107072731	LOC107072731	93
gene-LOC107072730	LOC107072730	69
gene-LOC107072729	LOC107072729	289
gene-LOC107072728	LOC107072728	272
gene-LOC107072714	LOC107072714	1
gene-LOC107072733	LOC107072733	0
gene-LOC107072732	LOC107072732	98
gene-LOC107072727	LOC107072727	74
gene-LOC107072726	LOC107072726	512
gene-LOC107072724	LOC107072724	1049
gene-LOC107072716	LOC107072716	31
gene-LOC107072737	LOC107072737	64
gene-LOC107072719	LOC107072719	487
gene-LOC107072723	LOC107072723	179
gene-LOC107072721	LOC107072721	105
gene-LOC107072722	LOC107072722	183
gene-LOC107072720	LOC107072720	322
gene-LOC107072736	LOC107072736	1607
gene-LOC107072715	LOC107072715	28
gene-LOC107072735	LOC107072735	90
gene-LOC107072738	LOC107072738	24
gene-LOC107072718	LOC107072718	1
gene-LOC107072744	LOC107072744	3
gene-LOC107072751	LOC107072751	148
gene-LOC107072739	LOC107072739	0
gene-LOC107072741	LOC107072741	97
gene-LOC107072752	LOC107072752	1
gene-LOC107072742	LOC107072742	107
gene-LOC107072755	LOC107072755	0
gene-LOC107072750	LOC107072750	154
gene-LOC107072749	LOC107072749	81
gene-LOC107072746	LOC107072746	107
gene-LOC107072748	LOC107072748	45
gene-LOC107072747	LOC107072747	182
gene-LOC107072754	LOC107072754	0
gene-Trnaa-ggc-7	Trnaa-ggc	0
gene-Trnaa-ggc-8	Trnaa-ggc	0
gene-Trnaa-ggc-9	Trnaa-ggc	0
gene-LOC107072743	LOC107072743	10
gene-LOC107072745	LOC107072745	7
gene-LOC107072759	LOC107072759	4
gene-LOC107072758	LOC107072758	61
gene-LOC107072756	LOC107072756	10
gene-LOC107072757	LOC107072757	966
gene-LOC107072771	LOC107072771	24
gene-LOC107072760	LOC107072760	244
gene-LOC107072778	LOC107072778	118
gene-LOC107072772	LOC107072772	373
gene-LOC107072774	LOC107072774	6
gene-LOC107072776	LOC107072776	236
gene-LOC107072775	LOC107072775	40
gene-LOC107072777	LOC107072777	4
gene-LOC107072763	LOC107072763	41
gene-LOC107072762	LOC107072762	4033
gene-LOC107072764	LOC107072764	268
gene-LOC107072769	LOC107072769	2
gene-LOC107072767	LOC107072767	160
gene-LOC107072766	LOC107072766	176
gene-LOC107072768	LOC107072768	32
gene-LOC107072761	LOC107072761	11
gene-LOC107072770	LOC107072770	6
gene-LOC107072779	LOC107072779	188
gene-LOC107072789	LOC107072789	98
gene-LOC107072782	LOC107072782	271
gene-LOC107072783	LOC107072783	63
gene-LOC107072785	LOC107072785	54
gene-LOC107072786	LOC107072786	160
gene-LOC107072780	LOC107072780	80
gene-LOC107072787	LOC107072787	103
gene-LOC107072788	LOC107072788	118
gene-LOC107072781	LOC107072781	1
gene-LOC107072790	LOC107072790	56
gene-LOC107072793	LOC107072793	155
gene-LOC107072792	LOC107072792	397
gene-LOC107072796	LOC107072796	535
gene-LOC107072795	LOC107072795	213
gene-LOC107072798	LOC107072798	118
gene-LOC107072799	LOC107072799	13
gene-LOC107072801	LOC107072801	344
gene-LOC107072800	LOC107072800	35
gene-LOC107072809	LOC107072809	175
gene-LOC107072804	LOC107072804	251
gene-LOC107072805	LOC107072805	13
gene-LOC107072802	LOC107072802	1690
gene-LOC107072803	LOC107072803	1855
gene-LOC107072808	LOC107072808	44
gene-LOC107072794	LOC107072794	1
gene-LOC107072810	LOC107072810	0
gene-LOC107072811	LOC107072811	26
gene-LOC107072807	LOC107072807	30
gene-LOC107072806	LOC107072806	581
gene-LOC107072816	LOC107072816	162
gene-LOC107072817	LOC107072817	20
gene-LOC107072815	LOC107072815	9167
gene-LOC107072820	LOC107072820	146
gene-LOC107072821	LOC107072821	1138
gene-LOC107072819	LOC107072819	1447
gene-LOC107072824	LOC107072824	44
gene-LOC107072823	LOC107072823	145
gene-LOC107072812	LOC107072812	31
gene-LOC107072826	LOC107072826	5
gene-LOC107072825	LOC107072825	459
gene-LOC107072827	LOC107072827	941
gene-LOC107072829	LOC107072829	150
gene-LOC107072830	LOC107072830	4
gene-LOC107072831	LOC107072831	79
gene-LOC107072813	LOC107072813	0
gene-LOC107072828	LOC107072828	456
gene-LOC107072814	LOC107072814	1
gene-LOC107072832	LOC107072832	3
gene-LOC107072834	LOC107072834	1
gene-LOC107072835	LOC107072835	1
gene-LOC107072842	LOC107072842	53
gene-LOC107072836	LOC107072836	840
gene-LOC107072837	LOC107072837	0
gene-LOC107072841	LOC107072841	44
gene-LOC107072833	LOC107072833	0
gene-LOC107072840	LOC107072840	14
gene-LOC107072839	LOC107072839	8
gene-LOC107072838	LOC107072838	336
gene-LOC107072853	LOC107072853	30
gene-Trnay-gua-4	Trnay-gua	0
gene-LOC107072854	LOC107072854	15
gene-LOC107072852	LOC107072852	134
gene-LOC107072851	LOC107072851	228
gene-LOC107072843	LOC107072843	28
gene-LOC107072849	LOC107072849	118
gene-LOC107072850	LOC107072850	245
gene-LOC107072844	LOC107072844	1741
gene-LOC107072847	LOC107072847	87
gene-LOC107072846	LOC107072846	127
gene-LOC107072848	LOC107072848	85
gene-LOC107072880	LOC107072880	187
gene-LOC107072877	LOC107072877	129
gene-LOC107072876	LOC107072876	338
