SRR2917198	SRR2917152	SRR2916699	SRR2916026	SRR2916025	SRR2915407	SRR13281988	SRR13281982	SRR13281995	SRR13282007	SRR13281993	SRR13282006	SRR3948522	SRR3948580	SRR3948532	SRR3948545	SRR3948559	SRR3948571	SRR3948576	SRR3948549	SRR3948582	SRR3948523	SRR3948530	SRR3948535	SRR3948538	SRR3948546	SRR3948551	SRR3948569
OG0000186	7.42976726927889	7.38273525430442	7.17894283242732	7.46006749333259	7.40996528225913	7.40235760982013	8.21588975885494	8.4958363343123	8.41233070389377	9.47946552094469	8.52194695500325	8.9488784685871	9.37447636948312	8.82134515137964	9.00372960994197	9.37484540311826	8.55196163841794	9.43679166776995	10.2112459097767	8.95193375165437	8.79846541798538	8.22235529083143	9.24601308442829	7.80380082386778	8.82675349269937	8.0981623943306	8.87112910838571	9.84298311773665
OG0000229	5.29227537945151	6.03251599228492	5.57582549653587	6.55398605272483	5.53351731393568	5.60344302783969	5.61705902656895	5.51929494946387	5.3891811069692	9.41152084562179	6.93084835172315	5.95550414238287	9.56803435428506	8.91871989913817	5.96368211881977	11.1803553795931	7.74416083100371	10.4731844384459	10.6748752327508	7.82883651535099	9.59658269368304	5.61594466946396	6.93006749153914	6.89798591606806	8.01896729141568	7.77612556116417	7.7248272100305	9.5355535492358
OG0000255	10.6270704825547	10.5234797206619	10.606668046495	10.6885926811258	10.5733909118553	10.4848494307715	13.7031714138586	11.9416464580051	11.7044662273072	12.7784145463122	13.0289767873547	13.6323614838424	12.3598198187762	12.3735391315187	12.4668074272891	12.4745475977922	12.7359569135912	12.4604809577264	12.4820987628776	12.329652934237	11.8986216416229	12.2299678148951	12.3052127990468	12.1560526860356	12.406402905869	12.342169743838	12.2323360462851	12.3303297378575
OG0000281	9.0099973794682	9.11734575471094	9.04392585793203	8.95984317375827	8.73133246873661	8.71844905438858	8.65723153751974	9.05963226288702	9.24396158661628	8.8252802123776	9.36913338388707	8.85243331741272	8.03271053708073	8.20444787121031	8.35609937149127	8.06012421771933	8.08587975313733	8.08677619968989	7.99822032139178	8.23954331359762	8.68312894418936	8.09202668553502	8.45215910557991	8.29780015908226	8.51745638402683	8.15149080727103	8.41026396931721	8.25131164947368
OG0000282	7.46661143365106	7.5335076023398	7.56152716180275	7.50688434327987	7.61098492383603	7.08122340067906	12.8358610506276	11.6206245184387	11.5415536745809	12.409102226898	11.8309570373358	12.1304800544026	12.0569507943414	11.9703306938784	11.9155136686919	11.7517485159736	11.8423746091231	11.7147064878557	11.9529964897702	11.9694642241625	11.7282500462925	12.085551684521	11.6718530200755	11.7474384749763	11.8200606376662	11.8664000554418	11.7320715234326	11.7048642080122
OG0000290	5.61258979338039	5.89920329898811	6.17996136685237	5.47779772835448	5.37454759707301	5.60344302783969	10.3966239750588	10.3947864716436	10.4973330865305	9.80569911180362	10.0469533464494	10.0289741658682	9.08019891158779	9.21938393408246	9.04604580142216	9.09888781735499	9.08494401659929	8.98526085956684	8.90757703393701	9.11306219378764	9.12561322768651	9.12624462197949	9.03019268492194	9.16887592280802	9.03474920206394	9.14177783339354	9.03942944553817	8.92877905438565
OG0000304	9.72423122155402	9.48174347261293	9.57642771898714	9.770770800312	9.70501002944244	9.94959701812067	10.8304490294124	12.6386607574945	12.5742375997532	12.8015295504838	12.2541999941862	12.2718745438515	11.3966515339356	11.4990799551708	11.3145022833166	11.5002110963576	11.2582634308441	11.4223770784207	11.9768846337507	11.4561818472294	11.5686566036955	11.2163243529743	11.5642145259699	10.9763867765775	11.3505647748144	10.9356983259611	11.4881704630513	11.762877818868
OG0000394	6.70778280171041	7.02002728862712	6.83117923566693	6.60018290668974	6.93041252009084	6.76248098297105	9.0400119718561	8.65513779460931	8.82333215986199	8.61864716082077	8.66781535266955	8.65530513358562	9.70778601878906	9.88733876780541	9.6627160814912	9.70185830350486	9.56753753122841	9.76216269217618	9.46435589230487	9.78156783782987	9.89209663895361	9.8468092460814	9.87396675909218	9.96432525199561	9.64530799631175	9.86378717681292	9.67341380328575	9.78388768755249
OG0000399	7.17027997062989	9.34685149749691	8.13318945942374	6.71917449796749	6.61370243160567	6.93141527958888	7.67690373634999	6.49779763547365	6.75777520517781	7.30823284110102	7.33416934672859	7.00645874418166	6.35443249328692	6.65948771456575	5.90609221266477	6.01432524429768	6.41379501616018	6.52710904340909	6.27548363710319	5.67911276210508	6.20778885037132	6.2700251579259	5.97725888318332	6.3760151499968	5.83777173005294	6.19519889494382	5.95155287595442	6.49746927033861
OG0000408	10.2269180929645	10.4403008205777	10.3148771756799	10.3100517872485	10.4207481194517	10.0733471205184	7.51652262049988	9.42203091819793	9.07777731941783	8.62142301979859	9.07000775268041	8.40929948098372	8.90562434605749	8.66459428892755	9.28142272357571	8.90483455709099	9.01008635352569	9.33101983049381	8.94621874723584	9.06133558475638	8.84438218448642	9.51545744794525	9.03351560477454	9.49547128028847	9.36450711754228	9.74653558417495	9.41762162896041	8.98899146244177
