	SRR2915407	SRR2916026	SRR2916025	SRR2916648	SRR2916653	SRR2916652	SRR2916631	SRR2916637	SRR2916647	SRR2916699	SRR2917198	SRR2917152
Caust.v2_010077	1.8055594814677	0.89236854953164	0	6.66533509861805	4.12792579907742	4.97441043778483	6.34472954939335	0.958983554436005	7.28798062938791	4.37301119865184	2.91154827735489	1.79056776444911
Caust.v2_010078	158.889234369158	155.272127618505	132.651897326427	213.290723155778	182.316722792586	149.232313133545	185.583339319755	110.283108760141	184.62884261116	135.563347158207	158.194123069616	110.11991751362
Caust.v2_010079	379.167491108217	375.687159352821	386.901367202079	301.757898101072	324.042175227577	391.734821975556	361.649584315421	351.946964478014	405.69758836926	381.90964468226	401.793662274975	428.840979585562
Caust.v2_010080	1764.03161339394	1602.69391495883	1532.40577223966	1432.44110664846	1461.28573287341	1635.33743142176	1540.97618930891	1446.1472000895	1477.03074088928	1298.7843259996	1448.98052603029	1323.22957792789
Caust.v2_010081	77.6390577031111	157.9492332671	190.687102406739	152.090828159376	177.500809360329	185.296788807485	142.75641486135	112.201075869013	159.525798221046	91.8332351716886	123.255543741357	122.653891864764
Caust.v2_010082	0	0.89236854953164	0	4.24157688093876	2.75195053271828	0	0.793091193674168	1.91796710887201	1.61955125097509	1.45767039955061	1.94103218490326	0.895283882224556
Caust.v2_010083	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010084	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010085	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017138	1.8055594814677	0	0	0.605939554419823	0	0	0.793091193674168	0	3.23910250195018	2.91534079910122	0.970516092451632	0
Caust.v2_017139	0	0	0	0	0	0	0	0	0.809775625487545	0	0	0
Caust.v2_017140	3.6111189629354	5.35421129718984	8.29074358290169	10.9069119795568	10.3198144976935	11.1924234850159	11.1032767114384	9.58983554436005	24.2932687646264	8.74602239730367	10.6756770169679	11.6386904689192
Caust.v2_017141	1.8055594814677	6.24657984672148	1.38179059715028	4.84751643535858	1.37597526635914	2.48720521889242	0.793091193674168	0	0.809775625487545	1.45767039955061	1.94103218490326	0.895283882224556
Caust.v2_017142	3.6111189629354	2.67710564859492	1.38179059715028	3.02969777209911	2.06396289953871	7.46161565667725	0.793091193674168	1.91796710887201	0.809775625487545	0	0	0
Caust.v2_011722	299.722873923638	295.373989894973	313.666465553114	250.253035975387	278.634991437726	312.144254970998	268.857914655543	255.089625479977	264.796629534427	240.515615925851	288.243279458135	238.145512671732
Caust.v2_011723	613.890223699018	606.810613681515	559.625191845864	564.735664719275	666.660016551003	534.74912206187	847.021394844012	880.346902972252	666.44533977625	618.052249409459	747.297391187756	502.254257927976
Caust.v2_011724	241.944970516672	273.064776156682	301.230350178761	301.757898101072	280.698954337264	253.694932327027	272.823370623914	301.120836092905	320.671147693068	311.941465503831	396.941081812717	270.375732431816
Caust.v2_011725	406.250883330232	368.548210956567	384.137786007778	296.910381665713	402.472765410048	400.440040241679	383.063046544623	483.327711435746	451.85479902205	489.777254249006	445.466886435299	453.90892828785
Caust.v2_011726	1352.36405161931	1187.74253942661	1204.92140071505	959.20231464658	930.847267691958	1171.47365809833	1005.63963357885	956.106603772697	880.226104904962	903.755647721379	1024.86499362892	1045.69157443828
Caust.v2_011727	46.9445465181602	47.2955331251769	60.7987862746124	47.2632852447462	38.5273074580559	46.0132965495097	51.5509275888209	40.2773092863122	50.2060887802278	42.2724415869678	47.5552885301299	51.9264651690242
Caust.v2_011728	0	8.03131694578476	8.29074358290169	4.24157688093876	7.56786396497527	4.97441043778483	7.93091193674168	6.71288488105203	4.04887812743773	7.28835199775306	1.94103218490326	13.4292582333683
Caust.v2_011729	780.001695994046	641.612987113249	686.74992678369	532.014928780604	575.8456489713	639.211741255351	797.849740836213	880.346902972252	698.026589170264	658.867020596877	724.975521061369	707.274266957399
Caust.v2_011730	52.3612249625633	47.2955331251769	59.4169956774621	57.5642576698832	59.166936453443	46.0132965495097	53.9302011698434	57.5390132661603	68.0211525409538	67.0528383793282	63.083546009356	75.2038461068627
Caust.v2_011731	492.917738440682	371.225316605162	453.227315865292	289.033167458255	329.546076293014	389.247616756663	440.165612489163	454.558204802666	438.088613388762	437.301119865184	455.172047359815	495.987270752404
Caust.v2_011732	5.4166784444031	8.9236854953164	5.52716238860112	10.9069119795568	9.63182686451398	1.24360260944621	15.0687326798092	4.79491777218002	6.47820500390036	16.0343743950567	3.88206436980653	2.68585164667367
Caust.v2_011733	99.3057714807235	104.407120295202	122.979363146375	110.886938458828	109.390033675552	90.7829904895732	115.791314276429	111.242092314577	122.276119448619	99.1215871694416	116.461931094196	95.7953753980275
Caust.v2_011734	7.2222379258708	6.24657984672148	2.76358119430056	36.9623128196092	29.5834682267215	7.46161565667725	29.3443741659442	13.4257697621041	4.85865375292527	23.3227263928098	5.82309655470979	8.057554940021
Caust.v2_011735	7.2222379258708	3.56947419812656	5.52716238860112	29.6910381665713	13.7597526635914	4.97441043778483	9.51709432409002	10.5488190987961	13.7661856332883	13.1190335959555	7.76412873961305	6.26698717557189
Caust.v2_011736	16.2500353332093	10.7084225943797	9.67253418005197	9.08909331629734	13.0717650304118	8.70521826612346	10.3101855177642	12.4667862076681	23.4834931391388	13.1190335959555	13.5872252943228	17.9056776444911
Caust.v2_011737	1765.83717287541	1540.22811649161	1529.64219104536	1477.28063367553	1569.2997912826	1644.04264968789	1547.3209188583	1737.67820063804	1416.29756897772	1319.1917115933	1482.94858926609	1400.22399179921
Caust.v2_011738	1.8055594814677	2.67710564859492	4.14537179145084	4.24157688093876	3.43993816589785	8.70521826612346	2.3792735810225	4.79491777218002	3.23910250195018	0	2.91154827735489	1.79056776444911
Caust.v2_011739	32.5000706664186	31.2328992336074	35.9265555259073	27.267279948892	34.3993816589785	39.7952835022787	39.6545596837084	18.2206875342841	45.3474350273025	40.8147711874171	47.5552885301299	37.6019230534313
Caust.v2_011740	0	0.89236854953164	0	0	0	0	0	0	0	0	0	0
Caust.v2_021764	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022397	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022745	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013489	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013490	0	0	0	0	0.68798763317957	0	0.793091193674168	0	0	1.45767039955061	0	0
Caust.v2_013491	0	0	0	0.605939554419823	0	0	0	0.958983554436005	0	0	0.970516092451632	0
Caust.v2_013492	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013493	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013494	0	0.89236854953164	0	0	0	0	0	0	0	0	0	0
Caust.v2_013495	0	0	0	0	0	0	0	0	0	1.45767039955061	0	0.895283882224556
Caust.v2_013496	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013497	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013498	0	0	0	0.605939554419823	0	0	0	0	0	0	0.970516092451632	0
Caust.v2_013499	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013500	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013501	1.8055594814677	0.89236854953164	0	3.63563732651894	3.43993816589785	1.24360260944621	1.58618238734834	2.87695066330801	5.66842937841282	0	0	2.68585164667367
Caust.v2_013502	1.8055594814677	6.24657984672148	2.76358119430056	7.27127465303787	11.0078021308731	6.21801304723104	7.93091193674168	10.5488190987961	15.3857368842634	2.91534079910122	9.70516092451632	6.26698717557189
Caust.v2_013503	1.8055594814677	6.24657984672148	4.14537179145084	7.8772142074577	8.94383923133441	1.24360260944621	3.17236477469667	3.83593421774402	9.71730750585054	5.83068159820245	7.76412873961305	6.26698717557189
Caust.v2_013504	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013505	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013506	0	0	0	0	0	0	0.793091193674168	0	0	0	0	0
Caust.v2_013507	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013508	0	0	0	0	0	1.24360260944621	0	0	0.809775625487545	0	0	0.895283882224556
Caust.v2_013509	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013510	0	0	0	0	0	0	0	0.958983554436005	0	0	0	0
Caust.v2_013511	0	1.78473709906328	0	1.21187910883965	0.68798763317957	1.24360260944621	0	1.91796710887201	0.809775625487545	1.45767039955061	0	0
Caust.v2_021812	0	0	0	0	0	0	0	0.958983554436005	0	0	0	0
Caust.v2_018962	7.2222379258708	3.56947419812656	15.1996965686531	11.5128515339766	19.263653729028	1.24360260944621	11.1032767114384	10.5488190987961	17.815063760726	5.83068159820245	14.5577413867745	6.26698717557189
Caust.v2_018963	0	0	0	0	0	0	0.793091193674168	0	0	0	0	0
Caust.v2_018964	0	0	0	0	0.68798763317957	0	0	0	0	0	0	0
Caust.v2_018965	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020090	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020091	0	0	0	2.42375821767929	0	0	0	1.91796710887201	1.61955125097509	2.91534079910122	0.970516092451632	0.895283882224556
Caust.v2_016385	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016386	3.6111189629354	0	0	0	0.68798763317957	0	0.793091193674168	0	0	0	1.94103218490326	0.895283882224556
Caust.v2_016387	0	0	0	0	0.68798763317957	0	0	0	0	0	0	0
Caust.v2_016388	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016389	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016390	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016391	0	0	0	0	0	1.24360260944621	0	0	0	0	0	0
Caust.v2_016187	0	0	0	0	0	0	0	0	0	0	0	0
