Orthogroup	Ceratina_australensis	Ceratina_calcarata	Megalopta_genalis	TALLY
OG0007577	1	0	0	1
OG0007590	1	0	0	1
OG0007592	0	0	1	1
OG0007597	0	0	1	1
OG0007638	0	0	1	1
OG0007642	0	1	0	1
OG0007676	0	0	1	1
OG0007678	0	1	0	1
OG0007680	0	1	0	1
OG0007691	0	0	1	1
OG0007865	1	0	0	1
OG0007866	1	0	0	1
OG0007894	0	1	0	1
OG0007918	1	0	0	1
OG0007941	0	1	0	1
OG0007944	1	0	0	1
OG0007966	1	0	0	1
OG0008053	0	1	0	1
OG0008056	1	0	0	1
OG0008057	1	0	0	1
OG0008063	0	0	1	1
OG0008086	1	0	0	1
OG0008111	1	0	0	1
OG0008140	1	0	0	1
OG0008166	1	0	0	1
OG0008177	0	1	0	1
OG0008179	0	0	1	1
OG0008195	1	0	0	1
OG0008197	0	0	1	1
OG0008205	0	0	1	1
OG0008210	1	0	0	1
OG0008234	1	0	0	1
OG0008242	1	0	0	1
OG0008278	1	0	0	1
OG0008280	0	0	1	1
OG0008283	1	0	0	1
OG0008287	0	1	0	1
OG0008290	0	1	0	1
OG0008296	1	0	0	1
OG0008302	1	0	0	1
OG0008303	1	0	0	1
OG0008307	1	0	0	1
OG0008314	1	0	0	1
OG0008321	0	0	1	1
OG0008335	1	0	0	1
OG0008338	1	0	0	1
OG0008344	1	0	0	1
OG0008383	1	0	0	1
OG0008404	0	0	1	1
OG0008413	0	0	1	1
OG0008439	0	1	0	1
OG0008446	0	0	1	1
OG0008447	0	1	0	1
OG0008471	0	1	0	1
OG0008477	0	1	0	1
OG0008890	0	0	1	1
OG0008897	1	0	0	1
OG0008951	1	0	0	1
OG0008965	0	1	0	1
OG0008990	1	0	0	1
OG0009012	1	0	0	1
OG0009030	0	0	1	1
OG0009031	1	0	0	1
OG0009052	1	0	0	1
OG0009067	1	0	0	1
OG0009075	1	0	0	1
OG0009094	1	0	0	1
OG0009098	1	0	0	1
OG0009112	1	0	0	1
OG0009127	0	0	1	1
OG0009146	0	1	0	1
OG0009158	0	1	0	1
OG0009188	0	1	0	1
OG0009845	1	0	0	1
OG0010417	1	0	0	1
OG0010462	0	1	0	1
OG0010531	0	1	0	1
OG0010667	1	0	0	1
OG0010688	0	0	1	1
OG0000020	0	0	0	0
OG0000186	0	0	0	0
OG0000281	0	0	0	0
OG0000282	0	0	0	0
OG0000290	0	0	0	0
OG0000304	0	0	0	0
OG0000358	0	0	0	0
OG0000394	0	0	0	0
OG0000408	0	0	0	0
OG0000415	0	0	0	0
OG0000424	0	0	0	0
OG0000451	0	0	0	0
OG0000483	0	0	0	0
OG0000485	0	0	0	0
OG0000493	0	0	0	0
OG0000508	0	0	0	0
OG0000512	0	0	0	0
OG0000515	0	0	0	0
OG0000525	0	0	0	0
OG0000534	0	0	0	0
OG0000537	0	0	0	0
OG0000540	0	0	0	0
OG0000546	0	0	0	0
OG0000551	0	0	0	0
OG0000555	0	0	0	0
OG0000559	0	0	0	0
OG0000564	0	0	0	0
OG0000565	0	0	0	0
OG0000577	0	0	0	0
OG0000580	0	0	0	0
OG0000582	0	0	0	0
OG0000590	0	0	0	0
OG0000601	0	0	0	0
OG0000602	0	0	0	0
OG0000623	0	0	0	0
OG0000625	0	0	0	0
OG0000635	0	0	0	0
OG0000650	0	0	0	0
OG0000651	0	0	0	0
OG0000654	0	0	0	0
OG0000658	0	0	0	0
OG0000676	0	0	0	0
OG0000677	0	0	0	0
OG0000687	0	0	0	0
OG0000691	0	0	0	0
OG0000697	0	0	0	0
OG0000699	0	0	0	0
OG0000703	0	0	0	0
OG0000718	0	0	0	0
OG0000722	0	0	0	0
OG0000730	0	0	0	0
OG0000734	0	0	0	0
OG0000736	0	0	0	0
OG0000740	0	0	0	0
OG0000741	0	0	0	0
OG0000746	0	0	0	0
OG0000747	0	0	0	0
OG0000750	0	0	0	0
OG0000754	0	0	0	0
OG0000755	0	0	0	0
OG0000756	0	0	0	0
OG0000759	0	0	0	0
OG0000760	0	0	0	0
OG0000766	0	0	0	0
OG0000767	0	0	0	0
OG0000778	0	0	0	0
OG0000781	0	0	0	0
OG0000787	0	0	0	0
OG0000788	0	0	0	0
OG0000790	0	0	0	0
OG0000792	0	0	0	0
OG0000795	0	0	0	0
OG0000799	0	0	0	0
OG0000800	0	0	0	0
OG0000801	0	0	0	0
OG0000803	0	0	0	0
OG0000805	0	0	0	0
OG0000807	0	0	0	0
OG0000810	0	0	0	0
OG0000816	0	0	0	0
OG0000823	0	0	0	0
OG0000825	0	0	0	0
OG0000826	0	0	0	0
OG0000827	0	0	0	0
OG0000832	0	0	0	0
OG0000836	0	0	0	0
OG0000844	0	0	0	0
OG0000846	0	0	0	0
OG0000847	0	0	0	0
OG0000849	0	0	0	0
OG0000851	0	0	0	0
OG0000852	0	0	0	0
OG0000854	0	0	0	0
OG0000873	0	0	0	0
OG0000874	0	0	0	0
OG0000887	0	0	0	0
OG0000888	0	0	0	0
OG0000889	0	0	0	0
OG0000891	0	0	0	0
OG0000892	0	0	0	0
OG0000894	0	0	0	0
OG0000908	0	0	0	0
OG0000909	0	0	0	0
OG0000910	0	0	0	0
OG0000911	0	0	0	0
OG0000912	0	0	0	0
OG0000914	0	0	0	0
OG0000918	0	0	0	0
OG0000927	0	0	0	0
OG0000933	0	0	0	0
OG0000935	0	0	0	0
OG0000938	0	0	0	0
OG0000939	0	0	0	0
OG0000946	0	0	0	0
OG0000947	0	0	0	0
OG0000948	0	0	0	0
OG0000952	0	0	0	0
OG0000953	0	0	0	0
OG0000954	0	0	0	0
OG0000960	0	0	0	0
OG0000961	0	0	0	0
OG0000964	0	0	0	0
OG0000967	0	0	0	0
OG0000968	0	0	0	0
OG0000970	0	0	0	0
OG0000975	0	0	0	0
OG0000979	0	0	0	0
OG0000984	0	0	0	0
OG0000985	0	0	0	0
OG0000986	0	0	0	0
OG0000988	0	0	0	0
OG0000989	0	0	0	0
OG0000991	0	0	0	0
OG0000997	0	0	0	0
OG0001000	0	0	0	0
OG0001002	0	0	0	0
OG0001003	0	0	0	0
OG0001013	0	0	0	0
OG0001014	0	0	0	0
OG0001016	0	0	0	0
OG0001019	0	0	0	0
OG0001026	0	0	0	0
OG0001030	0	0	0	0
OG0001031	0	0	0	0
OG0001033	0	0	0	0
OG0001036	0	0	0	0
OG0001037	0	0	0	0
OG0001041	0	0	0	0
OG0001042	0	0	0	0
OG0001043	0	0	0	0
OG0001044	0	0	0	0
OG0001047	0	0	0	0
OG0001049	0	0	0	0
OG0001052	0	0	0	0
OG0001053	0	0	0	0
OG0001055	0	0	0	0
OG0001058	0	0	0	0
OG0001060	0	0	0	0
OG0001062	0	0	0	0
OG0001063	0	0	0	0
OG0001064	0	0	0	0
OG0001066	0	0	0	0
OG0001068	0	0	0	0
OG0001069	0	0	0	0
OG0001073	0	0	0	0
OG0001074	0	0	0	0
OG0001075	0	0	0	0
OG0001076	0	0	0	0
OG0001077	0	0	0	0
OG0001078	0	0	0	0
OG0001079	0	0	0	0
OG0001080	0	0	0	0
OG0001083	0	0	0	0
OG0001087	0	0	0	0
OG0001090	0	0	0	0
OG0001092	0	0	0	0
OG0001094	0	0	0	0
OG0001095	0	0	0	0
OG0001096	0	0	0	0
OG0001097	0	0	0	0
OG0001101	0	0	0	0
OG0001103	0	0	0	0
OG0001105	0	0	0	0
OG0001107	0	0	0	0
OG0001108	0	0	0	0
OG0001109	0	0	0	0
OG0001113	0	0	0	0
OG0001114	0	0	0	0
OG0001116	0	0	0	0
OG0001122	0	0	0	0
OG0001123	0	0	0	0
OG0001127	0	0	0	0
OG0001128	0	0	0	0
OG0001130	0	0	0	0
OG0001131	0	0	0	0
OG0001133	0	0	0	0
OG0001138	0	0	0	0
OG0001140	0	0	0	0
OG0001141	0	0	0	0
OG0001144	0	0	0	0
OG0001145	0	0	0	0
OG0001146	0	0	0	0
OG0001148	0	0	0	0
OG0001149	0	0	0	0
OG0001152	0	0	0	0
OG0001153	0	0	0	0
OG0001154	0	0	0	0
OG0001155	0	0	0	0
OG0001156	0	0	0	0
OG0001157	0	0	0	0
OG0001161	0	0	0	0
OG0001163	0	0	0	0
OG0001165	0	0	0	0
OG0001168	0	0	0	0
OG0001170	0	0	0	0
OG0001172	0	0	0	0
OG0001176	0	0	0	0
OG0001182	0	0	0	0
OG0001185	0	0	0	0
OG0001186	0	0	0	0
OG0001199	0	0	0	0
OG0001201	0	0	0	0
OG0001202	0	0	0	0
OG0001203	0	0	0	0
OG0001204	0	0	0	0
OG0001206	0	0	0	0
OG0001207	0	0	0	0
OG0001208	0	0	0	0
OG0001209	0	0	0	0
OG0001214	0	0	0	0
OG0001218	0	0	0	0
OG0001220	0	0	0	0
OG0001221	0	0	0	0
OG0001222	0	0	0	0
OG0001223	0	0	0	0
OG0001224	0	0	0	0
OG0001225	0	0	0	0
OG0001229	0	0	0	0
OG0001232	0	0	0	0
OG0001234	0	0	0	0
OG0001235	0	0	0	0
OG0001237	0	0	0	0
OG0001238	0	0	0	0
OG0001241	0	0	0	0
OG0001244	0	0	0	0
OG0001248	0	0	0	0
OG0001251	0	0	0	0
OG0001252	0	0	0	0
OG0001254	0	0	0	0
OG0001258	0	0	0	0
OG0001259	0	0	0	0
OG0001262	0	0	0	0
OG0001268	0	0	0	0
OG0001271	0	0	0	0
OG0001278	0	0	0	0
OG0001281	0	0	0	0
OG0001283	0	0	0	0
OG0001284	0	0	0	0
OG0001285	0	0	0	0
OG0001286	0	0	0	0
OG0001288	0	0	0	0
OG0001291	0	0	0	0
OG0001292	0	0	0	0
OG0001294	0	0	0	0
OG0001295	0	0	0	0
OG0001297	0	0	0	0
OG0001298	0	0	0	0
OG0001299	0	0	0	0
OG0001300	0	0	0	0
OG0001301	0	0	0	0
OG0001308	0	0	0	0
OG0001311	0	0	0	0
OG0001312	0	0	0	0
OG0001313	0	0	0	0
OG0001315	0	0	0	0
OG0001316	0	0	0	0
OG0001317	0	0	0	0
OG0001318	0	0	0	0
OG0001320	0	0	0	0
OG0001321	0	0	0	0
OG0001322	0	0	0	0
OG0001323	0	0	0	0
OG0001324	0	0	0	0
OG0001332	0	0	0	0
OG0001334	0	0	0	0
OG0001335	0	0	0	0
OG0001336	0	0	0	0
OG0001337	0	0	0	0
OG0001340	0	0	0	0
OG0001345	0	0	0	0
OG0001350	0	0	0	0
OG0001351	0	0	0	0
OG0001354	0	0	0	0
OG0001361	0	0	0	0
OG0001362	0	0	0	0
OG0001363	0	0	0	0
OG0001365	0	0	0	0
OG0001366	0	0	0	0
OG0001371	0	0	0	0
OG0001374	0	0	0	0
OG0001375	0	0	0	0
OG0001377	0	0	0	0
OG0001384	0	0	0	0
OG0001385	0	0	0	0
OG0001387	0	0	0	0
OG0001388	0	0	0	0
OG0001389	0	0	0	0
OG0001390	0	0	0	0
OG0001391	0	0	0	0
OG0001393	0	0	0	0
OG0001394	0	0	0	0
OG0001395	0	0	0	0
OG0001398	0	0	0	0
OG0001402	0	0	0	0
OG0001405	0	0	0	0
OG0001406	0	0	0	0
OG0001407	0	0	0	0
OG0001409	0	0	0	0
OG0001412	0	0	0	0
OG0001413	0	0	0	0
OG0001414	0	0	0	0
OG0001417	0	0	0	0
OG0001420	0	0	0	0
OG0001421	0	0	0	0
OG0001422	0	0	0	0
OG0001423	0	0	0	0
OG0001424	0	0	0	0
OG0001426	0	0	0	0
OG0001427	0	0	0	0
OG0001428	0	0	0	0
OG0001429	0	0	0	0
OG0001431	0	0	0	0
OG0001434	0	0	0	0
OG0001435	0	0	0	0
OG0001436	0	0	0	0
OG0001437	0	0	0	0
OG0001438	0	0	0	0
OG0001440	0	0	0	0
OG0001450	0	0	0	0
OG0001453	0	0	0	0
OG0001458	0	0	0	0
OG0001459	0	0	0	0
OG0001462	0	0	0	0
OG0001463	0	0	0	0
OG0001465	0	0	0	0
OG0001467	0	0	0	0
OG0001469	0	0	0	0
OG0001470	0	0	0	0
OG0001473	0	0	0	0
OG0001477	0	0	0	0
OG0001478	0	0	0	0
OG0001481	0	0	0	0
OG0001482	0	0	0	0
OG0001483	0	0	0	0
OG0001484	0	0	0	0
OG0001485	0	0	0	0
OG0001486	0	0	0	0
OG0001488	0	0	0	0
OG0001489	0	0	0	0
OG0001490	0	0	0	0
OG0001494	0	0	0	0
OG0001495	0	0	0	0
OG0001498	0	0	0	0
OG0001499	0	0	0	0
OG0001500	0	0	0	0
OG0001502	0	0	0	0
OG0001503	0	0	0	0
OG0001504	0	0	0	0
OG0001505	0	0	0	0
OG0001506	0	0	0	0
OG0001507	0	0	0	0
OG0001508	0	0	0	0
OG0001509	0	0	0	0
OG0001510	0	0	0	0
OG0001511	0	0	0	0
OG0001514	0	0	0	0
OG0001517	0	0	0	0
OG0001520	0	0	0	0
OG0001523	0	0	0	0
OG0001524	0	0	0	0
OG0001527	0	0	0	0
OG0001528	0	0	0	0
OG0001532	0	0	0	0
OG0001533	0	0	0	0
OG0001534	0	0	0	0
OG0001535	0	0	0	0
OG0001537	0	0	0	0
OG0001538	0	0	0	0
OG0001540	0	0	0	0
OG0001541	0	0	0	0
OG0001542	0	0	0	0
OG0001544	0	0	0	0
OG0001545	0	0	0	0
OG0001546	0	0	0	0
OG0001549	0	0	0	0
OG0001550	0	0	0	0
OG0001554	0	0	0	0
OG0001555	0	0	0	0
OG0001556	0	0	0	0
OG0001557	0	0	0	0
OG0001558	0	0	0	0
OG0001559	0	0	0	0
OG0001561	0	0	0	0
OG0001563	0	0	0	0
OG0001564	0	0	0	0
OG0001565	0	0	0	0
OG0001566	0	0	0	0
OG0001568	0	0	0	0
OG0001570	0	0	0	0
OG0001572	0	0	0	0
OG0001573	0	0	0	0
OG0001574	0	0	0	0
OG0001575	0	0	0	0
OG0001576	0	0	0	0
OG0001578	0	0	0	0
OG0001580	0	0	0	0
OG0001581	0	0	0	0
OG0001586	0	0	0	0
OG0001587	0	0	0	0
OG0001588	0	0	0	0
OG0001592	0	0	0	0
OG0001595	0	0	0	0
OG0001596	0	0	0	0
OG0001598	0	0	0	0
OG0001600	0	0	0	0
OG0001603	0	0	0	0
OG0001604	0	0	0	0
OG0001605	0	0	0	0
OG0001607	0	0	0	0
OG0001608	0	0	0	0
OG0001609	0	0	0	0
OG0001611	0	0	0	0
OG0001613	0	0	0	0
OG0001615	0	0	0	0
OG0001617	0	0	0	0
OG0001618	0	0	0	0
OG0001619	0	0	0	0
OG0001621	0	0	0	0
OG0001624	0	0	0	0
OG0001629	0	0	0	0
OG0001630	0	0	0	0
OG0001632	0	0	0	0
OG0001633	0	0	0	0
OG0001634	0	0	0	0
OG0001635	0	0	0	0
OG0001637	0	0	0	0
OG0001638	0	0	0	0
OG0001641	0	0	0	0
OG0001642	0	0	0	0
OG0001643	0	0	0	0
OG0001645	0	0	0	0
OG0001647	0	0	0	0
OG0001652	0	0	0	0
OG0001655	0	0	0	0
OG0001656	0	0	0	0
OG0001659	0	0	0	0
OG0001661	0	0	0	0
OG0001662	0	0	0	0
OG0001665	0	0	0	0
OG0001666	0	0	0	0
OG0001668	0	0	0	0
OG0001669	0	0	0	0
OG0001672	0	0	0	0
OG0001673	0	0	0	0
OG0001676	0	0	0	0
OG0001680	0	0	0	0
OG0001683	0	0	0	0
OG0001690	0	0	0	0
OG0001691	0	0	0	0
OG0001692	0	0	0	0
OG0001693	0	0	0	0
OG0001695	0	0	0	0
OG0001697	0	0	0	0
OG0001700	0	0	0	0
OG0001701	0	0	0	0
OG0001702	0	0	0	0
OG0001704	0	0	0	0
OG0001705	0	0	0	0
OG0001706	0	0	0	0
OG0001707	0	0	0	0
OG0001708	0	0	0	0
OG0001709	0	0	0	0
OG0001710	0	0	0	0
OG0001711	0	0	0	0
OG0001712	0	0	0	0
OG0001713	0	0	0	0
OG0001716	0	0	0	0
OG0001718	0	0	0	0
OG0001719	0	0	0	0
OG0001720	0	0	0	0
OG0001723	0	0	0	0
OG0001724	0	0	0	0
OG0001725	0	0	0	0
OG0001726	0	0	0	0
OG0001727	0	0	0	0
OG0001731	0	0	0	0
OG0001734	0	0	0	0
OG0001735	0	0	0	0
OG0001736	0	0	0	0
OG0001738	0	0	0	0
OG0001739	0	0	0	0
OG0001741	0	0	0	0
OG0001743	0	0	0	0
OG0001744	0	0	0	0
OG0001745	0	0	0	0
OG0001746	0	0	0	0
OG0001748	0	0	0	0
OG0001749	0	0	0	0
OG0001753	0	0	0	0
OG0001754	0	0	0	0
OG0001755	0	0	0	0
OG0001757	0	0	0	0
OG0001759	0	0	0	0
OG0001761	0	0	0	0
OG0001764	0	0	0	0
OG0001765	0	0	0	0
OG0001766	0	0	0	0
OG0001769	0	0	0	0
OG0001770	0	0	0	0
OG0001771	0	0	0	0
OG0001772	0	0	0	0
OG0001774	0	0	0	0
OG0001775	0	0	0	0
OG0001776	0	0	0	0
OG0001779	0	0	0	0
OG0001780	0	0	0	0
OG0001781	0	0	0	0
OG0001783	0	0	0	0
OG0001784	0	0	0	0
OG0001786	0	0	0	0
OG0001787	0	0	0	0
OG0001789	0	0	0	0
OG0001791	0	0	0	0
OG0001792	0	0	0	0
OG0001796	0	0	0	0
OG0001797	0	0	0	0
OG0001799	0	0	0	0
OG0001800	0	0	0	0
OG0001802	0	0	0	0
OG0001803	0	0	0	0
OG0001807	0	0	0	0
OG0001810	0	0	0	0
OG0001811	0	0	0	0
OG0001813	0	0	0	0
OG0001814	0	0	0	0
OG0001815	0	0	0	0
OG0001816	0	0	0	0
OG0001819	0	0	0	0
OG0001823	0	0	0	0
OG0001824	0	0	0	0
OG0001826	0	0	0	0
OG0001828	0	0	0	0
OG0001829	0	0	0	0
OG0001830	0	0	0	0
OG0001831	0	0	0	0
OG0001832	0	0	0	0
OG0001833	0	0	0	0
OG0001836	0	0	0	0
OG0001838	0	0	0	0
OG0001840	0	0	0	0
OG0001841	0	0	0	0
OG0001842	0	0	0	0
OG0001844	0	0	0	0
OG0001847	0	0	0	0
OG0001848	0	0	0	0
OG0001850	0	0	0	0
OG0001851	0	0	0	0
OG0001853	0	0	0	0
OG0001854	0	0	0	0
OG0001856	0	0	0	0
OG0001857	0	0	0	0
OG0001858	0	0	0	0
OG0001859	0	0	0	0
OG0001860	0	0	0	0
OG0001862	0	0	0	0
OG0001863	0	0	0	0
OG0001864	0	0	0	0
OG0001865	0	0	0	0
OG0001866	0	0	0	0
OG0001867	0	0	0	0
OG0001868	0	0	0	0
OG0001870	0	0	0	0
OG0001871	0	0	0	0
OG0001872	0	0	0	0
OG0001879	0	0	0	0
OG0001883	0	0	0	0
OG0001884	0	0	0	0
OG0001887	0	0	0	0
OG0001890	0	0	0	0
OG0001891	0	0	0	0
OG0001892	0	0	0	0
OG0001893	0	0	0	0
OG0001894	0	0	0	0
OG0001895	0	0	0	0
OG0001896	0	0	0	0
OG0001898	0	0	0	0
OG0001900	0	0	0	0
OG0001902	0	0	0	0
OG0001903	0	0	0	0
OG0001904	0	0	0	0
OG0001905	0	0	0	0
OG0001907	0	0	0	0
OG0001910	0	0	0	0
OG0001913	0	0	0	0
OG0001914	0	0	0	0
OG0001917	0	0	0	0
OG0001918	0	0	0	0
OG0001921	0	0	0	0
OG0001923	0	0	0	0
OG0001925	0	0	0	0
OG0001928	0	0	0	0
OG0001931	0	0	0	0
OG0001932	0	0	0	0
OG0001933	0	0	0	0
OG0001936	0	0	0	0
OG0001937	0	0	0	0
OG0001938	0	0	0	0
OG0001939	0	0	0	0
OG0001940	0	0	0	0
OG0001941	0	0	0	0
OG0001943	0	0	0	0
OG0001945	0	0	0	0
OG0001946	0	0	0	0
OG0001947	0	0	0	0
OG0001949	0	0	0	0
OG0001950	0	0	0	0
OG0001951	0	0	0	0
OG0001952	0	0	0	0
OG0001954	0	0	0	0
OG0001956	0	0	0	0
OG0001957	0	0	0	0
OG0001958	0	0	0	0
OG0001959	0	0	0	0
OG0001960	0	0	0	0
OG0001961	0	0	0	0
OG0001962	0	0	0	0
OG0001967	0	0	0	0
OG0001968	0	0	0	0
OG0001970	0	0	0	0
OG0001971	0	0	0	0
OG0001973	0	0	0	0
OG0001975	0	0	0	0
OG0001976	0	0	0	0
OG0001977	0	0	0	0
OG0001978	0	0	0	0
OG0001982	0	0	0	0
OG0001984	0	0	0	0
OG0001985	0	0	0	0
OG0001987	0	0	0	0
OG0001988	0	0	0	0
OG0001989	0	0	0	0
OG0001990	0	0	0	0
OG0001997	0	0	0	0
OG0001999	0	0	0	0
OG0002000	0	0	0	0
OG0002001	0	0	0	0
OG0002003	0	0	0	0
OG0002005	0	0	0	0
OG0002007	0	0	0	0
OG0002010	0	0	0	0
OG0002011	0	0	0	0
OG0002012	0	0	0	0
OG0002013	0	0	0	0
OG0002014	0	0	0	0
OG0002016	0	0	0	0
OG0002018	0	0	0	0
OG0002019	0	0	0	0
OG0002021	0	0	0	0
OG0002022	0	0	0	0
OG0002027	0	0	0	0
OG0002029	0	0	0	0
OG0002032	0	0	0	0
OG0002033	0	0	0	0
OG0002035	0	0	0	0
OG0002036	0	0	0	0
OG0002037	0	0	0	0
OG0002039	0	0	0	0
OG0002042	0	0	0	0
OG0002043	0	0	0	0
OG0002046	0	0	0	0
OG0002047	0	0	0	0
OG0002048	0	0	0	0
OG0002049	0	0	0	0
OG0002050	0	0	0	0
OG0002052	0	0	0	0
OG0002053	0	0	0	0
OG0002054	0	0	0	0
OG0002056	0	0	0	0
OG0002057	0	0	0	0
OG0002059	0	0	0	0
OG0002061	0	0	0	0
OG0002062	0	0	0	0
OG0002063	0	0	0	0
OG0002064	0	0	0	0
OG0002065	0	0	0	0
OG0002068	0	0	0	0
OG0002070	0	0	0	0
OG0002072	0	0	0	0
OG0002075	0	0	0	0
OG0002078	0	0	0	0
OG0002079	0	0	0	0
OG0002080	0	0	0	0
OG0002081	0	0	0	0
OG0002082	0	0	0	0
OG0002083	0	0	0	0
OG0002084	0	0	0	0
OG0002085	0	0	0	0
OG0002088	0	0	0	0
OG0002089	0	0	0	0
OG0002091	0	0	0	0
OG0002092	0	0	0	0
OG0002097	0	0	0	0
OG0002100	0	0	0	0
OG0002101	0	0	0	0
OG0002103	0	0	0	0
OG0002107	0	0	0	0
OG0002110	0	0	0	0
OG0002113	0	0	0	0
OG0002114	0	0	0	0
OG0002115	0	0	0	0
OG0002118	0	0	0	0
OG0002124	0	0	0	0
OG0002125	0	0	0	0
OG0002126	0	0	0	0
OG0002132	0	0	0	0
OG0002133	0	0	0	0
OG0002134	0	0	0	0
OG0002135	0	0	0	0
OG0002136	0	0	0	0
OG0002137	0	0	0	0
OG0002138	0	0	0	0
OG0002139	0	0	0	0
OG0002152	0	0	0	0
OG0002153	0	0	0	0
OG0002154	0	0	0	0
OG0002155	0	0	0	0
OG0002156	0	0	0	0
OG0002159	0	0	0	0
OG0002160	0	0	0	0
OG0002161	0	0	0	0
OG0002162	0	0	0	0
OG0002163	0	0	0	0
OG0002164	0	0	0	0
OG0002165	0	0	0	0
OG0002166	0	0	0	0
OG0002167	0	0	0	0
OG0002168	0	0	0	0
OG0002169	0	0	0	0
OG0002170	0	0	0	0
OG0002172	0	0	0	0
OG0002174	0	0	0	0
OG0002175	0	0	0	0
OG0002177	0	0	0	0
OG0002178	0	0	0	0
OG0002181	0	0	0	0
OG0002182	0	0	0	0
OG0002183	0	0	0	0
OG0002185	0	0	0	0
OG0002186	0	0	0	0
OG0002189	0	0	0	0
OG0002190	0	0	0	0
OG0002191	0	0	0	0
OG0002192	0	0	0	0
OG0002193	0	0	0	0
OG0002194	0	0	0	0
OG0002196	0	0	0	0
OG0002198	0	0	0	0
OG0002199	0	0	0	0
OG0002201	0	0	0	0
OG0002202	0	0	0	0
OG0002203	0	0	0	0
OG0002204	0	0	0	0
OG0002205	0	0	0	0
OG0002207	0	0	0	0
OG0002208	0	0	0	0
OG0002209	0	0	0	0
OG0002210	0	0	0	0
OG0002211	0	0	0	0
OG0002212	0	0	0	0
OG0002213	0	0	0	0
OG0002215	0	0	0	0
OG0002218	0	0	0	0
OG0002219	0	0	0	0
OG0002220	0	0	0	0
OG0002221	0	0	0	0
OG0002222	0	0	0	0
OG0002223	0	0	0	0
OG0002225	0	0	0	0
OG0002229	0	0	0	0
OG0002231	0	0	0	0
OG0002232	0	0	0	0
OG0002233	0	0	0	0
OG0002234	0	0	0	0
OG0002235	0	0	0	0
OG0002236	0	0	0	0
OG0002237	0	0	0	0
OG0002238	0	0	0	0
OG0002241	0	0	0	0
OG0002242	0	0	0	0
OG0002243	0	0	0	0
OG0002244	0	0	0	0
OG0002246	0	0	0	0
OG0002247	0	0	0	0
OG0002248	0	0	0	0
OG0002249	0	0	0	0
OG0002250	0	0	0	0
OG0002251	0	0	0	0
OG0002254	0	0	0	0
OG0002255	0	0	0	0
OG0002256	0	0	0	0
OG0002262	0	0	0	0
OG0002263	0	0	0	0
OG0002264	0	0	0	0
OG0002266	0	0	0	0
OG0002267	0	0	0	0
OG0002269	0	0	0	0
OG0002270	0	0	0	0
OG0002271	0	0	0	0
OG0002272	0	0	0	0
OG0002273	0	0	0	0
OG0002275	0	0	0	0
OG0002276	0	0	0	0
OG0002277	0	0	0	0
OG0002282	0	0	0	0
OG0002283	0	0	0	0
OG0002284	0	0	0	0
OG0002286	0	0	0	0
OG0002287	0	0	0	0
OG0002288	0	0	0	0
OG0002289	0	0	0	0
OG0002292	0	0	0	0
OG0002293	0	0	0	0
OG0002294	0	0	0	0
OG0002295	0	0	0	0
OG0002296	0	0	0	0
OG0002297	0	0	0	0
OG0002298	0	0	0	0
OG0002299	0	0	0	0
OG0002300	0	0	0	0
OG0002302	0	0	0	0
OG0002303	0	0	0	0
OG0002304	0	0	0	0
OG0002305	0	0	0	0
OG0002306	0	0	0	0
OG0002307	0	0	0	0
OG0002308	0	0	0	0
OG0002309	0	0	0	0
OG0002310	0	0	0	0
OG0002311	0	0	0	0
OG0002312	0	0	0	0
OG0002314	0	0	0	0
OG0002315	0	0	0	0
OG0002316	0	0	0	0
OG0002317	0	0	0	0
OG0002318	0	0	0	0
OG0002319	0	0	0	0
OG0002320	0	0	0	0
OG0002321	0	0	0	0
OG0002324	0	0	0	0
OG0002325	0	0	0	0
OG0002327	0	0	0	0
OG0002328	0	0	0	0
OG0002329	0	0	0	0
OG0002330	0	0	0	0
OG0002331	0	0	0	0
OG0002333	0	0	0	0
OG0002334	0	0	0	0
OG0002335	0	0	0	0
OG0002336	0	0	0	0
OG0002340	0	0	0	0
OG0002341	0	0	0	0
OG0002342	0	0	0	0
OG0002343	0	0	0	0
OG0002344	0	0	0	0
OG0002345	0	0	0	0
OG0002346	0	0	0	0
OG0002347	0	0	0	0
OG0002350	0	0	0	0
OG0002351	0	0	0	0
OG0002353	0	0	0	0
OG0002356	0	0	0	0
OG0002358	0	0	0	0
OG0002360	0	0	0	0
OG0002362	0	0	0	0
OG0002363	0	0	0	0
OG0002364	0	0	0	0
OG0002365	0	0	0	0
OG0002366	0	0	0	0
OG0002368	0	0	0	0
OG0002369	0	0	0	0
OG0002371	0	0	0	0
OG0002372	0	0	0	0
OG0002374	0	0	0	0
OG0002377	0	0	0	0
OG0002383	0	0	0	0
OG0002384	0	0	0	0
OG0002385	0	0	0	0
OG0002386	0	0	0	0
OG0002388	0	0	0	0
OG0002389	0	0	0	0
OG0002390	0	0	0	0
OG0002392	0	0	0	0
OG0002393	0	0	0	0
OG0002394	0	0	0	0
OG0002395	0	0	0	0
OG0002396	0	0	0	0
OG0002397	0	0	0	0
OG0002398	0	0	0	0
OG0002401	0	0	0	0
OG0002405	0	0	0	0
OG0002406	0	0	0	0
OG0002408	0	0	0	0
OG0002409	0	0	0	0
OG0002410	0	0	0	0
OG0002411	0	0	0	0
OG0002413	0	0	0	0
OG0002414	0	0	0	0
