	SRR1519108	SRR1519109	SRR1519110	SRR1519111	SRR1519112	SRR1519113	SRR1519114	SRR1519115	SRR1519116	SRR1519117
OG0000394	2426.80332726465	2785.63145230764	3047.40569024083	2925.72268618866	2979.27933118667	2691.25163664469	2617.33540984461	2794.89629162112	3058.61778873995	3256.40525968276
OG0000399	113.713070191829	137.720209772036	175.412395196897	180.251095669995	161.216414025253	100.812357724475	102.956795742703	84.2014210477822	156.442872284194	208.02394542059
OG0000432	3135.42989882593	1671.05859182697	3405.92400673975	243.162262394032	103.178504976162	822.570397085211	865.829438896463	129.995176354471	935.464522025893	93.3339374890858
OG0000451	3899.52626072469	4368.61316579203	5804.76544631837	5223.74743922063	3874.72135651551	3788.49918231252	3861.50006201245	3059.31829806942	3904.6863837463	3347.36630045603
OG0000468	1433.8940802238	1106.56587154043	1000.15839366652	754.227133646605	502.073975107216	1070.94866973971	941.496481550739	899.625709089462	843.674061246902	281.58374361114
OG0000540	790.444512309058	499.636109870642	490.846965507106	434.723230733517	481.806768772613	708.608601396673	715.735796910113	669.179714642901	401.483493668109	522.037277481327
OG0000546	125664.036520039	165454.017364327	126259.226263851	149781.591831347	138380.799906065	121325.480948412	129431.577568444	96038.3681856046	114353.354216387	63681.4291625745
OG0000564	299.53686782238	213.786604704265	2144.18572549891	133.597870908349	33.1645194566235	420.782014849983	971.267121283568	125.563522615114	6027.04147254054	18.1922081546523
OG0000565	1798.60795169272	1510.91881302228	1855.67849655665	1613.07058948599	1814.83620359856	1807.31719572719	1653.51094849425	1723.91330460986	1700.11896921088	1604.07817989717
OG0000582	209.398458523979	80.0698894023465	79.2433188828087	164.700020749446	169.507543889409	122.728087664578	117.842115609117	100.450818092091	67.0469452646544	207.232979848648
OG0000602	0	4.00349447011733	4.61611566307624	9.18927154396051	8.29112986415587	7.30524331336777	4.96177328880495	4.43165373935696	3.99088959908657	9.49158686329686
OG0000625	930.50573291119	662.97868425143	697.802817735024	805.121560659309	978.353323970392	1111.85803229457	819.933035975017	2110.94439784703	650.515004651112	1026.67331237994
OG0000635	191.370776664298	245.814560465204	235.421898816888	196.509037632386	251.497605879395	213.313104750339	228.241571285028	203.85607201042	229.875240907387	261.018638740664
OG0000650	755.775893348135	867.957601121437	901.681259520891	1003.04433237538	970.062194106236	721.758039360735	865.829438896463	1057.68802579319	794.187030218228	991.870827214522
OG0000651	41.6023427531083	75.2656960382058	126.173828124084	49.4806929290181	39.6131760176336	52.5977518562479	44.6559595992445	47.2709732198076	90.1941049393566	71.9778670466679
OG0000658	1051.1525268952	1096.95748481215	1175.57078886341	1182.58856100353	1134.04231808621	929.22694946038	1027.08707078262	815.42428804168	1083.92561511191	1300.34740027167
OG0000676	529.736497722913	535.667560101698	658.565834598876	681.419828336764	869.647399084793	559.581637803971	646.270970866844	757.81278943004	636.945980014217	870.853094707487
OG0000688	371.647595261101	354.709610052395	490.077612896594	549.942558553944	600.646296825514	236.689883353116	363.449893404962	357.486734974795	369.556376875417	340.906161506746
OG0000691	325.885018232682	335.492836595832	320.050685973286	311.021498410971	284.662125336018	337.502241077591	506.100875458104	335.32846627801	297.720364091858	293.448227190261
OG0000703	0	0	0	0.706867041843116	0	0	0	0	0.798177919817315	0
OG0000706	126.193773017762	184.961444519421	346.208674730718	231.852389724542	218.333086422771	125.650184989926	174.902508430374	330.896812538653	255.416934341541	279.210846895316
OG0000712	112.326325433392	132.115317513872	156.947932544592	127.942934573604	105.942214930881	70.1303358083306	71.9457126876717	64.9975881772354	158.837406043646	120.226766935094
OG0000718	969.334586147424	974.450554026558	950.919826593704	822.793236705387	936.897674649613	916.077511496318	1115.15854665891	1023.71201379146	1007.30053480945	953.904479761335
OG0000730	601.847225161634	714.223413468931	878.60068120551	810.776496994054	695.53367193752	515.750177923764	601.6150112676	633.726484728045	725.543729113939	892.209165149905
OG0000731	92.9118988152753	159.33907991067	124.635122903058	121.581131197016	69.0927488679656	96.4292117364545	79.3883726208791	137.381265920066	59.8633439862986	47.4579343164843
OG0000734	1293.83285962167	979.254747390698	1004.77450932959	924.582090730796	830.034223067159	1424.52244610671	955.141358094952	1527.44332216503	818.132367812748	793.338468657229
OG0000740	11.0939580674956	9.60838672828159	15.3870522102541	11.3098726694899	13.8185497735931	0	6.20221661100618	4.43165373935696	14.3672025567117	13.4464147230039
OG0000741	973.494820422735	1357.9853242638	1287.89626999827	1341.63364541823	1325.65954161337	818.18725109719	865.829438896463	927.692849438723	1309.0117885004	1307.46609041914
OG0000747	1393.67848222913	1459.67408380478	1214.03841938905	1731.11738547379	2178.72468096985	2004.55876518812	1847.02010675764	2119.80770532574	2349.03761802236	2122.16062951879
OG0000750	367.48736098579	345.901922218137	324.666801636362	323.038238122304	334.408904520953	429.548306826025	451.52136928125	392.93996488965	264.196891459531	396.273751542644
OG0000754	2207.69765543162	2145.07233708886	2159.57277770917	1959.43543998912	2082.91606920627	2014.78610582683	2184.42069039638	2235.03070254903	2843.10975038928	2397.4166485544
OG0000755	3515.39796263765	2060.9989532164	1769.51100417922	1907.83414593457	2422.85239363666	4459.12051847969	3405.01691944239	3998.8288908131	2151.88767182748	1869.84261206948
