Orthogroup	Ceratina_australensis	Ceratina_calcarata	Megalopta_genalis	Polistes_canadensis	Polistes_dominula	Liostenogaster_flavolineata	Tally
OG0003211	0	0	0	0	1	0	1
OG0003222	1	0	0	0	0	0	1
OG0003224	0	0	1	0	0	0	1
OG0003227	0	0	0	0	0	1	1
OG0003228	0	0	0	0	0	1	1
OG0003231	1	0	0	0	0	0	1
OG0003234	0	0	1	0	0	0	1
OG0003236	0	0	1	0	0	0	1
OG0003254	0	0	0	0	1	0	1
OG0003255	0	0	1	0	0	0	1
OG0003256	0	0	0	0	1	0	1
OG0003257	0	0	0	0	0	1	1
OG0003259	1	0	0	0	0	0	1
OG0003260	1	0	0	0	0	0	1
OG0003263	0	0	1	0	0	0	1
OG0003265	0	0	0	0	0	1	1
OG0003268	0	0	0	0	1	0	1
OG0003279	0	0	0	0	0	1	1
OG0003281	1	0	0	0	0	0	1
OG0003285	1	0	0	0	0	0	1
OG0003287	1	0	0	0	0	0	1
OG0003289	1	0	0	0	0	0	1
OG0003295	0	0	0	0	1	0	1
OG0003297	1	0	0	0	0	0	1
OG0003301	0	0	0	0	1	0	1
OG0003302	0	0	0	0	1	0	1
OG0003309	0	0	1	0	0	0	1
OG0003310	1	0	0	0	0	0	1
OG0003313	0	0	0	0	0	1	1
OG0003314	0	0	1	0	0	0	1
OG0003322	0	0	0	0	0	1	1
OG0003343	0	0	0	0	1	0	1
OG0003351	0	0	0	0	1	0	1
OG0003354	0	0	0	0	0	1	1
OG0003358	1	0	0	0	0	0	1
OG0003370	0	0	0	0	0	1	1
OG0003372	0	0	0	0	1	0	1
OG0003373	0	0	0	0	1	0	1
OG0003376	0	0	0	0	1	0	1
OG0003377	0	0	0	0	1	0	1
OG0003379	0	0	0	0	1	0	1
OG0003382	0	0	0	0	1	0	1
OG0003384	0	1	0	0	0	0	1
OG0003389	0	0	1	0	0	0	1
OG0003397	0	0	1	0	0	0	1
OG0003400	1	0	0	0	0	0	1
OG0003401	0	0	0	0	1	0	1
OG0003406	0	0	0	0	1	0	1
OG0003410	1	0	0	0	0	0	1
OG0003413	1	0	0	0	0	0	1
OG0003414	0	0	0	0	1	0	1
OG0003416	0	1	0	0	0	0	1
OG0003420	0	0	0	0	1	0	1
OG0003424	0	0	1	0	0	0	1
OG0003428	0	0	0	0	1	0	1
OG0003432	0	0	0	0	1	0	1
OG0003434	0	1	0	0	0	0	1
OG0003436	0	0	1	0	0	0	1
OG0003443	0	0	0	0	0	1	1
OG0003472	0	0	1	0	0	0	1
OG0003487	0	1	0	0	0	0	1
OG0003497	1	0	0	0	0	0	1
OG0003502	1	0	0	0	0	0	1
OG0003526	0	0	0	0	1	0	1
OG0003528	0	0	0	0	0	1	1
OG0003529	0	0	0	0	1	0	1
OG0003530	0	0	0	0	1	0	1
OG0003538	0	0	0	0	1	0	1
OG0003540	0	1	0	0	0	0	1
OG0003542	0	0	1	0	0	0	1
OG0003544	0	0	0	0	1	0	1
OG0003548	1	0	0	0	0	0	1
OG0003554	0	0	0	0	1	0	1
OG0003558	0	0	0	0	0	1	1
OG0003560	1	0	0	0	0	0	1
OG0003570	0	0	0	0	1	0	1
OG0003572	1	0	0	0	0	0	1
OG0003573	0	0	0	0	1	0	1
OG0003578	0	0	0	0	1	0	1
OG0003580	0	0	0	0	1	0	1
OG0003590	1	0	0	0	0	0	1
OG0003594	0	1	0	0	0	0	1
OG0003598	0	0	0	0	1	0	1
OG0003601	0	0	0	0	0	1	1
OG0003606	1	0	0	0	0	0	1
OG0003607	0	0	0	0	1	0	1
OG0003610	0	0	0	0	0	1	1
OG0003620	0	0	0	0	1	0	1
OG0003641	1	0	0	0	0	0	1
OG0003664	0	1	0	0	0	0	1
OG0003667	0	0	1	0	0	0	1
OG0003670	0	1	0	0	0	0	1
OG0003672	0	0	1	0	0	0	1
OG0003689	0	0	0	0	1	0	1
OG0003692	0	0	0	0	1	0	1
OG0003696	0	0	0	0	1	0	1
OG0003701	1	0	0	0	0	0	1
OG0003705	0	0	0	0	0	1	1
OG0003710	0	1	0	0	0	0	1
OG0003723	0	0	0	0	1	0	1
OG0003748	1	0	0	0	0	0	1
OG0003760	0	1	0	0	0	0	1
OG0003766	0	0	1	0	0	0	1
OG0003777	1	0	0	0	0	0	1
OG0003779	0	0	0	0	1	0	1
OG0003781	0	0	0	0	1	0	1
OG0003783	1	0	0	0	0	0	1
OG0003793	1	0	0	0	0	0	1
OG0003797	0	0	0	0	1	0	1
OG0003804	1	0	0	0	0	0	1
OG0003811	0	0	0	0	1	0	1
OG0003826	0	0	0	0	1	0	1
OG0003830	0	0	0	0	1	0	1
OG0003836	1	0	0	0	0	0	1
OG0003839	0	1	0	0	0	0	1
OG0003849	0	0	0	0	1	0	1
OG0003853	1	0	0	0	0	0	1
OG0003858	0	0	1	0	0	0	1
OG0003859	0	1	0	0	0	0	1
OG0003867	0	1	0	0	0	0	1
OG0003872	0	0	0	0	1	0	1
OG0003873	0	0	0	0	1	0	1
OG0003875	0	0	1	0	0	0	1
OG0003878	0	0	0	0	0	1	1
OG0003887	0	1	0	0	0	0	1
OG0003888	0	0	0	0	0	1	1
OG0003891	0	0	1	0	0	0	1
OG0003900	0	0	1	0	0	0	1
OG0003903	0	1	0	0	0	0	1
OG0003908	0	0	1	0	0	0	1
OG0003912	1	0	0	0	0	0	1
OG0003915	0	0	1	0	0	0	1
OG0003916	1	0	0	0	0	0	1
OG0003921	0	0	0	0	1	0	1
OG0003935	0	0	0	0	1	0	1
OG0003952	0	0	0	0	1	0	1
OG0003954	1	0	0	0	0	0	1
OG0003966	0	0	1	0	0	0	1
OG0003972	0	1	0	0	0	0	1
OG0003973	1	0	0	0	0	0	1
OG0003974	0	0	0	0	0	1	1
OG0003977	1	0	0	0	0	0	1
OG0003983	0	0	0	0	0	1	1
OG0003990	0	0	0	0	1	0	1
OG0003996	1	0	0	0	0	0	1
OG0003997	1	0	0	0	0	0	1
OG0004017	0	1	0	0	0	0	1
OG0004018	0	1	0	0	0	0	1
OG0004023	0	0	0	0	1	0	1
OG0004024	1	0	0	0	0	0	1
OG0004030	1	0	0	0	0	0	1
OG0004031	0	0	0	0	1	0	1
OG0004034	1	0	0	0	0	0	1
OG0004037	0	0	0	0	0	1	1
OG0004040	1	0	0	0	0	0	1
OG0004042	1	0	0	0	0	0	1
OG0004043	0	0	0	0	1	0	1
OG0004048	0	0	0	0	1	0	1
OG0004065	0	0	1	0	0	0	1
OG0004068	0	0	0	0	0	1	1
OG0004071	0	0	0	0	0	1	1
OG0004076	1	0	0	0	0	0	1
OG0004078	1	0	0	0	0	0	1
OG0004089	0	0	0	0	1	0	1
OG0004092	0	0	1	0	0	0	1
OG0004097	0	0	0	0	1	0	1
OG0004099	1	0	0	0	0	0	1
OG0004101	0	1	0	0	0	0	1
OG0004105	1	0	0	0	0	0	1
OG0004112	0	0	0	0	1	0	1
OG0004113	1	0	0	0	0	0	1
OG0004117	1	0	0	0	0	0	1
OG0004118	0	0	1	0	0	0	1
OG0004119	0	0	1	0	0	0	1
OG0004121	0	0	0	0	1	0	1
OG0004123	0	0	0	0	1	0	1
OG0004128	1	0	0	0	0	0	1
OG0004131	0	0	0	0	1	0	1
OG0004133	1	0	0	0	0	0	1
OG0004147	0	0	0	0	1	0	1
OG0004148	0	0	0	0	1	0	1
OG0004149	1	0	0	0	0	0	1
OG0004157	0	0	0	0	1	0	1
OG0004160	1	0	0	0	0	0	1
OG0004162	0	1	0	0	0	0	1
OG0004164	0	1	0	0	0	0	1
OG0004166	0	1	0	0	0	0	1
OG0004169	0	0	1	0	0	0	1
OG0004171	0	1	0	0	0	0	1
OG0004174	1	0	0	0	0	0	1
OG0004180	0	0	0	0	1	0	1
OG0004183	0	1	0	0	0	0	1
OG0004184	0	0	0	0	1	0	1
OG0004189	1	0	0	0	0	0	1
OG0004193	0	0	1	0	0	0	1
OG0004194	0	0	1	0	0	0	1
OG0004198	0	1	0	0	0	0	1
OG0004199	0	0	0	0	1	0	1
OG0004201	0	0	0	0	1	0	1
OG0004206	1	0	0	0	0	0	1
OG0004207	0	1	0	0	0	0	1
OG0004214	0	0	0	0	1	0	1
OG0004216	0	0	0	0	1	0	1
OG0004228	0	0	0	0	1	0	1
OG0004231	0	0	0	0	1	0	1
OG0004233	0	0	0	0	1	0	1
OG0004236	0	0	0	0	0	1	1
OG0004237	0	0	0	0	1	0	1
OG0004245	0	0	0	0	1	0	1
OG0004248	0	0	0	0	0	1	1
OG0004249	0	0	0	0	1	0	1
OG0004259	1	0	0	0	0	0	1
OG0004260	0	0	0	0	1	0	1
OG0004262	0	0	0	0	1	0	1
OG0004264	1	0	0	0	0	0	1
OG0004268	0	0	0	0	1	0	1
OG0004269	1	0	0	0	0	0	1
OG0004274	1	0	0	0	0	0	1
OG0004275	1	0	0	0	0	0	1
OG0004281	0	0	0	0	1	0	1
OG0004285	0	0	0	0	1	0	1
OG0004299	1	0	0	0	0	0	1
OG0004310	1	0	0	0	0	0	1
OG0004314	1	0	0	0	0	0	1
OG0004315	0	0	0	0	1	0	1
OG0004316	0	0	0	0	1	0	1
OG0004317	0	0	1	0	0	0	1
OG0004330	1	0	0	0	0	0	1
OG0004333	0	0	0	0	1	0	1
OG0004339	1	0	0	0	0	0	1
OG0004340	0	1	0	0	0	0	1
OG0004341	1	0	0	0	0	0	1
OG0004342	1	0	0	0	0	0	1
OG0004343	0	1	0	0	0	0	1
OG0004344	0	1	0	0	0	0	1
OG0004346	1	0	0	0	0	0	1
OG0004357	0	0	0	0	0	1	1
OG0004376	0	0	1	0	0	0	1
OG0004378	0	0	0	0	1	0	1
OG0004384	0	0	0	0	1	0	1
OG0004389	0	1	0	0	0	0	1
OG0004417	0	0	0	1	0	0	1
OG0004421	1	0	0	0	0	0	1
OG0004425	1	0	0	0	0	0	1
OG0004430	0	0	0	0	0	1	1
OG0004447	0	0	0	0	1	0	1
OG0004450	0	0	0	0	0	1	1
OG0004455	1	0	0	0	0	0	1
OG0004465	0	0	0	0	0	1	1
OG0004468	1	0	0	0	0	0	1
OG0004471	1	0	0	0	0	0	1
OG0004472	0	1	0	0	0	0	1
OG0004478	1	0	0	0	0	0	1
OG0004479	0	0	0	0	0	1	1
OG0004485	0	0	0	0	1	0	1
OG0004515	1	0	0	0	0	0	1
OG0004527	0	0	0	0	1	0	1
OG0004529	0	0	0	0	0	1	1
OG0004546	0	0	1	0	0	0	1
OG0004555	1	0	0	0	0	0	1
OG0004560	0	1	0	0	0	0	1
OG0004568	0	1	0	0	0	0	1
OG0004570	0	0	1	0	0	0	1
OG0004588	0	0	0	0	1	0	1
OG0004602	0	0	1	0	0	0	1
OG0004617	0	0	0	0	1	0	1
OG0004621	0	0	0	0	0	1	1
OG0004622	0	0	0	0	1	0	1
OG0004626	0	0	0	0	0	1	1
OG0004638	0	0	0	0	0	1	1
OG0004645	0	0	0	0	1	0	1
OG0004660	0	0	1	0	0	0	1
OG0004661	1	0	0	0	0	0	1
OG0004662	0	1	0	0	0	0	1
OG0004667	0	0	0	0	1	0	1
OG0004682	0	1	0	0	0	0	1
OG0004692	0	0	0	0	1	0	1
OG0004703	1	0	0	0	0	0	1
OG0004717	0	0	0	0	1	0	1
OG0004731	0	0	0	0	1	0	1
OG0004750	0	0	0	0	1	0	1
OG0004752	0	0	0	0	1	0	1
OG0004764	0	0	0	0	1	0	1
OG0004767	1	0	0	0	0	0	1
OG0004797	0	0	0	0	1	0	1
OG0004800	1	0	0	0	0	0	1
OG0004802	1	0	0	0	0	0	1
OG0004812	0	0	0	0	1	0	1
OG0004814	1	0	0	0	0	0	1
OG0004818	0	1	0	0	0	0	1
OG0004831	0	1	0	0	0	0	1
OG0004856	1	0	0	0	0	0	1
OG0004858	0	0	0	0	1	0	1
OG0004859	0	0	0	0	1	0	1
OG0004863	0	0	0	0	0	1	1
OG0004864	1	0	0	0	0	0	1
OG0004865	0	1	0	0	0	0	1
OG0004881	0	0	0	0	1	0	1
OG0004884	1	0	0	0	0	0	1
OG0004926	0	0	1	0	0	0	1
OG0004927	0	0	1	0	0	0	1
OG0004940	0	1	0	0	0	0	1
OG0004941	0	0	1	0	0	0	1
OG0004943	0	1	0	0	0	0	1
OG0004955	1	0	0	0	0	0	1
OG0004957	0	0	0	0	1	0	1
OG0004961	0	0	1	0	0	0	1
OG0004972	0	0	0	0	1	0	1
OG0004978	1	0	0	0	0	0	1
OG0004982	0	0	0	0	1	0	1
OG0004996	0	0	0	0	1	0	1
OG0004999	0	0	0	0	1	0	1
OG0005006	0	1	0	0	0	0	1
OG0005013	1	0	0	0	0	0	1
OG0005035	0	1	0	0	0	0	1
OG0005038	0	0	0	0	0	1	1
OG0005040	1	0	0	0	0	0	1
OG0005041	0	1	0	0	0	0	1
OG0005047	1	0	0	0	0	0	1
OG0005054	0	0	0	0	0	1	1
OG0005055	0	0	0	0	1	0	1
OG0005056	0	0	0	0	1	0	1
OG0005059	0	0	0	0	1	0	1
OG0005061	0	0	0	0	1	0	1
OG0005064	1	0	0	0	0	0	1
OG0005075	0	0	1	0	0	0	1
OG0005078	0	0	0	0	1	0	1
OG0005092	1	0	0	0	0	0	1
OG0005093	0	0	0	0	1	0	1
OG0005096	0	1	0	0	0	0	1
OG0005097	1	0	0	0	0	0	1
OG0005098	0	0	1	0	0	0	1
OG0005101	0	0	0	0	1	0	1
OG0005104	0	0	0	0	1	0	1
OG0005105	1	0	0	0	0	0	1
OG0005106	0	1	0	0	0	0	1
OG0005111	0	0	1	0	0	0	1
OG0005114	0	0	0	0	1	0	1
OG0005124	1	0	0	0	0	0	1
OG0005135	0	1	0	0	0	0	1
OG0005138	0	0	1	0	0	0	1
OG0005152	0	0	0	0	0	1	1
OG0005154	1	0	0	0	0	0	1
OG0005155	1	0	0	0	0	0	1
OG0005156	0	0	0	0	1	0	1
OG0005164	0	0	1	0	0	0	1
OG0005171	0	0	0	0	1	0	1
OG0005174	0	0	1	0	0	0	1
OG0005181	0	0	0	0	0	1	1
OG0005193	0	0	0	0	0	1	1
OG0005196	1	0	0	0	0	0	1
OG0005198	0	0	1	0	0	0	1
OG0005199	0	0	0	0	1	0	1
OG0005201	0	0	0	0	1	0	1
OG0005203	1	0	0	0	0	0	1
OG0005220	0	0	1	0	0	0	1
OG0005221	0	0	0	0	1	0	1
OG0005222	0	0	0	0	1	0	1
OG0005230	1	0	0	0	0	0	1
OG0005231	0	1	0	0	0	0	1
OG0005235	0	0	0	0	0	1	1
OG0005237	0	0	1	0	0	0	1
OG0005242	0	0	1	0	0	0	1
OG0005245	0	0	0	0	1	0	1
OG0005246	0	0	1	0	0	0	1
OG0005248	0	1	0	0	0	0	1
OG0005253	0	0	0	0	1	0	1
OG0005261	0	0	0	0	1	0	1
OG0005266	0	0	1	0	0	0	1
OG0005274	0	0	1	0	0	0	1
OG0005277	0	0	1	0	0	0	1
OG0005279	0	0	0	0	1	0	1
OG0005289	0	0	0	0	1	0	1
OG0005299	0	0	0	0	0	1	1
OG0005305	0	0	0	0	1	0	1
OG0005311	1	0	0	0	0	0	1
OG0005312	0	1	0	0	0	0	1
OG0005314	1	0	0	0	0	0	1
OG0005317	0	0	0	0	1	0	1
OG0005320	0	0	1	0	0	0	1
OG0005327	0	0	1	0	0	0	1
OG0005331	0	0	0	0	1	0	1
OG0005339	0	0	0	0	1	0	1
OG0005343	0	0	0	0	1	0	1
OG0005349	0	0	0	0	1	0	1
OG0005350	0	0	1	0	0	0	1
OG0005355	1	0	0	0	0	0	1
OG0005360	1	0	0	0	0	0	1
OG0005364	0	0	0	0	1	0	1
OG0005368	1	0	0	0	0	0	1
OG0005385	0	0	0	0	0	1	1
OG0005393	0	1	0	0	0	0	1
OG0005394	0	1	0	0	0	0	1
OG0005396	0	1	0	0	0	0	1
OG0005397	0	0	0	0	0	1	1
OG0005399	1	0	0	0	0	0	1
OG0005400	1	0	0	0	0	0	1
OG0005405	1	0	0	0	0	0	1
OG0005410	1	0	0	0	0	0	1
OG0005412	0	1	0	0	0	0	1
OG0005417	0	1	0	0	0	0	1
OG0005426	0	0	0	0	1	0	1
OG0005427	1	0	0	0	0	0	1
OG0005428	0	0	0	0	1	0	1
OG0005429	0	0	0	0	0	1	1
OG0005433	1	0	0	0	0	0	1
OG0005435	1	0	0	0	0	0	1
OG0005439	0	0	1	0	0	0	1
OG0005446	0	0	1	0	0	0	1
OG0005449	0	0	0	0	1	0	1
OG0005454	0	0	0	0	1	0	1
OG0005461	0	0	0	0	1	0	1
OG0005469	0	0	0	0	1	0	1
OG0005479	0	1	0	0	0	0	1
OG0005485	0	0	0	0	0	1	1
OG0005492	0	1	0	0	0	0	1
OG0005512	0	1	0	0	0	0	1
OG0005654	1	0	0	0	0	0	1
OG0005684	0	0	0	0	1	0	1
OG0005714	0	0	0	0	0	1	1
OG0005792	0	1	0	0	0	0	1
OG0005794	1	0	0	0	0	0	1
OG0005857	1	0	0	0	0	0	1
OG0005915	0	0	0	0	1	0	1
OG0005916	0	1	0	0	0	0	1
OG0005933	0	0	0	0	1	0	1
OG0005949	0	0	0	0	1	0	1
OG0005993	1	0	0	0	0	0	1
OG0006029	0	0	0	0	1	0	1
OG0006099	1	0	0	0	0	0	1
OG0006102	1	0	0	0	0	0	1
OG0006121	1	0	0	0	0	0	1
OG0006129	0	0	1	0	0	0	1
OG0006134	0	0	0	0	0	1	1
OG0006140	1	0	0	0	0	0	1
OG0006163	0	0	0	0	1	0	1
OG0006176	1	0	0	0	0	0	1
OG0006179	0	0	0	0	0	1	1
OG0006193	0	0	1	0	0	0	1
OG0006195	1	0	0	0	0	0	1
OG0006196	0	0	0	0	0	1	1
OG0006207	0	0	0	1	0	0	1
OG0006209	1	0	0	0	0	0	1
OG0006210	1	0	0	0	0	0	1
OG0006211	0	0	0	0	0	1	1
OG0006215	1	0	0	0	0	0	1
OG0006221	0	0	1	0	0	0	1
OG0006232	0	0	0	0	1	0	1
OG0006260	1	0	0	0	0	0	1
OG0006263	0	0	0	0	0	1	1
OG0006264	1	0	0	0	0	0	1
OG0006267	0	0	0	0	0	1	1
OG0006268	0	0	0	0	1	0	1
OG0006269	0	0	0	0	1	0	1
OG0006271	1	0	0	0	0	0	1
OG0006272	1	0	0	0	0	0	1
OG0006275	0	0	0	0	1	0	1
OG0006281	0	0	0	0	1	0	1
OG0006285	0	1	0	0	0	0	1
OG0006289	0	0	0	0	0	1	1
OG0006290	1	0	0	0	0	0	1
OG0006306	0	0	0	0	1	0	1
OG0006320	0	0	0	0	0	1	1
OG0006326	1	0	0	0	0	0	1
OG0006330	1	0	0	0	0	0	1
OG0006332	0	0	0	0	1	0	1
OG0006347	0	0	0	0	0	1	1
OG0006357	0	0	1	0	0	0	1
OG0006358	0	0	0	0	0	1	1
OG0006360	0	0	0	0	1	0	1
OG0006365	0	0	0	0	1	0	1
OG0006371	0	0	0	0	1	0	1
OG0006375	0	0	0	0	1	0	1
OG0006380	0	0	1	0	0	0	1
OG0006387	1	0	0	0	0	0	1
OG0006396	0	0	0	0	1	0	1
OG0006401	1	0	0	0	0	0	1
OG0006403	1	0	0	0	0	0	1
OG0006416	0	0	0	0	0	1	1
OG0006417	0	0	0	0	1	0	1
OG0006428	1	0	0	0	0	0	1
OG0006438	0	0	0	0	1	0	1
OG0006448	1	0	0	0	0	0	1
OG0006449	0	0	1	0	0	0	1
OG0006456	0	0	0	0	0	1	1
OG0006463	1	0	0	0	0	0	1
OG0006471	0	1	0	0	0	0	1
OG0006486	0	0	0	0	1	0	1
OG0006495	0	0	0	0	1	0	1
OG0006507	0	0	0	0	1	0	1
OG0006512	0	0	1	0	0	0	1
OG0006529	1	0	0	0	0	0	1
OG0006532	0	0	0	0	1	0	1
OG0006535	0	0	1	0	0	0	1
OG0006536	0	0	0	0	1	0	1
OG0006542	0	0	0	0	1	0	1
OG0006547	0	0	1	0	0	0	1
OG0006550	0	0	0	0	1	0	1
OG0006552	0	0	0	0	1	0	1
OG0006559	1	0	0	0	0	0	1
OG0006564	1	0	0	0	0	0	1
OG0006570	1	0	0	0	0	0	1
OG0006586	0	0	0	0	0	1	1
OG0006587	1	0	0	0	0	0	1
OG0006595	0	0	0	0	1	0	1
OG0006599	0	0	0	0	1	0	1
OG0006601	0	0	0	0	1	0	1
OG0006623	0	0	0	0	0	1	1
OG0006636	0	1	0	0	0	0	1
OG0006666	0	0	0	0	1	0	1
OG0006669	0	0	0	0	0	1	1
OG0006686	0	1	0	0	0	0	1
OG0006694	0	0	0	0	1	0	1
OG0007121	0	0	0	0	1	0	1
OG0007245	0	0	0	0	1	0	1
OG0007248	0	1	0	0	0	0	1
OG0007249	1	0	0	0	0	0	1
OG0007262	0	0	0	0	1	0	1
OG0007266	0	0	0	0	0	1	1
OG0007294	1	0	0	0	0	0	1
OG0007297	0	1	0	0	0	0	1
OG0007331	1	0	0	0	0	0	1
OG0007343	1	0	0	0	0	0	1
OG0007355	0	0	0	0	1	0	1
OG0007389	0	0	0	0	0	1	1
OG0007398	1	0	0	0	0	0	1
OG0007491	0	0	0	0	1	0	1
OG0007505	0	0	0	0	1	0	1
OG0007524	0	0	0	0	0	1	1
OG0007539	0	0	0	0	1	0	1
OG0007558	0	0	0	0	1	0	1
OG0007646	0	0	0	0	1	0	1
OG0000394	0	0	0	0	0	0	0
OG0000540	0	0	0	0	0	0	0
OG0000546	0	0	0	0	0	0	0
OG0000564	0	0	0	0	0	0	0
OG0000565	0	0	0	0	0	0	0
OG0000602	0	0	0	0	0	0	0
OG0000651	0	0	0	0	0	0	0
OG0000691	0	0	0	0	0	0	0
OG0000703	0	0	0	0	0	0	0
OG0000730	0	0	0	0	0	0	0
OG0000734	0	0	0	0	0	0	0
OG0000741	0	0	0	0	0	0	0
OG0000750	0	0	0	0	0	0	0
OG0000754	0	0	0	0	0	0	0
OG0000755	0	0	0	0	0	0	0
OG0000759	0	0	0	0	0	0	0
OG0000781	0	0	0	0	0	0	0
OG0000787	0	0	0	0	0	0	0
OG0000788	0	0	0	0	0	0	0
OG0000790	0	0	0	0	0	0	0
OG0000792	0	0	0	0	0	0	0
OG0000795	0	0	0	0	0	0	0
OG0000801	0	0	0	0	0	0	0
OG0000807	0	0	0	0	0	0	0
OG0000810	0	0	0	0	0	0	0
OG0000825	0	0	0	0	0	0	0
OG0000826	0	0	0	0	0	0	0
OG0000827	0	0	0	0	0	0	0
OG0000836	0	0	0	0	0	0	0
OG0000844	0	0	0	0	0	0	0
OG0000846	0	0	0	0	0	0	0
OG0000847	0	0	0	0	0	0	0
OG0000849	0	0	0	0	0	0	0
OG0000851	0	0	0	0	0	0	0
OG0000852	0	0	0	0	0	0	0
OG0000854	0	0	0	0	0	0	0
OG0000873	0	0	0	0	0	0	0
OG0000874	0	0	0	0	0	0	0
OG0000888	0	0	0	0	0	0	0
OG0000889	0	0	0	0	0	0	0
OG0000891	0	0	0	0	0	0	0
OG0000908	0	0	0	0	0	0	0
OG0000910	0	0	0	0	0	0	0
OG0000911	0	0	0	0	0	0	0
OG0000912	0	0	0	0	0	0	0
OG0000918	0	0	0	0	0	0	0
OG0000927	0	0	0	0	0	0	0
OG0000933	0	0	0	0	0	0	0
OG0000935	0	0	0	0	0	0	0
OG0000938	0	0	0	0	0	0	0
OG0000939	0	0	0	0	0	0	0
OG0000947	0	0	0	0	0	0	0
OG0000952	0	0	0	0	0	0	0
OG0000953	0	0	0	0	0	0	0
OG0000954	0	0	0	0	0	0	0
OG0000961	0	0	0	0	0	0	0
OG0000964	0	0	0	0	0	0	0
OG0000968	0	0	0	0	0	0	0
OG0000970	0	0	0	0	0	0	0
OG0000979	0	0	0	0	0	0	0
OG0000984	0	0	0	0	0	0	0
OG0000985	0	0	0	0	0	0	0
OG0000988	0	0	0	0	0	0	0
OG0000997	0	0	0	0	0	0	0
OG0001000	0	0	0	0	0	0	0
OG0001002	0	0	0	0	0	0	0
OG0001013	0	0	0	0	0	0	0
OG0001014	0	0	0	0	0	0	0
OG0001019	0	0	0	0	0	0	0
OG0001026	0	0	0	0	0	0	0
OG0001030	0	0	0	0	0	0	0
OG0001033	0	0	0	0	0	0	0
OG0001037	0	0	0	0	0	0	0
OG0001041	0	0	0	0	0	0	0
OG0001042	0	0	0	0	0	0	0
OG0001044	0	0	0	0	0	0	0
OG0001047	0	0	0	0	0	0	0
OG0001052	0	0	0	0	0	0	0
OG0001053	0	0	0	0	0	0	0
OG0001055	0	0	0	0	0	0	0
OG0001062	0	0	0	0	0	0	0
OG0001063	0	0	0	0	0	0	0
OG0001064	0	0	0	0	0	0	0
OG0001068	0	0	0	0	0	0	0
OG0001076	0	0	0	0	0	0	0
OG0001079	0	0	0	0	0	0	0
OG0001090	0	0	0	0	0	0	0
OG0001094	0	0	0	0	0	0	0
OG0001096	0	0	0	0	0	0	0
OG0001097	0	0	0	0	0	0	0
OG0001103	0	0	0	0	0	0	0
OG0001105	0	0	0	0	0	0	0
OG0001107	0	0	0	0	0	0	0
OG0001109	0	0	0	0	0	0	0
OG0001113	0	0	0	0	0	0	0
OG0001127	0	0	0	0	0	0	0
OG0001128	0	0	0	0	0	0	0
OG0001130	0	0	0	0	0	0	0
OG0001131	0	0	0	0	0	0	0
OG0001138	0	0	0	0	0	0	0
OG0001141	0	0	0	0	0	0	0
OG0001144	0	0	0	0	0	0	0
OG0001145	0	0	0	0	0	0	0
OG0001148	0	0	0	0	0	0	0
OG0001149	0	0	0	0	0	0	0
OG0001152	0	0	0	0	0	0	0
OG0001154	0	0	0	0	0	0	0
OG0001155	0	0	0	0	0	0	0
OG0001156	0	0	0	0	0	0	0
OG0001157	0	0	0	0	0	0	0
OG0001161	0	0	0	0	0	0	0
OG0001163	0	0	0	0	0	0	0
OG0001165	0	0	0	0	0	0	0
OG0001168	0	0	0	0	0	0	0
OG0001170	0	0	0	0	0	0	0
OG0001172	0	0	0	0	0	0	0
OG0001176	0	0	0	0	0	0	0
OG0001182	0	0	0	0	0	0	0
OG0001186	0	0	0	0	0	0	0
OG0001199	0	0	0	0	0	0	0
OG0001201	0	0	0	0	0	0	0
OG0001202	0	0	0	0	0	0	0
OG0001203	0	0	0	0	0	0	0
OG0001204	0	0	0	0	0	0	0
OG0001206	0	0	0	0	0	0	0
OG0001208	0	0	0	0	0	0	0
OG0001214	0	0	0	0	0	0	0
OG0001218	0	0	0	0	0	0	0
OG0001220	0	0	0	0	0	0	0
OG0001221	0	0	0	0	0	0	0
OG0001222	0	0	0	0	0	0	0
OG0001224	0	0	0	0	0	0	0
OG0001225	0	0	0	0	0	0	0
OG0001229	0	0	0	0	0	0	0
OG0001232	0	0	0	0	0	0	0
OG0001234	0	0	0	0	0	0	0
OG0001237	0	0	0	0	0	0	0
OG0001238	0	0	0	0	0	0	0
OG0001241	0	0	0	0	0	0	0
OG0001244	0	0	0	0	0	0	0
OG0001248	0	0	0	0	0	0	0
OG0001252	0	0	0	0	0	0	0
OG0001254	0	0	0	0	0	0	0
OG0001259	0	0	0	0	0	0	0
OG0001262	0	0	0	0	0	0	0
OG0001268	0	0	0	0	0	0	0
OG0001271	0	0	0	0	0	0	0
OG0001278	0	0	0	0	0	0	0
OG0001281	0	0	0	0	0	0	0
OG0001283	0	0	0	0	0	0	0
OG0001284	0	0	0	0	0	0	0
OG0001286	0	0	0	0	0	0	0
OG0001288	0	0	0	0	0	0	0
OG0001291	0	0	0	0	0	0	0
OG0001292	0	0	0	0	0	0	0
OG0001295	0	0	0	0	0	0	0
OG0001297	0	0	0	0	0	0	0
OG0001298	0	0	0	0	0	0	0
OG0001299	0	0	0	0	0	0	0
OG0001300	0	0	0	0	0	0	0
OG0001301	0	0	0	0	0	0	0
OG0001308	0	0	0	0	0	0	0
OG0001311	0	0	0	0	0	0	0
OG0001313	0	0	0	0	0	0	0
