ME	Reproductive.MetaZ	Non-Reproductive.MetaZ	MetaPval
MEantiquewhite2	1.28543680492105	-1.28543680492105	0.198639686768871
MEantiquewhite4	-2.25166260307037	2.25166260307037	0.024343601634136
MEbisque4	-0.617016617548115	0.617016617548115	0.537223764998386
MEblue2	-0.661405722676526	0.661405722676526	0.508352156929751
MEbrown2	3.63133175917458	-3.63133175917458	0.000281962443036945
MEbrown4	-3.53205320591203	3.53205320591203	0.000412346381453141
MEcoral	-2.34902373697215	2.34902373697215	0.0188227068192927
MEcoral1	-2.12848182573011	2.12848182573011	0.0332971552346287
MEcoral2	-3.01295538186949	3.01295538186949	0.00258716952413574
MEcoral3	-0.491349429235475	0.491349429235475	0.623179325237802
MEcyan	-0.933560298271627	0.933560298271627	0.350530752877019
MEdarkgreen	2.97364951756744	-2.97364951756744	0.00294280994987521
MEdarkgrey	-1.41841596510913	1.41841596510913	0.156069357218074
MEdarkmagenta	0.59013022801016	-0.59013022801016	0.555103344565339
MEdarkolivegreen	0.110052586215421	-0.110052586215421	0.91236767038454
MEdarkolivegreen4	0.293044471251789	-0.293044471251789	0.769488159849178
MEdarkorange	1.9545388767296	-1.9545388767296	0.0506375218740081
MEdarkorange2	2.74693682207514	-2.74693682207514	0.00601547208745558
MEdarkseagreen3	1.09749013828287	-1.09749013828287	0.272427189383911
MEdarkseagreen4	0.143740291416317	-0.143740291416317	0.88570555360658
MEdarkslateblue	1.55828822445822	-1.55828822445822	0.119164939113967
MEdarkturquoise	0.906384205197323	-0.906384205197323	0.364732529945899
MEdarkviolet	-2.13240478745007	2.13240478745007	0.0329735841701723
MEfirebrick4	0.586044008605834	-0.586044008605834	0.557845941216256
MEfloralwhite	3.36101403426268	-3.36101403426268	0.000776568795675024
MEgreen	0.863194829382751	-0.863194829382751	0.388030356097275
MEgreenyellow	-3.18740616303449	3.18740616303449	0.00143555030417291
MEgrey60	-4.69180463647423	4.69180463647423	0.00000270805660560614
MEhoneydew	1.3473456453813	-1.3473456453813	0.177868937642774
MEindianred4	2.31089996863451	-2.31089996863451	0.0208383808017409
MEivory	-2.76807532008134	2.76807532008134	0.00563884221526092
MElavenderblush3	0.0285897306547526	-0.0285897306547525	0.977191802488372
MElightcoral	3.17516958894492	-3.17516958894492	0.0014974895436485
MElightcyan	-2.11830247903259	2.11830247903259	0.0341494588273626
MElightcyan1	-2.43833119097902	2.43833119097902	0.0147552484891824
MElightgreen	-0.611634712076037	0.611634712076037	0.540779466504314
MElightpink3	1.04962042130702	-1.04962042130702	0.293892664254709
MElightpink4	-1.37993084252105	1.37993084252105	0.167607939196935
MElightsteelblue	-0.710885603743621	0.710885603743621	0.477155127774228
MElightsteelblue1	-3.64857459948692	3.64857459948692	0.000263699334574382
MElightyellow	3.40109271179147	-3.40109271179147	0.000671170607265568
MEmagenta	1.89591978981038	-1.89591978981038	0.0579706516648725
MEmagenta4	4.31116129298791	-4.31116129298791	0.0000162399387787439
MEmaroon	-0.419364140518391	0.419364140518391	0.674950027164487
MEmediumpurple3	0.933944172522354	-0.933944172522355	0.350332691482708
MEmediumpurple4	4.23791504780118	-4.23791504780118	0.0000225605096750029
MEmidnightblue	-0.859557503044131	0.859557503044131	0.390033009383885
MEnavajowhite1	3.74815818488101	-3.74815818488101	0.000178137897516426
MEnavajowhite2	0.983477146712289	-0.98347714671229	0.325372657550026
MEorange	0.834315788550023	-0.834315788550023	0.404103057124592
MEorangered3	-0.636174212505624	0.636174212505624	0.524662879089969
MEorangered4	-0.929513892617848	0.929513892617848	0.352622828870321
MEpaleturquoise	1.38181677077327	-1.38181677077327	0.167027968275419
MEpalevioletred2	1.18742958568355	-1.18742958568355	0.235058215831252
MEpalevioletred3	-3.1980704775833	3.1980704775833	0.001383504635408
MEpink	-1.53376337499155	1.53376337499155	0.125087876265973
MEplum	2.84051393814885	-2.84051393814885	0.00450409046400443
MEplum1	-1.19917215367432	1.19917215367432	0.230461012581522
MEplum2	-1.81284587702945	1.81284587702945	0.0698555958458686
MEplum3	-0.225699526434939	0.225699526434939	0.821435126433395
MEpurple	-1.96291013769379	1.96291013769379	0.0496566166067856
MEred	1.36529265256041	-1.36529265256041	0.172161087369992
MEroyalblue	2.34657596301785	-2.34657596301785	0.018946803631729
MEsalmon	1.10445335809629	-1.10445335809629	0.269396525603368
MEsalmon2	-1.60971918349207	1.60971918349207	0.107459175076312
MEsalmon4	1.06451156190422	-1.06451156190422	0.287097019553215
MEsienna3	-4.4898568587139	4.4898568587139	0.0000071271051421208
MEsienna4	3.05150081516455	-3.05150081516455	0.00227700430188946
MEskyblue1	-1.69806355196387	1.69806355196387	0.0894957677855267
MEskyblue2	0.333362616468064	-0.333362616468064	0.738860578543596
MEskyblue3	-0.854255628261648	0.854255628261648	0.392963366785214
MEskyblue4	0.343176554989332	-0.343176554989332	0.731465641295217
MEsteelblue	4.4795718479032	-4.4795718479032	0.0000074792911975402
MEtan	1.84364427949292	-1.84364427949292	0.0652349984250017
MEthistle	0.960385007316582	-0.960385007316582	0.336861480918396
MEthistle3	1.68470869773322	-1.68470869773322	0.0920447875907679
MEturquoise	2.96658547966158	-2.96658547966158	0.00301126641793091
MEviolet	2.2272601150559	-2.2272601150559	0.0259298945130368
MEwhite	-1.01035681463163	1.01035681463163	0.31232437017289
MEyellow	2.58648278418856	-2.58648278418856	0.00969610139745764
MEyellow3	0.032834582155144	-0.0328345821551437	0.973806500500564
MEyellow4	-3.2192110701906	3.2192110701906	0.00128543829249845
MEyellowgreen	0.619366050493615	-0.619366050493615	0.535675240963393
