geneID	Reproductive.GS.metaZ	Reproductive.GS.metaPval	Reproductive.GS.cor.Ceratina_australensis	Reproductive.GS.pval.Ceratina_australensis	Reproductive.GS.cor.Ceratina_calcarata	Reproductive.GS.pval.Ceratina_calcarata	Reproductive.GS.cor.Megalopta_genalis	Reproductive.GS.pval.Megalopta_genalis
OG0000186	0.304579655150398	0.760686317056539	0.288636043051234	0.579069180249996	-0.696180108532066	0.124437510253229	0.415141260933474	0.109818447291109
OG0000229	0.399458754701499	0.689555208880409	0.299979699307489	0.563527710630726	-0.704908934095285	0.117770027079605	0.452827867267055	0.0781825678829371
OG0000255	0.73156295778701	0.464435364318857	-0.345332898109857	0.502591957499894	-0.464022927564874	0.353921685338074	0.663872409497928	0.00504174153714898
OG0000281	-2.97964981593205	0.0028857807568953	-0.870999206818584	0.0238884426630321	-0.0140488046325485	0.978928179449817	-0.576386156450053	0.0194370870236942
OG0000282	-0.0551038471914905	0.956055731188101	-0.420102656290473	0.406917185058428	-0.120592704132784	0.819987809547874	0.271640987041549	0.308807884393247
OG0000290	0.485089573557418	0.627612807740607	-0.776326828757832	0.0694493818668525	0.937191718625758	0.00579343474069586	-0.137194109029909	0.612387947712413
OG0000304	0.982109213053782	0.326046047127571	0.638023016598714	0.172826564761529	-0.296180858299849	0.568719664197502	0.211134082226762	0.432488759589922
OG0000394	-0.580926188194323	0.561290201449612	-0.424235886819394	0.401822327349425	0.782653581525903	0.0657255341033252	-0.529374300554184	0.0349672802005748
OG0000399	-0.673007779801933	0.500942341491987	-0.743930027348725	0.089962257868625	-0.320638736574369	0.535524201039084	0.361697406414178	0.168643904435915
OG0000408	-1.60119285580709	0.109334210705347	-0.398170532856594	0.434307133709142	-0.0160503224453628	0.975926583716615	-0.46787126666513	0.0676114042362106
OG0000415	1.40308014732464	0.160592940475102	-0.144005897461988	0.785484329249188	-0.105949671916073	0.841670152299035	0.654916054689584	0.00589838938020634
OG0000424	1.90932350676958	0.0562203717177652	0.801636478937893	0.0551195172408118	0.254522709955063	0.626460155970996	0.153836606629764	0.569468236318732
OG0000432	1.58575419978282	0.112795078920474	0.769053052397305	0.0738457888287924	-0.30677330138929	0.554275243900334	0.344638959502399	0.191138824217813
OG0000451	-0.746476120073092	0.455379851712222	-0.28885307865563	0.578770769346044	0.236650263147549	0.651651208686679	-0.305494868618344	0.249885071709229
OG0000460	-0.618785440317032	0.536057715021321	-0.573554733517566	0.23400762545395	0.917788403602858	0.00986029620016794	-0.652292043637596	0.00617019841915945
OG0000461	2.35005534290558	0.0187706199520559	0.554938848840468	0.253040413223415	-0.138230917495079	0.793974267190541	0.679341103125834	0.00379848276597226
OG0000468	1.31355112914572	0.188997304060642	0.79198157154344	0.0604068478272276	-0.163538299011718	0.756879449007821	0.12014590892765	0.657612932290961
OG0000485	-1.84713147778778	0.0647280873636467	-0.786470058461536	0.063524601221476	0.199350637941895	0.704935207728087	-0.375952654095713	0.151256061225102
OG0000512	-0.0977140224241724	0.922159380560473	-0.5761433347607	0.231407836161525	0.681601736559072	0.135926978564644	-0.138115181237737	0.609979712297522
OG0000515	2.69048301984427	0.00713486658893382	0.353340623766033	0.492046281486002	0.610271213882875	0.198235124519017	0.584262911230135	0.0174708099713629
