SRR3948522	SRR3948580	SRR3948532	SRR3948545	SRR3948559	SRR3948571	SRR3948576	SRR3948549	SRR3948582	SRR3948523	SRR3948530	SRR3948535	SRR3948538	SRR3948546	SRR3948551	SRR3948569
OG0000020	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668
OG0000186	9.34690518120533	8.8177788082359	9.00062468307707	9.341602842301	8.54533087749066	9.40732411249064	10.1495806049394	8.92223158176934	8.81186599068408	8.24107061418636	9.22006140123833	7.83830407588988	8.8321228352444	8.12528975986167	8.88155800809055	9.81361727276158
OG0000229	9.53475225023345	8.91106424585279	6.22843203760318	11.1130320486682	7.79041110499497	10.4207884498351	10.6055915841079	7.86473663523958	9.58324098697032	5.92810832835921	7.06188789368703	7.02097150937575	8.06738694698801	7.82626423669712	7.79993430159981	9.51391886391327
OG0000255	12.2906661327224	12.3083091723013	12.4101700264981	12.3986876297879	12.650686764568	12.390918678971	12.3980529603064	12.2410640760238	11.8541383994079	12.1548166814514	12.233463376024	12.0638503683524	12.3515857231853	12.2671241866719	12.1861726714163	12.2729578885364
OG0000281	8.06887428606397	8.23276859975497	8.38291666763153	8.08958597505091	8.10701950254995	8.1193712981295	8.02558942500303	8.24675144960017	8.70155193940261	8.11906038227509	8.46067498116455	8.29777230304073	8.53708380601685	8.17516075645984	8.44198972939988	8.28301927226692
OG0000282	11.9892749609709	11.9071027509238	11.8615318859982	11.6797338568544	11.7614212688439	11.6491293801631	11.8716068331981	11.8827848987804	11.6847998387883	12.0111394975663	11.6037355888636	11.6577392295533	11.7682134570832	11.7938854112535	11.6886245002222	11.6508980290975
OG0000290	9.06271311708428	9.20049004908866	9.04134920340169	9.07516957460962	9.05428126576926	8.97144437465868	8.88432195704732	9.07690509192972	9.1264808619404	9.10116363845143	9.01208829946314	9.12660848929877	9.03187051799602	9.11669135140985	9.04339148079861	8.92744915889778
OG0000304	11.3334713723003	11.4390032572081	11.2648032789395	11.4300418291634	11.1819250596645	11.3590002912621	11.8953533465212	11.3731702553866	11.5262882537463	11.1482684094654	11.4968844968527	10.893773397951	11.3021101407757	10.8712402134119	11.4464211172805	11.7085315488203
OG0000358	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668	5.12564958250668
OG0000394	9.67078710238951	9.84976369673668	9.63891157908294	9.65922897259167	9.52078951353651	9.72382086982808	9.42089036491743	9.72444670982618	9.87174343867405	9.80023088949404	9.83028369335056	9.89860747761064	9.62341044072883	9.81740246664348	9.65814779365538	9.75589422395658
