Geneid	gene_name	PO_Q1_1Aligned.sortedByCoord.out.bam	PO_Q3_1Aligned.sortedByCoord.out.bam	PO_W1_1Aligned.sortedByCoord.out.bam	PO_Q4_1Aligned.sortedByCoord.out.bam	PO_W2_1Aligned.sortedByCoord.out.bam	PO_Q5_1Aligned.sortedByCoord.out.bam	PO_W5_1Aligned.sortedByCoord.out.bam	PO_W4_1Aligned.sortedByCoord.out.bam	PO_Q2_1Aligned.sortedByCoord.out.bam	PO_W3_1Aligned.sortedByCoord.out.bam
Polyb2a002523	NA	310	468	247	594	377	469	270	349	544	276
Polyb2a002528	NA	2697	2646	4818	3040	5389	2528	5214	5092	3145	5592
Polyb2a002516	NA	882	1006	597	999	1045	889	553	1197	1507	727
Polyb2a002519	NA	1403	1768	1207	1870	1795	1651	1273	1817	2449	1378
Polyb2a002520	NA	4974	8038	5114	8343	8150	7473	5785	10148	7949	5987
Polyb2a002527	NA	5566	7637	5229	8455	7407	6891	6106	7487	8204	5399
Polyb2a002518	NA	1814	2617	1301	2426	1710	2088	1728	3102	2449	1892
Polyb2a002512	NA	300	575	125	916	355	665	269	655	585	206
Polyb2a002529	NA	48	50	32	57	61	47	17	55	81	25
Polyb2a002535	NA	681	832	471	920	644	838	507	794	929	638
Polyb2a002522	NA	247	209	279	174	346	133	232	235	272	348
Polyb2a010328	NA	1	0	0	0	0	0	0	1	3	0
Polyb2a007507	NA	1316	1469	1003	1399	1337	1215	1076	1612	1927	1275
Polyb2a007511	NA	537	642	569	585	564	566	794	761	676	771
Polyb2a007505	NA	5613	7693	4905	8740	6481	8275	4500	10287	9073	5545
Polyb2a007506	NA	1192	2003	554	2609	1043	1935	607	1301	2055	770
Polyb2a007510	NA	295	371	241	389	377	367	298	466	421	361
Polyb2a007508	NA	336	386	186	368	383	363	166	380	499	242
Polyb2a007509	NA	218	257	194	234	248	237	227	304	270	246
Polyb2a008559	NA	504	486	501	619	544	541	592	658	663	622
Polyb2a008561	NA	652	521	560	445	659	456	658	894	847	783
Polyb2a008544	NA	191	118	110	96	221	127	122	263	315	171
Polyb2a008551	NA	1459	1755	712	2238	1194	1648	513	1407	2192	965
Polyb2a008546	NA	948	780	900	768	1263	681	641	1232	1205	883
Polyb2a008564	NA	927	1224	944	1617	1036	1171	881	1257	1353	1021
Polyb2a008566	NA	128	127	47	151	99	103	44	119	169	61
Polyb2a008539	NA	629	573	299	567	681	449	332	646	825	556
Polyb2a008547	NA	642	764	591	1013	767	744	570	886	819	658
Polyb2a008558	NA	405	506	391	758	387	564	465	457	626	436
Polyb2a008537	NA	268	374	232	382	238	297	260	276	328	242
Polyb2a008563	NA	201	263	139	286	149	253	115	197	249	145
Polyb2a008545	NA	744	997	661	1312	740	927	806	905	1036	737
Polyb2a008538	NA	116	100	64	229	149	129	98	129	177	126
Polyb2a008541	NA	0	1	1	0	0	0	1	1	0	2
Polyb2a008560	NA	5	0	3	2	2	2	1	3	1	3
Polyb2a008548	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a008556	NA	9	10	1	3	11	1	1	5	15	3
Polyb2a008562	NA	20	25	32	30	31	24	14	29	47	13
Polyb2a008550	NA	11218	111	98111	252	209	188	146184	531	25573	45145
Polyb2a008543	NA	196	203	132	213	249	246	104	229	286	121
Polyb2a008552	NA	33	64	42	62	48	76	31	46	55	34
Polyb2a008554	NA	1330	1583	1579	1832	2044	1504	1679	2029	1897	1633
Polyb2a008555	NA	723	976	499	1076	583	873	459	680	1105	572
Polyb2a008557	NA	69	79	20	134	32	109	12	18	93	14
Polyb2a008565	NA	998	1105	656	1393	1061	1100	534	1146	1437	738
Polyb2a008549	NA	188	276	76	183	160	155	47	154	346	91
Polyb2a008540	NA	923	1950	589	3427	795	2292	547	759	1615	917
Polyb2a008553	NA	76	78	38	113	93	75	19	96	109	75
Polyb2a004361	NA	633	539	420	539	598	526	270	674	1003	476
Polyb2a004410	NA	167	283	155	307	220	256	191	206	273	169
Polyb2a004468	NA	482	599	302	721	541	648	265	576	753	403
Polyb2a004355	NA	169	209	160	194	306	166	111	217	303	148
Polyb2a004430	NA	540	548	319	669	504	579	245	622	756	397
Polyb2a004469	NA	218	252	211	288	229	278	197	242	293	232
Polyb2a004397	NA	416	438	298	468	397	496	303	540	705	346
Polyb2a004364	NA	269	412	224	514	255	388	215	349	437	288
Polyb2a004435	NA	258	263	179	312	274	262	220	315	393	239
Polyb2a004471	NA	2006	1238	1243	1116	1929	1165	1109	2574	3013	1525
Polyb2a004424	NA	2	4	8	5	7	1	0	7	7	11
Polyb2a004330	NA	0	0	0	0	1	0	0	0	0	0
Polyb2a004433	NA	309	359	237	388	373	352	200	382	469	233
Polyb2a004344	NA	14	17	9	18	17	7	3	13	17	5
Polyb2a004439	NA	1	0	0	0	1	0	0	0	0	1
Polyb2a004453	NA	52	36	55	32	286	35	107	80	99	525
Polyb2a004351	NA	36	48	25	38	31	28	14	25	44	27
Polyb2a004419	NA	2	1	6	0	1	1	1	0	3	1
Polyb2a004384	NA	144	147	112	190	163	129	93	140	179	140
Polyb2a004416	NA	0	0	0	0	1	0	0	0	0	0
Polyb2a004427	NA	1269	1416	1008	1538	1357	1259	941	1549	1825	1175
Polyb2a004385	NA	624	788	620	815	795	751	543	992	1089	714
Polyb2a004454	NA	69	111	74	132	75	100	106	121	134	94
Polyb2a004368	NA	1487	1798	1149	2054	1648	1684	1198	2018	2145	1744
Polyb2a004375	NA	841	1094	886	1301	1000	1093	944	1082	1257	999
Polyb2a004463	NA	1662	2203	1449	2710	1870	2089	1441	1987	2559	1435
Polyb2a004393	NA	391	503	384	499	410	467	391	485	586	438
Polyb2a004426	NA	521	634	482	682	691	622	471	734	775	542
Polyb2a004407	NA	627	853	669	938	773	782	696	822	900	826
Polyb2a004431	NA	919	1205	768	1383	1048	1113	930	1146	1339	902
Polyb2a004327	NA	295	347	250	353	353	334	206	376	456	274
Polyb2a004448	NA	18	28	3	21	10	22	3	14	31	5
Polyb2a004373	NA	87	117	30	88	71	62	46	68	103	65
Polyb2a004460	NA	72	99	62	112	100	79	74	74	98	88
Polyb2a004348	NA	56	53	39	71	58	53	31	62	56	40
Polyb2a004408	NA	308	438	221	469	361	389	211	384	523	234
Polyb2a004337	NA	949	1047	809	1198	950	953	803	981	1312	849
Polyb2a004446	NA	252	245	125	231	249	240	123	278	345	148
Polyb2a004383	NA	120	178	92	180	168	136	99	170	168	128
Polyb2a004349	NA	2250	2996	1727	3567	2194	2634	1502	2538	3371	1930
Polyb2a004412	NA	1599	2193	1068	2447	1453	1929	815	1832	2345	1299
Polyb2a004386	NA	653	894	468	1094	737	863	445	744	1097	595
Polyb2a004363	NA	143	147	122	170	162	155	128	212	187	122
Polyb2a004418	NA	38	42	31	45	36	37	20	48	54	24
Polyb2a004440	NA	431	453	451	559	575	353	482	603	577	534
Polyb2a004464	NA	319	515	165	683	284	463	171	286	547	221
Polyb2a004328	NA	235	243	168	327	261	271	191	259	318	207
Polyb2a004421	NA	635	606	431	692	575	635	364	726	868	528
Polyb2a004396	NA	220	236	180	336	224	268	179	222	287	126
Polyb2a004442	NA	19	17	21	8	24	7	25	23	27	13
Polyb2a004382	NA	416	660	355	824	484	662	395	556	685	452
Polyb2a004472	NA	139	226	112	323	139	243	127	136	237	181
Polyb2a004326	NA	739	1026	384	1647	469	1206	308	714	1283	469
Polyb2a004411	NA	191	224	65	330	68	254	128	100	330	73
Polyb2a004391	NA	1258	1090	1035	1046	1301	1123	1027	1768	1830	1183
Polyb2a004395	NA	783	931	421	1270	727	1017	384	800	1211	548
Polyb2a004445	NA	1052	1552	689	1975	1041	1425	524	1231	1613	860
Polyb2a004420	NA	840	1097	885	1211	956	986	767	1146	1126	987
Polyb2a004335	NA	226	309	211	332	234	256	202	270	331	258
Polyb2a004462	NA	200	280	152	327	206	230	154	265	309	191
Polyb2a004336	NA	199	251	200	199	228	197	195	291	248	218
Polyb2a004436	NA	249	343	223	358	311	277	179	374	391	262
Polyb2a004362	NA	48	41	24	31	61	29	25	60	74	64
Polyb2a004376	NA	618	672	572	821	734	725	582	804	887	604
Polyb2a004347	NA	1468	1627	1289	1813	1450	1539	1226	1796	2083	1381
Polyb2a004343	NA	166	297	123	456	121	323	120	145	260	115
Polyb2a004358	NA	2674	2723	3106	3265	4165	2519	2948	3852	3393	3089
Polyb2a004371	NA	516	555	456	550	523	524	457	657	698	453
Polyb2a004331	NA	11940	12943	11500	18354	20975	13001	13020	20420	19144	13793
Polyb2a004377	NA	2	1	3	0	2	2	2	2	3	2
Polyb2a004409	NA	50	93	82	110	45	95	84	85	70	63
Polyb2a004403	NA	1071	1217	788	1432	1223	1152	871	1255	1474	856
Polyb2a004381	NA	1602	1801	1076	2070	1702	1842	572	1742	2585	1074
Polyb2a004451	NA	4576	3234	3163	3211	4194	2301	2466	3862	5125	2757
Polyb2a004366	NA	72	55	49	33	83	33	23	39	82	33
Polyb2a004389	NA	286	338	206	309	300	230	133	437	534	215
Polyb2a004392	NA	614	855	605	993	728	812	761	892	980	755
Polyb2a004333	NA	1037	1223	1667	1306	1432	1138	2219	1637	1256	1762
Polyb2a004399	NA	2941	3553	4541	3984	4893	3234	5394	4763	3789	4919
Polyb2a004346	NA	2503	2967	3808	3507	4169	2829	4505	4147	3400	4317
Polyb2a004357	NA	3179	3968	2290	4863	3101	3616	1787	3407	4727	2662
Polyb2a004365	NA	794	445	443	432	852	396	247	777	1104	589
Polyb2a004423	NA	37	33	16	40	28	28	31	38	36	36
Polyb2a004475	NA	1264	1671	1027	1939	1408	1629	822	1740	1711	1170
Polyb2a004338	NA	4	14	10	10	9	10	5	16	14	8
Polyb2a004447	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004367	NA	12	5	3	7	3	2	2	7	12	0
Polyb2a004334	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004434	NA	20	12	9	24	19	19	9	16	24	22
Polyb2a004455	NA	298	393	175	442	357	366	98	356	544	228
Polyb2a004341	NA	645	734	459	998	673	760	212	678	1046	447
Polyb2a004461	NA	6	2	3	3	4	4	0	1	6	2
Polyb2a004353	NA	45	46	19	68	46	51	5	50	85	28
Polyb2a004425	NA	256	376	193	467	299	348	170	339	406	229
Polyb2a004400	NA	617	647	409	748	698	642	303	673	815	446
Polyb2a004474	NA	639	747	731	808	815	643	861	964	920	822
Polyb2a004465	NA	1970	2647	1189	3007	1651	2584	980	2315	3180	1818
Polyb2a004390	NA	977	1257	960	1362	1098	1151	967	1238	1316	1173
Polyb2a004359	NA	964	1115	572	1381	937	1123	485	1021	1300	633
Polyb2a004437	NA	220	331	265	363	273	338	301	350	338	302
Polyb2a004458	NA	21	15	8	7	14	10	3	6	11	7
Polyb2a004372	NA	88	110	57	100	102	85	30	65	104	67
Polyb2a004378	NA	0	0	0	0	0	0	0	0	1	0
Polyb2a004438	NA	702	676	493	610	780	492	470	826	934	634
Polyb2a004459	NA	989	1119	888	1071	1610	918	920	2199	1892	927
Polyb2a004342	NA	1	0	0	0	0	0	0	0	1	0
Polyb2a004441	NA	580	871	404	1186	419	1063	498	708	899	433
Polyb2a004379	NA	16	20	8	22	9	19	2	20	35	11
Polyb2a004398	NA	1788	1857	1114	2523	1782	1875	1055	2178	2653	1168
Polyb2a004444	NA	26	33	41	50	28	59	42	46	33	35
Polyb2a004457	NA	100	77	56	89	44	76	39	31	89	35
Polyb2a004402	NA	0	1	0	0	0	0	1	0	0	0
Polyb2a004456	NA	1	7	4	3	2	3	3	1	4	1
Polyb2a004449	NA	573	480	300	512	480	426	228	591	832	416
Polyb2a004422	NA	717	778	710	931	781	795	843	844	887	870
Polyb2a004340	NA	404	566	449	469	548	364	425	578	611	508
Polyb2a004417	NA	3	3	2	5	2	4	0	1	4	0
Polyb2a004380	NA	227	327	220	351	290	281	308	325	345	273
Polyb2a004467	NA	0	0	0	0	0	0	0	1	0	0
Polyb2a004388	NA	0	1	1	0	0	0	0	0	0	1
Polyb2a004443	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004394	NA	6	8	4	12	16	8	3	11	13	11
Polyb2a004350	NA	0	1	0	0	1	0	0	0	0	0
Polyb2a004374	NA	1	0	0	2	2	0	0	0	0	0
Polyb2a004473	NA	0	0	0	0	2	0	0	0	0	0
Polyb2a004401	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004325	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004406	NA	0	0	0	1	0	0	0	0	0	0
Polyb2a004429	NA	144	174	115	241	161	203	103	186	209	100
Polyb2a004354	NA	38	51	40	71	41	47	32	43	53	42
Polyb2a004370	NA	369	440	220	503	494	386	163	472	582	247
Polyb2a004329	NA	3	4	2	8	1	10	1	2	4	1
Polyb2a004352	NA	57	51	35	83	63	67	16	42	74	36
Polyb2a004415	NA	3100	3644	3207	3654	4163	3294	3056	4267	4778	4181
Polyb2a004404	NA	424	574	424	768	617	594	455	656	695	414
Polyb2a004369	NA	407	475	257	529	444	465	257	522	607	353
Polyb2a004356	NA	20	25	20	49	35	30	22	29	40	17
Polyb2a004428	NA	623	695	482	788	701	642	462	730	816	625
Polyb2a004345	NA	7434	7763	5205	8728	7350	7001	4519	7893	9902	6461
Polyb2a004387	NA	307	403	302	433	402	402	349	438	503	347
Polyb2a004413	NA	2880	3741	3335	4100	4164	3405	4240	4174	4360	3891
Polyb2a004405	NA	543	676	371	788	697	664	421	664	866	475
Polyb2a004414	NA	198	244	167	262	165	240	207	251	243	198
Polyb2a004339	NA	478	728	351	928	567	667	264	573	825	416
Polyb2a004432	NA	81	73	58	106	76	85	50	68	105	74
Polyb2a004360	NA	106	74	34	108	72	93	20	83	131	54
Polyb2a004450	NA	6110	6056	4424	6864	6769	6119	3707	6749	8939	5166
Polyb2a004466	NA	129	146	82	155	189	129	101	152	179	142
Polyb2a004470	NA	1	1	1	2	3	1	0	0	1	0
Polyb2a004332	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a007465	NA	4	9	7	10	6	5	0	7	21	6
Polyb2a007463	NA	80	56	22	73	56	51	16	81	118	16
Polyb2a007464	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003216	NA	1	0	2	1	1	0	0	1	3	1
Polyb2a003251	NA	4	6	1	5	0	4	0	1	4	2
Polyb2a003189	NA	1717	1698	1201	2151	1688	1467	1062	1664	2372	1233
Polyb2a003276	NA	19	35	18	22	26	18	43	38	32	19
Polyb2a003217	NA	1	0	1	2	0	2	0	0	0	0
Polyb2a003306	NA	1	0	1	2	2	0	1	2	2	2
Polyb2a003177	NA	2	3	3	6	8	2	4	5	2	2
Polyb2a003262	NA	69	86	53	82	64	64	38	92	87	66
Polyb2a003286	NA	189	222	195	286	225	212	174	282	287	195
Polyb2a003198	NA	107	149	56	201	71	137	55	67	144	56
Polyb2a003271	NA	2725	3537	2067	4350	3213	3225	1845	3350	3763	2498
Polyb2a003233	NA	597	858	417	1093	874	897	366	834	1173	504
Polyb2a003304	NA	362	635	768	690	705	572	826	824	625	659
Polyb2a003183	NA	261	569	102	841	83	670	211	110	404	189
Polyb2a003268	NA	1698	1968	1712	2279	1945	1660	2136	2206	2195	1852
Polyb2a003320	NA	12476	13074	7951	16448	13086	11583	6543	11139	17258	8931
Polyb2a003218	NA	2436	2610	1805	2815	2845	2542	1815	3364	3939	2211
Polyb2a003281	NA	4	8	6	0	4	3	8	8	2	2
Polyb2a003232	NA	42	45	46	45	61	40	50	66	49	68
Polyb2a003300	NA	16	30	211	41	45	33	436	44	39	130
Polyb2a003236	NA	0	0	0	0	0	0	2	0	0	0
Polyb2a003210	NA	1	0	0	1	0	0	0	0	0	0
Polyb2a003288	NA	4	7	6	13	5	15	3	9	13	6
Polyb2a003214	NA	5	1	23	2	2	1	10	23	2	4
Polyb2a003296	NA	0	1	3	0	0	1	0	0	0	0
Polyb2a003245	NA	95	204	87	237	131	246	117	156	226	108
Polyb2a003162	NA	205	327	129	452	240	336	137	246	344	162
Polyb2a003243	NA	147	119	111	58	403	107	105	186	239	117
Polyb2a003163	NA	82	112	75	71	223	84	77	120	166	97
Polyb2a003310	NA	4	4	1	5	7	2	5	4	2	4
Polyb2a003225	NA	185	223	211	269	232	197	251	331	241	231
Polyb2a003275	NA	1383	2062	666	2522	1395	1895	603	1710	2271	1043
Polyb2a003297	NA	11	22	0	25	1	26	0	1	16	0
Polyb2a003231	NA	45	93	9	134	9	99	9	7	79	7
Polyb2a003246	NA	0	1	0	2	0	0	0	0	0	0
Polyb2a003196	NA	135	119	107	266	95	148	98	209	207	76
Polyb2a003255	NA	344	427	308	392	424	330	308	495	543	358
Polyb2a003291	NA	129	187	123	214	155	163	117	176	200	128
Polyb2a003234	NA	24	30	26	34	42	30	16	36	37	29
Polyb2a003190	NA	667	771	588	1004	868	837	533	879	937	743
Polyb2a003240	NA	178	228	152	269	187	254	151	218	248	193
Polyb2a003171	NA	780	866	726	1001	914	838	687	1083	1102	788
Polyb2a003205	NA	70	59	36	46	31	32	28	57	79	42
Polyb2a003309	NA	219	180	128	184	146	182	75	177	261	133
Polyb2a003165	NA	13593	15672	10036	18940	10510	16216	12665	14195	21996	11376
Polyb2a003249	NA	4	1	0	2	1	2	2	3	0	1
Polyb2a003219	NA	63	27	42	23	57	27	22	44	62	68
Polyb2a003185	NA	264	199	255	138	341	195	139	242	379	317
Polyb2a003256	NA	851	968	808	1089	2225	747	908	1806	1417	758
Polyb2a003241	NA	343	453	398	402	601	417	484	721	596	538
Polyb2a003206	NA	144	209	86	306	330	221	110	198	270	138
Polyb2a003180	NA	29	18	16	25	23	15	20	28	33	26
Polyb2a003318	NA	16120	20389	19266	24726	28337	18475	15930	20331	19548	20238
Polyb2a003182	NA	496	565	704	759	754	785	570	742	1049	287
Polyb2a003313	NA	2	7	14	11	8	9	3	2	9	1
Polyb2a003215	NA	16	29	19	35	32	21	10	24	26	20
Polyb2a003284	NA	803	982	616	1241	828	913	510	1054	1086	742
Polyb2a003239	NA	99	119	69	160	128	121	83	134	171	96
Polyb2a003176	NA	142	242	133	343	113	212	166	167	208	134
Polyb2a003282	NA	105	160	189	153	113	117	220	114	175	138
Polyb2a003250	NA	1	5	3	3	1	8	0	0	3	0
Polyb2a003164	NA	514	678	510	884	532	789	649	565	848	602
Polyb2a003179	NA	2	1	2	1	4	0	0	1	2	2
Polyb2a003259	NA	2690	3277	1850	3742	3938	3137	1429	2952	4273	2360
Polyb2a003220	NA	258	312	99	378	258	301	44	221	450	118
Polyb2a003201	NA	3	5	4	7	4	6	4	9	11	9
Polyb2a003295	NA	366	416	359	411	620	309	330	533	568	421
Polyb2a003261	NA	0	0	1	0	4	0	1	5	1	1
Polyb2a003221	NA	10476	11064	5893	11390	7421	13714	3416	16490	15420	6469
Polyb2a003265	NA	309	349	345	279	401	162	412	645	517	387
Polyb2a003175	NA	3675	5535	2129	7234	4409	4946	1907	5144	6239	2872
Polyb2a003292	NA	24	28	21	33	57	28	15	33	41	31
Polyb2a003315	NA	245	278	190	343	254	230	228	352	340	267
Polyb2a003258	NA	4547	7222	3789	9066	4840	6444	3998	5624	6221	3857
Polyb2a003172	NA	334	333	230	387	368	337	210	373	373	271
Polyb2a003260	NA	244	251	202	277	235	253	210	285	297	240
Polyb2a003274	NA	241	357	239	363	259	332	220	315	336	275
Polyb2a003298	NA	591	829	657	1052	690	832	625	833	926	727
Polyb2a003222	NA	427	508	407	646	547	513	322	569	610	367
Polyb2a003170	NA	17	48	24	52	9	69	19	28	38	24
Polyb2a003316	NA	4566	5183	2624	6042	4331	4493	2030	4876	5924	3540
Polyb2a003229	NA	1297	1404	832	1696	1464	1364	702	1383	1876	948
Polyb2a003301	NA	137	135	76	171	183	144	39	195	260	78
Polyb2a003319	NA	1230	1690	1021	2467	1227	2052	1263	1098	1610	825
Polyb2a003293	NA	87	87	59	144	132	85	33	103	99	63
Polyb2a003209	NA	1	0	0	2	0	0	0	1	4	0
Polyb2a003213	NA	23	19	13	34	30	17	12	19	36	10
Polyb2a003287	NA	0	0	0	0	2	0	0	0	0	0
Polyb2a003212	NA	1	0	1	0	1	0	0	0	0	2
Polyb2a003289	NA	439	590	526	691	797	528	440	721	560	547
Polyb2a003207	NA	36	27	16	66	31	46	17	34	48	32
Polyb2a003308	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003273	NA	0	0	0	0	0	0	0	1	1	0
Polyb2a003203	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003253	NA	602	859	650	970	587	896	806	823	1006	701
Polyb2a003208	NA	348	467	441	517	294	432	596	398	494	411
Polyb2a003184	NA	0	0	0	1	0	0	0	0	0	0
Polyb2a003278	NA	3302	3800	3890	3122	4004	2647	4625	4580	4071	5144
Polyb2a003166	NA	18	25	6	18	7	16	6	9	30	3
Polyb2a003224	NA	26	16	8	10	8	9	5	8	16	9
Polyb2a003294	NA	0	1	0	3	2	0	1	1	1	1
Polyb2a003238	NA	731	1168	608	1312	621	1198	725	766	1192	831
Polyb2a003314	NA	4	21	14	51	14	18	19	42	25	49
Polyb2a003173	NA	1	2	0	1	1	1	0	0	3	1
Polyb2a003303	NA	603	711	498	792	665	712	631	851	802	664
Polyb2a003230	NA	232	231	161	299	257	208	98	280	315	159
Polyb2a003242	NA	2	3	5	5	2	1	7	13	12	4
Polyb2a003169	NA	470	487	408	537	526	504	391	597	671	426
Polyb2a003277	NA	2255	2324	1568	2403	2247	2274	1166	2618	3551	1828
Polyb2a003199	NA	553	638	639	668	703	618	704	833	767	733
Polyb2a003270	NA	1898	2608	1368	3097	2189	2564	1018	2504	3076	1488
Polyb2a003204	NA	5	1	6	4	4	4	2	6	6	6
Polyb2a003285	NA	253	236	194	291	246	263	188	298	379	217
Polyb2a003181	NA	2224	2787	2571	3377	2734	2577	3190	3024	3078	3179
Polyb2a003227	NA	1487	2369	1963	3359	2295	2082	2246	2467	2488	2545
Polyb2a003266	NA	1430	1888	1275	1932	1773	1762	1250	2270	2280	1418
Polyb2a003168	NA	1512	1933	1233	2208	1931	1767	1177	2008	2544	1390
Polyb2a003223	NA	160	237	219	298	264	256	235	291	260	242
Polyb2a003193	NA	125	160	133	246	151	165	121	151	197	112
Polyb2a003290	NA	113	170	84	140	103	136	85	127	174	114
Polyb2a003252	NA	1950	2337	1811	2793	1920	2274	1963	1970	2495	1911
Polyb2a003174	NA	700	811	552	842	803	652	547	879	981	593
Polyb2a003248	NA	1	3	2	0	2	3	1	5	5	3
Polyb2a003197	NA	49	49	55	74	60	59	37	76	74	49
Polyb2a003267	NA	15	21	17	25	16	23	19	14	46	22
Polyb2a003192	NA	1230	1879	1038	2490	1216	1984	1059	1337	1824	1173
Polyb2a003272	NA	1862	2453	1608	2933	1874	2200	1584	2121	2742	1622
Polyb2a003311	NA	349	452	288	537	363	391	161	438	533	361
Polyb2a003237	NA	180	216	109	282	189	221	53	183	306	107
Polyb2a003187	NA	55	37	47	51	56	53	48	57	64	77
Polyb2a003264	NA	95	122	50	167	111	138	52	170	189	60
Polyb2a003195	NA	46	25	20	31	32	35	7	50	49	22
Polyb2a003178	NA	210	300	117	288	194	252	102	209	315	140
Polyb2a003244	NA	2115	3128	1575	4140	2066	3167	1753	2518	3398	1861
Polyb2a003202	NA	1129	1377	798	1718	1491	1401	793	1322	1907	1167
Polyb2a003269	NA	203	175	168	160	228	129	145	277	268	213
Polyb2a003312	NA	6724	9397	3438	12329	4164	9258	2943	5133	9712	3413
Polyb2a003167	NA	13	14	14	13	24	14	6	20	27	12
Polyb2a003307	NA	81	99	56	103	144	100	44	116	143	78
Polyb2a003283	NA	0	0	1	0	0	0	0	0	0	0
Polyb2a003211	NA	2	8	4	4	5	5	4	3	9	5
Polyb2a003279	NA	9	21	7	17	24	12	8	33	56	22
Polyb2a003200	NA	0	0	3	0	0	0	0	1	0	0
Polyb2a003305	NA	0	0	0	0	1	0	0	1	1	0
Polyb2a003254	NA	2	0	0	1	1	0	0	4	1	0
Polyb2a003263	NA	518	721	439	731	544	696	385	670	924	504
Polyb2a003186	NA	199	236	168	195	229	231	168	198	282	175
Polyb2a003228	NA	680	815	599	1022	818	838	542	1083	1050	668
Polyb2a003302	NA	110	81	39	88	81	85	27	98	145	45
Polyb2a003235	NA	170	175	149	176	190	142	175	187	220	178
Polyb2a003280	NA	1017	1172	784	1231	1133	1006	711	1243	1340	1012
Polyb2a003188	NA	255	370	242	427	243	328	272	311	370	249
Polyb2a003247	NA	401	404	351	512	458	454	343	526	597	403
Polyb2a003226	NA	616	711	554	811	823	742	554	958	1018	702
Polyb2a003194	NA	290	360	202	413	317	348	160	342	460	179
Polyb2a003257	NA	911	1185	789	1434	1118	1230	737	1247	1349	861
Polyb2a003299	NA	382	447	350	476	435	434	400	533	556	392
Polyb2a003317	NA	408	458	353	561	509	466	364	617	643	401
Polyb2a003191	NA	642	759	585	1074	771	811	565	873	1044	646
Polyb2a010636	NA	4867	3489	311	9097	725	5931	670	794	5586	225
Polyb2a010639	NA	237	215	182	238	258	196	179	347	333	178
Polyb2a010645	NA	81	120	95	140	112	123	64	117	153	71
Polyb2a010647	NA	1837	1261	1460	1298	1836	1280	1773	2149	2518	1823
Polyb2a010651	NA	66	109	92	131	81	123	119	86	109	121
Polyb2a010629	NA	73	109	69	108	106	93	87	77	106	81
Polyb2a010681	NA	641	462	409	409	605	429	400	740	940	478
Polyb2a010675	NA	328	360	264	434	361	368	225	392	462	241
Polyb2a010661	NA	286	403	268	524	406	465	298	451	503	342
Polyb2a010678	NA	174	246	136	279	264	222	113	274	351	122
Polyb2a010659	NA	2582	2883	2086	3719	3473	2916	1946	2795	4283	2206
Polyb2a010652	NA	1209	1532	886	1860	1467	1402	732	1477	1787	1042
Polyb2a010684	NA	2091	2392	1443	2808	2252	2277	1243	2520	3002	1778
Polyb2a010664	NA	256	253	180	323	376	304	109	357	516	274
Polyb2a010649	NA	13	6	3	11	8	17	8	9	17	4
Polyb2a010680	NA	395	561	326	553	506	548	380	521	578	484
Polyb2a010617	NA	271	385	357	402	355	367	384	427	344	446
Polyb2a010671	NA	420	418	317	450	407	390	314	524	584	415
Polyb2a010690	NA	38	47	49	54	75	49	90	66	60	79
Polyb2a010660	NA	2094	3102	1867	3917	3231	3059	1948	3261	3694	2068
Polyb2a010668	NA	49	52	42	97	54	56	50	72	66	53
Polyb2a010656	NA	291	490	284	567	352	411	245	420	552	305
Polyb2a010637	NA	83	80	48	85	65	70	49	101	143	89
Polyb2a010611	NA	440	454	364	508	546	439	439	544	559	438
Polyb2a010612	NA	463	537	492	632	652	528	540	695	752	653
Polyb2a010641	NA	711	802	713	922	865	762	588	868	917	600
Polyb2a010643	NA	392	315	316	258	392	327	258	483	572	373
Polyb2a010666	NA	452	519	258	520	415	475	185	543	700	310
Polyb2a010658	NA	272	324	187	412	314	317	110	331	419	178
Polyb2a010667	NA	308	402	173	530	291	408	119	313	489	200
Polyb2a010634	NA	147540	246711	25469	379375	12083	271475	20642	20493	255062	48959
Polyb2a010624	NA	1088	1497	847	2071	1322	1544	923	1214	1628	896
Polyb2a010610	NA	23	49	10	78	17	60	3	31	40	11
Polyb2a010616	NA	190	221	160	269	218	229	198	232	272	213
Polyb2a010638	NA	362	415	256	534	439	392	267	464	476	355
Polyb2a010615	NA	2350	2896	2237	3301	2788	2686	2292	3199	3487	2530
Polyb2a010620	NA	557	670	404	850	575	667	253	658	929	475
Polyb2a010633	NA	2275	2452	1104	3091	1599	2528	680	2394	3324	1206
Polyb2a010665	NA	9	8	4	6	0	4	7	2	3	4
Polyb2a010672	NA	32	17	8	26	27	23	7	30	43	6
Polyb2a010614	NA	6	10	3	9	8	12	0	9	18	5
Polyb2a010625	NA	107	88	42	109	90	120	23	125	169	38
Polyb2a010646	NA	96	100	68	116	114	111	41	114	163	56
