SRR1519108,SRR1519108,queen
SRR1519109,SRR1519109,queen
SRR1519110,SRR1519110,queen
SRR1519111,SRR1519111,queen
SRR1519112,SRR1519112,worker
SRR1519113,SRR1519113,worker
SRR1519114,SRR1519114,worker
SRR1519115,SRR1519115,worker
SRR1519116,SRR1519116,worker
SRR1519117,SRR1519117,worker
