ME	Reproductive.MetaZ	Non-Reproductive.MetaZ	MetaPval
MEantiquewhite4	0.499204165744445	-0.499204165744445	0.617635560192726
MEbisque4	0.76163136770152	-0.76163136770152	0.446280047987761
MEblack	-3.96991184121258	3.96991184121258	0.000071899229605993
MEblue	0.909050009788106	-0.909050009788106	0.363323728444543
MEbrown	-2.75112373231319	2.75112373231319	0.00593912056041892
MEbrown4	-1.69186224882584	1.69186224882584	0.0906722413802735
MEcoral1	-0.796784298468837	0.796784298468837	0.425576315644688
MEcoral2	-2.90988208096086	2.90988208096086	0.00361565143468868
MEcyan	0.121122139110445	-0.121122139110446	0.903594293798749
MEdarkgreen	0.387484822331326	-0.387484822331326	0.698397319080187
MEdarkgrey	-0.278474200144794	0.278474200144795	0.78064836737664
MEdarkmagenta	-1.84026704368766	1.84026704368766	0.0657290412974067
MEdarkolivegreen	1.29191326785534	-1.29191326785534	0.196387182411004
MEdarkolivegreen4	1.07053769647528	-1.07053769647528	0.284377350465907
MEdarkorange2	-0.278238796433259	0.278238796433259	0.780829054951988
MEdarkseagreen4	-0.73125406163057	0.73125406163057	0.464623984354594
MEdarkslateblue	1.88271306268507	-1.88271306268507	0.0597392642199886
MEdarkturquoise	1.67547755603061	-1.67547755603061	0.0938405710551622
MEfirebrick4	2.42691335748721	-2.42691335748721	0.0152278920571795
MEfloralwhite	4.64933592799779	-4.64933592799779	0.00000333005462372737
MEgreen	2.06268858494789	-2.06268858494789	0.0391422251483395
MEgreenyellow	2.29836208201475	-2.29836208201475	0.0215411897392893
MEgrey60	-4.21179661667266	4.21179661667266	0.0000253347601891264
MEhoneydew1	4.06367292869104	-4.06367292869104	0.0000483065034394497
MEindianred4	-1.11364953845299	1.11364953845299	0.265429565360361
MElavenderblush3	1.46236418612628	-1.46236418612628	0.143641438081163
MElightcoral	-1.51294143164585	1.51294143164585	0.130294536548838
MElightcyan	1.23015740896273	-1.23015740896273	0.218638165491604
MElightcyan1	0.172817123799094	-0.172817123799094	0.862795176717977
MElightgreen	1.39163485341629	-1.39163485341629	0.164032999012621
MElightpink4	-1.99750093346763	1.99750093346763	0.0457707931574876
MElightsteelblue	-0.914250399691274	0.914250399691274	0.360585286806692
MElightsteelblue1	1.91890873941635	-1.91890873941635	0.0549958844165064
MElightyellow	-1.55017496060889	1.55017496060889	0.121099528002263
MEmagenta	-0.0224750343995841	0.0224750343995841	0.982069026632075
MEmaroon	4.16168613685345	-4.16168613685345	0.0000315906347931678
MEmediumorchid	-2.51186990823717	2.51186990823717	0.012009335062248
MEmediumpurple2	1.31201411522054	-1.31201411522054	0.189515372012829
MEmediumpurple3	-2.82207936028836	2.82207936028836	0.0047713368549362
MEmidnightblue	1.79179295798376	-1.79179295798376	0.0731661372726245
MEorange	-1.75878251027296	1.75878251027296	0.0786144565457575
MEorangered3	-0.118439461067305	0.118439461067305	0.905719460394218
MEorangered4	-1.93124875406188	1.93124875406187	0.0534522974137858
MEpaleturquoise	0.400428028220746	-0.400428028220746	0.688841283749658
MEpalevioletred3	1.95940001070607	-1.95940001070607	0.0500659594247113
MEpink	1.26981486464131	-1.26981486464131	0.20415058453888
MEplum	0.142770266801553	-0.142770266801553	0.886471620135756
MEplum1	-0.2677650616974	0.2677650616974	0.788880165676913
MEplum2	1.09356489742446	-1.09356489742446	0.274145851621273
MEpurple	3.16468829746198	-3.16468829746198	0.00155249170578344
MEred	-0.527765367552184	0.527765367552185	0.597662197229163
MEsaddlebrown	-1.00140591190744	1.00140591190744	0.316630607093553
MEsalmon	-1.13922343539778	1.13922343539778	0.254609973254989
MEsalmon4	-0.58763203928607	0.58763203928607	0.556779300888636
MEsienna3	0.582509028148529	-0.582509028148529	0.560223862154275
MEskyblue1	-0.551917607021817	0.551917607021817	0.581004804642792
MEskyblue2	1.06697599448256	-1.06697599448256	0.285982676132638
MEskyblue3	-1.16714817684455	1.16714817684455	0.243150534939464
MEtan	-3.65215378641429	3.65215378641429	0.000260050065864928
MEthistle1	2.0342361989321	-2.0342361989321	0.0419277864248614
MEthistle2	0.323267962945997	-0.323267962945997	0.746492314402202
MEturquoise	-0.101794064361967	0.101794064361967	0.918920137130429
MEviolet	2.53075282110186	-2.53075282110186	0.0113818025732719
MEwhite	1.37484410200103	-1.37484410200103	0.169179782087088
MEyellow	0.613905013145474	-0.613905013145474	0.539278097271855
MEyellow4	-2.67209385892553	2.67209385892553	0.00753795611802759
MEyellowgreen	-0.117589946662865	0.117589946662865	0.906392571078328
