Geneid	gene_name	SRR2954866_1Aligned.sortedByCoord.out.bam	SRR2915407_1Aligned.sortedByCoord.out.bam
Caust.v2_007233	NA	2	2
Caust.v2_007234	NA	2	1
Caust.v2_007235	NA	4	3
Caust.v2_007236	NA	0	1
Caust.v2_007237	NA	13	6
Caust.v2_007238	NA	88	79
Caust.v2_007239	NA	0	1
Caust.v2_007240	NA	5	9
Caust.v2_007241	NA	0	0
Caust.v2_007242	NA	78	47
Caust.v2_007243	NA	0	0
Caust.v2_007244	NA	0	0
Caust.v2_007245	NA	47	26
Caust.v2_007246	NA	11	7
Caust.v2_007247	NA	9	2
Caust.v2_007248	NA	2	0
Caust.v2_007249	NA	0	0
Caust.v2_007250	NA	28	24
Caust.v2_007251	NA	2	2
Caust.v2_007252	NA	3363	3341
Caust.v2_007253	NA	4	5
Caust.v2_007254	NA	5	13
Caust.v2_007255	NA	37	45
Caust.v2_007256	NA	0	1
Caust.v2_007257	NA	0	0
Caust.v2_007258	NA	2	0
Caust.v2_007259	NA	4	3
Caust.v2_007260	NA	10	16
Caust.v2_007261	NA	0	3
Caust.v2_007262	NA	0	0
Caust.v2_007263	NA	4	3
Caust.v2_007264	NA	3	1
Caust.v2_007265	NA	1284	1226
Caust.v2_007266	NA	36	32
Caust.v2_007267	NA	22	17
Caust.v2_007268	NA	325	344
Caust.v2_007269	NA	332	313
Caust.v2_007270	NA	0	1
Caust.v2_007271	NA	0	0
Caust.v2_007272	NA	251	220
Caust.v2_007273	NA	0	0
Caust.v2_021879	NA	0	0
Caust.v2_019546	NA	1	0
Caust.v2_019547	NA	33	33
Caust.v2_018572	NA	0	0
Caust.v2_018573	NA	0	0
Caust.v2_018574	NA	0	0
Caust.v2_018575	NA	0	0
Caust.v2_021477	NA	0	0
Caust.v2_021989	NA	0	0
Caust.v2_021309	NA	17	18
Caust.v2_021310	NA	0	0
Caust.v2_012635	NA	6	2
Caust.v2_012636	NA	7	0
Caust.v2_012637	NA	0	0
Caust.v2_012638	NA	3	0
Caust.v2_012639	NA	59	73
Caust.v2_012640	NA	0	0
Caust.v2_012641	NA	0	0
Caust.v2_012642	NA	0	1
Caust.v2_012643	NA	1251	1177
Caust.v2_012644	NA	1	2
Caust.v2_012645	NA	31	37
Caust.v2_012646	NA	2	1
Caust.v2_022306	NA	0	0
Caust.v2_021151	NA	1	3
Caust.v2_022342	NA	0	0
Caust.v2_015230	NA	0	0
Caust.v2_015231	NA	164	212
Caust.v2_015232	NA	7	13
Caust.v2_015234	NA	73	64
Caust.v2_015233	NA	639	653
Caust.v2_015235	NA	1643	1614
Caust.v2_015236	NA	20	7
Caust.v2_015237	NA	3	2
Caust.v2_015238	NA	3	4
Caust.v2_015239	NA	3	1
Caust.v2_015240	NA	0	0
Caust.v2_018352	NA	0	0
Caust.v2_018353	NA	0	0
Caust.v2_018354	NA	0	0
Caust.v2_021487	NA	0	0
Caust.v2_020699	NA	0	0
Caust.v2_020700	NA	0	0
Caust.v2_019482	NA	1	1
Caust.v2_019483	NA	6	7
Caust.v2_021885	NA	1	0
Caust.v2_018266	NA	0	0
Caust.v2_018267	NA	95	79
Caust.v2_018268	NA	0	0
Caust.v2_021993	NA	0	0
Caust.v2_018698	NA	6	9
Caust.v2_018699	NA	0	0
Caust.v2_020042	NA	0	0
Caust.v2_020043	NA	0	0
Caust.v2_021141	NA	0	0
Caust.v2_021702	NA	0	0
Caust.v2_020995	NA	0	0
Caust.v2_018039	NA	0	0
Caust.v2_018040	NA	0	0
Caust.v2_018041	NA	0	0
Caust.v2_018042	NA	0	0
Caust.v2_018043	NA	0	0
Caust.v2_019571	NA	0	0
Caust.v2_019572	NA	2	2
Caust.v2_019573	NA	0	0
Caust.v2_012431	NA	0	0
Caust.v2_012432	NA	139	121
Caust.v2_012433	NA	360	354
Caust.v2_012434	NA	0	0
Caust.v2_012435	NA	405	439
Caust.v2_012436	NA	9	11
Caust.v2_012437	NA	0	1
Caust.v2_012438	NA	65	71
Caust.v2_012439	NA	46	35
Caust.v2_012440	NA	1	1
Caust.v2_012441	NA	357	388
Caust.v2_012442	NA	199	189
Caust.v2_012443	NA	0	0
Caust.v2_012444	NA	0	2
Caust.v2_012445	NA	2	1
Caust.v2_021947	NA	0	0
Caust.v2_019912	NA	0	0
Caust.v2_019913	NA	0	0
Caust.v2_012376	NA	0	0
Caust.v2_012377	NA	0	0
Caust.v2_012378	NA	0	0
Caust.v2_012379	NA	0	0
Caust.v2_012380	NA	13	12
Caust.v2_012381	NA	0	0
Caust.v2_012382	NA	0	0
Caust.v2_012383	NA	0	0
Caust.v2_012384	NA	0	0
Caust.v2_012385	NA	0	0
Caust.v2_012386	NA	0	0
Caust.v2_012387	NA	0	0
Caust.v2_012388	NA	1	0
Caust.v2_012389	NA	0	0
Caust.v2_012390	NA	0	0
Caust.v2_012391	NA	0	0
Caust.v2_012392	NA	0	0
Caust.v2_012393	NA	0	0
Caust.v2_012394	NA	0	0
Caust.v2_012395	NA	0	0
Caust.v2_012396	NA	0	0
Caust.v2_012397	NA	0	0
Caust.v2_012398	NA	0	0
Caust.v2_012399	NA	0	0
Caust.v2_012400	NA	2	4
Caust.v2_012401	NA	0	0
Caust.v2_012402	NA	0	0
Caust.v2_012403	NA	0	0
Caust.v2_012404	NA	0	0
Caust.v2_019704	NA	0	0
Caust.v2_019705	NA	0	1
Caust.v2_019706	NA	0	0
Caust.v2_019329	NA	0	0
Caust.v2_019330	NA	0	0
Caust.v2_014214	NA	0	0
Caust.v2_014215	NA	0	0
Caust.v2_014216	NA	0	0
Caust.v2_014217	NA	7	6
Caust.v2_014218	NA	1	0
Caust.v2_014219	NA	0	0
Caust.v2_014220	NA	0	0
Caust.v2_014221	NA	16	16
Caust.v2_014222	NA	0	1
Caust.v2_014223	NA	5	7
Caust.v2_014224	NA	0	0
Caust.v2_014225	NA	0	0
Caust.v2_014226	NA	0	0
Caust.v2_014227	NA	0	1
Caust.v2_014228	NA	5	8
Caust.v2_014229	NA	0	0
Caust.v2_014230	NA	0	0
Caust.v2_014231	NA	13	12
Caust.v2_014232	NA	0	0
Caust.v2_021886	NA	0	0
Caust.v2_011426	NA	13	9
Caust.v2_011427	NA	0	1
Caust.v2_011428	NA	13	16
Caust.v2_011429	NA	80	62
Caust.v2_011430	NA	0	0
Caust.v2_011431	NA	0	0
Caust.v2_011432	NA	0	0
Caust.v2_011433	NA	4	3
Caust.v2_011434	NA	0	0
Caust.v2_011435	NA	787	751
Caust.v2_011436	NA	24	28
Caust.v2_011437	NA	3	5
Caust.v2_011438	NA	17	17
Caust.v2_011439	NA	2	2
Caust.v2_011440	NA	0	1
Caust.v2_011441	NA	0	1
Caust.v2_011442	NA	588	596
Caust.v2_011443	NA	0	0
Caust.v2_011444	NA	1	0
Caust.v2_011445	NA	1	0
Caust.v2_011446	NA	93	104
Caust.v2_011447	NA	0	0
Caust.v2_011448	NA	0	0
Caust.v2_018782	NA	0	0
Caust.v2_018783	NA	0	0
Caust.v2_018784	NA	0	0
Caust.v2_018785	NA	0	0
Caust.v2_018786	NA	0	0
Caust.v2_022403	NA	0	0
Caust.v2_022670	NA	0	0
Caust.v2_022474	NA	0	0
Caust.v2_020782	NA	0	0
Caust.v2_020783	NA	0	0
Caust.v2_020469	NA	0	0
Caust.v2_022058	NA	0	0
Caust.v2_021662	NA	0	0
Caust.v2_016114	NA	0	0
Caust.v2_016115	NA	0	0
Caust.v2_016116	NA	3	4
Caust.v2_016117	NA	18	9
Caust.v2_016118	NA	9	9
Caust.v2_016119	NA	7	12
Caust.v2_022304	NA	0	0
Caust.v2_021533	NA	0	0
Caust.v2_017637	NA	0	0
Caust.v2_017638	NA	0	0
Caust.v2_017639	NA	0	0
Caust.v2_020846	NA	0	0
Caust.v2_020847	NA	0	0
Caust.v2_022087	NA	0	0
Caust.v2_022110	NA	0	0
Caust.v2_019349	NA	0	0
Caust.v2_019350	NA	0	0
Caust.v2_019351	NA	0	0
Caust.v2_019352	NA	0	0
Caust.v2_012815	NA	0	0
Caust.v2_012816	NA	2	2
Caust.v2_012817	NA	1	2
Caust.v2_012818	NA	8	2
Caust.v2_012819	NA	2	0
Caust.v2_012820	NA	406	436
Caust.v2_012821	NA	26	25
Caust.v2_012822	NA	2	1
Caust.v2_012823	NA	47	62
Caust.v2_020983	NA	0	0
Caust.v2_020675	NA	0	0
Caust.v2_019243	NA	0	0
Caust.v2_019244	NA	0	0
Caust.v2_022098	NA	0	0
Caust.v2_017632	NA	0	0
Caust.v2_017633	NA	0	0
Caust.v2_017634	NA	0	0
Caust.v2_017635	NA	0	0
Caust.v2_017636	NA	0	0
Caust.v2_012053	NA	0	0
Caust.v2_012054	NA	0	0
Caust.v2_012055	NA	0	0
Caust.v2_012056	NA	155	130
Caust.v2_012057	NA	1	0
Caust.v2_012058	NA	0	0
Caust.v2_012059	NA	85	79
Caust.v2_012060	NA	22	19
Caust.v2_012061	NA	0	1
Caust.v2_012062	NA	1	2
Caust.v2_012063	NA	369	398
Caust.v2_012064	NA	5	7
Caust.v2_012065	NA	4	1
Caust.v2_012066	NA	3	0
Caust.v2_012067	NA	0	0
Caust.v2_012068	NA	5	6
Caust.v2_012069	NA	0	0
Caust.v2_012070	NA	1	3
Caust.v2_020788	NA	0	0
Caust.v2_014266	NA	22	17
Caust.v2_014267	NA	1028	1023
Caust.v2_014268	NA	80	105
Caust.v2_014269	NA	57	48
Caust.v2_014270	NA	3	3
Caust.v2_014271	NA	0	0
Caust.v2_014272	NA	0	0
Caust.v2_014273	NA	0	0
Caust.v2_014274	NA	0	0
Caust.v2_021892	NA	0	0
Caust.v2_021951	NA	0	0
Caust.v2_021475	NA	0	0
Caust.v2_021428	NA	0	0
Caust.v2_020483	NA	0	0
Caust.v2_022493	NA	0	0
Caust.v2_021465	NA	0	0
Caust.v2_021912	NA	0	0
Caust.v2_019763	NA	0	0
Caust.v2_016925	NA	0	1
Caust.v2_016926	NA	166	171
Caust.v2_016927	NA	0	0
Caust.v2_017820	NA	0	0
Caust.v2_017821	NA	0	0
Caust.v2_017822	NA	0	0
Caust.v2_017823	NA	0	0
Caust.v2_017824	NA	0	1
Caust.v2_020931	NA	0	0
Caust.v2_011484	NA	0	0
Caust.v2_011485	NA	0	0
Caust.v2_011486	NA	0	0
Caust.v2_011487	NA	2	5
Caust.v2_011488	NA	58	57
Caust.v2_011489	NA	1	0
Caust.v2_011490	NA	853	909
Caust.v2_011491	NA	31	28
Caust.v2_011492	NA	6004	6111
Caust.v2_011493	NA	20	12
Caust.v2_011494	NA	18	20
Caust.v2_011495	NA	1	0
Caust.v2_011496	NA	9	7
Caust.v2_011497	NA	513	515
Caust.v2_011498	NA	347	365
Caust.v2_011499	NA	1	2
Caust.v2_011500	NA	1	0
Caust.v2_014776	NA	0	0
Caust.v2_014777	NA	835	912
Caust.v2_014778	NA	0	0
Caust.v2_014779	NA	161	148
Caust.v2_014780	NA	45	52
Caust.v2_014781	NA	2	4
Caust.v2_014782	NA	0	0
Caust.v2_014783	NA	3	4
Caust.v2_021236	NA	0	0
Caust.v2_020247	NA	0	0
Caust.v2_020248	NA	0	0
Caust.v2_018270	NA	0	0
Caust.v2_018271	NA	0	0
Caust.v2_018272	NA	0	5
Caust.v2_018273	NA	0	0
Caust.v2_018274	NA	0	0
Caust.v2_021338	NA	0	0
Caust.v2_014064	NA	4	8
Caust.v2_014065	NA	45	27
Caust.v2_014066	NA	1	0
Caust.v2_014067	NA	0	0
Caust.v2_014068	NA	0	0
Caust.v2_014069	NA	0	0
Caust.v2_014070	NA	0	0
Caust.v2_014071	NA	0	0
Caust.v2_014072	NA	0	0
Caust.v2_014073	NA	0	0
Caust.v2_014074	NA	0	0
Caust.v2_014075	NA	0	0
Caust.v2_014076	NA	0	0
Caust.v2_014077	NA	0	0
Caust.v2_014078	NA	2	3
Caust.v2_014079	NA	0	0
Caust.v2_014080	NA	0	0
Caust.v2_014081	NA	0	0
Caust.v2_020852	NA	0	0
Caust.v2_020853	NA	0	0
Caust.v2_020976	NA	0	0
Caust.v2_014626	NA	0	0
Caust.v2_014627	NA	3	1
Caust.v2_014628	NA	4	5
Caust.v2_014629	NA	1685	1661
Caust.v2_014630	NA	1941	2008
Caust.v2_014631	NA	99	101
Caust.v2_014632	NA	3	5
Caust.v2_014633	NA	27	35
Caust.v2_014634	NA	13	6
Caust.v2_014635	NA	983	1002
Caust.v2_014636	NA	4	3
Caust.v2_014637	NA	16	11
Caust.v2_010896	NA	1	2
Caust.v2_010897	NA	505	484
Caust.v2_010898	NA	139	138
Caust.v2_010899	NA	419	457
Caust.v2_010900	NA	660	672
Caust.v2_010901	NA	8	8
Caust.v2_010902	NA	24	36
Caust.v2_010903	NA	2	3
Caust.v2_010904	NA	61	73
Caust.v2_010905	NA	2	4
Caust.v2_010906	NA	4	4
Caust.v2_010907	NA	0	0
Caust.v2_010908	NA	0	1
Caust.v2_010910	NA	71	94
Caust.v2_010909	NA	1	0
Caust.v2_010911	NA	3	1
Caust.v2_010912	NA	54	47
Caust.v2_010913	NA	224	252
Caust.v2_010914	NA	9	8
Caust.v2_010915	NA	0	0
Caust.v2_010916	NA	0	0
Caust.v2_021649	NA	0	0
Caust.v2_011096	NA	0	0
Caust.v2_011097	NA	2	5
Caust.v2_011098	NA	1	2
Caust.v2_011099	NA	0	0
Caust.v2_011100	NA	0	0
Caust.v2_011101	NA	0	0
Caust.v2_011102	NA	0	0
Caust.v2_011103	NA	0	0
Caust.v2_011104	NA	1	1
Caust.v2_011105	NA	0	0
Caust.v2_011106	NA	0	0
Caust.v2_011107	NA	68	62
Caust.v2_011108	NA	2	2
Caust.v2_011109	NA	6	6
Caust.v2_011110	NA	0	0
Caust.v2_011111	NA	4	1
Caust.v2_011112	NA	0	0
Caust.v2_011113	NA	8	4
Caust.v2_011114	NA	0	0
Caust.v2_011115	NA	9	12
Caust.v2_011116	NA	0	1
Caust.v2_011117	NA	0	0
Caust.v2_011118	NA	0	0
Caust.v2_011119	NA	0	0
Caust.v2_011120	NA	0	0
Caust.v2_011121	NA	0	1
Caust.v2_011122	NA	0	0
Caust.v2_011123	NA	0	0
Caust.v2_011124	NA	0	0
Caust.v2_011125	NA	0	0
Caust.v2_011126	NA	0	0
Caust.v2_022457	NA	0	0
Caust.v2_022511	NA	4	9
Caust.v2_019506	NA	0	0
Caust.v2_019507	NA	0	0
Caust.v2_022259	NA	0	0
Caust.v2_021148	NA	0	0
Caust.v2_020238	NA	77	51
Caust.v2_020239	NA	3	5
Caust.v2_014980	NA	0	0
Caust.v2_014981	NA	0	0
Caust.v2_014982	NA	24	23
Caust.v2_014983	NA	1	0
Caust.v2_014984	NA	8	8
Caust.v2_014985	NA	3	9
Caust.v2_014986	NA	14	29
Caust.v2_014987	NA	7	6
Caust.v2_014988	NA	0	0
Caust.v2_014989	NA	0	0
Caust.v2_019753	NA	1	0
Caust.v2_019754	NA	0	0
Caust.v2_021933	NA	0	0
Caust.v2_019548	NA	0	0
Caust.v2_019549	NA	0	0
Caust.v2_019082	NA	3	0
Caust.v2_019083	NA	0	0
Caust.v2_019084	NA	0	0
Caust.v2_022390	NA	0	0
Caust.v2_020088	NA	0	0
Caust.v2_020089	NA	0	0
Caust.v2_010636	NA	24	20
Caust.v2_010637	NA	2	6
Caust.v2_010638	NA	35	33
Caust.v2_010639	NA	0	2
Caust.v2_010640	NA	1	0
Caust.v2_010641	NA	286	272
Caust.v2_010642	NA	407	397
Caust.v2_010643	NA	5	9
Caust.v2_010644	NA	149	128
Caust.v2_010645	NA	34	38
Caust.v2_010646	NA	916	997
Caust.v2_010647	NA	16	21
Caust.v2_010648	NA	2509	2587
Caust.v2_010649	NA	802	788
Caust.v2_010650	NA	49	50
Caust.v2_010651	NA	184	181
Caust.v2_010652	NA	0	2
Caust.v2_010653	NA	2549	2606
Caust.v2_010654	NA	89	88
Caust.v2_010655	NA	3	3
Caust.v2_021298	NA	0	0
Caust.v2_021874	NA	0	0
Caust.v2_008865	NA	28	40
Caust.v2_008866	NA	2617	2621
Caust.v2_008867	NA	0	0
Caust.v2_008868	NA	0	0
Caust.v2_008869	NA	1	1
Caust.v2_008870	NA	6	11
Caust.v2_008871	NA	1	0
Caust.v2_008872	NA	0	0
Caust.v2_008873	NA	550	568
Caust.v2_008874	NA	281	311
Caust.v2_008875	NA	2	3
Caust.v2_008876	NA	4	1
Caust.v2_008877	NA	1585	1610
Caust.v2_008878	NA	3	5
Caust.v2_008879	NA	219	199
Caust.v2_008880	NA	253	272
Caust.v2_008881	NA	76	84
Caust.v2_008882	NA	17	23
Caust.v2_008883	NA	2	3
Caust.v2_008884	NA	0	0
Caust.v2_008885	NA	0	0
Caust.v2_008886	NA	0	0
Caust.v2_008887	NA	0	0
Caust.v2_008888	NA	0	0
Caust.v2_008889	NA	15	20
Caust.v2_008890	NA	0	0
Caust.v2_008891	NA	8	7
Caust.v2_008892	NA	4	11
Caust.v2_008893	NA	127	116
Caust.v2_008894	NA	0	0
Caust.v2_008895	NA	0	0
Caust.v2_008896	NA	0	0
Caust.v2_008897	NA	81	77
Caust.v2_021937	NA	0	0
Caust.v2_022385	NA	1	0
Caust.v2_021639	NA	0	0
Caust.v2_022208	NA	0	0
Caust.v2_018333	NA	0	0
Caust.v2_018334	NA	1	0
Caust.v2_018335	NA	2	1
Caust.v2_015681	NA	24	29
Caust.v2_015682	NA	514	501
Caust.v2_015683	NA	19	21
Caust.v2_021641	NA	0	0
Caust.v2_022438	NA	0	0
Caust.v2_021206	NA	0	0
Caust.v2_008014	NA	27	32
Caust.v2_008015	NA	0	0
Caust.v2_008016	NA	0	0
Caust.v2_008017	NA	0	0
Caust.v2_008018	NA	0	0
Caust.v2_008019	NA	0	0
Caust.v2_008020	NA	0	0
Caust.v2_008021	NA	0	0
Caust.v2_008022	NA	0	0
Caust.v2_008023	NA	0	0
Caust.v2_008024	NA	0	0
Caust.v2_008025	NA	0	0
Caust.v2_008026	NA	0	0
Caust.v2_008027	NA	0	0
Caust.v2_008028	NA	0	0
Caust.v2_008029	NA	0	0
Caust.v2_008030	NA	0	0
Caust.v2_008031	NA	0	0
Caust.v2_008032	NA	0	0
Caust.v2_008033	NA	0	0
Caust.v2_008034	NA	0	0
Caust.v2_008035	NA	0	0
Caust.v2_008036	NA	0	1
Caust.v2_008037	NA	0	0
Caust.v2_008038	NA	1	0
Caust.v2_008039	NA	1	0
Caust.v2_008040	NA	9	8
Caust.v2_008041	NA	0	0
Caust.v2_008042	NA	4	3
Caust.v2_008043	NA	1205	1313
Caust.v2_008044	NA	110	129
Caust.v2_008045	NA	270	250
Caust.v2_008046	NA	2778	2765
Caust.v2_008047	NA	0	0
Caust.v2_008048	NA	0	0
Caust.v2_008049	NA	11	9
Caust.v2_008050	NA	0	0
Caust.v2_008051	NA	0	0
Caust.v2_008052	NA	0	0
Caust.v2_008053	NA	3	2
Caust.v2_008054	NA	0	0
Caust.v2_008055	NA	0	0
Caust.v2_008056	NA	1	0
Caust.v2_008057	NA	0	0
Caust.v2_008058	NA	0	1
Caust.v2_008059	NA	0	0
Caust.v2_008060	NA	0	0
Caust.v2_008061	NA	10	5
Caust.v2_008062	NA	0	0
Caust.v2_008063	NA	0	0
Caust.v2_008064	NA	0	0
Caust.v2_008065	NA	0	0
Caust.v2_008066	NA	0	0
Caust.v2_022104	NA	0	0
Caust.v2_021737	NA	0	0
Caust.v2_018799	NA	0	0
Caust.v2_018800	NA	0	1
Caust.v2_018801	NA	0	0
Caust.v2_013876	NA	0	0
Caust.v2_013877	NA	0	0
Caust.v2_013878	NA	0	0
Caust.v2_013879	NA	0	0
Caust.v2_013880	NA	1	0
Caust.v2_013881	NA	0	0
Caust.v2_013882	NA	2	7
Caust.v2_013883	NA	5	2
Caust.v2_013884	NA	0	0
Caust.v2_013885	NA	0	0
Caust.v2_013886	NA	0	0
Caust.v2_013887	NA	0	0
Caust.v2_013888	NA	2	0
Caust.v2_013889	NA	0	0
Caust.v2_013890	NA	0	0
Caust.v2_013891	NA	0	0
Caust.v2_013892	NA	0	0
Caust.v2_022704	NA	0	0
Caust.v2_022285	NA	0	1
Caust.v2_021336	NA	0	0
Caust.v2_018660	NA	0	0
Caust.v2_018661	NA	0	0
Caust.v2_018662	NA	0	0
Caust.v2_021304	NA	0	0
Caust.v2_018525	NA	1	1
Caust.v2_018526	NA	0	0
Caust.v2_018527	NA	0	0
Caust.v2_018528	NA	0	0
Caust.v2_021473	NA	0	0
Caust.v2_021474	NA	0	0
Caust.v2_013840	NA	0	0
Caust.v2_013841	NA	1	0
Caust.v2_013842	NA	0	0
Caust.v2_013843	NA	0	0
Caust.v2_013844	NA	0	0
Caust.v2_013845	NA	0	0
Caust.v2_013846	NA	0	0
Caust.v2_013847	NA	0	0
Caust.v2_013848	NA	0	0
Caust.v2_013849	NA	0	0
Caust.v2_013850	NA	2	1
Caust.v2_013851	NA	2	2
Caust.v2_013852	NA	0	0
Caust.v2_013853	NA	0	0
Caust.v2_013854	NA	1	0
Caust.v2_021218	NA	0	0
Caust.v2_021219	NA	0	0
Caust.v2_020227	NA	0	0
Caust.v2_020228	NA	0	0
Caust.v2_018973	NA	0	0
Caust.v2_018974	NA	0	0
Caust.v2_018975	NA	0	0
Caust.v2_019922	NA	0	0
Caust.v2_019923	NA	0	0
Caust.v2_021668	NA	0	0
Caust.v2_014392	NA	0	0
Caust.v2_014393	NA	0	0
Caust.v2_014394	NA	0	0
Caust.v2_014395	NA	0	0
Caust.v2_014396	NA	0	0
Caust.v2_014397	NA	0	0
Caust.v2_014398	NA	0	0
Caust.v2_014399	NA	1	0
Caust.v2_014400	NA	0	0
Caust.v2_014401	NA	0	0
Caust.v2_014402	NA	0	0
Caust.v2_014403	NA	1	2
Caust.v2_019282	NA	0	0
Caust.v2_019283	NA	0	0
Caust.v2_019284	NA	0	0
Caust.v2_021104	NA	0	1
Caust.v2_018094	NA	0	0
Caust.v2_018096	NA	0	0
Caust.v2_018095	NA	321	324
Caust.v2_018097	NA	21	22
Caust.v2_022542	NA	1	3
Caust.v2_018881	NA	0	0
Caust.v2_018882	NA	0	0
Caust.v2_022532	NA	0	0
Caust.v2_021177	NA	0	0
Caust.v2_018125	NA	0	0
Caust.v2_018126	NA	0	0
Caust.v2_018127	NA	0	0
Caust.v2_018128	NA	13	10
Caust.v2_018129	NA	1	0
Caust.v2_013059	NA	0	0
Caust.v2_013060	NA	0	0
Caust.v2_013061	NA	1336	1320
Caust.v2_013062	NA	2116	2191
Caust.v2_013063	NA	0	0
Caust.v2_013064	NA	3	15
Caust.v2_013065	NA	34	34
Caust.v2_013066	NA	226	253
Caust.v2_013067	NA	1	0
Caust.v2_013068	NA	0	0
Caust.v2_021873	NA	0	0
Caust.v2_022661	NA	0	0
Caust.v2_022563	NA	0	0
Caust.v2_022398	NA	0	0
Caust.v2_021147	NA	0	0
Caust.v2_014737	NA	0	0
Caust.v2_014738	NA	0	1
Caust.v2_014739	NA	0	0
Caust.v2_014740	NA	0	0
Caust.v2_014741	NA	0	0
Caust.v2_014742	NA	3	1
Caust.v2_014743	NA	7	4
Caust.v2_014744	NA	70	61
Caust.v2_014745	NA	0	0
Caust.v2_014746	NA	0	0
Caust.v2_022448	NA	0	0
Caust.v2_019843	NA	0	0
Caust.v2_019844	NA	0	0
Caust.v2_018695	NA	0	0
Caust.v2_018696	NA	23	29
Caust.v2_018697	NA	97	98
Caust.v2_018824	NA	0	0
Caust.v2_018825	NA	0	0
Caust.v2_018826	NA	0	0
Caust.v2_018827	NA	0	0
Caust.v2_022318	NA	0	0
Caust.v2_016348	NA	0	0
Caust.v2_016350	NA	0	1
Caust.v2_016349	NA	2	4
Caust.v2_016351	NA	0	0
Caust.v2_020707	NA	31	32
Caust.v2_020495	NA	0	0
Caust.v2_020496	NA	0	0
Caust.v2_017101	NA	0	2
Caust.v2_017102	NA	0	0
Caust.v2_017103	NA	0	2
Caust.v2_017104	NA	0	2
Caust.v2_013670	NA	0	0
Caust.v2_013671	NA	1	0
Caust.v2_013672	NA	0	0
Caust.v2_013673	NA	0	0
Caust.v2_013674	NA	0	0
Caust.v2_013675	NA	0	0
Caust.v2_013676	NA	0	0
Caust.v2_013677	NA	5	6
Caust.v2_013678	NA	4	2
Caust.v2_013679	NA	14	14
Caust.v2_013680	NA	71	92
Caust.v2_013681	NA	456	478
Caust.v2_013682	NA	0	0
Caust.v2_013683	NA	0	0
Caust.v2_013684	NA	0	0
Caust.v2_013685	NA	0	0
Caust.v2_013686	NA	0	1
Caust.v2_013687	NA	0	0
Caust.v2_021568	NA	0	0
Caust.v2_010793	NA	0	0
Caust.v2_010794	NA	0	0
Caust.v2_010795	NA	1	0
Caust.v2_010796	NA	0	1
Caust.v2_010797	NA	0	0
Caust.v2_010798	NA	5	5
Caust.v2_010799	NA	1	2
Caust.v2_010800	NA	0	0
Caust.v2_010801	NA	581	564
Caust.v2_010802	NA	40	38
Caust.v2_010803	NA	0	0
Caust.v2_010804	NA	80	72
Caust.v2_010805	NA	464	437
Caust.v2_010806	NA	614	662
Caust.v2_010807	NA	0	0
Caust.v2_010808	NA	1	1
Caust.v2_010809	NA	1373	1361
Caust.v2_010810	NA	22	7
Caust.v2_010811	NA	2	5
Caust.v2_010812	NA	1	2
Caust.v2_010813	NA	5	1
Caust.v2_010814	NA	0	0
Caust.v2_010815	NA	0	0
Caust.v2_010816	NA	34	39
Caust.v2_010817	NA	0	1
Caust.v2_010818	NA	0	0
Caust.v2_010819	NA	3	2
Caust.v2_010820	NA	0	0
Caust.v2_010821	NA	0	0
Caust.v2_021749	NA	0	0
Caust.v2_021136	NA	2	1
Caust.v2_013218	NA	1	0
Caust.v2_013219	NA	0	0
Caust.v2_013220	NA	0	0
Caust.v2_013221	NA	0	0
Caust.v2_013222	NA	5	3
Caust.v2_013223	NA	0	0
Caust.v2_013224	NA	0	0
Caust.v2_013225	NA	0	0
Caust.v2_013226	NA	0	0
Caust.v2_013227	NA	0	0
Caust.v2_013228	NA	0	0
Caust.v2_013229	NA	5	6
Caust.v2_013230	NA	0	0
Caust.v2_013231	NA	0	0
Caust.v2_013232	NA	0	0
Caust.v2_013233	NA	0	0
Caust.v2_013234	NA	0	0
Caust.v2_013235	NA	0	0
Caust.v2_013236	NA	0	0
Caust.v2_013237	NA	0	0
Caust.v2_013238	NA	0	0
Caust.v2_013239	NA	0	0
Caust.v2_020679	NA	0	0
Caust.v2_018707	NA	6	4
Caust.v2_018708	NA	169	196
Caust.v2_019536	NA	0	0
Caust.v2_019537	NA	0	0
Caust.v2_019538	NA	0	0
Caust.v2_022069	NA	0	0
Caust.v2_021174	NA	92	101
Caust.v2_019841	NA	0	0
Caust.v2_019842	NA	0	0
Caust.v2_020337	NA	0	0
Caust.v2_020338	NA	0	0
Caust.v2_021914	NA	0	0
Caust.v2_020953	NA	0	0
Caust.v2_020946	NA	0	0
Caust.v2_006090	NA	0	0
Caust.v2_006091	NA	0	0
Caust.v2_006092	NA	3	1
Caust.v2_006093	NA	1	1
Caust.v2_006094	NA	1	2
Caust.v2_006095	NA	0	0
Caust.v2_006096	NA	2	3
Caust.v2_006097	NA	3	2
Caust.v2_006098	NA	0	0
Caust.v2_006099	NA	4	8
Caust.v2_006100	NA	6	5
Caust.v2_006101	NA	118	117
Caust.v2_006102	NA	0	1
Caust.v2_006103	NA	0	0
Caust.v2_006104	NA	204	221
Caust.v2_006105	NA	0	1
Caust.v2_006106	NA	2	7
Caust.v2_006107	NA	960	947
Caust.v2_006108	NA	4	7
Caust.v2_006109	NA	0	0
Caust.v2_006110	NA	3	2
Caust.v2_006111	NA	0	0
Caust.v2_006112	NA	0	0
Caust.v2_006113	NA	1	1
Caust.v2_006114	NA	0	0
