F03BL	F14GR	F38BL	F42OR	F45OR	F47RD	F48SL	F51RD	F65ORWH	F67YLBL	F69OR	F71BL	W01RDYL	W08RDOR	W09RDOR	W13YLSL	W28ORYL	W40GROR	W46ORYL	W49RDYL	W54ORYL	W56YLBL	W58BLWH	W70RDYL
OG0000108	9.84671640153931	10.761873721515	10.694235827808	10.7669756268736	10.9195186572294	11.062993040849	10.3682225462316	10.7707652665074	10.8281101154737	10.9283294848015	10.9611611663811	10.9330039627919	11.316172552032	11.1553376918806	10.8165759429869	10.7328436082584	11.2403512093323	10.8845073005947	10.6419344756251	10.6256065606922	10.5170728028668	10.3832244724451	10.4432973927756	10.6642737392421
OG0000109	5.32007666023762	5.19174043797175	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	5.2247735905461	4.80316944467122	5.21205051582032	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	5.13775776796358	4.80316944467122	5.26837744363776	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	5.17369277787257
OG0000155	9.47498917581327	9.09673417076001	9.92688291166669	9.18508239983514	9.16661542793926	9.49517048921743	9.31825932341381	9.12737772307045	9.12597311026	9.19701842940865	9.23093583253998	9.35693163788801	9.11431197616452	9.16622390582998	9.20555665223576	9.1840899866002	8.97657626723486	9.33568330506516	9.02650872436254	8.97066656425843	9.20958285104072	9.14238387122456	8.91158959370553	9.01989081784195
OG0000161	11.923131456402	12.4532938278972	11.8439743033931	12.2184942845828	12.2527236410952	12.1983649274271	12.3032052067419	11.774315650258	11.7533244423772	12.2665020982082	12.110809431811	12.0971081697926	12.6126294521717	12.9398418491691	12.5976383021724	12.1108849810443	12.5780060599848	12.2765372920349	12.1838104263991	12.3223913691339	12.4030337341895	12.2459748341821	11.7514567976481	12.5166348411675
OG0000187	10.3984451185453	10.2106898978348	10.3786739017514	10.2003760231371	10.3852888528934	10.3189387011112	10.1314226432247	10.4162635241821	10.1185657725417	10.0263889116659	10.2066766759036	10.3559554421345	10.160181216029	10.2595327836893	10.2826489668563	10.1648993696669	10.1650728528325	10.0794118902416	10.09093991826	10.0462663696166	10.4474032157362	10.2892827431874	9.81310341907985	10.0706425873973
OG0000200	7.74148729439385	7.34052985172308	6.77458866141176	7.40167133632758	6.9669469076007	7.45714588671156	8.07185218581632	6.75595093553468	7.17071295775968	7.68698359589289	7.20589243386897	7.16202722392029	7.53851092572784	7.55023417675861	7.75530615034362	7.64766010386162	8.03983586975018	6.97469070225977	8.03004525259061	7.9240167467064	8.45662008389006	7.99200322051045	7.52816303642413	7.79890700016048
OG0000224	11.5951192786045	12.5669040370881	12.4393347468983	12.1694141390493	12.7910117683659	12.4888583341065	12.1090749606711	12.5790608498618	11.9172630462689	12.4426844689491	12.3170062290928	12.7879236403731	11.3801596837737	12.0341344311883	12.3125641385787	11.7728466460617	11.3076569772222	11.1311290751781	10.9633519218654	11.1176968106715	11.141349502702	10.316357450884	10.1361531867519	11.3040366538579
OG0000262	8.23260203506515	8.11456828471724	8.32633145024084	8.17427079466707	8.3002787256433	8.22770858784416	8.33576971434977	8.35768428998334	8.19628631982232	8.29884387705818	8.29512479046311	8.08236694094844	8.37630521921754	8.15445659838689	8.16576075671161	8.53332103321744	8.10343427533162	8.25783092304009	8.20683990447948	8.44194901102497	8.43720506430867	8.59071507779511	8.19241137413324	8.40780866722118
OG0000263	9.60612575915417	9.66504573446659	11.2921784313699	9.59896643742761	9.64451265921692	9.67907065734649	9.80778329552468	9.39446097372991	9.21339014005301	8.596480363512	9.93927209841622	9.96110303065584	9.80288486728159	9.56329634604391	9.67659340487022	9.52024563908054	9.77074180872066	9.51987658135713	9.62725280086834	9.47168138859323	10.1915899039986	9.82649923668811	8.99719332989575	9.56160729151066
OG0000273	9.82188545184846	9.94128282915376	9.90195319506728	10.0931977738883	10.097405025511	9.9915511543625	10.1249087938778	9.79153833312496	9.76716962895269	10.1154764478512	10.0168292688032	9.92809422728017	10.0828570688051	10.1483740050211	10.0693488734998	9.85266503216924	9.88127978266078	10.0141382934862	9.81433029912645	9.80887829477227	9.72976659309654	9.88006708668594	9.71250842774223	9.97027994723105
OG0000274	10.3310395781507	9.57529960739173	9.44029764010092	9.65836281846372	9.51774435364641	9.3810752303544	9.73776186778482	9.60765425646063	9.64902868323322	9.62886366594345	9.50012773153684	9.4805691634177	9.49848858919097	9.541192804882	9.60654362928045	9.40118975606186	9.70041521235007	9.36379179134196	9.69116088664689	9.83278449161262	9.63631854493446	9.81082086164344	9.75451391526252	9.66077052405662
OG0000301	7.67360867950672	7.16088442984809	8.03679036830587	7.34127957048401	7.65665853244505	7.37485710558525	7.6168525723831	7.12919043639461	7.77592005037987	6.7974328351179	7.40744448883089	7.57383004565514	6.58832651884576	7.22728712736589	7.05646173643563	7.52023924233465	6.75757582478621	7.0435106324201	7.02929243295031	7.8022402494569	7.8139002493542	8.25233364978218	7.49098936966321	7.78666602216112
OG0000317	10.1663786572139	8.33261755002873	9.63094812294425	9.17388451245555	9.03944557215023	8.52644685555275	9.64788600053428	8.29902356096347	8.35937074109541	8.83843889857682	9.29208562860363	8.85855013399388	8.49739635697593	9.33234414573096	10.215650528157	8.40353765394324	8.74033996943327	9.53326079366096	8.3458523085727	9.17623493077329	9.19353991838836	9.94493962459005	8.77881793413275	9.50013237391504
OG0000320	9.61727334842363	9.96943338614978	9.40521661136127	9.7364635457626	10.2810455787414	10.3703912502091	9.9189196269872	9.51890824293129	9.22793854948755	10.0910821306911	9.71131786226575	9.77906971401188	10.0129209502205	9.8251136478962	9.69639846743227	9.27137785436004	9.44756022207105	9.60200883745804	9.50657074526517	9.10631491567924	9.55262744677338	9.55565153751897	8.79685027911971	9.74733023008672
OG0000326	8.88999477620438	9.60395114605923	9.18680055202154	9.33583715630968	9.89406923300314	9.90534864231699	9.63693370080052	9.2272557627012	9.13217576168217	9.57204204100812	9.41189027040405	9.6177991507874	9.92840446998883	9.69651864313765	9.66227820657333	9.3318401554253	9.43630938567194	9.8739861275493	9.56623005627734	9.30863232755073	9.5810687788104	9.31366602653685	8.95770214994662	9.51483518304706
OG0000328	8.82594127075444	8.8475015859782	8.48969661884946	8.82571365081784	8.44991439911259	8.86123529518979	8.66313682754419	8.54161791083305	8.44193244582559	8.87983579167813	8.16381061536066	8.32257840137582	8.42834439809736	8.19134301092232	8.43692023748626	8.30647813763615	8.57864719385829	8.31243574642047	8.40838672848699	8.56517537974064	8.21325257944	8.4722060472052	8.47685766248161	8.47357942371348
OG0000329	16.4381743347764	15.6273407298246	17.3317015571105	16.5536613660936	16.9677500529339	15.7003165828938	16.4328988326447	16.285715078233	15.4655784489576	15.6521844498332	16.6022284690322	16.4301751629309	15.9991460084224	16.1514696874258	16.4026800124418	15.1754839344677	16.4446454721421	15.4605148085044	15.2256301700108	15.9042632056854	16.7147241877472	16.3463250220921	15.0221575142541	16.7749280919523
OG0000335	6.95930861317658	7.0726035781536	8.00929456629669	7.0300634613105	7.9846493975523	6.87892285951391	6.95773257165445	8.3954885536443	6.63870058949448	6.93662007900238	6.88379668711129	6.70364072808432	6.90952696058869	7.18496383496018	7.35821203264322	7.12137950937835	6.50066867311477	6.78477958069819	6.82478432887281	6.7495714767342	7.5614325220734	6.80447212578341	6.92943791873952	6.64213662735294
OG0000355	7.62043198049856	7.94393268252206	7.78716560839509	7.99982481173601	8.01159538576403	8.0007352995594	7.85318491980982	8.01847054427195	8.21992640133877	8.06618442950778	7.93396719727714	8.03804564265582	7.84895363862124	7.87166850132729	7.74430208709812	7.94547310762882	7.94675497918341	7.96512090493762	7.96582592069286	7.76116094204831	7.87919863507866	7.46292610868605	7.93805388778727	7.96533927870796
OG0000357	5.32007666023762	5.27835859699924	5.26932936067593	5.21091873784014	5.39216084053777	4.80316944467122	5.27631415093282	5.20335146214805	5.39732380925571	5.24635436164575	5.6129972261352	5.48263478455617	5.62573240593226	5.3577818112762	5.76633694279789	5.50751419790441	5.65121617780553	5.45828394252123	5.27914978431661	5.24525838296056	5.25813537518259	5.71153565215751	5.57822683736655	5.8006910011439
OG0000359	5.32007666023762	4.80316944467122	4.80316944467122	5.21091873784014	5.22108492343998	5.1982744930038	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	5.2265015325204	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	5.17515750624807	4.80316944467122	4.80316944467122	4.80316944467122
OG0000361	11.8078372417983	11.4926962021594	11.4404906314985	11.7835421858167	11.3350526394893	11.315882558687	12.0655457122361	11.4673584133935	11.933297252104	11.6406788090086	11.5795310188551	11.6050170658115	10.9169001742417	11.2262355445182	11.1110970393479	11.3360164574888	11.4078703241713	11.1436335656798	11.5593552435412	11.8866126652811	11.6499724896502	12.021676774492	11.2916369472561	11.3508198198032
OG0000369	9.10515608624212	9.60772860678255	9.49234839894382	9.61559800783526	9.97245000117361	9.54899422587789	9.26704712108229	9.48443696531837	9.56221901270509	9.66001483162806	9.45436243889635	9.65217846159895	9.71908794930265	9.6199921633265	9.52659875810036	9.20086563721086	9.70041521235007	9.49272867062466	9.3969107089221	9.53822825742615	9.62441261129356	9.38074553163766	8.58476255461025	9.39277588531291
OG0000373	8.68002703978213	8.14635314689493	8.13664635463641	7.94764626797999	8.10829174221415	7.92041279918275	8.04421297316176	7.71388793970965	8.52470733658462	8.1435067480994	8.42488872816609	8.06774725599672	7.54589370972626	7.53369505129859	7.95421093048118	8.22448800675471	7.72103143862504	8.02653374450073	8.29943855623106	7.99130498176984	7.6185306818257	7.81227549305807	7.79429378181169	8.21289354776288
OG0000374	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122	4.80316944467122
OG0000380	10.7127667406209	11.0516101475291	10.1574636008635	10.9093736485797	11.7486254112566	11.5764833610186	10.6900985952834	10.5575350237181	10.2453449669669	11.1519156537882	10.653601241217	10.6446025265983	10.575334826785	10.8618238108471	10.4774276441467	10.0235155980291	10.2785043958076	10.7079832534039	10.1890070816541	9.90486585710534	10.2645856419242	9.83298184356069	9.27706233508816	10.5977180632688
OG0000382	8.72207401957349	9.44197802134779	9.18680055202154	9.30538716970864	9.5247022773395	9.60283533250849	9.46797688711308	9.04392833070285	9.28470213817712	9.37232196781442	9.40227919032393	9.50765219136378	9.52433104111096	9.56329634604391	9.48489620081153	9.42991665085405	9.57953505277	9.5179543449452	9.51870217933472	9.24080479431756	9.52909757370912	9.35933111163811	8.80578196907035	9.48527772583534
OG0000388	12.617212421787	11.980183284801	12.2572227665256	12.2626674398029	12.0613257957304	12.0239317836561	12.0129261937864	12.222006361439	11.9253024270175	11.9270490930958	12.0769072521044	12.1968499554417	12.1229918554955	11.9619497518938	11.9333026831597	11.8241646537783	12.062933055537	12.0318270976634	12.0979373166398	12.1263052819594	12.2849753402535	12.2187831565058	11.7101939571873	12.0584822582891
OG0000394	8.65419209922558	8.76171636694467	8.86359393307128	8.59698540953506	8.76504852780706	8.8775431694652	8.80729967326421	8.81295610780496	8.74761749859223	8.76519518047683	8.7364533073172	8.81575226462932	8.83883106588593	8.83674041028839	8.83558584890303	8.84042641697816	8.94776876436523	8.80874785737051	8.70694665122122	8.88697312688413	8.93956430935902	8.83842457718307	8.77881793413275	8.95658073018465
OG0000399	7.87562165929787	7.77036656409552	8.33958598599602	8.21334039231198	8.29482710482773	8.24297053604266	7.95193995866086	8.53317547883421	8.47169915828807	8.04434061413825	8.37142642479994	8.17614812999407	8.70281701856385	8.6269510975065	8.49976649541818	8.27495671115637	8.59566527439858	8.82130237897709	8.54575540048136	8.19781824962923	8.45275819301627	8.29079071055309	8.15541734811725	7.9707409034906
OG0000401	11.08016026405	10.7920368141534	11.112868453028	11.0542803521089	11.1316177000102	11.0994777663004	11.3446516685572	10.6852433348895	10.7894758041062	10.9371506065185	10.9570702051351	11.2115670041296	10.8293934768084	10.8715081437744	10.9444102199415	10.7898982319683	10.9137137132527	10.8672684166142	10.7529517492247	11.0262098418507	11.1946021588344	11.1441071121679	10.6827310196364	11.1514820596037
OG0000402	8.19710903317938	7.74271883842534	8.07969845067546	7.91402356147244	7.85656392002287	7.75884607246095	7.9814299189322	7.88450969264077	7.83875544683543	7.76969968981404	8.27406604490465	8.11116007376176	7.89554373572139	7.87166850132729	7.92538677906885	8.02374087648666	8.1411948788743	7.74966919423929	8.15032886822812	8.0555243062234	8.15246584396307	8.22874893330582	8.37623875424875	8.03913943166466
OG0000409	6.18827516602877	5.7025705642018	5.1843357609345	5.8616651676977	5.67928051515779	5.28632494723276	5.19006372533242	5.91124922087751	4.80316944467122	4.80316944467122	6.03031767711561	5.31880820993803	5.62573240593226	5.48038382141815	5.87529265861537	4.80316944467122	5.16902536840308	5.45828394252123	4.80316944467122	5.312992496182	5.38893302633961	6.06820013751493	5.38390656351821	5.32574829437629
OG0000410	9.85991165613105	10.1303053493518	9.69554346643285	9.93166735951862	10.1342360926058	10.2242252854683	10.0318741324733	9.8753626162998	9.80642712828234	10.1747143499895	10.0309175910476	9.65379526404868	10.3628603096653	10.459026925257	10.2742073666618	10.342250542032	10.3570856571325	10.2751751445868	10.332086706288	9.89153887297135	10.0765298399906	9.89625174215954	10.26868149337	10.0854807738264
OG0000412	8.6323003392374	8.51758515891948	8.15178765309616	8.60536912518746	8.07678986228106	7.63971579934914	7.73306986719607	8.55001067499089	8.68558661555717	8.22330182575998	7.81430415351254	7.49490695741682	7.47797940562148	7.6982171789355	7.82479373295366	7.88143637590553	7.98888546201786	7.46233999691202	8.09692035929526	8.97573864586383	8.77658112235709	8.57836768706943	7.8708853615928	8.30094283282936
OG0000420	10.6294156016857	11.4767958856075	10.6614262709559	10.8804509627877	11.3937925459525	11.5320038046193	10.9958028193975	10.7555063462132	10.8749914126	11.3439742128287	10.7303987201342	10.8656064779522	10.8986912777029	10.485549360476	10.8883747173069	10.9303648661506	10.5836367425593	10.3719067805302	10.4305170521221	10.1728194020167	9.81602229201629	10.0665273303154	10.100422182852	10.7590645103724
OG0000431	9.68664324232511	8.60747528093147	10.1121616042322	9.83026565856417	9.60785926916118	9.16195246673079	9.93092091379719	9.83320496852444	9.3579406604309	9.50498503431348	9.5640034112971	9.4172246144911	9.3054193973784	9.29197792612622	9.24262807642954	9.4076232929018	9.40970996311462	9.13193388962015	9.38370218299229	9.39246701997327	9.05068574541841	9.32107064165754	9.66271808484461	9.68534163332568
OG0000432	10.8493726079272	9.45881194890973	10.6856738566398	10.0601846772203	10.9516733094732	8.57133729122067	10.9778499237625	9.35921339434119	10.6159641132502	9.60196786717009	9.71326135725484	10.8123649286368	10.4739551373685	9.31111510244294	9.48977019879397	9.94945981983013	10.9123628572193	9.39764896788257	10.6828922861125	12.1154643391695	10.0488156592105	10.5099341107858	11.1345323641451	10.6037410387127
OG0000439	6.69877619452367	6.3368856070047	6.36935215634198	6.46875531340001	6.35196173016328	6.02010898622101	6.50254289542865	6.19595578717268	6.4110731222981	6.36113132651002	6.36654754967606	6.40014633408339	6.47644372638281	6.41518586830689	6.37040827896501	6.35315524519598	6.70492040027673	6.17795790810297	6.16019806619934	6.69787942235003	6.42568835488413	6.51464220895768	6.26451195359332	6.64213662735294
OG0000447	6.43787725657767	6.49125218556078	6.30991437771367	6.63882487507123	6.35196173016328	6.17941719689459	6.7286828421646	6.33592332540842	6.7811495123339	6.72169886864179	6.36654754967606	6.62028253064721	6.78545673087144	7.00080400252038	6.93178289092828	6.39748835373921	6.6914034042966	6.32719314936839	6.64660721336646	6.51318556949252	6.86206362880547	6.72318963484626	6.61985770387788	6.50405609189982
OG0000448	12.0579439076284	11.5888853809099	11.8516471300329	11.6613624202005	11.5854192252452	11.4414411090879	11.6267279980495	11.5908145824473	11.0889428416039	11.4010504912878	11.6777523758031	11.5471038586048	11.6310880844483	11.5307118698499	12.0036111296144	11.4332698534687	11.6434652419827	11.2428569472724	11.495404994011	11.3970638086982	12.0310561808311	12.0666129648875	10.9688013285151	11.504474096751
OG0000451	10.0246306307942	10.2654804812252	9.80402803957196	10.1196569476006	10.9687602371481	10.287648531672	10.1912550599559	9.68935378113797	9.65118714590159	10.171394140097	9.9107708646177	9.99846898149835	9.7286432429574	10.1269635934346	9.83173400893981	9.361971978566	9.62317282296484	9.78252297427341	9.53670963569137	9.33646775834276	9.96097174379511	9.73945663042028	8.68184786416808	10.0669090396847
OG0000454	9.73041525095842	8.98772665293209	9.94134838461535	9.550051174748	9.46807307355311	9.47819583531536	9.67490757199606	9.17683512708844	8.68558661555717	9.28580523564811	9.1585225812761	9.5637794705522	9.33075774592007	9.39421249902167	9.15936152926013	8.87339956819627	9.45686914512759	9.08850796904688	9.06567381615006	9.08770425239099	9.51626640750608	9.49150326920611	8.48058919335893	9.23293381646828
OG0000456	6.81934062158941	7.93178706041312	6.78832711436939	7.80803337776593	7.28372562128083	7.23606224403339	7.20466831928205	7.46616297011693	7.13270314164953	7.24414319838545	7.48412917624069	7.44221884395794	7.00086494982198	6.95044635865918	6.74822274642092	6.82081545995531	6.9598511683691	7.32458724497507	6.75358266490927	7.00157505123359	6.94528975022257	6.63627008567963	6.78408053682403	6.90314940169286
OG0000468	10.3119710367805	8.91016146909551	9.87658434711602	9.33834577333952	10.0158656695268	9.0910777610077	10.1275178683234	9.61165170214467	9.00948121657475	9.22295095571111	9.89202372754017	10.1629626705278	9.37608212596794	9.35326419092951	9.57784538629501	9.15568758522951	10.0207765911427	9.37020104707469	9.87532326539494	10.206564787771	10.5922804190638	10.3089392226164	10.1618040339675	10.1527741130148
OG0000472	5.58730101371314	5.84757835143939	5.89168225012744	5.78615004777725	5.88706733752637	5.75655950841618	5.46936511220634	5.686989462592	5.39732380925571	5.56493013699588	5.56190432804039	5.65058338162842	5.66475293648455	5.58282628073712	5.56978904396765	5.46794984911935	5.84958487040204	5.72201299020651	5.62036688870922	5.60318179316305	5.70225637469559	5.64607362010784	5.65781731352686	5.69880696421133
OG0000476	10.0010068075384	10.3020487543321	10.4572462503294	10.3052630277916	10.5465035656933	10.668230567349	10.163557381298	10.3472763718353	10.2194127574669	10.4569282951118	10.3633108391763	10.5592629995717	10.5858796582281	10.4718186061569	10.379395942282	10.6024067488865	10.4834765556246	10.5269829232207	10.2301287496489	10.3053147866078	10.4270028982491	10.1077317966299	10.1813170511728	10.5468211090676
