Geneid	gene_name	SRR2916631_1Aligned.sortedByCoord.out.bam	SRR2917152_1Aligned.sortedByCoord.out.bam	SRR2916652_1Aligned.sortedByCoord.out.bam	SRR2915407_1Aligned.sortedByCoord.out.bam	SRR2916026_1Aligned.sortedByCoord.out.bam	SRR2916025_1Aligned.sortedByCoord.out.bam	SRR2916647_1Aligned.sortedByCoord.out.bam	SRR2916699_1Aligned.sortedByCoord.out.bam	SRR2917198_1Aligned.sortedByCoord.out.bam	SRR2916637_1Aligned.sortedByCoord.out.bam	SRR2916648_1Aligned.sortedByCoord.out.bam	SRR2916653_1Aligned.sortedByCoord.out.bam
Caust.v2_017822	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017823	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017824	NA	0	1	0	1	1	1	2	0	1	1	2	2
Caust.v2_020931	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011484	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_011485	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011486	NA	2	0	0	0	1	0	1	0	0	0	1	2
Caust.v2_011487	NA	13	4	4	5	8	2	5	6	4	8	25	16
Caust.v2_011488	NA	76	53	87	57	94	72	57	34	57	79	117	107
Caust.v2_011489	NA	0	2	0	0	0	3	1	0	1	0	2	0
Caust.v2_011490	NA	1352	914	1491	909	1705	1161	1064	577	819	1108	1835	1974
Caust.v2_011491	NA	86	38	47	28	48	36	44	45	22	50	111	89
Caust.v2_011492	NA	8875	11170	7752	6111	9294	6517	9421	5725	8403	8671	10713	11466
Caust.v2_011493	NA	28	17	23	12	31	25	20	9	22	11	61	33
Caust.v2_011494	NA	86	25	24	20	49	29	41	29	39	47	152	70
Caust.v2_011495	NA	22	8	6	0	11	3	9	6	7	12	20	23
Caust.v2_011496	NA	43	21	21	7	17	8	19	11	19	35	45	34
Caust.v2_011497	NA	1051	840	604	515	891	564	885	476	766	902	1055	1000
Caust.v2_011498	NA	721	761	473	365	710	412	688	421	676	773	870	798
Caust.v2_011499	NA	5	3	0	2	0	1	0	4	1	0	2	3
Caust.v2_011500	NA	1	0	0	0	1	0	0	1	0	2	0	0
Caust.v2_014776	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_014777	NA	692	333	874	912	883	447	304	275	340	364	1147	952
Caust.v2_014778	NA	0	1	1	0	2	0	0	0	1	0	1	1
Caust.v2_014779	NA	366	248	177	148	284	172	347	212	306	327	510	366
Caust.v2_014780	NA	73	133	48	52	58	46	65	38	100	63	67	59
Caust.v2_014781	NA	4	4	2	4	3	4	3	4	1	2	7	5
Caust.v2_014782	NA	3	3	2	0	0	4	1	1	5	3	2	1
Caust.v2_014783	NA	29	2	13	4	6	7	15	6	11	7	38	19
Caust.v2_021236	NA	0	0	0	0	1	1	0	0	0	0	1	0
Caust.v2_020247	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020248	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018270	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_018271	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018272	NA	5	4	0	5	1	1	3	0	1	3	7	4
Caust.v2_018273	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018274	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021338	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014064	NA	14	4	4	8	5	7	11	4	3	12	7	11
Caust.v2_014065	NA	66	51	57	27	72	29	53	36	46	47	88	88
Caust.v2_014066	NA	5	4	0	0	2	1	2	2	1	3	5	4
Caust.v2_014067	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014068	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_014069	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014070	NA	1	0	0	0	0	0	0	1	0	0	1	0
Caust.v2_014071	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014072	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014073	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014074	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_014075	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014076	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_014077	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014078	NA	1	1	3	3	3	1	1	1	1	0	1	6
Caust.v2_014079	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_014080	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014081	NA	1	0	0	0	0	1	1	0	1	0	0	0
Caust.v2_020852	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_020853	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_020976	NA	1	0	0	0	0	0	0	1	0	0	1	0
Caust.v2_014626	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014627	NA	2	5	0	1	2	4	3	0	5	2	4	7
Caust.v2_014628	NA	45	19	9	5	33	14	72	35	64	36	127	71
Caust.v2_014629	NA	4869	4706	3422	1661	4568	3185	5976	2657	4304	3836	7048	6068
Caust.v2_014630	NA	4776	5960	3738	2008	5428	3206	6361	3159	5346	4085	7032	6271
Caust.v2_014631	NA	253	208	142	101	243	158	215	118	181	222	324	244
Caust.v2_014632	NA	6	17	10	5	12	7	15	8	7	12	10	12
Caust.v2_014633	NA	73	58	39	35	79	46	69	19	40	74	100	59
Caust.v2_014634	NA	23	23	20	6	28	11	47	11	32	18	50	44
Caust.v2_014635	NA	2904	3425	2184	1002	3183	2273	3689	2009	3123	2613	4156	3723
Caust.v2_014636	NA	7	6	4	3	4	2	11	2	4	4	7	10
Caust.v2_014637	NA	64	53	43	11	64	49	88	41	87	58	140	78
Caust.v2_010896	NA	12	4	8	2	10	4	9	4	7	14	20	24
Caust.v2_010897	NA	1139	1111	694	484	1064	675	1190	650	929	982	1542	1334
Caust.v2_010898	NA	265	307	192	138	209	135	478	160	246	264	367	275
Caust.v2_010899	NA	866	782	604	457	803	489	843	396	692	718	1096	1017
Caust.v2_010900	NA	1317	1099	958	672	1236	714	1202	628	1000	1059	1412	1288
Caust.v2_010901	NA	20	16	12	8	10	5	11	6	9	14	23	23
Caust.v2_010902	NA	63	66	43	36	54	58	75	32	66	53	76	93
Caust.v2_010903	NA	41	18	5	3	15	5	20	9	9	10	58	34
Caust.v2_010904	NA	271	220	165	73	140	141	338	163	232	207	364	324
Caust.v2_010905	NA	8	5	0	4	2	1	3	3	2	6	6	11
Caust.v2_010906	NA	8	20	9	4	13	8	10	8	10	14	19	16
Caust.v2_010907	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010908	NA	0	1	1	1	0	1	3	1	1	2	0	0
Caust.v2_010910	NA	104	142	92	94	127	72	118	98	93	102	116	159
Caust.v2_010909	NA	0	1	1	0	2	0	3	1	0	0	1	2
Caust.v2_010911	NA	10	6	1	1	10	4	2	4	4	8	15	8
Caust.v2_010912	NA	67	35	68	47	104	45	61	19	34	42	87	105
Caust.v2_010913	NA	453	523	413	252	526	343	579	256	445	417	610	692
Caust.v2_010914	NA	7	6	8	8	12	6	3	4	9	3	18	15
Caust.v2_010915	NA	1	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_010916	NA	2	0	0	0	0	0	3	1	1	2	5	2
Caust.v2_021649	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011096	NA	2	0	0	0	0	0	0	1	0	0	0	1
Caust.v2_011097	NA	14	12	7	5	12	8	27	7	18	11	39	19
Caust.v2_011098	NA	5	3	1	2	1	4	7	1	10	8	8	2
Caust.v2_011099	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011100	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_011101	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011102	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011103	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011104	NA	0	0	2	1	0	0	0	2	0	0	0	2
Caust.v2_011105	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011106	NA	0	0	0	0	1	0	0	0	0	0	1	0
Caust.v2_011107	NA	154	106	71	62	133	68	112	57	107	85	164	132
Caust.v2_011108	NA	1	6	6	2	8	9	5	0	8	8	7	4
Caust.v2_011109	NA	25	15	16	6	10	10	7	9	18	13	18	27
Caust.v2_011110	NA	3	1	1	0	5	0	1	1	0	3	6	2
Caust.v2_011111	NA	1	2	5	1	1	1	2	2	0	1	8	2
Caust.v2_011112	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_011113	NA	8	1	9	4	3	5	1	1	1	3	6	2
Caust.v2_011114	NA	1	0	0	0	3	0	0	0	0	1	4	2
Caust.v2_011115	NA	5	4	12	12	15	8	4	5	6	8	21	14
Caust.v2_011116	NA	1	0	1	1	0	0	0	0	0	0	0	0
Caust.v2_011117	NA	0	0	1	0	0	0	0	0	0	0	1	3
Caust.v2_011118	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011119	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011120	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011121	NA	0	2	1	1	1	2	3	0	4	1	2	2
Caust.v2_011122	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011123	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011124	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011125	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011126	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022457	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022511	NA	5	43	5	9	21	13	27	21	26	25	13	35
Caust.v2_019506	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019507	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022259	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_021148	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020238	NA	87	77	64	51	76	41	140	58	82	67	127	127
Caust.v2_020239	NA	25	7	4	5	2	4	12	7	6	12	39	31
Caust.v2_014980	NA	0	0	0	0	0	0	0	0	0	0	1	1
Caust.v2_014981	NA	0	0	2	0	0	1	1	0	0	1	2	1
Caust.v2_014982	NA	40	32	27	23	33	23	32	19	25	41	52	37
Caust.v2_014983	NA	8	1	3	0	0	1	6	2	2	3	11	6
Caust.v2_014984	NA	48	14	6	8	16	7	14	17	10	24	76	39
Caust.v2_014985	NA	47	7	7	9	14	6	9	19	7	29	53	42
Caust.v2_014986	NA	26	28	37	29	35	29	14	16	19	19	28	39
Caust.v2_014987	NA	7	5	12	6	7	12	5	4	3	10	4	18
Caust.v2_014988	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014989	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019753	NA	0	4	3	0	1	2	0	2	2	1	2	1
Caust.v2_019754	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021933	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019548	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019549	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019082	NA	0	0	0	0	0	0	0	0	1	1	0	0
Caust.v2_019083	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019084	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022390	NA	0	1	0	0	1	0	1	0	1	2	2	1
Caust.v2_020088	NA	1	0	0	0	0	0	1	0	0	0	2	0
Caust.v2_020089	NA	0	1	0	0	0	0	0	0	1	1	1	1
Caust.v2_010636	NA	65	61	38	20	33	34	36	24	45	53	71	81
Caust.v2_010637	NA	4	3	4	6	1	4	3	3	3	5	6	5
Caust.v2_010638	NA	95	116	91	33	103	78	196	72	110	120	220	185
Caust.v2_010639	NA	4	2	2	2	2	2	2	5	2	1	25	6
Caust.v2_010640	NA	1	1	1	0	0	1	1	1	3	1	0	1
Caust.v2_010641	NA	520	532	484	272	554	398	482	267	465	491	695	665
Caust.v2_010642	NA	894	1062	698	397	847	677	1221	539	1020	746	1153	1192
Caust.v2_010643	NA	38	16	18	9	15	6	21	20	16	26	44	33
Caust.v2_010644	NA	310	270	206	128	303	185	223	161	231	244	376	355
Caust.v2_010645	NA	82	73	48	38	79	51	101	42	88	64	118	112
Caust.v2_010646	NA	1806	1575	1455	997	1659	1253	1889	964	1315	1359	2584	1973
Caust.v2_010647	NA	36	40	27	21	25	11	47	19	32	22	24	35
Caust.v2_010648	NA	3759	4569	3327	2587	3925	2848	4130	2593	3744	3906	4220	4874
Caust.v2_010649	NA	1287	1450	960	788	1429	954	1322	717	1159	1241	1458	1740
Caust.v2_010650	NA	74	107	98	50	90	64	100	41	99	63	101	144
Caust.v2_010651	NA	290	287	233	181	348	216	309	145	247	218	363	362
Caust.v2_010652	NA	2	1	4	2	2	4	1	0	3	1	2	7
Caust.v2_010653	NA	5144	5066	3265	2606	4445	2919	4870	2793	4770	4484	6135	5639
Caust.v2_010654	NA	189	147	131	88	179	110	224	81	179	161	276	305
Caust.v2_010655	NA	31	9	3	3	12	3	18	9	9	19	19	19
Caust.v2_021298	NA	5	4	3	0	2	2	2	1	3	2	4	5
Caust.v2_021874	NA	0	0	1	0	0	0	0	8	0	4	8	0
Caust.v2_008865	NA	286	69	56	40	77	38	119	107	54	170	333	234
Caust.v2_008866	NA	5411	5110	3863	2621	5112	3198	6881	3270	5744	4556	8516	5910
Caust.v2_008867	NA	0	0	1	0	0	0	0	0	0	0	3	0
Caust.v2_008868	NA	0	0	0	0	0	0	0	1	0	1	0	0
Caust.v2_008869	NA	6	1	1	1	0	1	4	1	3	2	5	5
Caust.v2_008870	NA	10	10	14	11	10	8	8	3	10	12	12	13
Caust.v2_008871	NA	3	2	2	0	5	4	8	3	2	6	6	2
Caust.v2_008872	NA	0	0	0	0	2	0	0	1	0	0	3	0
Caust.v2_008873	NA	844	847	604	568	838	538	735	491	747	831	857	867
Caust.v2_008874	NA	740	717	449	311	623	455	811	423	687	600	866	843
Caust.v2_008875	NA	8	26	7	3	8	11	14	11	17	11	30	23
Caust.v2_008876	NA	13	5	6	1	5	4	14	10	2	7	20	18
Caust.v2_008877	NA	4445	5045	2762	1610	4603	2735	4623	2575	4387	4225	6143	5344
Caust.v2_008878	NA	28	5	4	5	5	3	7	3	6	6	29	4
Caust.v2_008879	NA	481	74	206	199	307	132	190	95	119	247	536	473
Caust.v2_008880	NA	444	362	319	272	455	250	381	208	321	336	498	467
Caust.v2_008881	NA	244	259	194	84	261	154	379	179	249	217	524	383
Caust.v2_008882	NA	61	60	23	23	47	31	86	33	62	68	93	74
Caust.v2_008883	NA	13	4	3	3	5	4	7	8	6	14	19	10
Caust.v2_008884	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008885	NA	1	1	0	0	1	1	0	0	1	0	1	0
Caust.v2_008886	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_008887	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008888	NA	3	0	0	0	4	0	2	0	0	3	2	3
Caust.v2_008889	NA	145	11	24	20	22	19	29	33	9	45	201	135
Caust.v2_008890	NA	1	1	1	0	0	0	2	0	2	2	1	0
Caust.v2_008891	NA	34	9	10	7	14	3	5	22	5	20	74	38
Caust.v2_008892	NA	7	6	13	11	21	6	26	9	17	6	26	14
Caust.v2_008893	NA	178	218	175	116	198	148	211	113	197	187	232	249
Caust.v2_008894	NA	1	0	0	0	1	1	0	2	0	0	1	0
Caust.v2_008895	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008896	NA	3	0	0	0	0	0	1	1	0	1	1	0
Caust.v2_008897	NA	141	46	56	77	122	54	97	39	46	86	191	165
Caust.v2_021937	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022385	NA	0	0	0	0	1	1	0	0	0	0	0	0
Caust.v2_021639	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022208	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_018333	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018334	NA	5	2	3	0	4	1	12	1	5	4	3	8
Caust.v2_018335	NA	12	5	4	1	4	8	14	9	9	8	23	6
Caust.v2_015681	NA	108	80	79	29	81	49	240	58	116	70	327	179
Caust.v2_015682	NA	1121	1285	800	501	1046	611	1084	573	894	1021	1230	1430
Caust.v2_015683	NA	21	27	38	21	41	35	38	18	23	20	45	46
Caust.v2_021641	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022438	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021206	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008014	NA	59	75	36	32	46	33	73	41	49	57	84	64
Caust.v2_008015	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_008016	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008017	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008018	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008019	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008020	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_008021	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008022	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_008023	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008024	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_008025	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008026	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008027	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_008028	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008029	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008030	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008031	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008032	NA	2	1	0	0	2	1	6	2	2	0	4	5
Caust.v2_008033	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008034	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008035	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008036	NA	2	0	0	1	1	0	4	0	3	4	7	2
Caust.v2_008037	NA	8	11	4	0	4	2	19	3	10	2	26	10
Caust.v2_008038	NA	8	9	5	0	5	5	21	4	9	14	21	11
Caust.v2_008039	NA	0	1	1	0	0	0	1	0	0	0	4	0
Caust.v2_008040	NA	33	39	19	8	44	13	66	29	50	40	59	45
Caust.v2_008041	NA	0	0	0	0	0	0	1	0	0	0	1	4
Caust.v2_008042	NA	10	11	9	3	11	4	11	8	7	8	22	19
Caust.v2_008043	NA	2873	2645	1835	1313	2473	1557	3091	1449	2483	2588	3265	3236
Caust.v2_008044	NA	245	248	172	129	205	155	220	119	185	166	309	339
Caust.v2_008045	NA	623	526	370	250	499	327	526	273	439	459	796	666
Caust.v2_008046	NA	6462	6501	4239	2765	6019	3696	7574	4015	6342	5897	8211	7147
Caust.v2_008047	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008048	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_008049	NA	18	12	8	9	7	7	29	8	13	18	17	8
Caust.v2_008050	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_008051	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008052	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008053	NA	11	7	2	2	12	2	4	5	9	7	6	8
Caust.v2_008054	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008055	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008056	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008057	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008058	NA	3	1	0	1	1	0	3	1	0	1	0	2
Caust.v2_008059	NA	0	0	0	0	0	0	0	0	1	1	1	0
Caust.v2_008060	NA	0	0	0	0	0	0	0	0	0	0	1	1
Caust.v2_008061	NA	20	18	5	5	19	10	20	14	22	12	11	23
Caust.v2_008062	NA	1	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_008063	NA	1	0	1	0	0	0	1	0	0	1	2	0
Caust.v2_008064	NA	0	0	1	0	1	0	0	2	0	0	0	2
Caust.v2_008065	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008066	NA	0	0	0	0	1	0	0	0	0	3	1	0
Caust.v2_022104	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021737	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018799	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018800	NA	0	0	0	1	0	0	0	0	0	1	1	0
Caust.v2_018801	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013876	NA	0	0	0	0	0	1	1	0	0	0	1	0
Caust.v2_013877	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013878	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013879	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013880	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_013881	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_013882	NA	5	2	6	7	6	4	2	1	4	2	14	10
Caust.v2_013883	NA	2	0	7	2	5	3	3	1	3	0	8	5
Caust.v2_013884	NA	0	2	0	0	1	1	1	0	0	1	1	0
Caust.v2_013885	NA	0	1	0	0	0	0	0	0	1	0	0	1
Caust.v2_013886	NA	0	0	0	0	0	1	0	0	0	0	1	0
Caust.v2_013887	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013888	NA	0	0	0	0	1	0	0	0	1	0	0	1
Caust.v2_013889	NA	0	0	0	0	0	0	0	0	0	1	1	0
Caust.v2_013890	NA	1	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_013891	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013892	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022704	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022285	NA	1	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_021336	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018660	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018661	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018662	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021304	NA	3	1	9	0	1	2	1	1	0	1	2	3
Caust.v2_018525	NA	2	6	0	1	6	2	4	1	0	0	7	3
Caust.v2_018526	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018527	NA	0	1	0	0	0	1	0	0	0	0	0	0
Caust.v2_018528	NA	0	7	0	0	0	1	6	0	2	1	10	2
Caust.v2_021473	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021474	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013840	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013841	NA	0	0	0	0	0	0	1	0	0	3	0	0
Caust.v2_013842	NA	0	0	2	0	1	0	1	0	0	0	1	0
Caust.v2_013843	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013844	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013845	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013846	NA	1	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_013847	NA	3	0	0	0	1	0	0	0	0	2	2	2
Caust.v2_013848	NA	3	0	0	0	0	0	0	0	1	0	1	2
Caust.v2_013849	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_013850	NA	6	4	3	1	0	3	4	3	5	1	2	2
Caust.v2_013851	NA	12	2	1	2	2	0	4	2	0	4	6	8
Caust.v2_013852	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_013853	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_013854	NA	3	0	0	0	0	0	0	1	1	0	1	1
Caust.v2_021218	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021219	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020227	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020228	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018973	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018974	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018975	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019922	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019923	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021668	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014392	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_014393	NA	0	1	0	0	0	0	0	0	0	0	1	0
Caust.v2_014394	NA	1	0	0	0	0	0	1	0	1	0	0	0
Caust.v2_014395	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014396	NA	0	0	1	0	0	0	0	0	1	1	0	0
Caust.v2_014397	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_014398	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_014399	NA	4	4	5	0	2	3	1	3	2	4	4	7
Caust.v2_014400	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014401	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014402	NA	0	0	0	0	0	0	1	0	0	1	0	0
Caust.v2_014403	NA	1	1	0	2	1	2	1	1	1	3	1	0
Caust.v2_019282	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019283	NA	0	0	0	0	0	0	1	0	1	0	0	0
Caust.v2_019284	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021104	NA	0	0	1	1	2	0	1	1	1	1	0	1
Caust.v2_018094	NA	0	0	0	0	0	0	0	0	0	0	2	0
Caust.v2_018096	NA	0	0	0	0	0	0	0	2	1	0	3	1
Caust.v2_018095	NA	627	1075	484	324	617	416	813	389	697	567	673	731
Caust.v2_018097	NA	20	34	27	22	14	24	19	36	25	39	19	26
Caust.v2_022542	NA	2	2	4	3	4	1	0	3	2	0	3	3
Caust.v2_018881	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018882	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022532	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021177	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_018125	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_018126	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018127	NA	1	1	0	0	0	0	0	0	0	1	0	0
Caust.v2_018128	NA	32	26	22	10	26	27	20	16	21	24	40	34
Caust.v2_018129	NA	1	0	0	0	1	0	0	0	0	1	3	2
