Geneid	gene_name	SRR2916631_1Aligned.sortedByCoord.out.bam	SRR2917152_1Aligned.sortedByCoord.out.bam	SRR2916652_1Aligned.sortedByCoord.out.bam	SRR2915407_1Aligned.sortedByCoord.out.bam	SRR2916026_1Aligned.sortedByCoord.out.bam	SRR2916025_1Aligned.sortedByCoord.out.bam	SRR2916647_1Aligned.sortedByCoord.out.bam	SRR2916699_1Aligned.sortedByCoord.out.bam	SRR2917198_1Aligned.sortedByCoord.out.bam	SRR2916637_1Aligned.sortedByCoord.out.bam	SRR2916648_1Aligned.sortedByCoord.out.bam	SRR2916653_1Aligned.sortedByCoord.out.bam
Caust.v2_012153	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012154	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012155	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012156	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_019665	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019666	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019667	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020140	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020141	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021189	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008711	NA	5	0	0	1	0	0	1	1	0	0	3	2
Caust.v2_008712	NA	244	327	161	104	271	137	382	163	250	199	298	309
Caust.v2_008713	NA	1338	1214	960	623	1327	845	1301	735	1182	1153	1755	1670
Caust.v2_008714	NA	20	21	8	11	15	9	14	9	14	17	21	16
Caust.v2_008715	NA	276	171	82	48	77	60	196	74	154	151	203	196
Caust.v2_008716	NA	7	3	6	6	11	11	4	1	2	22	9	10
Caust.v2_008717	NA	0	0	0	0	1	0	0	0	0	1	1	0
Caust.v2_008718	NA	1	0	5	0	3	5	4	0	0	2	3	10
Caust.v2_008719	NA	2	1	0	1	1	0	0	1	1	1	1	0
Caust.v2_008720	NA	1	0	0	0	0	0	0	1	0	0	2	1
Caust.v2_008721	NA	7	2	6	2	3	4	4	2	5	2	7	16
Caust.v2_008722	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008723	NA	1	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_008724	NA	0	1	1	0	2	1	0	0	1	0	3	0
Caust.v2_008725	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_008726	NA	1	0	0	0	1	1	1	0	0	0	0	0
Caust.v2_008727	NA	10	3	4	2	5	2	10	5	1	3	18	11
Caust.v2_008728	NA	16	22	11	6	11	12	13	12	16	9	19	17
Caust.v2_008729	NA	1144	1025	625	432	1037	555	1381	705	1237	962	1470	1250
Caust.v2_008730	NA	1201	2375	351	620	469	369	1504	1267	1786	1428	720	551
Caust.v2_008731	NA	18	24	4	4	3	6	10	8	11	13	11	17
Caust.v2_008732	NA	55	84	29	39	37	38	70	70	60	99	55	51
Caust.v2_008733	NA	19	10	13	7	16	10	12	13	14	12	27	20
Caust.v2_008734	NA	1627	1732	1327	873	1742	1043	1906	958	1552	1490	2210	2339
Caust.v2_008735	NA	11	153	11	12	13	7	44	53	36	13	19	16
Caust.v2_008736	NA	21	23	17	9	15	13	12	8	19	13	16	15
Caust.v2_008737	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_008738	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001189	NA	1	1	0	0	0	1	2	1	0	0	0	1
Caust.v2_001190	NA	38	23	27	14	32	16	52	22	45	35	49	41
Caust.v2_001191	NA	4	1	1	0	2	2	5	0	1	3	9	5
Caust.v2_001192	NA	13	6	8	4	14	6	11	3	10	12	13	12
Caust.v2_001193	NA	57	59	41	30	68	48	105	48	91	55	99	90
Caust.v2_001194	NA	25	17	12	16	20	20	9	13	9	8	25	24
Caust.v2_001195	NA	203	168	100	67	183	127	187	104	138	122	330	220
Caust.v2_001196	NA	11	0	2	0	2	2	2	4	0	3	11	4
Caust.v2_001197	NA	0	3	1	1	0	0	0	0	0	0	0	0
Caust.v2_001198	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001199	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001200	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001201	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001202	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001203	NA	0	1	2	1	0	0	1	1	0	1	1	4
Caust.v2_001204	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_001205	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001206	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001207	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001208	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001209	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001210	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001211	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001212	NA	2	0	1	0	1	1	4	1	0	2	2	1
Caust.v2_001213	NA	9	5	0	1	7	2	8	9	5	9	32	12
Caust.v2_001214	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001215	NA	7	3	3	1	1	1	12	2	5	7	10	12
Caust.v2_001216	NA	12	13	7	3	13	6	28	18	16	6	42	22
Caust.v2_001217	NA	17	20	6	3	16	10	53	19	34	21	48	35
Caust.v2_001218	NA	100	164	60	36	119	82	200	87	146	93	171	173
Caust.v2_001219	NA	1	5	2	0	3	1	4	1	2	3	3	1
Caust.v2_001220	NA	20	10	10	11	19	10	9	7	9	13	25	22
Caust.v2_001221	NA	771	637	542	258	777	458	797	443	651	659	1073	940
Caust.v2_001222	NA	3128	2681	1951	1580	2813	1785	2647	1467	2194	2461	3134	3214
Caust.v2_001223	NA	983	994	637	493	864	540	906	538	831	879	1249	1053
Caust.v2_001224	NA	24	28	9	12	14	7	18	15	20	17	17	21
Caust.v2_001225	NA	3	1	2	1	2	2	2	0	0	0	1	2
Caust.v2_001226	NA	0	1	1	1	3	0	1	0	0	1	1	1
Caust.v2_001227	NA	46	38	47	43	51	32	59	20	31	22	76	75
Caust.v2_001228	NA	19954	12206	9704	8323	14040	8331	14880	9034	13587	17339	17402	16002
Caust.v2_001229	NA	59	7	4	8	7	7	7	20	10	15	71	31
Caust.v2_001230	NA	204	211	195	110	252	167	209	118	195	203	261	266
Caust.v2_001231	NA	1	0	3	0	2	1	0	1	0	0	2	2
Caust.v2_001232	NA	3	9	2	3	6	1	2	7	3	9	5	5
Caust.v2_001233	NA	61	36	26	39	64	38	35	24	46	58	69	68
Caust.v2_001234	NA	10	0	0	1	1	1	2	0	1	4	7	6
Caust.v2_001235	NA	299	227	206	152	279	185	325	153	253	282	451	338
Caust.v2_001236	NA	5	1	4	1	3	0	2	0	3	0	7	0
Caust.v2_001237	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001238	NA	22	15	7	2	17	7	17	5	14	6	20	12
Caust.v2_001239	NA	3070	2916	2370	1380	3370	1952	3396	1517	2710	2442	3750	3984
Caust.v2_001240	NA	33	16	26	14	21	17	37	18	21	28	60	45
Caust.v2_001241	NA	32	26	25	20	36	14	26	15	29	31	53	43
Caust.v2_001242	NA	11	4	7	1	4	2	6	3	2	3	6	7
Caust.v2_001243	NA	1333	1182	849	527	1245	728	1389	706	1136	1072	1896	1552
Caust.v2_001244	NA	31	23	28	17	31	17	34	23	30	31	56	43
Caust.v2_001245	NA	521	403	302	253	343	252	366	259	354	410	463	418
Caust.v2_001246	NA	618	560	408	272	548	395	692	329	591	523	803	830
Caust.v2_001247	NA	2117	1688	1233	990	1790	1095	1607	1092	1540	1758	2405	1925
Caust.v2_001248	NA	126	99	102	52	105	69	89	61	90	98	135	141
Caust.v2_001249	NA	0	0	0	0	1	0	2	1	0	0	0	1
Caust.v2_001250	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001251	NA	8	4	1	0	1	0	7	1	1	2	9	6
Caust.v2_001252	NA	60	56	43	31	65	32	97	27	58	62	128	89
Caust.v2_001253	NA	4	1	0	0	0	1	6	2	2	2	1	6
Caust.v2_001254	NA	0	0	0	0	1	0	0	0	0	0	1	0
Caust.v2_001255	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001256	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001257	NA	5	3	1	1	0	2	3	2	1	2	8	3
Caust.v2_001258	NA	15	19	11	6	13	6	22	5	6	11	31	15
Caust.v2_001259	NA	1335	1214	958	621	1434	866	1272	788	1144	1142	1863	1725
Caust.v2_001260	NA	1746	1582	1269	926	1630	1015	1635	856	1380	1340	2302	1994
Caust.v2_001261	NA	1899	2052	1569	862	2008	1438	2359	1094	1967	1776	2975	2874
Caust.v2_001262	NA	1665	1276	996	859	1455	908	1214	729	1160	1269	1618	1497
Caust.v2_001263	NA	826	661	395	323	594	334	630	411	663	720	852	700
Caust.v2_001264	NA	1	3	0	1	1	0	5	4	2	3	2	4
Caust.v2_001265	NA	17	18	18	10	30	17	18	13	19	23	17	30
Caust.v2_001266	NA	21	3	3	3	5	3	5	5	4	10	20	14
Caust.v2_001267	NA	3	2	2	3	1	2	4	6	8	11	2	3
Caust.v2_001268	NA	42	26	10	14	24	10	15	20	18	21	42	27
Caust.v2_001269	NA	4771	4838	2188	2329	3273	2059	4004	2861	3945	4754	3380	3425
Caust.v2_001270	NA	15	4	4	2	5	3	7	5	6	11	5	5
Caust.v2_001271	NA	2	0	0	0	2	2	4	2	1	3	8	4
Caust.v2_001272	NA	15	17	11	4	8	10	37	8	10	8	23	23
Caust.v2_001273	NA	0	0	0	0	2	0	0	0	0	0	1	0
Caust.v2_001274	NA	626	757	486	271	668	502	775	429	721	579	965	955
Caust.v2_001275	NA	19	33	8	0	14	19	62	12	39	29	40	33
Caust.v2_001276	NA	8	13	2	2	9	5	17	6	12	14	25	10
Caust.v2_001277	NA	1652	2148	1239	575	1841	1189	2450	1134	2023	1745	2222	2229
Caust.v2_001278	NA	43	28	26	11	22	20	30	41	28	36	101	81
Caust.v2_001279	NA	3283	4503	3316	2676	4212	3114	3283	2176	3045	3202	4409	4503
Caust.v2_001280	NA	118	112	65	53	113	62	131	72	103	104	101	112
Caust.v2_001281	NA	384	429	205	164	321	235	505	207	326	290	467	442
Caust.v2_001282	NA	523	531	390	258	521	309	551	309	482	537	685	630
Caust.v2_001283	NA	0	0	0	0	1	0	0	0	0	0	1	0
Caust.v2_001284	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_001285	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001286	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001287	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001288	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_001289	NA	20	4	3	5	9	7	5	10	3	13	20	16
Caust.v2_001290	NA	0	1	0	0	0	0	0	0	1	0	0	0
Caust.v2_001291	NA	37	34	31	9	42	17	81	24	33	47	86	37
Caust.v2_001292	NA	179	150	87	35	126	96	351	95	176	152	291	250
Caust.v2_001293	NA	1327	845	780	464	1069	662	949	577	865	860	1435	1301
Caust.v2_001294	NA	98	84	48	54	84	58	82	35	79	80	86	89
Caust.v2_001295	NA	64	45	31	30	41	42	85	31	50	49	110	97
Caust.v2_001296	NA	11	7	5	2	8	4	14	6	12	6	16	24
Caust.v2_001297	NA	8	8	4	2	3	1	5	7	11	4	5	9
Caust.v2_001298	NA	838	579	438	351	616	409	625	353	615	638	807	715
Caust.v2_001299	NA	7001	10688	4508	2868	8614	7347	9961	6147	7095	10269	6458	11953
Caust.v2_001300	NA	44	24	5	8	14	11	37	30	18	41	47	43
Caust.v2_001301	NA	31	64	21	15	33	20	86	27	46	30	62	70
Caust.v2_001302	NA	990	915	650	470	1004	562	1047	540	844	800	1282	1241
Caust.v2_001303	NA	6	4	0	2	2	1	5	6	2	6	6	6
Caust.v2_001304	NA	29	45	27	14	49	23	53	34	36	48	52	57
Caust.v2_001305	NA	14	13	12	7	9	7	17	10	6	4	10	8
Caust.v2_001306	NA	1354	1016	964	680	1328	858	1212	626	1206	1213	1611	1565
Caust.v2_001307	NA	1682	1699	1223	773	1640	1123	1686	953	1422	1395	2329	2097
Caust.v2_001308	NA	195	102	64	69	116	54	102	77	129	131	120	107
Caust.v2_001309	NA	123	95	65	66	88	36	71	39	92	68	86	78
Caust.v2_001310	NA	79	94	76	38	108	81	132	70	76	57	201	168
Caust.v2_001311	NA	11	13	5	7	8	4	5	7	8	4	11	16
Caust.v2_001312	NA	46	27	15	13	18	19	27	9	14	28	32	24
Caust.v2_001313	NA	1	4	1	0	2	2	1	0	0	3	2	2
Caust.v2_001314	NA	36	53	36	24	41	21	41	33	39	41	58	45
Caust.v2_001315	NA	15967	13624	13160	6906	16272	10673	18165	8547	14418	13956	23013	22962
Caust.v2_001316	NA	48	12	10	7	12	10	26	20	10	25	102	54
Caust.v2_001317	NA	5	0	1	0	5	0	3	1	0	5	8	4
Caust.v2_001318	NA	5	3	1	2	7	3	7	2	6	8	5	7
Caust.v2_001319	NA	122	253	3	46	23	11	95	131	134	138	47	31
Caust.v2_001320	NA	3	7	2	1	3	3	7	0	2	3	1	0
Caust.v2_001321	NA	2	2	0	1	0	1	1	2	2	2	0	0
Caust.v2_001322	NA	0	2	0	0	0	0	0	5	0	1	0	2
Caust.v2_001323	NA	24	107	2	24	5	6	64	84	74	72	10	4
Caust.v2_001324	NA	4	15	0	5	1	1	13	20	17	19	2	0
Caust.v2_001325	NA	4	0	0	0	2	1	3	3	0	3	10	4
Caust.v2_001326	NA	2	3	1	1	4	0	1	1	0	1	5	4
Caust.v2_001327	NA	0	2	0	0	0	1	4	0	3	3	2	1
Caust.v2_001328	NA	34	46	35	24	52	28	40	29	24	21	49	68
Caust.v2_001329	NA	0	0	0	0	1	0	1	1	2	2	1	2
Caust.v2_001330	NA	44	78	39	23	55	25	95	30	82	33	81	62
Caust.v2_001331	NA	214	188	211	108	247	163	256	115	166	176	285	322
Caust.v2_001332	NA	738	1221	567	403	851	532	1164	498	996	604	1006	983
Caust.v2_001333	NA	428	390	346	213	409	286	368	203	373	348	545	551
Caust.v2_001334	NA	10	13	7	4	12	3	2	7	10	6	17	25
Caust.v2_001335	NA	141	132	117	46	142	109	94	110	133	79	255	230
Caust.v2_001336	NA	26	30	25	11	35	19	32	20	31	20	59	33
Caust.v2_001337	NA	15	19	12	9	29	7	16	8	12	12	17	19
Caust.v2_001338	NA	16	4	1	6	6	5	4	4	4	8	16	16
Caust.v2_001339	NA	5322	5531	3603	2051	4756	2985	6319	3048	5637	4867	6500	6170
Caust.v2_001340	NA	12	3	4	3	3	6	10	5	11	7	23	3
Caust.v2_001341	NA	2888	2916	1677	1439	2270	1542	2703	1651	2531	2998	2845	2694
Caust.v2_001342	NA	1278	835	881	574	1250	861	1232	698	1090	1116	1551	1547
Caust.v2_001343	NA	0	1	0	1	0	0	0	0	0	0	0	0
Caust.v2_001344	NA	3573	2153	4321	2725	4464	3118	2807	1413	2385	2399	5267	5431
Caust.v2_001345	NA	1237	1125	930	581	1336	862	1314	598	1050	988	1763	1555
Caust.v2_001346	NA	130	102	155	118	153	95	136	47	85	53	272	169
Caust.v2_001347	NA	5960	4282	3886	2613	5733	3500	5079	2516	4425	4305	7628	6479
Caust.v2_001348	NA	15	0	0	1	4	1	3	1	3	4	14	11
Caust.v2_001349	NA	1626	1781	1193	718	1702	1098	1726	946	1456	1418	1986	2067
Caust.v2_001350	NA	30	27	20	7	15	17	20	7	22	15	24	24
Caust.v2_001351	NA	93	112	69	54	96	68	106	70	88	84	109	117
Caust.v2_001352	NA	1646	1675	1111	725	1571	1083	1547	904	1454	1498	2127	1907
Caust.v2_001353	NA	183	277	117	86	146	101	232	130	153	159	211	195
Caust.v2_001354	NA	8	4	4	2	4	5	1	5	2	10	15	8
Caust.v2_001355	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001356	NA	2	1	1	1	1	2	3	2	3	3	5	9
Caust.v2_001357	NA	211	183	149	105	177	119	172	83	162	149	210	200
Caust.v2_001358	NA	7	7	6	2	5	6	5	1	3	12	15	14
Caust.v2_001359	NA	0	0	0	0	0	0	1	1	1	1	0	0
Caust.v2_001360	NA	7	8	7	6	6	2	11	3	3	5	7	7
Caust.v2_001361	NA	20036	16128	16697	10877	23987	14317	19135	10761	16031	16663	30489	25556
Caust.v2_001362	NA	135	133	105	86	100	63	136	78	108	125	151	127
Caust.v2_001363	NA	505	459	370	268	502	279	474	305	371	374	775	639
Caust.v2_001364	NA	20	9	8	5	8	8	16	4	7	11	40	18
Caust.v2_001365	NA	6	7	2	2	7	10	7	2	4	4	11	9
Caust.v2_001366	NA	1034	897	685	438	990	583	1167	571	816	871	1486	1247
Caust.v2_001367	NA	180	191	127	73	169	118	188	92	129	179	198	215
Caust.v2_001368	NA	18	32	21	12	34	9	31	26	19	18	45	36
Caust.v2_001369	NA	9	27	5	2	6	8	15	6	19	10	21	19
Caust.v2_001370	NA	455	406	376	178	421	315	412	236	391	414	481	513
Caust.v2_001371	NA	184	233	152	84	215	92	195	148	194	134	233	212
Caust.v2_001372	NA	125	120	92	59	128	66	103	89	106	108	152	134
Caust.v2_001373	NA	1712	1715	1672	772	1842	1430	1943	950	1472	1420	2386	2503
Caust.v2_001374	NA	905	910	594	416	860	521	985	591	890	862	1088	1059
Caust.v2_001375	NA	2526	1728	1355	1499	2215	1432	1644	1014	1432	1774	3938	3385
Caust.v2_001376	NA	21	3	1	2	6	6	11	4	13	13	26	6
Caust.v2_001377	NA	1857	1630	1223	797	1621	1059	1814	971	1514	1504	2239	1982
Caust.v2_001378	NA	1407	1624	1291	732	1677	1091	1921	757	1501	912	2542	2228
Caust.v2_001379	NA	2405	1974	1653	1113	2437	1412	2319	1223	1784	1870	3258	3495
Caust.v2_001380	NA	13	1	0	2	4	1	1	5	4	8	16	5
Caust.v2_001381	NA	56	68	46	31	58	34	61	41	51	40	85	69
Caust.v2_001382	NA	145	133	105	73	127	89	140	81	143	122	179	174
Caust.v2_001383	NA	37	57	26	36	20	25	44	48	34	23	61	44
Caust.v2_001384	NA	448	448	259	228	450	257	431	293	361	383	507	469
Caust.v2_001385	NA	1	0	3	0	0	1	0	1	1	0	4	1
Caust.v2_001386	NA	13	4	5	3	6	6	3	2	6	4	10	6
Caust.v2_001387	NA	2	0	1	0	1	1	1	2	1	3	10	2
Caust.v2_001388	NA	5	2	1	1	2	3	0	0	3	3	9	5
Caust.v2_001389	NA	22	3	1	1	11	6	10	6	4	10	14	11
Caust.v2_001390	NA	1046	706	409	411	670	407	712	498	771	967	847	810
Caust.v2_001391	NA	3070	822	2292	1979	2722	1894	1366	818	1363	1760	4733	3660
Caust.v2_001392	NA	10	30	2	14	1	1	11	27	32	53	3	2
Caust.v2_001393	NA	212	814	4	217	14	7	251	435	539	703	11	1
Caust.v2_001394	NA	5	7	0	1	2	0	4	4	4	4	1	1
Caust.v2_001395	NA	36	17	7	4	7	4	13	17	8	18	32	11
Caust.v2_001396	NA	197	225	108	71	164	159	176	92	158	144	172	243
Caust.v2_001397	NA	116	113	81	61	107	78	86	62	101	92	91	85
Caust.v2_001398	NA	0	5	3	1	3	1	1	2	3	5	3	1
Caust.v2_001399	NA	1	0	0	0	0	1	1	1	1	0	3	0
Caust.v2_001400	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001401	NA	6	5	7	3	8	0	3	3	5	3	3	4
Caust.v2_001402	NA	141	1092	16	61	23	13	753	569	757	1245	21	22
Caust.v2_001403	NA	498	479	353	252	462	320	499	288	431	386	660	565
Caust.v2_001404	NA	49	28	25	18	49	38	81	21	45	44	111	73
Caust.v2_001405	NA	280	253	120	155	218	133	270	137	173	193	409	267
Caust.v2_001406	NA	72	87	34	13	77	59	171	60	90	85	224	128
Caust.v2_001407	NA	444	153	278	263	360	174	296	154	249	327	863	441
Caust.v2_001408	NA	6	1	0	2	5	3	8	4	2	8	13	11
Caust.v2_001409	NA	11	0	2	1	2	1	2	3	0	6	14	4
Caust.v2_001410	NA	10	4	2	4	6	3	5	1	3	9	28	13
Caust.v2_001411	NA	6	8	5	7	3	3	3	4	1	3	8	4
Caust.v2_001412	NA	10	6	7	1	11	2	5	7	3	6	23	17
Caust.v2_001413	NA	797	821	598	413	743	526	894	444	782	703	1067	962
Caust.v2_001414	NA	31	32	18	17	21	18	25	32	20	29	38	27
Caust.v2_001415	NA	16	9	3	5	5	4	17	10	11	11	29	21
Caust.v2_001416	NA	0	4	4	0	3	2	4	1	2	2	5	5
Caust.v2_001417	NA	54	31	33	25	41	19	37	27	21	32	56	70
Caust.v2_001418	NA	239	312	234	107	272	197	345	150	268	214	425	345
Caust.v2_001419	NA	113	79	70	38	84	44	74	65	59	64	152	107
Caust.v2_001420	NA	8	7	3	2	9	4	23	8	13	3	17	8
Caust.v2_001421	NA	1265	1688	691	720	906	674	1470	914	1295	1374	1272	1278
Caust.v2_001422	NA	271	241	248	124	425	165	357	129	188	158	728	379
Caust.v2_001423	NA	21	23	23	15	41	15	41	18	20	14	94	37
Caust.v2_021560	NA	3	0	2	0	1	0	1	1	1	1	7	2
Caust.v2_020448	NA	0	0	1	0	0	0	1	4	2	1	3	1
Caust.v2_020449	NA	4	6	2	0	2	1	10	6	3	6	2	2
Caust.v2_020661	NA	0	0	0	0	1	0	0	0	0	0	2	0
Caust.v2_021915	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016168	NA	3	0	0	0	0	0	0	0	0	3	2	1
Caust.v2_016169	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016170	NA	4	2	4	2	6	4	4	2	7	4	6	5
Caust.v2_016171	NA	158	113	111	58	142	77	126	77	99	89	199	170
Caust.v2_016172	NA	5	10	7	8	13	3	11	3	3	5	12	13
Caust.v2_021595	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021586	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012473	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012474	NA	0	1	1	0	0	1	0	0	0	0	1	0
Caust.v2_012475	NA	1	1	0	2	0	2	1	0	0	1	2	2
Caust.v2_012476	NA	0	1	0	0	0	0	2	0	2	0	0	0
Caust.v2_012477	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_012478	NA	10	8	9	6	16	11	19	11	12	12	41	23
Caust.v2_012479	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012480	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_012481	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_012482	NA	20	21	24	15	22	17	42	16	19	11	55	42
Caust.v2_012483	NA	1126	596	414	398	573	475	606	384	460	761	969	918
Caust.v2_012484	NA	1	1	2	1	1	1	4	0	4	0	6	0
Caust.v2_012485	NA	15	23	18	12	24	25	37	6	31	18	59	50
Caust.v2_012486	NA	10	6	2	1	1	3	5	2	2	3	14	8
Caust.v2_012487	NA	616	1085	644	321	782	557	1020	473	896	562	1071	912
Caust.v2_012488	NA	29	26	19	16	28	14	20	13	27	19	30	22
Caust.v2_012489	NA	2	0	1	0	1	2	3	2	0	0	0	0
Caust.v2_012490	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017616	NA	0	0	0	0	0	0	0	1	4	0	0	2
Caust.v2_017617	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017618	NA	0	7	0	1	0	0	0	5	0	4	1	3
Caust.v2_017619	NA	5	10	0	0	1	1	3	2	5	3	1	3
Caust.v2_016507	NA	0	0	1	0	0	1	1	0	1	1	2	1
Caust.v2_016508	NA	0	0	0	0	0	0	1	0	0	0	0	1
Caust.v2_016509	NA	15	21	6	8	12	5	15	9	11	6	30	23
Caust.v2_016510	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016511	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016512	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_016513	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016514	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016515	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017612	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017613	NA	0	1	0	0	0	0	1	0	0	0	0	0
Caust.v2_017614	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017615	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013939	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013940	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013941	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013942	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013943	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_013944	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013945	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_013946	NA	0	0	0	0	0	0	1	0	1	0	0	0
Caust.v2_013947	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013948	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013949	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013950	NA	2	1	1	0	0	0	2	0	1	0	3	1
Caust.v2_013951	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_013952	NA	14	28	7	6	10	6	24	12	17	13	15	7
Caust.v2_013953	NA	0	0	0	0	0	0	0	1	1	0	1	1
Caust.v2_013954	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_013955	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015558	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015559	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015560	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015561	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015562	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015563	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_015564	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015565	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015566	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015567	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015568	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015569	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015570	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015571	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022240	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021084	NA	1	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_022415	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015973	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015974	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_015975	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015976	NA	1	0	0	0	1	0	0	0	2	0	0	1
Caust.v2_015977	NA	0	0	0	0	0	0	0	0	0	0	0	0
