geneID	Reproductive.GS.metaZ	Reproductive.GS.metaPval	Reproductive.GS.cor.Polistes_canadensis	Reproductive.GS.pval.Polistes_canadensis	Reproductive.GS.cor.Polistes_dominula	Reproductive.GS.pval.Polistes_dominula	Reproductive.GS.cor.Liostenogaster_flavolineata	Reproductive.GS.pval.Liostenogaster_flavolineata
OG0000108	-0.0734019166984046	0.941486292407101	-0.451518579153216	0.190228755999188	-0.0784679756791621	0.715518749559538	0.373446807235322	0.1152771776583
OG0000155	0.322686593443591	0.746932606341339	-0.129412528838944	0.721603719393215	0.490269017912511	0.0150089069073336	-0.367378210532483	0.121781284776955
OG0000187	-0.292735228582224	0.769724540331184	-0.16584898083261	0.647020732047015	0.358204636810574	0.0856649446706852	-0.40910780285389	0.081990282963427
OG0000224	2.85765061953863	0.00426790027368337	-0.0929528021173905	0.79841350973044	0.752083282194375	0.0000225420745334222	0.150976772896721	0.537255629123174
OG0000262	-2.74294636012665	0.00608906311379267	-0.408759035131953	0.24085789827989	-0.294433012249267	0.162532359867014	-0.469402057127364	0.0425994868505664
OG0000263	1.49757932169866	0.134242582567874	0.551171572244172	0.0986545968044909	0.0782356614183075	0.716327007985966	0.114068528126681	0.64194530723649
OG0000273	1.57168421958898	0.116023803682605	0.107743014433261	0.767029147829914	0.197465755248963	0.355022784162658	0.343816888136453	0.149501261147031
OG0000274	-0.756384342188289	0.449418793012176	-0.470550379629374	0.169900680647976	0.00211012250966155	0.992192371204724	0.0302354705349701	0.90220732826838
OG0000301	-0.876438036076982	0.380791948233938	-0.15358109186667	0.671854151650496	0.120407219871638	0.575187190467889	-0.37962698433574	0.108912361048192
OG0000317	-0.0968741771395128	0.922826315992226	0.176908322462885	0.624898671382446	-0.107962681018747	0.615566313457073	-0.0400242265641658	0.870768875443408
OG0000320	2.17988869028988	0.0292657134766992	0.355095602505299	0.313986085407098	0.413747042258376	0.0444495643615357	0.159009825017808	0.515556264422014
OG0000326	1.9168790701382	0.0552532966274721	0.215594160295346	0.549704131256507	-0.112964204147384	0.599198383608008	0.655027712130225	0.00233567127597349
OG0000328	2.88197992027592	0.00395184916190919	0.262259745256941	0.46416380521737	0.484358016048578	0.0164626890276878	0.401183423931933	0.0886855577904871
OG0000329	1.66161965288535	0.0965890602967736	0.42114640514116	0.225486178127101	0.272140901340575	0.198273753109297	0.07223725923445	0.768847877363991
OG0000335	3.28177634171929	0.00103155390875172	0.598881064647558	0.0673316631069954	0.277843942087982	0.188661351230953	0.522461459361324	0.021739276197116
OG0000355	-0.182331026875981	0.855322950848347	-0.691333346437216	0.0268119750745082	0.330754184571263	0.114413252915163	0.115369401209713	0.638127050039545
OG0000357	-1.7799360435952	0.0750864281135638	0.410554479840472	0.238594432476425	-0.517844455270411	0.00954389522397016	-0.375424422302508	0.113212283628628
OG0000361	1.67777271487689	0.0933914778470651	-0.112403024822933	0.757201480661768	0.36823302950313	0.0766475744586624	0.329886039450339	0.167803461461021
OG0000369	2.22031004988757	0.0263977281968916	0.477795233417007	0.162519035254865	0.201363036565967	0.345412226985126	0.330751937540205	0.166623339924836
OG0000373	2.41426752783937	0.0157668808333435	0.500692998552126	0.140474632709791	0.45242065945719	0.0264346430342718	0.0817083127977365	0.73948480693668
OG0000380	3.61041949486284	0.000305702178208012	0.605778797829125	0.0634278469421687	0.556881136212244	0.0047052449554526	0.309693049518991	0.196954315989471
OG0000382	0.43570552609732	0.663050395819419	0.0170205081273421	0.962778422726124	-0.217057532150053	0.308294846336549	0.398841258171286	0.0907388847677281
OG0000388	0.475570808997018	0.634380175921663	0.0761498829639454	0.83438472736002	0.26477502951419	0.211174182610027	-0.159736944839311	0.513612758532748
OG0000394	-2.0199294835203	0.043390702529966	-0.177788043783686	0.623150210013757	-0.49837541487102	0.0131876183335489	-0.102482229277224	0.676323526178279
OG0000399	-2.56336291275654	0.0103663629151743	0.250542416562479	0.485064771448989	-0.452210227924664	0.0265135732569102	-0.603025614231111	0.00627448144618321
OG0000401	2.80298229797463	0.00506324483473088	0.303644557497936	0.393705354860212	0.242090126335575	0.254395877066793	0.592448889723747	0.00752054619174764
OG0000402	-1.23741002352297	0.215934899427026	-0.0528338367351578	0.884748057136377	-0.285358499384395	0.176490567985909	-0.148541194499641	0.54391600808481
OG0000409	1.6219592257427	0.104812078878595	0.34411647934163	0.330228838788789	0.129837848487578	0.545387910379416	0.279108058345022	0.247195124399073
