	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
OG0000394	774.770932177658	-0.138507647147141	0.0691912959123116	-2.00180738517567	0.045305451370924	0.234090285654903
OG0000399	30.4558546549336	0.413581820553449	0.274853538038121	1.50473529831763	0.132392144165168	0.398662593140951
OG0000432	993.169095691183	0.423472042219228	0.305929220377394	1.38421574015334	0.166292405134536	0.438407249900141
OG0000451	1458.28553043903	-0.128486628643687	0.101661694038925	-1.26386472169637	0.206278585988117	0.489110050649092
OG0000468	3.65679200239487	0.0110629931088001	0.53653366399333	0.0206193829972571	0.983549278356738	0.995466498627361
OG0000540	606.262072704877	-0.170748354063149	0.0642857350274757	-2.65608465066427	0.0079053767516382	0.0918678980632612
OG0000546	316.734407390749	0.0502712438822505	0.114727086324589	0.438181126120658	0.661254989234591	0.841493927156131
OG0000564	637.244436757043	1.33145443747837	0.471140759958698	2.82602260435946	0.00471299380609663	0.0665400309729169
OG0000565	1967.28227023756	0.104573681706973	0.064020013949481	1.63345296659093	0.102373764988505	0.353584924354075
OG0000582	166.023090668085	-0.384228359233768	0.172762594147867	-2.22402517818705	0.0261467502807603	0.17831862108849
OG0000602	0.585751202017937	1.74159519195763	1.2070032683427	1.44290843085202	0.149046267879767	NA
OG0000625	2791.20815363115	0.0387049934626664	0.203552434879333	0.190147533659379	0.849193523013766	0.933909788377627
OG0000635	292980.074262462	2.83805991758848	0.595149518576006	4.76865027863755	0.00000185464297648121	0.00066334397125478
OG0000650	275.558815337587	0.0117747413055481	0.134690349946241	0.0874208234684058	0.930337018007995	0.970747118628115
OG0000651	38.6652762629154	-0.165432452039763	0.191263896019764	-0.864943439313127	0.387069833694145	0.656123114618985
OG0000658	66.8636253423832	0.138650520855632	0.145772526816112	0.951143016341731	0.341531780651061	0.614528117336928
OG0000676	899.500678148895	0.515186579697233	0.191807475884584	2.68595672468593	0.00723224552837337	0.0878013010036137
OG0000688	163.811288760033	-0.0945547747659001	0.120313857330273	-0.785900949932458	0.431925518003154	0.685817314496021
OG0000691	227.608672388251	0.00570897926651273	0.0909745684282267	0.0627535735002333	0.949962735938157	0.979791748473223
OG0000703	0.265453795958707	-0.476538970267276	2.96042075241316	-0.160970014103174	0.872117017899094	NA
OG0000706	74.3573166119074	-0.286954532226561	0.247300016006298	-1.16034983280896	0.245906403100367	0.534698204795261
OG0000712	313.778244731469	0.587085570511489	0.327366029853928	1.79336130499994	0.0729151706442068	0.299762368203961
OG0000718	1603.01312677783	0.136534995941722	0.0997274486749464	1.36908140893834	0.170973828936882	0.445278928274937
OG0000730	710.570647178166	0.0474885239425625	0.0642456826472406	0.73917066463924	0.45980337164166	0.709154020957252
OG0000731	150.605687983855	-0.431454993467725	0.33189735710387	-1.29996513751297	0.19361291811262	0.474668684999638
OG0000734	726.507142657895	-0.0260515678957742	0.0852797921132101	-0.30548348266598	0.759997948058643	0.89305783804481
OG0000740	13.896991190986	0.23471732106127	0.352388954892103	0.666074568464093	0.505363438922779	0.746299992814268
OG0000741	496.464134982965	-0.113735319122024	0.103412481993691	-1.09982196471179	0.271409700238783	0.559666918731161
OG0000747	272.810135178907	-0.0446963246426505	0.141612669930123	-0.315623769149365	0.752288094070189	0.890299770151448
OG0000750	176.206737027344	-0.0675987606275881	0.0901569968213343	-0.749789400833191	0.453381553354977	0.7032242379478
OG0000754	1244.11271781219	0.0785902512501565	0.072079332324987	1.09032990061303	0.275567848465919	0.561884179357279
OG0000755	2204.67481103938	0.0369339887378642	0.0728352427258998	0.507089526382956	0.612092003512819	0.810646903139322
