,F91_AB,F99_AB,F95_AB,K70.FD,W46.FD,K86.FD
Ccalc.v2_000111,11.8141912577784,11.4823664950404,11.411393389042,11.7084142408071,11.5949593311627,11.4842447688458
Ccalc.v2_000112,3.43206671026667,3.77446014578627,3.43206671026667,3.43206671026667,3.43206671026667,3.87193261766169
Ccalc.v2_000113,3.43206671026667,3.43206671026667,3.43206671026667,3.94476796041082,3.43206671026667,3.43206671026667
Ccalc.v2_000114,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000115,3.43206671026667,3.43206671026667,3.43206671026667,3.94476796041082,3.43206671026667,3.43206671026667
Ccalc.v2_000116,4.42438029853639,5.99403603444362,6.26687551533473,4.88693780632699,5.36145534002512,5.53528162561151
Ccalc.v2_000117,3.43206671026667,5.27557853230695,5.46272579690079,3.43206671026667,3.86342117844263,3.87193261766169
Ccalc.v2_000118,10.0710187139123,10.5719701266523,10.7146393533215,9.57554583023063,9.90179860665458,10.3016727301649
Ccalc.v2_000119,7.76520450444215,7.20192410827638,7.04349203706417,8.6392947348164,8.36363640476653,7.64367305030471
Ccalc.v2_000120,7.49396700727426,8.25661181362283,8.04128647242157,6.8300460327247,6.57310536136393,6.84053255907415
Ccalc.v2_000121,4.14051246390383,3.43206671026667,3.93480485110319,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000122,7.76520450444215,8.35149877597153,8.66267579222751,8.41485896056558,8.51712379905597,8.8989445894448
Ccalc.v2_000123,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000124,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000125,6.24437843647201,6.56796447187772,6.60256435040482,6.12870478819877,6.09782875017785,6.66288307179624
Ccalc.v2_000126,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000127,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000128,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000129,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000130,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000131,5.89380484509855,5.82766232634925,6.45585805630808,5.34942487519382,5.20552010400412,5.43143285581008
Ccalc.v2_000132,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000133,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000134,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000135,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000136,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000137,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000138,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000139,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000140,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000141,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000142,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000143,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000144,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000145,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000146,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000147,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000148,8.52797525743642,7.37725181961906,7.3563645767236,10.6645551639443,10.0847026809752,9.2994456401
Ccalc.v2_000149,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.86342117844263,3.43206671026667
Ccalc.v2_000150,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000151,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000152,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000153,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000154,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000155,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000156,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000157,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000158,3.43206671026667,3.91516116237677,3.43206671026667,3.72911007037435,4.03986400675142,3.43206671026667
Ccalc.v2_000159,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000160,3.43206671026667,4.02237576871225,3.93480485110319,3.85141405483716,3.43206671026667,4.05176811201316
Ccalc.v2_000161,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000162,3.43206671026667,4.71824634095322,4.80843647397012,4.35713140318444,4.92555089202488,4.89785212471559
Ccalc.v2_000163,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.86342117844263,3.43206671026667
Ccalc.v2_000164,6.19181644787023,7.69569252032078,8.00450500960668,7.03230975741456,7.42275435827482,7.87306737396337
Ccalc.v2_000165,3.43206671026667,3.77446014578627,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000166,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000167,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000168,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000169,3.43206671026667,3.77446014578627,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000170,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000171,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000172,3.43206671026667,3.43206671026667,3.93480485110319,3.43206671026667,3.43206671026667,4.05176811201316
Ccalc.v2_000173,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000174,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000175,5.31871025989941,6.21686316980039,6.41095821913722,6.02812658889606,6.27492628087766,6.80147182933482
Ccalc.v2_000176,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000177,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000178,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000179,4.63623659398936,4.54269537518013,4.42304117991898,4.26221679171865,4.6226017553273,4.05176811201316
Ccalc.v2_000180,3.43206671026667,4.19070873202364,4.80843647397012,4.20990304190169,3.43206671026667,3.87193261766169
Ccalc.v2_000181,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000182,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000183,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000184,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000185,3.43206671026667,3.91516116237677,4.42304117991898,3.72911007037435,4.17378481709011,3.43206671026667
Ccalc.v2_000186,3.43206671026667,3.43206671026667,3.93480485110319,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000187,7.26301390919772,7.04965797935972,7.23421873442664,6.75152979110487,7.31188963404194,7.14042844407561
Ccalc.v2_000188,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000189,10.668909401109,11.5971751287678,11.7609317126556,11.0226983571303,11.0320676322578,11.2359283951555
Ccalc.v2_000190,3.43206671026667,4.19070873202364,3.93480485110319,3.94476796041082,4.47007069325194,4.05176811201316
Ccalc.v2_000191,5.67736522264451,6.1800725328842,6.26687551533473,6.08935426837953,6.68768198309451,6.91556655939681
Ccalc.v2_000192,3.43206671026667,3.43206671026667,3.93480485110319,3.43206671026667,3.43206671026667,3.87193261766169
Ccalc.v2_000193,5.4182174065187,4.79576762570002,4.72520181460848,4.31111055609277,5.32427060032755,4.64498135058582
Ccalc.v2_000194,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000195,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000196,8.38618482474614,8.77238227102582,8.60001561457163,8.64427389232422,8.75334926533752,8.82685029070646
Ccalc.v2_000197,9.4645723352438,8.65040914663335,8.61958757146511,8.7232546872015,7.72496463143018,8.29201039811396
Ccalc.v2_000198,11.8109961662197,10.5585933812441,10.7123641667759,9.87975357072708,10.1736089297974,10.2830595319942
Ccalc.v2_000199,3.43206671026667,3.43206671026667,3.93480485110319,3.72911007037435,3.43206671026667,3.87193261766169
Ccalc.v2_000200,10.8164160412745,10.8236606575562,10.9129275052992,11.1256100932138,11.1874758538698,11.3107677698466
Ccalc.v2_000201,6.7204768171313,7.4036206468302,7.19544111292133,7.22280538884012,7.37265133845423,7.87306737396337
Ccalc.v2_000202,6.4367390042021,5.39316596121567,5.67472798334894,4.26221679171865,4.47007069325194,4.48983932686519
Ccalc.v2_000203,4.63623659398936,4.86801850805056,4.63463961130814,4.15341954744169,4.17378481709011,4.18820683026486
Ccalc.v2_000204,4.14051246390383,4.71824634095322,4.53487348390951,4.02306237450024,3.86342117844263,3.87193261766169
Ccalc.v2_000205,3.43206671026667,3.91516116237677,3.93480485110319,3.43206671026667,3.86342117844263,3.87193261766169
Ccalc.v2_000206,6.13717457728211,4.90242458589996,5.41580177920314,4.91246711885339,4.54944120989684,4.30197175114552
Ccalc.v2_000207,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000208,4.14051246390383,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667,3.43206671026667
Ccalc.v2_000209,3.43206671026667,3.77446014578627,4.42304117991898,4.26221679171865,3.43206671026667,3.43206671026667
Ccalc.v2_000210,6.52381599622692,7.72938975299653,7.69840132991438,7.73142037024286,7.12252654749422,6.97520094327835
Ccalc.v2_000211,9.54883857789705,10.1257307775702,9.91705080661761,9.90000493197335,9.88261068649782,9.91113787636876
Ccalc.v2_000212,10.0128737164351,10.0841192809848,10.1246513274687,9.89514264328936,10.1052215896087,9.92621145027353
Ccalc.v2_000213,5.51048700186009,8.08849534104211,7.63235709017671,7.75005049883296,7.10213102295641,7.62155531871673
Ccalc.v2_000214,12.6710920123558,11.9883927794863,12.2347126257842,11.5688475472015,13.3892511890009,14.2573855823613
Ccalc.v2_000215,15.2957770547133,13.6881896589523,13.6623081719985,14.1986249987986,14.7721548123478,14.4245242398405
Ccalc.v2_000216,7.74744224873887,5.72741605926322,5.50798961952377,6.05908269970754,4.92555089202488,4.05176811201316
Ccalc.v2_000217,10.2887971623334,10.9970852778418,10.9606737139234,10.0139610815313,10.2969109806425,10.1736343897698
Ccalc.v2_000218,9.62845152753167,9.15295320043606,9.00528444985177,9.43711395614909,9.54609141667612,9.51021018063273
Ccalc.v2_000219,9.02396678996391,10.876177823425,10.9730802407391,8.49055243736001,8.55119944683971,8.70971671465646
Ccalc.v2_000220,8.47507966053277,8.44051617106303,8.37664806565741,8.66728508834177,8.77913216703381,9.15589995143777
Ccalc.v2_000221,7.69279725548663,8.29363446646122,8.41075845644418,7.83101777601713,7.79627109674313,7.31633514136692
Ccalc.v2_000222,10.1674522167041,9.6530059945033,9.49547194331367,9.46175517731761,9.63345545185793,9.75273888414064
Ccalc.v2_000223,9.9091046724776,7.71684583125834,7.88004975999773,9.03513359177785,7.67767101447729,8.76780001752047
Ccalc.v2_000224,7.69279725548663,9.36831230055045,9.31526824040604,8.83778369636833,9.45309147394839,8.87116169574746
Ccalc.v2_000225,8.74008175752881,8.14570625770127,8.1862514615591,8.20838133959139,8.04531586180986,8.86178042127924
Ccalc.v2_000226,7.26301390919772,8.89782814040824,8.77601576308836,8.20388901255588,7.99113021523628,7.87306737396337
Ccalc.v2_000227,8.97148783243754,9.11211928695062,8.72724087487514,8.49055243736001,8.96469574743413,8.68510238080046
Ccalc.v2_000228,8.12278544191342,7.4947179869002,7.3208042093436,7.06255863173936,7.60005139848616,7.52156142895927
Ccalc.v2_000229,9.97530564761393,9.63316519927324,9.5976398613144,9.71215096401562,9.74063359304585,9.56131648497509
Ccalc.v2_000230,10.9637199982809,9.91824488213335,9.8125830664684,10.2590976809839,10.7593672341488,10.7760965014878
Ccalc.v2_000231,10.3310495250908,10.0048524167078,9.99024824801294,9.80024444316664,9.35795963423944,9.7812057519647
