	F91_AB	F99_AB	F95_AB	K70.FD	W46.FD	K86.FD
Ccalc.v2_000065	0	0.61079338481353	0	0.459176175585186	1.9441846044179	0
Ccalc.v2_000066	5.31078502790242	1.22158676962706	0	0	0	0
Ccalc.v2_000067	1909.22721753092	822.738689343825	761.285941315066	1285.23411546293	1021.66900962161	1084.94562446529
Ccalc.v2_000068	71.6955978766827	18.3238015444059	13.2397555011316	7.80599498494816	12.6371999287164	3.03339876364946
Ccalc.v2_000069	5.31078502790242	5.49714046332177	5.29590220045263	8.72434733611853	11.6651076265074	12.1335950545979
Ccalc.v2_000070	66.3848128487803	326.774460875239	279.358841073876	537.236125434667	558.953073770148	420.631295226059
Ccalc.v2_000071	759.442258990046	673.09431006451	622.268508553184	1678.74809793944	906.962117960952	1149.65813142315
Ccalc.v2_000072	39.8308877092682	101.391701879046	68.8467286058842	107.447225086933	61.241815039164	67.7459057215047
Ccalc.v2_000073	0	0	0	0	0	0
Ccalc.v2_000074	5.31078502790242	50.695850939523	43.6911931537342	35.3565655200593	74.8511072700893	78.8683678548861
Ccalc.v2_000075	0	0	0	0.459176175585186	0	0
Ccalc.v2_000076	7.96617754185363	4.27555369369471	0	3.67340940468148	7.77673841767162	5.05566460608244
Ccalc.v2_000077	34.5201026813657	122.158676962706	139.017432761882	83.1108877809186	107.902245545194	122.347083467195
Ccalc.v2_000078	0	7.94031400257589	11.9157799510184	5.96929028260741	0.972092302208952	10.1113292121649
Ccalc.v2_000079	0	0	0	0	0	0
Ccalc.v2_000080	0	0	0	0	0	0
Ccalc.v2_000081	0	1.83238015444059	2.64795110022632	1.37752852675556	1.9441846044179	0
Ccalc.v2_000082	0	0	0	0	0	0
Ccalc.v2_000083	0	0	0	0	0	0
Ccalc.v2_000084	0	0	0	0	0	0
Ccalc.v2_000085	0	0	0	0	0.972092302208952	0
Ccalc.v2_000086	0	0	0	0	0	0
Ccalc.v2_000087	0	0	0	0	0	0
Ccalc.v2_000088	0	0	0	0.459176175585186	0	0
Ccalc.v2_000089	5.31078502790242	1.22158676962706	1.32397555011316	1.37752852675556	0.972092302208952	1.01113292121649
Ccalc.v2_000090	0	0.61079338481353	0	0	2.91627690662686	2.02226584243298
Ccalc.v2_000091	0	0	0	0	0	0
Ccalc.v2_000092	0	0	0	0	0	0
Ccalc.v2_000093	5.31078502790242	0	0	3.2142332290963	0	0
Ccalc.v2_000094	10.6215700558048	20.76697508366	9.26782885079211	30.7648037642074	20.413938346388	24.2671901091957
Ccalc.v2_000095	0	0	0	0	0	0
Ccalc.v2_000096	111.526485585951	27.4857023166089	29.1274621024895	33.0606846421334	14.5813845331343	20.2226584243298
Ccalc.v2_000097	0	0	0	0	0	0
Ccalc.v2_000098	631.983418320388	100.780908494232	63.5508264054316	151.068961767526	87.4883071988057	177.959394134102
Ccalc.v2_000099	0	0	0	0	0	0
Ccalc.v2_000100	0	1.22158676962706	0	0.918352351170371	0.972092302208952	0
Ccalc.v2_000101	0	0	0	0	0	0
Ccalc.v2_000102	5.31078502790242	9.16190077220295	11.9157799510184	3.2142332290963	5.83255381325371	3.03339876364946
Ccalc.v2_000103	2.65539251395121	3.66476030888118	0	1.37752852675556	1.9441846044179	0
Ccalc.v2_000104	10.6215700558048	4.88634707850824	3.97192665033948	0.459176175585186	0.972092302208952	4.04453168486595
Ccalc.v2_000105	0	0	1.32397555011316	0	0	0
Ccalc.v2_000106	2.65539251395121	3.05396692406765	2.64795110022632	0	1.9441846044179	4.04453168486595
Ccalc.v2_000107	5576.32427929754	1412.7650990737	1410.03396087051	1377.06935057997	1491.18959158853	1606.690211813
Ccalc.v2_000108	18.5877475976585	44.5879170913877	82.0864841070158	85.4067686588445	77.7673841767162	50.5566460608244
Ccalc.v2_000109	347.856419327609	411.674741364319	365.417251831232	562.949991267438	622.139073413729	565.223302960017
Ccalc.v2_000110	342.545634299706	255.311634852056	284.654743274329	263.567124785897	279.962583036178	244.69416693439
Ccalc.v2_000111	3579.46910880623	2839.5784459981	2702.23409778096	3324.89468741233	3071.81167498029	2843.30577446076
Ccalc.v2_000112	0	0.61079338481353	0	0	0	1.01113292121649
Ccalc.v2_000113	0	0	0	1.37752852675556	0	0
Ccalc.v2_000114	0	0	0	0	0	0
Ccalc.v2_000115	0	0	0	1.37752852675556	0	0
Ccalc.v2_000116	5.31078502790242	43.9771237065742	56.9309486548658	11.9385805652148	22.3581229508059	27.3005888728452
Ccalc.v2_000117	0	20.1561816988465	25.15553545215	0	0.972092302208952	1.01113292121649
Ccalc.v2_000118	1054.19082803863	1500.71934648684	1658.94136429179	741.569523570075	935.152794725012	1240.66009433263
Ccalc.v2_000119	196.49904603239	126.434230656401	111.213946209505	377.442816331023	308.153259800238	178.970527055318
Ccalc.v2_000120	159.323550837073	284.629717323105	242.287525670708	93.2127636437927	74.8511072700893	94.0353616731334
Ccalc.v2_000121	2.65539251395121	0	1.32397555011316	0	0	0
Ccalc.v2_000122	196.49904603239	305.396692406765	383.952909532816	320.045794382874	345.092767284178	456.020947468636
Ccalc.v2_000123	0	0	0	0	0	0
Ccalc.v2_000124	0	0	0	0	0	0
Ccalc.v2_000125	55.7632427929754	74.5167929472507	76.7905819065632	50.0502031387852	48.6046151104476	80.890633697319
Ccalc.v2_000126	0	0	0	0	0	0
Ccalc.v2_000127	0	0	0	0	0	0
Ccalc.v2_000128	0	0	0	0	0	0
Ccalc.v2_000129	0	0	0	0	0	0
Ccalc.v2_000130	0	0	0	0	0	0
Ccalc.v2_000131	39.8308877092682	37.2583964736253	67.5227530557711	22.0404564280889	18.4697537419701	24.2671901091957
Ccalc.v2_000132	0	0	0	0	0	0
Ccalc.v2_000133	0	0	0	0	0	0
Ccalc.v2_000134	0	0	0	0	0	0
Ccalc.v2_000135	0	0	0	0	0	0
Ccalc.v2_000136	0	0	0	0	0	0
Ccalc.v2_000137	0	0	0	0	0	0
Ccalc.v2_000138	0	0	0	0	0	0
Ccalc.v2_000139	0	0	0	0	0	0
Ccalc.v2_000140	0	0	0	0	0	0
Ccalc.v2_000141	0	0	0	0	0	0
Ccalc.v2_000142	0	0	0	0	0	0
Ccalc.v2_000143	0	0	0	0	0	0
Ccalc.v2_000144	0	0	0	0	0	0
Ccalc.v2_000145	0	0	0	0	0	0
Ccalc.v2_000146	0	0	0	0	0	0
Ccalc.v2_000147	0	0	0	0	0	0
Ccalc.v2_000148	347.856419327609	145.36882558562	142.989359412221	1601.60650044113	1064.4410709188	608.702018572326
Ccalc.v2_000149	0	0	0	0	0.972092302208952	0
Ccalc.v2_000150	0	0	0	0	0	0
Ccalc.v2_000151	0	0	0	0	0	0
Ccalc.v2_000152	0	0	0	0	0	0
Ccalc.v2_000153	0	0	0	0	0	0
Ccalc.v2_000154	0	0	0	0	0	0
Ccalc.v2_000155	0	0	0	0	0	0
Ccalc.v2_000156	0	0	0	0	0	0
Ccalc.v2_000157	0	0	0	0	0	0
Ccalc.v2_000158	0	1.22158676962706	0	0.459176175585186	1.9441846044179	0
Ccalc.v2_000159	0	0	0	0	0	0
Ccalc.v2_000160	0	1.83238015444059	1.32397555011316	0.918352351170371	0	2.02226584243298
Ccalc.v2_000161	0	0	0	0	0	0
Ccalc.v2_000162	0	9.16190077220295	10.5918044009053	4.59176175585186	12.6371999287164	12.1335950545979
Ccalc.v2_000163	0	0	0	0	0.972092302208952	0
Ccalc.v2_000164	53.1078502790242	186.291982368127	235.667647920142	110.202282140445	150.674306842388	213.349046376679
Ccalc.v2_000165	0	0.61079338481353	0	0	0	0
Ccalc.v2_000166	0	0	0	0	0	0
Ccalc.v2_000167	0	0	0	0	0	0
Ccalc.v2_000168	0	0	0	0	0	0
Ccalc.v2_000169	0	0.61079338481353	0	0	0	0
Ccalc.v2_000170	0	0	0	0	0	0
Ccalc.v2_000171	0	0	0	0	0	0
Ccalc.v2_000172	0	0	1.32397555011316	0	0	2.02226584243298
Ccalc.v2_000173	0	0	0	0	0	0
Ccalc.v2_000174	0	0	0	0	0	0
Ccalc.v2_000175	21.2431401116097	54.3606112484042	64.8748019555448	45.4584413829334	57.3534458303282	91.0019629094839
Ccalc.v2_000176	0	0	0	0	0	0
Ccalc.v2_000177	0	0	0	0	0	0
Ccalc.v2_000178	0	0	0	0	0	0
Ccalc.v2_000179	7.96617754185363	6.71872723294883	5.29590220045263	3.67340940468148	7.77673841767162	2.02226584243298
Ccalc.v2_000180	0	3.05396692406765	10.5918044009053	3.2142332290963	0	1.01113292121649
Ccalc.v2_000181	0	0	0	0	0	0
Ccalc.v2_000182	0	0	0	0	0	0
Ccalc.v2_000183	0	0	0	0	0	0
Ccalc.v2_000184	0	0	0	0	0	0
Ccalc.v2_000185	0	1.22158676962706	5.29590220045263	0.459176175585186	2.91627690662686	0
Ccalc.v2_000186	0	0	1.32397555011316	0	0	0
Ccalc.v2_000187	132.769625697561	111.775189420876	129.74960391109	87.2434733611853	138.037106913671	120.324817624762
Ccalc.v2_000188	0	0	0	0	0	0
Ccalc.v2_000189	1606.51247094048	3076.56627930575	3448.95630804478	2058.94597132397	2072.50078830949	2390.31822575578
Ccalc.v2_000190	0	3.05396692406765	1.32397555011316	1.37752852675556	5.83255381325371	2.02226584243298
Ccalc.v2_000191	31.8647101674145	52.5282310939636	56.9309486548658	48.2134984364445	82.6278456877609	100.102159200432
Ccalc.v2_000192	0	0	1.32397555011316	0	0	1.01113292121649
Ccalc.v2_000193	23.8985326255609	10.38348754183	9.26782885079211	4.13258558026667	21.386030648597	8.0890633697319
Ccalc.v2_000194	0	0	0	0	0	0
Ccalc.v2_000195	0	0	0	0	0	0
Ccalc.v2_000196	313.336316646243	415.950295058014	366.741227381345	378.820344857778	410.222951532178	432.764890280657
Ccalc.v2_000197	685.091268599412	380.524278738829	372.037129581798	401.319977461452	190.530091232955	292.217414231565
Ccalc.v2_000198	3571.50293126438	1486.67109863613	1656.29341319156	920.648232048297	1133.45962437564	1224.48196759317
Ccalc.v2_000199	0	0	1.32397555011316	0.459176175585186	0	1.01113292121649
Ccalc.v2_000200	1781.76837686126	1790.84620427327	1906.52479216295	2212.76999014501	2310.66340235068	2518.73210675027
Ccalc.v2_000201	84.9725604464387	148.422792509688	125.77767726075	128.569329163852	144.841753029134	213.349046376679
Ccalc.v2_000202	66.3848128487803	23.2101486229142	31.7754132027158	3.67340940468148	5.83255381325371	6.06679752729893
Ccalc.v2_000203	7.96617754185363	11.6050743114571	7.94385330067895	2.75505705351111	2.91627690662686	3.03339876364946
Ccalc.v2_000204	2.65539251395121	9.16190077220295	6.61987775056579	1.83670470234074	0.972092302208952	1.01113292121649
Ccalc.v2_000205	0	1.22158676962706	1.32397555011316	0	0.972092302208952	1.01113292121649
Ccalc.v2_000206	50.452457765073	12.2158676962706	23.8315599020369	12.3977567408	6.80464611546267	4.04453168486595
Ccalc.v2_000207	0	0	0	0	0	0
Ccalc.v2_000208	2.65539251395121	0	0	0	0	0
Ccalc.v2_000209	0	0.61079338481353	5.29590220045263	3.67340940468148	0	0
Ccalc.v2_000210	71.6955978766827	191.178329446635	186.680552565955	191.476465219022	118.595260869492	105.157823806515
Ccalc.v2_000211	727.577548822632	1095.76333235547	945.318542780795	933.964341140267	922.515594796296	941.36474965255
Ccalc.v2_000212	1011.70454781541	1064.00207634517	1094.92777994358	930.750107911171	1079.99454775415	951.476078864715
Ccalc.v2_000213	26.5539251395121	251.036081158361	177.412723715163	194.231522272534	116.651076265074	175.937128291669
Ccalc.v2_000214	6500.40087415256	4041.61982731113	4798.08739361009	3016.32829741908	10707.5967088316	19562.3886267754
Ccalc.v2_000215	40202.6426612213	13177.8672773519	12943.1849779062	18780.7647576097	27959.3187961339	21967.8738463494
Ccalc.v2_000216	193.843653518438	33.5936361647442	26.4795110022632	46.8359699096889	12.6371999287164	2.02226584243298
Ccalc.v2_000217	1229.44673395941	2022.3368971176	1971.39959411849	1012.48346716533	1236.50140840979	1133.48000468368
Ccalc.v2_000218	770.063829045851	547.881666177737	492.518904642095	671.774744881126	726.152949750087	707.793044851542
Ccalc.v2_000219	499.213792622828	1858.03347660276	1988.61127626996	338.412841406282	353.841598004059	397.37523803808
Ccalc.v2_000220	334.579456757853	326.163667490425	311.134254276592	385.248811315971	417.999689949849	549.045176220553
Ccalc.v2_000221	185.877475976585	292.570031325681	319.078107577271	206.629279013334	201.223106557253	138.525210206659
Ccalc.v2_000222	1128.54181842926	783.647912715759	700.383066009861	683.713325446341	772.813380256117	841.262590452118
Ccalc.v2_000223	940.008949938729	189.345949292194	214.484039118332	503.257088441363	183.725445117492	414.56449769876
Ccalc.v2_000224	185.877475976585	639.500673899766	615.648630802619	436.217366805926	679.492519244058	446.920751177688
Ccalc.v2_000225	406.275054634535	262.030362085004	270.091012223084	274.587352999941	243.023075552238	443.887352414038
Ccalc.v2_000226	132.769625697561	455.651865070894	417.052298285645	273.669000648771	233.302152530149	213.349046376679
Ccalc.v2_000227	480.626045025169	532.001038172585	402.4885672344	338.412841406282	478.269412686805	390.297307589564
Ccalc.v2_000228	257.573073853267	159.417073436331	139.017432761882	112.957339193956	173.032429793194	162.792400315855
Ccalc.v2_000229	985.150622675899	772.653631789116	753.342088014387	817.33359254163	834.055195295281	734.08250080317
Ccalc.v2_000230	1975.6120303797	946.118953076158	877.795789725024	1203.95993238436	1711.85454418997	1732.07069404384
Ccalc.v2_000231	1266.62222915473	1005.97670478788	995.629613685095	870.138852733927	634.776273342446	858.451850112798
Ccalc.v2_000232	71.6955978766827	20.1561816988465	38.3952909532816	40.4075034514963	16.5255691375522	9.10019629094839
Ccalc.v2_000233	268.194643909072	141.704065276739	128.425628360976	202.496693433067	253.716090876537	191.104122109916
Ccalc.v2_000234	581.530960555315	150.255172664128	172.116821514711	258.975363030045	186.641722024119	213.349046376679
Ccalc.v2_000235	764.753044017949	1007.80908494232	959.88227383204	699.784491591823	560.897258374565	764.416488439665
Ccalc.v2_000236	286.782391506731	345.098262419645	305.83835207614	231.883968670519	182.753352815283	300.306477601297
Ccalc.v2_000237	140.735803239414	16.4914213899653	22.5075843519237	11.9385805652148	4.86046151104476	9.10019629094839
Ccalc.v2_000238	13.2769625697561	75.7383797168777	80.7625085569027	140.507909729067	123.455722380537	64.7125069578552
Ccalc.v2_000239	0	0	0	0	0	0
Ccalc.v2_000240	0	0	0	0	0	0
Ccalc.v2_000241	0	0	0	0	0	0
Ccalc.v2_000242	0	0	0	0	0	0
Ccalc.v2_000243	0	0.61079338481353	0	0	0	0
Ccalc.v2_000244	0	0.61079338481353	0	0	0	0
Ccalc.v2_000245	0	3.05396692406765	0	7.80599498494816	16.5255691375522	2.02226584243298
Ccalc.v2_000246	0	63.5225120206071	52.9590220045263	95.5086445217186	109.846430149612	71.7904374063706
Ccalc.v2_000247	0	0	0	0	0	0
Ccalc.v2_000248	0	0.61079338481353	0	0	0	0
Ccalc.v2_000249	2.65539251395121	0	0	1.37752852675556	0.972092302208952	1.01113292121649
Ccalc.v2_000250	2.65539251395121	1.22158676962706	0	2.75505705351111	3.88836920883581	1.01113292121649
Ccalc.v2_000251	0	0	0	0	0	0
Ccalc.v2_000252	0	0.61079338481353	0	0.918352351170371	0	1.01113292121649
Ccalc.v2_000253	0	0	0	0	0	0
Ccalc.v2_000254	0	0	0	0	0	0
Ccalc.v2_000255	2.65539251395121	1.22158676962706	2.64795110022632	8.72434733611853	13.6092922309253	2.02226584243298
Ccalc.v2_000256	0	0	0	0	0	0
Ccalc.v2_000257	5.31078502790242	0.61079338481353	1.32397555011316	0.459176175585186	0	0
Ccalc.v2_000258	47.7970652511218	60.4685450965395	59.5788997550921	22.4996326036741	13.6092922309253	16.1781267394638
Ccalc.v2_000259	0	0	1.32397555011316	0	0	0
Ccalc.v2_000260	0	0	0	0	0	0
Ccalc.v2_000261	0	0	2.64795110022632	0	0	0
Ccalc.v2_000262	0	2.44317353925412	5.29590220045263	3.2142332290963	2.91627690662686	7.07793044851542
Ccalc.v2_000263	18.5877475976585	177.130081595924	215.808014668445	157.038252050133	98.1813225231042	185.037324582617
Ccalc.v2_000264	0	0	0	0	0	0
Ccalc.v2_000265	7.96617754185363	28.7072890862359	47.6631198040737	36.7340940468148	14.5813845331343	29.3228547152782
Ccalc.v2_000266	0	0	0	0.459176175585186	0	0
Ccalc.v2_000267	1258.65605161287	366.476030888118	319.078107577271	3824.47836644901	1508.68725302829	455.00981454742
Ccalc.v2_000268	337.234849271804	616.901318661666	704.3549926602	1205.33746091111	760.176180327401	700.715114403026
Ccalc.v2_000269	403.619662120584	415.339501673201	377.33303178225	953.70891669043	827.250549179818	589.490493069212
Ccalc.v2_000270	21.2431401116097	18.9345949292194	26.4795110022632	2.75505705351111	7.77673841767162	15.1669938182473
Ccalc.v2_000271	0	0	0	0	0	0
Ccalc.v2_000272	34.5201026813657	139.260891737485	162.848992663918	61.5296075284149	87.4883071988057	124.369349309628
Ccalc.v2_000273	0	0	0	0.459176175585186	0	0
Ccalc.v2_000274	151.357373295219	1815.88873305063	2384.4799657538	563.409167443023	1039.16667106137	1139.54680221098
Ccalc.v2_000275	0	1.22158676962706	1.32397555011316	0.918352351170371	1.9441846044179	0
Ccalc.v2_000276	87.62795296039	131.931371119723	209.188136917879	50.0502031387852	84.5720302921789	35.3896522425771
Ccalc.v2_000277	1609.16786345443	1114.69792728469	978.417931533624	1332.98843772379	1245.25023912967	1135.50227052612
Ccalc.v2_000278	156.668158323121	528.947071248517	522.970342294698	321.882499085215	369.395074839402	369.063516244018
Ccalc.v2_000279	762.097651503998	232.712279613955	206.540185817653	395.80986335443	541.455412330386	530.844783638656
Ccalc.v2_000280	100.904915530146	190.567536061821	193.300430316521	141.885438255822	150.674306842388	193.126387952349
Ccalc.v2_000281	7.96617754185363	6.71872723294883	3.97192665033948	0	0.972092302208952	2.02226584243298
Ccalc.v2_000282	772.719221559802	714.017466847017	717.594748161332	735.141057111882	837.943564504117	756.327425069933
Ccalc.v2_000283	1040.91386546887	740.892375778812	759.961965764953	1117.63481137434	1030.41784034149	1074.83429525313
Ccalc.v2_000284	199.154438546341	506.95850939523	598.436948651148	777.385265265719	640.6088271557	545.000644535687
Ccalc.v2_000285	578.875568041364	496.5750218534	476.631198040737	961.055735499793	818.501718459938	632.969208681521
Ccalc.v2_000286	6303.90182812017	5886.21584944799	5434.91963321452	3465.4025971414	4681.59652743831	4500.55263233459
Ccalc.v2_000287	196.49904603239	282.186543783851	235.667647920142	208.925159891259	269.26956771188	276.039287492101
Ccalc.v2_000288	13178.7130467399	6454.86449070939	7195.80711486502	13471.7698154938	19802.4922882986	12946.5459232559
Ccalc.v2_000289	626.672633292486	1501.33013987166	1567.58705133398	434.380662103586	732.95759586555	776.550083494263
Ccalc.v2_000290	5.31078502790242	0	0	0	0	0
Ccalc.v2_000291	0	5.49714046332177	6.61987775056579	2.29588087792593	6.80464611546267	3.03339876364946
Ccalc.v2_000292	7782.955458391	2328.95517629399	2216.33507088943	4225.79834391046	6084.32571952583	4186.09029383626
Ccalc.v2_000293	1303.79772435004	1261.89913302475	1126.7031931463	1683.33985969529	1859.61257412573	1643.09099697679
Ccalc.v2_000294	1086.05553820605	1444.526355084	1403.41408311995	1014.77934804326	1064.4410709188	842.273723373335
Ccalc.v2_000295	974.529052620094	930.238325071007	1084.33597554268	1083.65577438104	919.599317889669	1483.33199542459
Ccalc.v2_000296	650.571165918047	488.023914466011	443.531809287908	559.735758038341	432.581074482984	369.063516244018
Ccalc.v2_000297	488.592222567023	1005.97670478788	978.417931533624	586.827152397867	477.297320384596	546.011777456903
Ccalc.v2_000298	2551.83220590711	3758.21169675765	3549.57844985338	3518.20785733369	3656.03914860787	3190.12436643802
Ccalc.v2_000299	0	3.05396692406765	3.97192665033948	0	0	0
Ccalc.v2_000300	796.617754185363	661.489235753053	752.018112464274	476.165694081837	611.446058089431	703.748513166676
Ccalc.v2_000301	31.8647101674145	528.336277863704	631.536337403977	120.304158003319	102.06969173194	142.569741891525
Ccalc.v2_000302	416.89662469034	578.421335418413	571.957437648884	428.411371820978	442.301997505073	470.176808365667
Ccalc.v2_000303	910.799632285265	1785.34906380995	1967.42766746815	350.810598147082	500.62753563761	668.358860924099
Ccalc.v2_000304	528.423110276291	693.86128514817	720.242699261558	520.7057831136	461.743843549252	566.234435881233
Ccalc.v2_000305	167.289728378926	311.5046262549	263.471134472519	256.220305976534	292.599782964895	243.683034013174
Ccalc.v2_000306	1436.56735004761	738.449202239558	717.594748161332	1041.87074240279	706.711103705908	572.301233408532
Ccalc.v2_000307	1301.14233183609	3881.59196048998	3378.78560388878	3334.9965632752	4538.6989590136	4026.33129228406
Ccalc.v2_000308	177.911298434731	411.674741364319	402.4885672344	613.918546757393	519.097289379581	465.121143759584
Ccalc.v2_000309	215.086793630048	217.442444993617	202.568259167313	279.638290931378	229.413783321313	297.273078837647
Ccalc.v2_000310	47.7970652511218	174.68690805667	190.652479216295	140.507909729067	110.818522451821	120.324817624762
Ccalc.v2_000311	961.252090050338	784.869499485386	763.933892415292	696.111082187141	662.966950106505	647.125069578552
Ccalc.v2_000312	249.606896311414	366.476030888118	349.529545229874	183.670470234074	206.083568068298	197.170919637215
Ccalc.v2_000313	801.928539213266	1010.86305186639	940.022640580342	1344.00866593784	1632.14297540883	1687.58084551032
Ccalc.v2_000314	1399.39185485229	720.125400695152	701.707041559974	934.882693491438	858.357502850505	1092.02355491381
Ccalc.v2_000315	47.7970652511218	101.391701879046	91.3543129578079	77.1415974983112	41.799968994985	30.3339876364946
Ccalc.v2_000316	1200.23741630595	1258.84516610069	1316.03169681248	1636.96306596119	1639.9197138265	1601.63454720692
Ccalc.v2_000317	541.700072846047	723.790161004033	742.750283613482	523.920016342697	488.962428011103	618.813347784491
