	F91_AB	F99_AB	F95_AB	K70.FD	W46.FD	K86.FD
Ccalc.v2_003637	0	0.61079338481353	0	0	0	0
Ccalc.v2_003638	2.65539251395121	0	1.32397555011316	0	0	0
Ccalc.v2_003639	2.65539251395121	3.66476030888118	13.2397555011316	2.29588087792593	3.88836920883581	1.01113292121649
Ccalc.v2_003640	0	0	0	0	0	0
Ccalc.v2_003641	0	0	0	0	0	0
Ccalc.v2_003642	0	0	0	0	0	0
Ccalc.v2_003643	0	0	0	0	0	0
Ccalc.v2_003644	0	0.61079338481353	0	0	0	0
Ccalc.v2_003645	5.31078502790242	31.15046262549	42.3672176036211	26.1730420083556	29.1627690662686	30.3339876364946
Ccalc.v2_003646	0	0	0	0	0	0
Ccalc.v2_003647	0	0	0	0	0	0
Ccalc.v2_003648	119.492663127804	144.147238815993	119.157799510184	209.84351224243	137.065014611462	194.137520873566
Ccalc.v2_003649	92.9387379882924	7.94031400257589	9.26782885079211	5.51011410702223	13.6092922309253	31.3451205577111
Ccalc.v2_003650	0	0	1.32397555011316	0	0	0
Ccalc.v2_003651	358.477989383413	1241.74295132591	1609.9542689376	230.506440143763	240.106798645611	360.974452874286
Ccalc.v2_003652	146.046588267317	370.140791196999	442.207833737795	535.399420732326	383.976459372536	530.844783638656
Ccalc.v2_003653	0	0	0	0	0	0
Ccalc.v2_003654	0	0	0	0	0	0
Ccalc.v2_003655	15.9323550837073	111.775189420876	88.7063618575816	88.6210018879408	67.0743688524177	95.0464945943499
Ccalc.v2_003656	0	0.61079338481353	0	0	0	0
Ccalc.v2_003657	5.31078502790242	39.0907766280659	35.7473398530553	40.8666796270815	32.0790459728954	33.3673864001441
Ccalc.v2_003658	0	9.16190077220295	5.29590220045263	11.0202282140445	7.77673841767162	20.2226584243298
Ccalc.v2_003659	0	1.83238015444059	5.29590220045263	2.29588087792593	1.9441846044179	1.01113292121649
Ccalc.v2_003660	0	0	0	0	0	0
Ccalc.v2_003661	0	0	0	0	0	0
Ccalc.v2_003662	0	0	0	0	0	0
Ccalc.v2_003663	2.65539251395121	3.05396692406765	5.29590220045263	3.2142332290963	1.9441846044179	1.01113292121649
Ccalc.v2_003664	0	1.83238015444059	0	0	0	0
Ccalc.v2_003665	71.6955978766827	276.078609935716	350.853520779987	88.1618257123556	89.4324918032236	139.536343127875
Ccalc.v2_003666	0	0	0	0	0	0
Ccalc.v2_003667	100.904915530146	167.968180823721	176.08874816505	120.763334178904	119.567353171701	109.202355491381
Ccalc.v2_003668	693.057446141266	789.145053179081	865.880009774006	817.33359254163	1538.82211439677	1480.29859666094
Ccalc.v2_003669	3945.9132757315	2371.09991984612	2102.4731735797	2442.81725411319	3227.34644333372	4756.36926140236
Ccalc.v2_003670	2626.18319629775	6767.59070373391	7537.39280679421	6962.48835039817	7444.28285031616	12356.0442972655
Ccalc.v2_003671	0	1.22158676962706	1.32397555011316	2.75505705351111	2.91627690662686	1.01113292121649
Ccalc.v2_003672	671.814306029656	691.418111608916	750.694136914161	395.80986335443	393.697382394626	521.744587347708
Ccalc.v2_003673	2.65539251395121	4.27555369369471	2.64795110022632	5.51011410702223	21.386030648597	20.2226584243298
Ccalc.v2_003674	618.706455750632	512.455649858552	479.279149140963	455.502766180504	517.153104775163	392.319573431997
Ccalc.v2_003675	1099.3325007758	1585.61962697592	1590.0946356859	979.422782523201	993.478332857549	1352.89584858766
Ccalc.v2_003676	4081.33829394301	1876.35727814716	1800.6067481539	3622.90002536711	4263.59683748847	2844.31690738198
Ccalc.v2_003677	74.3509903906339	1876.96807153198	2225.60289974022	693.35602513363	901.129564147699	919.119825385788
Ccalc.v2_003678	50.452457765073	524.060724170009	504.434684593113	186.884703463171	198.306829650626	202.226584243298
Ccalc.v2_003679	0	0	0	0.459176175585186	0	0
Ccalc.v2_003680	29.2093176534633	36.6476030888118	19.8596332516974	25.2546896571852	15.5534768353432	16.1781267394638
Ccalc.v2_003681	100.904915530146	83.0679003346401	74.1426308063369	179.997060829393	171.088245188776	119.313684703546
Ccalc.v2_003682	42.4862802232194	85.5110738738942	59.5788997550921	32.142332290963	44.7162459016118	66.7347728002882
Ccalc.v2_003683	523.112325248389	314.558593178968	293.922572125121	560.194934213926	425.776428367521	377.15257961375
Ccalc.v2_003684	84.9725604464387	112.996776190503	76.7905819065632	64.284664581926	60.269722736955	58.6457094305563
Ccalc.v2_003685	2.65539251395121	5.49714046332177	5.29590220045263	2.29588087792593	0	2.02226584243298
Ccalc.v2_003686	0	0	0	0	0	0
Ccalc.v2_003687	241.64071876956	745.77872285732	828.808694370837	336.576136703941	332.455567355462	393.330706353214
Ccalc.v2_003688	262.88385888117	172.854527902229	178.736699265276	245.659253938074	262.464921596417	282.1060850194
Ccalc.v2_003689	549.666250387901	635.835913590885	669.931628357258	593.25561885606	545.343781539222	721.948905748572
Ccalc.v2_003690	138.080410725463	21.9885618532871	135.045506111542	25.7138658327704	294.543967569313	125.380482230845
Ccalc.v2_003691	69.0402053627315	26.2641155469818	67.5227530557711	96.426996872889	66.1022765502088	5.05566460608244
Ccalc.v2_003692	0	0.61079338481353	0	0	0	0
Ccalc.v2_003693	711.645193738924	885.039614594805	766.581843515519	583.612919168771	630.88790413361	655.214132948284
Ccalc.v2_003694	857.691782006241	359.146510270356	397.192665033948	705.294605698845	777.673841767162	1081.91222570164
Ccalc.v2_003695	114.181878099902	91.008214337216	103.270092908826	98.2637015752297	112.762707056238	65.7236398790717
Ccalc.v2_003696	876.2795296039	544.827699253669	493.842880192208	322.800851436385	379.115997861491	288.172882546699
Ccalc.v2_003697	355.822596869462	596.745136962819	610.352728602166	480.757455837689	581.311196720953	486.354935105131
Ccalc.v2_003698	4407.95157315901	2424.84973770972	2242.81458189169	1203.95993238436	1410.50593050519	2891.84015467916
Ccalc.v2_003699	392.998092064779	1163.56139806978	1048.58863568962	602.439142367763	436.46944369182	543.989511614471
Ccalc.v2_003700	987.80601518985	839.840904118604	853.964229822987	614.377722932978	768.925011047281	656.225265869501
Ccalc.v2_003701	84.9725604464387	257.144015006496	254.203305621726	248.873487167171	219.692860299223	240.649635249524
Ccalc.v2_003702	21.2431401116097	15.2698346203383	10.5918044009053	11.0202282140445	4.86046151104476	10.1113292121649
Ccalc.v2_003703	127814.663266528	51306.0335309517	59287.6251340672	105565.980295561	113955.464311049	118182.226964704
Ccalc.v2_003704	10247.1597113377	5021.33241655203	4526.67240583689	5120.73271012599	5629.38652209204	5771.54671430371
Ccalc.v2_003705	515.146147706535	753.108243475083	839.400498771742	1439.51731045956	1433.8361457582	213.349046376679
Ccalc.v2_003706	0	0	0	0.459176175585186	0.972092302208952	0
Ccalc.v2_003707	310.680924132292	440.992823835369	436.911931537342	609.785961177126	581.311196720953	595.557290596511
Ccalc.v2_003708	161.978943351024	244.928147310226	239.639574570482	223.618797509985	188.585906628537	259.861160752637
Ccalc.v2_003709	103.560308044097	80.0139334105725	79.4385330067895	56.937845772563	56.3813535281192	148.636539418824
Ccalc.v2_003710	1999.51056300526	1803.06207196954	1661.58931539201	2903.83013440071	1759.4870669982	2364.02876980415
Ccalc.v2_003711	0	0	1.32397555011316	0	0	0
Ccalc.v2_003712	0	22.5993552381006	15.8877066013579	17.9078708478222	6.80464611546267	9.10019629094839
Ccalc.v2_003713	26.5539251395121	0.61079338481353	1.32397555011316	0	0	0
Ccalc.v2_003714	308.02553161834	673.09431006451	740.102332513256	813.201006961364	398.55784390567	553.089707905419
Ccalc.v2_003715	0	0	0	0	0.972092302208952	2.02226584243298
Ccalc.v2_003716	98.2495230161948	22.5993552381006	22.5075843519237	51.4277316655408	42.7720612971939	27.3005888728452
Ccalc.v2_003717	1702.10660144273	825.792656267893	673.903555007598	1160.79737187935	1181.09214718388	732.060234960737
Ccalc.v2_003718	34.5201026813657	36.6476030888118	38.3952909532816	89.5393542391112	19.441846044179	23.2560571879792
Ccalc.v2_003719	5.31078502790242	20.76697508366	35.7473398530553	9.18352351170371	17.4976614397611	24.2671901091957
Ccalc.v2_003720	1874.70711484955	1124.47062144171	1312.05977016214	2209.09658074033	1513.54771453934	1143.59133389585
Ccalc.v2_003721	262.88385888117	364.032857348864	325.697985327837	309.94391852	322.734644333372	302.32874344373
Ccalc.v2_003722	528.423110276291	1308.31943027058	1293.52411246056	478.920751135349	502.571720242028	620.835613626924
Ccalc.v2_003723	180.566690948682	112.38598280569	99.2981662584869	146.936376187259	97.2092302208952	135.491811443009
Ccalc.v2_003724	66.3848128487803	21.3777684684736	31.7754132027158	38.1116225735704	60.269722736955	38.4230510062265
Ccalc.v2_003725	2623.5278037838	831.900590116028	876.471814174911	1134.16515369541	992.50624055534	940.353616731334
Ccalc.v2_003726	0	0	0	0	0	0
Ccalc.v2_003727	0	0	0	1.83670470234074	0	2.02226584243298
Ccalc.v2_003728	127.458840669658	119.715503423452	101.946117358713	137.752852675556	137.065014611462	109.202355491381
Ccalc.v2_003729	246.951503797463	266.916709163513	307.162327626253	404.075034514963	319.818367426745	372.096915007668
Ccalc.v2_003730	148.701980781268	179.573255135178	195.948381416747	249.332663342756	209.971937277134	194.137520873566
Ccalc.v2_003731	329.26867172995	246.149734079853	230.37174571969	341.167898459793	396.613659301253	279.072686255751
Ccalc.v2_003732	7.96617754185363	1.22158676962706	2.64795110022632	6.4284664581926	5.83255381325371	13.1447279758143
Ccalc.v2_003733	310.680924132292	327.385254260052	312.458229826705	286.066757389571	350.925321097432	327.607066474142
Ccalc.v2_003734	0	1.22158676962706	6.61987775056579	1.83670470234074	1.9441846044179	0
Ccalc.v2_003735	39.8308877092682	364.032857348864	374.685080682024	51.4277316655408	67.0743688524177	76.8461020124531
Ccalc.v2_003736	323.957886702048	223.550378841752	260.823183372292	363.667531063467	378.143905559282	355.918788268204
Ccalc.v2_003737	605.429493180876	414.117914903574	450.151687038474	722.284124195497	678.520426941849	770.483285966964
Ccalc.v2_003738	3613.9892114876	1790.23541088846	1722.49219069722	2892.80990618667	2688.80730790996	2888.80675591551
Ccalc.v2_003739	1967.64585283785	1382.83622321783	1368.99071881701	1966.65156003135	2500.22140128143	1637.02419944949
Ccalc.v2_003740	661.192735973852	852.667565199688	738.778356963142	414.636086553423	513.264735566327	610.724284414759
Ccalc.v2_003741	2.65539251395121	0	0	0	0.972092302208952	0
Ccalc.v2_003742	42.4862802232194	548.49245956255	540.182024446169	195.149874623704	204.13938346388	239.638502328308
Ccalc.v2_003743	515.146147706535	486.19153431157	452.7996381387	592.796442680475	522.985658588416	328.618199395359
Ccalc.v2_003744	268.194643909072	127.655817426028	206.540185817653	194.231522272534	63.1859996435819	83.9240324609685
Ccalc.v2_003745	127.458840669658	184.459602213686	242.287525670708	224.537149861156	203.167291161671	199.193185479648
Ccalc.v2_003746	1425.9457799918	2305.74502767108	2587.04822492111	1691.14585468024	1477.58029935761	1360.98491195739
Ccalc.v2_003747	504.52457765073	459.927418764588	444.855784838021	294.791104725689	393.697382394626	365.018984559152
Ccalc.v2_003748	1216.16977138965	581.475302342481	583.873217599903	1030.39133801316	814.613349251102	750.260627542634
Ccalc.v2_003749	21.2431401116097	77.5707598713183	95.3262396081474	41.3258558026667	33.0511382751044	38.4230510062265
Ccalc.v2_003750	61.0740278208779	81.846313565013	96.6502151582606	71.1723072157038	65.1301842479998	64.7125069578552
Ccalc.v2_003751	7974.14371939549	2762.00768612678	2769.75685083673	5299.35224242863	4956.69864896345	5323.61483020481
Ccalc.v2_003752	5.31078502790242	238.209420077277	255.52728117184	78.5191260250667	77.7673841767162	110.213488412597
Ccalc.v2_003753	318.647101674145	307.839865946019	293.922572125121	206.170102837748	191.502183535164	249.749831540473
Ccalc.v2_003754	34.5201026813657	321.277320411917	317.754132027158	239.689963655467	220.664952601432	231.549438958576
Ccalc.v2_003755	329.26867172995	545.438492638483	613.000679702392	218.567859578548	255.660275480954	261.88342659507
Ccalc.v2_003756	130.114233183609	552.768013256245	655.367897306013	184.588822585245	240.106798645611	195.148653794782
Ccalc.v2_003757	602.774100666925	425.112195830217	484.575051341416	309.94391852	458.827566642625	359.96331995307
Ccalc.v2_003758	39.8308877092682	282.797337168665	303.190400975913	147.85472853843	166.227783677731	149.64767234004
Ccalc.v2_003759	0	3.05396692406765	3.97192665033948	0.459176175585186	0.972092302208952	1.01113292121649
Ccalc.v2_003760	18.5877475976585	227.215139150633	223.751867969124	105.610520384593	152.618491446806	171.892596606803
Ccalc.v2_003761	374.410344467121	627.895599588309	647.424044005335	542.746239541689	731.013411261132	564.2121700388
Ccalc.v2_003762	0	1.83238015444059	1.32397555011316	1.83670470234074	1.9441846044179	2.02226584243298
Ccalc.v2_003763	2.65539251395121	0	0	0.918352351170371	0	1.01113292121649
Ccalc.v2_003764	1157.75113608273	1710.8322708627	1939.62418091578	710.804719805867	884.603995010147	684.536987663562
Ccalc.v2_003765	19514.4795850274	11721.1250545716	12587.0355549258	14883.7365554182	18255.8934354841	18127.5910115692
Ccalc.v2_003766	0	2.44317353925412	1.32397555011316	1.37752852675556	4.86046151104476	1.01113292121649
Ccalc.v2_003767	0	0	0	0	0	0
Ccalc.v2_003768	0	0	0	0	0	0
Ccalc.v2_003769	0	0	0	0	0	0
Ccalc.v2_003770	0	0	0	0	0	0
Ccalc.v2_003771	0	0	0	0	0	0
Ccalc.v2_003772	0	0	0	0	0	0
Ccalc.v2_003773	0	0	0	0	0	0
Ccalc.v2_003774	13.2769625697561	48.2526774002689	54.2829975546395	44.540089031763	49.5767074126566	65.7236398790717
Ccalc.v2_003775	0	6.71872723294883	3.97192665033948	4.59176175585186	6.80464611546267	11.1224621333814
Ccalc.v2_003776	0	0	0	0	0.972092302208952	0
Ccalc.v2_003777	69.0402053627315	250.425287773547	263.471134472519	374.228583101926	630.88790413361	442.876219492822
Ccalc.v2_003778	13.2769625697561	12.2158676962706	7.94385330067895	10.1018758628741	15.5534768353432	5.05566460608244
Ccalc.v2_003779	0	0	0	0	0	0
Ccalc.v2_003780	0	0.61079338481353	2.64795110022632	0.459176175585186	0	0
Ccalc.v2_003781	0	0	0	0.459176175585186	0	0
Ccalc.v2_003782	207.120616088194	263.862742239445	229.047770169576	266.322181839408	304.264890591402	313.451205577111
Ccalc.v2_003783	18.5877475976585	70.241239253556	46.3391442539605	54.1827887190519	52.4929843192834	50.5566460608244
Ccalc.v2_003784	480.626045025169	355.481749961475	341.585691929195	322.3416752608	422.860151460894	362.996718716719
Ccalc.v2_003785	2.65539251395121	31.7612560103036	34.4233643029421	21.1221040769185	9.72092302208952	30.3339876364946
Ccalc.v2_003786	42.4862802232194	70.8520326383695	74.1426308063369	157.497428225719	67.0743688524177	89.9908299882674
Ccalc.v2_003787	0	1.22158676962706	0	1.83670470234074	1.9441846044179	0
Ccalc.v2_003788	2.65539251395121	2.44317353925412	1.32397555011316	0.918352351170371	1.9441846044179	3.03339876364946
Ccalc.v2_003789	7.96617754185363	37.2583964736253	22.5075843519237	25.2546896571852	43.7441535994028	27.3005888728452
Ccalc.v2_003790	132.769625697561	71.462826023183	71.4946797061106	53.7236125434667	39.855784390567	91.0019629094839
Ccalc.v2_003791	201.809831060292	164.914213899653	182.708625915616	82.6517116053334	79.7115687811341	168.859197843153
Ccalc.v2_003792	0	12.2158676962706	21.1836088018105	1.83670470234074	1.9441846044179	12.1335950545979
Ccalc.v2_003793	111.526485585951	131.931371119723	161.525017113805	54.1827887190519	38.8836920883581	143.580874812741
Ccalc.v2_003794	337.234849271804	262.641155469818	210.512112467992	308.566389993245	298.432336778148	252.783230304122
Ccalc.v2_003795	169.945120892877	269.359882702767	222.427892419011	222.24126898323	241.07889094782	233.571704801009
Ccalc.v2_003796	154.01276580917	483.748360772316	451.475662588587	329.229317894578	286.767229151641	354.907655346987
Ccalc.v2_003797	228.363756199804	542.995319099228	426.320127136437	444.48253796646	684.352980755102	658.247531711934
Ccalc.v2_003798	61.0740278208779	61.079338481353	72.8186552562237	79.4374783762371	83.5999379899699	85.9462983034015
Ccalc.v2_003799	26.5539251395121	17.7130081595924	7.94385330067895	7.34681880936297	0	0
Ccalc.v2_003800	552.321642901852	318.834146872663	214.484039118332	317.749913504948	522.985658588416	737.11589956682
Ccalc.v2_003801	347.856419327609	350.595402882966	361.445325180892	147.395552362845	167.19987597994	147.625406497607
Ccalc.v2_003802	2912.96558780448	1906.89694738784	1692.04075304462	1636.96306596119	1494.10586849516	2057.65549467555
Ccalc.v2_003803	15.9323550837073	12.8266610810841	7.94385330067895	2.75505705351111	5.83255381325371	2.02226584243298
Ccalc.v2_003804	9928.51260966358	2836.52447907403	2372.56418580278	2656.3341757603	4410.38277512202	5931.30571585592
Ccalc.v2_003805	5.31078502790242	2.44317353925412	6.61987775056579	1.83670470234074	1.9441846044179	2.02226584243298
Ccalc.v2_003806	0	14.6590412355247	29.1274621024895	0	0.972092302208952	0
Ccalc.v2_003807	23.8985326255609	30.5396692406765	30.4514376526026	35.3565655200593	31.1069536706865	49.5455131396079
Ccalc.v2_003808	5.31078502790242	0.61079338481353	5.29590220045263	0.459176175585186	1.9441846044179	2.02226584243298
Ccalc.v2_003809	1040.91386546887	908.860556602533	701.707041559974	1569.00499197458	1591.31509871605	1266.94955028426
Ccalc.v2_003810	0	0.61079338481353	1.32397555011316	0	0	1.01113292121649
Ccalc.v2_003811	1492.33059284058	1688.2329156246	1456.37310512447	3129.28563661304	6750.20894653896	4026.33129228406
Ccalc.v2_003812	0	1.83238015444059	1.32397555011316	0	0.972092302208952	1.01113292121649
Ccalc.v2_003813	1779.11298434731	1665.02276700168	1611.27824448771	1486.35328036925	1477.58029935761	1581.41188878259
Ccalc.v2_003814	15.9323550837073	62.3009252509801	52.9590220045263	24.7955134816	38.8836920883581	34.3785193213606
Ccalc.v2_003815	0	0	0	0	0	0
Ccalc.v2_003816	0	0	0	0.918352351170371	0	0
Ccalc.v2_003817	390.342699550828	499.018195392654	428.968078236663	677.284858988149	467.576397362506	531.855916559873
Ccalc.v2_003818	1067.46779060839	922.298011068431	860.584107573553	834.782287213867	750.455257305311	585.445961384347
Ccalc.v2_003819	18.5877475976585	51.9174377091501	55.6069731047527	42.2442081538371	38.8836920883581	46.5121143759584
Ccalc.v2_003820	127.458840669658	241.874180386158	247.583427871161	129.487681515022	120.53944547391	149.64767234004
Ccalc.v2_003821	2214.59735663531	1694.34084947273	1661.58931539201	1820.63353619526	1734.21266714077	1942.38634165687
Ccalc.v2_003822	2.65539251395121	0	0	0	0	0
Ccalc.v2_003823	2.65539251395121	0	0	0	0	0
Ccalc.v2_003824	0	15.2698346203383	18.5356577015842	5.51011410702223	6.80464611546267	3.03339876364946
Ccalc.v2_003825	92.9387379882924	414.117914903574	483.251075791303	374.228583101926	354.813690306268	354.907655346987
Ccalc.v2_003826	0	0	0	0	0	0
Ccalc.v2_003827	0	0	0	0	0	0
Ccalc.v2_003828	0	2.44317353925412	9.26782885079211	10.1018758628741	5.83255381325371	7.07793044851542
Ccalc.v2_003829	0	1.22158676962706	0	0	0.972092302208952	0
Ccalc.v2_003830	15.9323550837073	16.4914213899653	19.8596332516974	23.4179849548445	35.9674151817312	30.3339876364946
Ccalc.v2_003831	82.3171679324875	48.2526774002689	75.46660635645	102.396287155496	102.06969173194	91.0019629094839
Ccalc.v2_003832	0	0	0	0	0	0
Ccalc.v2_003833	108.871093072	360.978890424796	370.713154031684	305.352156764148	318.846275124536	296.261945916431
Ccalc.v2_003834	0	0.61079338481353	0	0	0	1.01113292121649
Ccalc.v2_003835	0	0	0	0	0	0
Ccalc.v2_003836	0	0	0	0	0	0
Ccalc.v2_003837	0	0.61079338481353	0	0.918352351170371	0	2.02226584243298
Ccalc.v2_003838	217.742186143999	70.241239253556	62.2268508553184	219.486211929719	87.4883071988057	209.304514691813
Ccalc.v2_003839	2.65539251395121	0	0	0.459176175585186	0.972092302208952	0
Ccalc.v2_003840	10.6215700558048	7.32952061776236	10.5918044009053	16.5303423210667	12.6371999287164	28.3117217940617
Ccalc.v2_003841	119.492663127804	141.704065276739	116.509848409958	152.905666469867	139.00919921588	150.658805261257
Ccalc.v2_003842	188.532868490536	225.993552381006	214.484039118332	235.098201899615	260.520736991999	247.72756569804
Ccalc.v2_003843	347.856419327609	207.058957451787	231.695721269803	371.932702224	409.250859229969	477.254738814182
Ccalc.v2_003844	4243.31723729404	1655.86086622948	1523.89585818025	1591.96380075384	1862.52885103235	3056.65482083744
Ccalc.v2_003845	0	0	0	0	0	0
Ccalc.v2_003846	0	0	0	0	0	0
Ccalc.v2_003847	0	0	0	0	0	0
Ccalc.v2_003848	0	0	0	0	0	0
Ccalc.v2_003849	0	0	0	0	0	0
Ccalc.v2_003850	0	0	0	0.459176175585186	0	0
Ccalc.v2_003851	0	0	0	0	0	0
Ccalc.v2_003852	0	0.61079338481353	0	0	0	0
Ccalc.v2_003853	79.6617754185363	156.363106512264	140.341408311995	104.692168033422	66.1022765502088	163.803533237071
Ccalc.v2_003854	0	0	0	0.459176175585186	0	2.02226584243298
Ccalc.v2_003855	0	0	0	0	0	0
Ccalc.v2_003856	103.560308044097	86.7326606435213	82.0864841070158	94.131115994963	70.9627380612535	156.725602788556
Ccalc.v2_003857	0	0	0	0	0	0
Ccalc.v2_003858	6694.244527671	1932.55026955001	1796.63482150356	3925.03794890217	1464.94309942889	2514.68757506541
Ccalc.v2_003859	637.294203348291	809.912028262741	761.285941315066	890.342604459675	752.399441909729	747.227228778985
Ccalc.v2_003860	953.285912508485	1833.60174121022	2089.23341807856	793.456431411201	1032.36202494591	1110.2239474957
Ccalc.v2_003861	270.850036423023	463.592179073469	406.46049388474	400.860801285867	436.46944369182	615.779949020841
Ccalc.v2_003862	37.175495195317	81.2355201801995	74.1426308063369	3.2142332290963	4.86046151104476	8.0890633697319
Ccalc.v2_003863	5.31078502790242	65.9656855598613	39.7192665033948	11.4794043896296	25.2743998574328	30.3339876364946
Ccalc.v2_003864	135.425018211512	471.532493076045	579.901290949563	226.373854563497	266.353290805253	340.751794449956
Ccalc.v2_003865	0	0	0	0	0	0
Ccalc.v2_003866	331.924064243901	296.845585019376	327.02196087795	225.455502212326	341.204398075342	216.382445140328
Ccalc.v2_003867	108.871093072	132.542164504536	176.08874816505	143.722142958163	167.19987597994	137.514077285442
Ccalc.v2_003868	634.638810834339	795.86378041203	802.329183368574	495.910269632	505.487997148655	523.766853190141
Ccalc.v2_003869	1457.81049015921	316.390973333409	266.119085572745	893.097661513186	1157.76193193086	793.739343154943
Ccalc.v2_003870	1282.55458423843	732.341268391423	830.13266992095	1350.89630857162	2400.0958941539	608.702018572326
Ccalc.v2_003871	0	0	0	0	0.972092302208952	0
Ccalc.v2_003872	0	0.61079338481353	0	0	0	0
Ccalc.v2_003873	5873.72824086008	1050.56462187927	1182.31016625105	2868.93274505624	2803.51419957062	3222.48061991695
Ccalc.v2_003874	146.046588267317	504.515335855976	468.687344740058	335.198608177185	342.176490377551	451.97641578377
Ccalc.v2_003875	55.7632427929754	12.8266610810841	23.8315599020369	150.150609416356	18.4697537419701	756.327425069933
Ccalc.v2_003876	42.4862802232194	21.9885618532871	15.8877066013579	25.2546896571852	52.4929843192834	265.927958279936
Ccalc.v2_003877	0	0	0	0	0	0
Ccalc.v2_003878	0	0	0	0	0	1.01113292121649
Ccalc.v2_003879	0	0	0	0	0	0
Ccalc.v2_003880	0	0	0	0	0	0
Ccalc.v2_003881	0	0	0	0	0	0
Ccalc.v2_003882	0	0	0	0	0	0
Ccalc.v2_003883	0	0	0	0	0	0
Ccalc.v2_003884	0	0	0	0	0	0
Ccalc.v2_003885	0	0	0	0	0	0
Ccalc.v2_003886	0	0	0	0	0	0
Ccalc.v2_003887	0	0	0	0	0	0
Ccalc.v2_003888	0	0	0	0	0	0
Ccalc.v2_003889	0	0	0	0	0	0
Ccalc.v2_003890	0	0	0	0	0	0
Ccalc.v2_003891	0	0	0	0	0	0
Ccalc.v2_003892	0	0	0	0	0	0
Ccalc.v2_003893	0	0	0	0	0	0
Ccalc.v2_003894	0	0	0	0	0	0
Ccalc.v2_003895	0	0	0	0	0	0
Ccalc.v2_003896	0	0	0	0	0	0
Ccalc.v2_003897	0	0	0	0	0	0
Ccalc.v2_003898	0	0	0	0	0	0
Ccalc.v2_003899	0	1.22158676962706	0	0.459176175585186	0	0
Ccalc.v2_003900	0	1.83238015444059	1.32397555011316	0	0	0
Ccalc.v2_003901	0	0	0	0	0	0
Ccalc.v2_003902	0	0	0	0	0	0
Ccalc.v2_003903	0	3.05396692406765	3.97192665033948	1.83670470234074	2.91627690662686	3.03339876364946
Ccalc.v2_003904	2.65539251395121	24.4317353925412	22.5075843519237	7.34681880936297	4.86046151104476	12.1335950545979
Ccalc.v2_003905	0	0	1.32397555011316	0.459176175585186	0	0
Ccalc.v2_003906	0	0	0	0	0	0
Ccalc.v2_003907	3991.05494846867	1200.8197945434	1208.78967725331	1865.63280140261	1960.71017355546	1640.05759821314
Ccalc.v2_003908	7.96617754185363	10.9942809266435	42.3672176036211	11.4794043896296	7.77673841767162	24.2671901091957
Ccalc.v2_003909	61.0740278208779	208.891337606227	233.019696819916	156.579075874548	132.204553100418	211.326780534246
Ccalc.v2_003910	385.031914522926	345.098262419645	446.179760388134	353.106479025008	566.729812187819	983.832332343643
Ccalc.v2_003911	7.96617754185363	42.1447435521336	35.7473398530553	12.3977567408	31.1069536706865	25.2783230304122
Ccalc.v2_003912	2673.98026154887	2596.48267884232	2581.75232272066	1727.87994872705	2596.45853920011	2517.72097382905
Ccalc.v2_003913	1322.3854719477	524.671517554822	495.166855742321	447.696771195556	383.004367070327	341.762927371173
Ccalc.v2_003914	1585.26933082887	996.814804015681	929.430836179437	880.240728596801	767.952918745072	993.943661555808
Ccalc.v2_003915	355.822596869462	313.337006409341	312.458229826705	203.415045784237	165.255691375522	197.170919637215
Ccalc.v2_003916	1370.18253719882	680.423830682273	594.465022000808	629.071360551704	476.325228082387	541.967245772038
Ccalc.v2_003917	212.431401116097	132.542164504536	123.129726160524	135.45697179763	196.362645046208	163.803533237071
Ccalc.v2_003918	233.674541227707	258.365601776123	263.471134472519	287.444285916326	173.032429793194	248.738698619256
Ccalc.v2_003919	0	1.83238015444059	2.64795110022632	0.459176175585186	0	1.01113292121649
Ccalc.v2_003920	472.659867483316	403.734427361743	353.501471880213	461.012880287526	418.971782252058	441.865086571605
Ccalc.v2_003921	868.313352062046	1616.1592962166	1600.68644008681	1336.20267095289	1429.94777654937	1487.37652710945
Ccalc.v2_003922	69.0402053627315	152.698346203383	144.313334962334	162.548366157156	180.809168210865	125.380482230845
Ccalc.v2_003923	156.668158323121	331.660807953747	316.430156477045	439.890776210608	435.497351389611	291.206281310349
Ccalc.v2_003924	13.2769625697561	10.38348754183	7.94385330067895	3.2142332290963	4.86046151104476	5.05566460608244
Ccalc.v2_003925	539.044680332096	611.404178198344	582.54924204979	694.274377484801	671.715780826386	691.614918112078
Ccalc.v2_003926	305.370139104389	263.862742239445	320.402083127384	189.639760516682	182.753352815283	170.881463685586
Ccalc.v2_003927	7.96617754185363	25.0425287773547	17.2116821514711	9.6426996872889	6.80464611546267	19.2115255031133
Ccalc.v2_003928	1518.88451798009	2379.65102723351	2622.79556477417	1715.94136816184	2473.97490912178	2551.0883602292
Ccalc.v2_003929	0	1.22158676962706	0	0	0	1.01113292121649
Ccalc.v2_003930	53.1078502790242	266.916709163513	247.583427871161	120.763334178904	143.869660726925	134.480678521793
Ccalc.v2_003931	103.560308044097	31.15046262549	25.15553545215	43.1625605050074	51.5208920170745	52.5789119032574
Ccalc.v2_003932	39.8308877092682	142.925652046366	154.90513936324	157.038252050133	134.148737704835	136.502944364226
Ccalc.v2_003933	40834.6260795417	3483.35467359156	2703.55807333107	5882.04680924623	5905.46073591939	5993.99595697134
