,SRR3948522,SRR3948580,SRR3948532,SRR3948545,SRR3948559,SRR3948571,SRR3948576,SRR3948523,SRR3948530,SRR3948535,SRR3948538,SRR3948546,SRR3948551,SRR3948569
gene-LOC117229831,-1.33439576041047,5.02934375124869,4.56604947993251,4.53571440410574,4.91925073895458,3.75283704674338,-0.0784984719320999,5.29285710547795,4.22014432568717,5.4012836381734,1.35393118596846,5.78793338571001,-2.81332833899805,4.94900973467592
gene-LOC117229331,6.53767220854627,0.696837768682942,-2.81332833899805,-2.81332833899805,-2.81332833899805,2.01804123368465,6.28574830869156,-2.81332833899805,-2.81332833899805,-2.81332833899805,6.68163022890406,-2.81332833899805,6.717643344002,-2.81332833899805
gene-LOC117229605,1.52933785584683,2.11321961930634,1.95601702562275,2.37576561383607,1.77981646553029,2.01804123368465,1.79499571187005,3.01178729263981,-2.81332833899805,2.86355199088279,1.23152572920491,1.97961174318594,2.20230857595648,1.21171002233744
gene-LOC117229529,5.92554023437346,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,5.73873782059832,-2.81332833899805,-2.81332833899805,-2.81332833899805,6.10591490490885,1.0753014010907,6.27159969654203,-2.81332833899805
gene-LOC117229782,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-0.586941401427702,-2.81332833899805
gene-LOC117229883,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,0.888455334994212,-2.81332833899805,-2.81332833899805,3.01178729263981,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805
gene-LOC117229950,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805
gene-LOC117230013,8.33095354316408,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,7.98091888814615,-2.81332833899805,-2.81332833899805,-2.81332833899805,7.71421037940878,-2.81332833899805,7.24369725518948,-2.81332833899805
gene-LOC117230074,7.18398913831635,-2.81332833899805,1.05315865380937,0.933898857839293,-2.81332833899805,-2.81332833899805,7.45790448846701,-2.81332833899805,-2.81332833899805,-2.81332833899805,7.58937460579545,-2.81332833899805,7.52252031405654,1.21171002233744
gene-LOC117217749,-1.33439576041047,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-0.0784984719320999,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-1.16862411898254,-2.81332833899805
gene-LOC117217425,6.71608529200802,0.696837768682942,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,6.47509845433666,-2.81332833899805,1.21110056130131,-2.81332833899805,7.69846452995146,-2.81332833899805,7.47824636725415,1.21171002233744
gene-LOC117217631,5.33036181073568,8.00324004232112,7.50869426162669,7.46781434472648,8.52920083866159,7.77472608623758,4.00112899137807,8.16154502465715,7.90019329879514,7.98811790754828,4.60416967824272,8.47467058552662,4.73484454245196,7.64555958997455
gene-LOC117217700,5.05409711086805,7.64329146688718,7.97913816367718,7.31310239981946,6.248092977182,6.87257157820907,4.91392592649893,6.71922483412909,6.91415837541984,6.39643116141135,5.43917795770086,6.12740892495398,5.1235040174202,7.75861557670622
gene-LOC117217835,6.16729773026376,-2.81332833899805,2.90361321483593,0.933898857839293,2.32575325514523,2.01804123368465,6.4602346083775,-2.81332833899805,-2.81332833899805,1.01692856570151,6.13172637979455,-2.81332833899805,6.04752789621293,2.67860095475685
gene-LOC117217951,2.27683224624648,5.08773670306813,4.56604947993251,4.05729809464292,3.68971365793658,3.27938883467966,1.35401097931194,3.79746840799069,4.0529477545737,4.63056607452319,2.14549305051683,3.23933072545355,2.54546049267477,2.12450750571176
gene-LOC117218657,7.70175716269371,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,7.65842029934517,-2.81332833899805,-2.81332833899805,-2.81332833899805,7.50959202499079,-2.81332833899805,7.3729162457346,-2.81332833899805
gene-LOC117218754,4.72103791674573,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,4.62500498257403,-2.81332833899805,-2.81332833899805,-2.81332833899805,4.2585821441134,-2.81332833899805,4.68953538089847,-2.81332833899805
gene-LOC117218791,-2.81332833899805,3.63494290346397,2.50635718287939,4.05729809464292,3.85613619044502,3.53545370844976,-0.0784984719320999,3.01178729263981,4.0529477545737,4.0022470273707,-2.81332833899805,4.21767924919415,-2.81332833899805,3.07783030898207
gene-LOC117218604,-0.128695296956924,3.4690929537392,4.19269194741205,1.82855865704425,4.14052557660517,3.94170823962631,-1.09119353283647,3.57993440141007,3.86379938830481,4.72900264655853,-0.179039481677806,4.21767924919415,-0.586941401427702,3.39014874837506
gene-LOC117218407,4.05221021167904,1.57314808836849,2.50635718287939,-2.81332833899805,0.888455334994212,1.11140866979995,3.75539273426919,1.15141959652673,1.21110056130131,1.01692856570151,4.22699919468203,-2.81332833899805,4.76791631296985,-2.81332833899805
gene-LOC117218114,6.42171846944243,0.696837768682942,1.95601702562275,0.933898857839293,1.77981646553029,2.56981243454503,6.26878749619193,-2.81332833899805,-2.81332833899805,-2.81332833899805,6.24642596065088,1.0753014010907,6.39316010432144,1.21171002233744
gene-LOC117218248,5.40998245569391,1.57314808836849,1.05315865380937,0.933898857839293,0.888455334994212,1.11140866979995,5.19099629108082,-2.81332833899805,1.21110056130131,-2.81332833899805,5.25572552595483,-2.81332833899805,4.99903869685853,1.21171002233744
gene-LOC117218331,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-0.179039481677806,-2.81332833899805,-0.586941401427702,-2.81332833899805
gene-LOC117218836,3.07643848923229,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,3.82666862375815,-2.81332833899805,-2.81332833899805,-2.81332833899805,3.41194415664078,-2.81332833899805,3.75005844542286,-2.81332833899805
gene-LOC117221139,9.05094509834535,1.57314808836849,1.05315865380937,-2.81332833899805,-2.81332833899805,-2.81332833899805,8.83857578635697,1.15141959652673,1.21110056130131,1.01692856570151,9.5642746745067,1.0753014010907,9.67335872402518,1.21171002233744
gene-LOC117220439,6.09686607563617,7.53203491483538,7.09915089669157,7.74594295910933,7.51794629883689,6.31235739193554,5.70130279162813,7.56252385853023,7.77145605067127,7.39399572346223,5.95022725918175,7.16187384513592,5.82990044632652,7.68900037719281
gene-LOC117220508,9.11003846091244,3.78367357370989,4.67173345518053,4.53571440410574,4.58180791077771,3.27938883467966,9.18384151948505,4.43885951136867,3.86379938830481,4.72900264655853,9.7141685658277,5.20666905082038,9.10275773801558,5.04129200015091
gene-LOC117221398,4.34627000782804,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,-2.81332833899805,4.42518355725685,2.61327951739328,3.64604968953979,1.01692856570151,4.84164527461306,1.97961174318594,3.68227939067328,3.07783030898207
gene-LOC117221607,0.112538333817041,-2.81332833899805,1.05315865380937,2.77136578231476,2.32575325514523,-2.81332833899805,1.79499571187005,1.15141959652673,1.21110056130131,2.4667825339403,-0.580537814214136,3.90120956257672,-0.186168438801056,4.05362529302545
