	SRR3948522	SRR3948580	SRR3948532	SRR3948545	SRR3948559	SRR3948571	SRR3948576	SRR3948523	SRR3948530	SRR3948535	SRR3948538	SRR3948546	SRR3948551	SRR3948569
gene-LOC117217631	39.9504863608691	256.291122729793	181.829102537089	176.741198842139	369.156691481523	218.706303165511	15.729256073732	286.047521517279	238.604002024006	253.615778769845	24.0379564837735	355.453351573745	26.3437164799184	199.951848207221
gene-LOC117217700	32.9387683465125	199.637295600049	252.040340150421	158.73978044155	75.7244495346714	116.894748243635	29.8627905167956	105.078681373694	120.321676234328	83.9555681445004	43.1025426605594	69.6248832979501	34.5761278798929	216.274448060872
gene-LOC117217835	71.584749030292	0	7.20115257572632	1.63649258187165	4.73277809591696	3.77079833043985	87.7646896867657	0	0	1.74907433634376	69.8344080606179	0	65.859291199796	6.12097494511902
gene-LOC117217951	4.56576986981361	33.722516148657	23.4037458711105	16.3649258187165	12.6207415891119	9.42699582609963	2.27960232952638	13.6213105484419	16.314803557197	24.4870407088126	4.14447525582302	9.16116885499343	5.55687769498279	4.08064996341268
gene-LOC117218657	207.905592286156	0	0	0	0	0	201.744806163085	0	0	0	181.942463730631	0	165.471469139487	0
gene-LOC117218754	26.0901135417921	0	0	0	0	0	24.3917449259323	0	0	0	18.8573624139947	0	25.5204753399209	0
gene-LOC117218791	0	12.1401058135165	5.40086443179474	16.3649258187165	14.1983342877509	11.3123949913196	0.683880698857915	7.78360602768106	16.314803557197	15.7416690270938	0	18.3223377099869	0	8.16129992682536
gene-LOC117218604	0.652252838544802	10.7912051675702	18.0028814393158	3.27298516374331	17.3535196850289	15.0831933217594	0.227960232952638	11.6754090415216	14.2754531125474	26.2361150451564	0.621671288373453	18.3223377099869	0.411620569998725	10.2016249085317
gene-LOC117218407	16.30632096362	2.69780129189256	5.40086443179474	0	1.57759269863899	1.88539916521993	13.221693511253	1.94590150692027	2.03935044464963	1.74907433634376	18.4429148884124	0	26.9611473349165	0
gene-LOC117218114	85.4451218493691	1.34890064594628	3.60057628786316	1.63649258187165	3.15518539727797	5.65619749565978	76.8225985050391	0	0	0	75.6366734187701	1.83223377099869	83.7647859947405	2.04032498170634
gene-LOC117218248	42.2333712957759	2.69780129189256	1.80028814393158	1.63649258187165	1.57759269863899	1.88539916521993	36.2456770394695	0	2.03935044464963	0	37.9219485907806	0	31.6947838899018	2.04032498170634
gene-LOC117218331	0	0	0	0	0	0	0	0	0	0	0.621671288373453	0	0.411620569998725	0
gene-LOC117218836	8.15316048181002	0	0	0	0	0	13.9055742101109	0	0	0	10.3611881395575	0	13.1718582399592	0
gene-LOC117221139	530.118494527288	2.69780129189256	1.80028814393158	0	0	0	457.516187535945	1.94590150692027	2.03935044464963	1.74907433634376	756.781181713283	1.83223377099869	816.243590307471	2.04032498170634
gene-LOC117220439	68.1604216279318	184.79938849464	136.8218989388	214.380528225187	183.000753042123	79.1867649392369	51.7469728802489	188.752446171266	218.21049757751	167.911136289001	61.5454575489718	142.914234137897	56.5978283748247	206.07282315234
gene-LOC117220508	552.295091037811	13.4890064594628	25.2040340150421	22.9108961462032	23.6638904795848	9.42699582609963	581.298594029228	21.4049165761229	14.2754531125474	26.2361150451564	839.670686829744	36.6446754199737	549.513460948298	32.6451997073015
gene-LOC117221398	20.0567747852527	0	0	0	0	0	21.2003016645954	5.8377045207608	12.2361026678978	1.74907433634376	28.3896555023877	3.66446754199737	12.5544273849611	8.16129992682536
gene-LOC117221607	0.815316048181002	0	1.80028814393158	6.54597032748662	4.73277809591696	0	3.19144326133694	1.94590150692027	2.03935044464963	5.24722300903127	0.414447525582302	14.6578701679895	0.617430854998087	16.3225998536507
gene-LOC117220691	0	0	0	0	0	0	0	0	0	0	0.621671288373453	0	0	0
gene-LOC117222103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117222034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117221204	0.1630632096362	10.7912051675702	18.0028814393158	13.0919406549732	15.7759269863899	11.3123949913196	0.227960232952638	9.72950753460133	12.2361026678978	13.9925946907501	1.03611881395575	10.9934026259921	2.26391313499299	6.12097494511902
gene-LOC117221673	22.9919125587043	0	0	0	0	0	21.428261897548	0	0	0	16.7851247860832	0	20.7868387849356	0
gene-LOC117220738	120.014522292244	0	1.80028814393158	0	0	0	83.8893657265709	1.94590150692027	0	3.49814867268752	110.450265567683	1.83223377099869	118.340913874633	0
gene-LOC117223098	256.335365548107	13.4890064594628	41.4066273104263	21.2744035643315	29.9742612741408	35.8225841391786	221.349386197012	40.8639316453256	34.6689575590437	50.723155753969	237.063984633077	43.9736105039685	266.524319074174	40.8064996341268
gene-LOC117223731	29.5144409441523	0	0	0	0	0	19.3766198009743	3.89180301384053	0	0	34.6063683861222	0	27.9901987599133	0
gene-LOC117223947	33.7540843946935	0	0	0	1.57759269863899	0	28.9509495849851	0	0	0	20.7223762791151	0	35.3993690198903	2.04032498170634
gene-LOC117221266	7.01171801435662	0	0	1.63649258187165	1.57759269863899	0	8.66248885220025	0	0	1.74907433634376	1.86501386512036	1.83223377099869	1.23486170999617	0
gene-LOC117222296	0.1630632096362	2.69780129189256	0	0	0	0	0.227960232952638	0	0	0	0.207223762791151	0	0.411620569998725	0
gene-LOC117222174	2.11982172527061	0	0	0	0	0	5.24308535791068	0	0	0	1.24334257674691	0	2.88134398999107	0
gene-LOC117220381	6.84865480472042	0	0	0	0	0	8.20656838629498	0	0	0	7.04560793489913	0	11.1137553899656	2.04032498170634
gene-LOC117221000	43.8640033921379	87.6785419865082	81.0129664769211	101.462540076043	75.7244495346714	43.3641808000583	35.5617963406116	85.6196663044917	112.164274455729	89.2027911535317	42.8953188977683	73.2893508399474	43.4259701348655	67.3307243963092
gene-LOC117222476	103.708201328624	0	0	0	0	0	62.2331435960703	0	0	0	159.976744874769	0	133.159254394587	0
gene-LOC117222608	85.7712482686415	0	0	0	0	0	62.9170242949282	0	0	0	119.775334893285	0	102.493521929682	0
gene-LOC117222347	3.26126419272401	4.04670193783884	0	4.90947774561496	3.15518539727797	1.88539916521993	2.9634830283843	9.72950753460133	18.3541540018466	3.49814867268752	3.73002773024072	7.32893508399474	3.49877484498916	10.2016249085317
gene-LOC117222943	0	2.69780129189256	0	0	0	0	0	0	0	0	0	0	0	2.04032498170634
gene-LOC117222997	0.1630632096362	0	0	0	0	0	0	0	0	0	0	0	0.82324113999745	0
gene-LOC117223049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117220307	3.09820098308781	0	0	1.63649258187165	0	0	6.38288652267387	0	0	0	1.65779010232921	5.49670131299606	2.88134398999107	2.04032498170634
gene-LOC117221889	15.0018152865304	0	0	0	0	1.88539916521993	7.97860815334234	1.94590150692027	0	0	12.8478732930514	0	9.67308339497003	0
gene-Trnav-uac	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117221329	1.1414424674534	0	0	0	0	0	0.227960232952638	0	0	0	0.207223762791151	0	1.6464822799949	0
gene-Trnar-ucu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117219502	205.785770560885	4.04670193783884	9.00144071965789	1.63649258187165	11.0431488904729	9.42699582609963	90.5002124821974	5.8377045207608	6.11805133394888	10.4944460180625	157.490059721275	3.66446754199737	152.505421184528	0
gene-LOC117219419	74.5198868037436	5.39560258378512	0	0	0	0	56.5341377722543	1.94590150692027	0	1.74907433634376	69.4199605350356	0	82.7357345697437	0
gene-LOC117224388	82.3469208662813	0	0	1.63649258187165	1.57759269863899	3.77079833043985	62.6890640619755	0	0	1.74907433634376	108.999699228145	0	89.3216636897233	2.04032498170634
gene-LOC117220251	17.9369530599821	1.34890064594628	3.60057628786316	1.63649258187165	0	5.65619749565978	11.8539321135372	0	0	0	21.965718855862	0	17.2880639399464	2.04032498170634
gene-LOC117224285	34.2432740236021	0	0	0	0	0	31.9144326133694	0	0	0	28.3896555023877	0	33.1354558848974	0
gene-LOC117224349	0	0	0	0	7.88796349319494	1.88539916521993	0	1.94590150692027	6.11805133394888	5.24722300903127	0	5.49670131299606	0	2.04032498170634
gene-LOC117224066	367.055284891087	13.4890064594628	12.6020170075211	13.0919406549732	14.1983342877509	20.7393908174192	455.008624973466	25.2967195899635	16.314803557197	15.7416690270938	468.947375196375	25.6512727939816	422.94013567369	14.2822748719444
gene-LOC117220645	0	0	1.80028814393158	1.63649258187165	1.57759269863899	3.77079833043985	0	0	4.07870088929925	1.74907433634376	0	1.83223377099869	0	0
gene-LOC117221836	0	0	0	0	0	0	0	0	0	0	0.414447525582302	0	0	0
gene-LOC117218897	126.210924258419	5.39560258378512	9.00144071965789	1.63649258187165	3.15518539727797	1.88539916521993	155.924799339605	9.72950753460133	4.07870088929925	12.2435203544063	109.206922990937	5.49670131299606	138.098701234572	4.08064996341268
gene-LOC117219372	0.326126419272401	4.04670193783884	0	0	0	0	1.59572163066847	0	0	0	1.03611881395575	1.83223377099869	1.02905142499681	0
gene-LOC117220941	51.201847825767	1.34890064594628	14.4023051514526	1.63649258187165	0	3.77079833043985	53.7986149768226	3.89180301384053	0	3.49814867268752	60.0948912094338	7.32893508399474	51.65838153484	0
gene-LOC117225372	0.489189628908602	24.280211627033	25.2040340150421	13.0919406549732	28.3966685755018	39.5933824696184	0.227960232952638	21.4049165761229	20.3935044464963	22.7379663724689	0.414447525582302	16.4901039389882	0	30.6048747255951
gene-LOC117225226	54.6261752281272	0	7.20115257572632	3.27298516374331	3.15518539727797	1.88539916521993	43.9963249598592	0	0	1.74907433634376	57.60820605594	1.83223377099869	57.8326900848208	4.08064996341268
gene-LOC117225334	3.91351703126881	0	0	1.63649258187165	1.57759269863899	1.88539916521993	2.9634830283843	5.8377045207608	6.11805133394888	1.74907433634376	6.21671288373453	0	4.9394468399847	2.04032498170634
gene-LOC117224923	59.355008307577	79.5851381108305	41.4066273104263	117.827465894759	52.0605590550866	141.404937391494	45.364086357575	19.4590150692027	34.6689575590437	12.2435203544063	56.9865347675665	14.6578701679895	59.8907929348145	350.935896853491
gene-LOC117224854	37.9937278452347	331.829558902785	189.030255112816	140.738362040962	153.026491767982	122.550945739295	175.073458907626	251.021294392714	173.344787795218	230.877812397376	33.1558020465842	289.492935817792	23.6681827749267	108.137224030436
gene-LOC117225289	9.29460294926343	141.634567824359	84.6135427647842	222.562991134545	70.9916714387544	333.715652243927	9.11840931810553	42.8098331522459	106.046223121781	33.2324123905314	3.93725149303187	53.1347793589619	5.55687769498279	695.750818761862
gene-LOC117225095	1.95675851563441	0	0	0	0	0	0.683880698857915	0	0	0	1.24334257674691	0	0.82324113999745	0
gene-LOC117225421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117225470	6.35946517581182	8.09340387567768	1.80028814393158	0	1.57759269863899	0	7.52268768743706	1.94590150692027	0	3.49814867268752	11.3973069535133	1.83223377099869	8.64403196997322	0
gene-LOC117225533	186.381248614177	0	1.80028814393158	0	1.57759269863899	0	199.009283367653	0	0	0	175.932974609687	1.83223377099869	172.057398259467	0
gene-LOC117220831	29.5144409441523	4.04670193783884	3.60057628786316	8.18246290935827	3.15518539727797	7.5415966608797	18.920699335069	3.89180301384053	4.07870088929925	6.99629734537503	31.0835644186726	0	36.2226101598878	8.16129992682536
gene-LOC117220893	0.815316048181002	43.164820670281	54.0086443179474	58.9137329473796	45.7501882605306	58.4473741218177	0	77.8360602768106	61.1805133394888	68.2138991174066	0.621671288373453	104.437324946925	0.617430854998087	48.9677995609522
gene-LOC117226120	305.906581277512	0	0	1.63649258187165	0	0	471.193801513103	0	0	0	171.374051828282	0	172.263208544466	0
gene-LOC117225759	102.892885280443	9.44230452162396	9.00144071965789	9.81895549122993	11.0431488904729	11.3123949913196	95.2873773742028	11.6754090415216	6.11805133394888	0	112.108055670013	9.16116885499343	109.90269218966	4.08064996341268
gene-LOC117226226	1.4675688867258	0	0	0	0	0	0.683880698857915	0	0	1.74907433634376	1.45056633953806	0	2.05810284999362	0
gene-LOC117225836	65.877536693025	0	0	0	0	0	57.4459787040648	0	0	0	125.370376488646	0	92.2030076797144	0
gene-LOC117226293	0	0	3.60057628786316	0	12.6207415891119	3.77079833043985	0.911840931810553	5.8377045207608	6.11805133394888	0	0.207223762791151	0	0.82324113999745	0
gene-LOC117228527	344.552561961292	147.030170408144	126.020170075211	114.554480731016	140.40575017887	145.175735721934	323.931491025699	108.970484387535	110.12492401108	101.446311507938	372.173877972907	126.424130198909	353.787879913904	159.145348573095
gene-LOC117228733	32.2865155079677	113.307654259487	111.617864923758	130.919406549732	124.62982319248	115.009349078415	34.649955408801	114.808188908296	110.12492401108	125.933352216751	30.4618931302992	146.578701679895	44.2492112748629	91.8146241767853
gene-LOC117228899	33.2648947657849	12.1401058135165	10.8017288635895	24.5473887280748	11.0431488904729	18.8539916521993	34.649955408801	25.2967195899635	36.7083080036933	17.4907433634376	31.9124594698373	20.1545714809855	29.4308707549088	14.2822748719444
gene-LOC117229126	23.9702918165215	36.4203174405496	41.4066273104263	34.3663442193047	39.4398174659747	56.5619749565978	19.3766198009743	62.2688482214485	38.7476584483429	71.7120477900941	27.9752079768054	49.4703118169645	17.0822536549471	40.8064996341268
gene-LOC117229058	90.9892709769999	156.472474929768	138.622187082732	142.374854622834	156.18167716526	131.977941565395	83.6614054936183	200.427855212787	157.029984238021	111.940757526001	90.3495605769418	109.934026259921	90.3507151147201	199.951848207221
gene-LOC117228979	13.2081199805322	103.865349737864	52.2083561740158	80.1881365117111	64.6813006441985	82.9575632696768	12.7657730453477	97.2950753460133	42.8263593376422	78.7083451354691	10.7756356651399	65.9604157559527	12.7602376699605	71.4113743597219
gene-LOC117229409	197.143420450166	4.04670193783884	5.40086443179474	3.27298516374331	7.88796349319494	5.65619749565978	187.839231952974	1.94590150692027	4.07870088929925	3.49814867268752	192.303651870188	0	192.844237044403	0
gene-LOC117229417	49.8973421486774	8.09340387567768	7.20115257572632	6.54597032748662	6.31037079455595	3.77079833043985	58.8137401017807	5.8377045207608	18.3541540018466	0	43.7242139489329	7.32893508399474	55.9803975198266	14.2822748719444
gene-LOC117229382	6.35946517581182	111.958753613541	104.416712348032	157.103287859679	123.052230493841	126.321744069735	5.69900582381596	87.565567811412	142.754531125474	101.446311507938	3.73002773024072	73.2893508399474	7.40917025997705	116.298523957261
gene-LOC117229392	15.0018152865304	8.09340387567768	12.6020170075211	1.63649258187165	12.6207415891119	5.65619749565978	21.428261897548	11.6754090415216	4.07870088929925	12.2435203544063	16.9923485488744	7.32893508399474	21.4042696399337	14.2822748719444
gene-LOC117229372	613.443794651386	0	0	6.54597032748662	3.15518539727797	0	1305.98417458566	11.6754090415216	2.03935044464963	0	1067.20237837443	7.32893508399474	1878.22466090418	4.08064996341268
gene-LOC117227058	34.2432740236021	0	0	0	0	0	31.9144326133694	1.94590150692027	0	0	60.9237862605984	0	52.4816226748374	0
gene-LOC117226434	198.610989336892	17.5357083973016	28.8046103029053	13.0919406549732	23.6638904795848	35.8225841391786	176.897140771247	21.4049165761229	18.3541540018466	20.9888920361251	206.602091502778	10.9934026259921	220.834435804316	30.6048747255951
gene-LOC117226515	35.2216532814193	214.475202705458	217.834865415721	206.198065315828	181.423160343484	209.279307339412	33.0542337781326	204.319658226628	226.367899356109	220.383366379314	40.8230812698567	192.384545954862	40.1330055748757	173.427623445039
gene-LOC117226363	96.5334201046307	157.821375575715	163.826221097774	132.555899131604	149.871306370704	131.977941565395	90.9561329481027	140.104908498259	122.361026678978	167.911136289001	82.6822813536692	148.410935450894	83.5589757097411	95.895274140198
