geneID	MEblue.Reproductive.metaPval.MM	MEblue.Reproductive.metaZ.MM	MEblue.Reproductive.MM.cor.Ceratina_australensis	MEblue.Reproductive.MM.cor.Ceratina_calcarata	MEblue.Reproductive.MM.cor.Liostenogaster_flavolineata	MEblue.Reproductive.MM.cor.Megalopta_genalis	MEblue.Reproductive.MM.cor.Polistes_canadensis	MEblue.Reproductive.MM.cor.Polistes_dominula	MEblue.Reproductive.MM.Pval.Ceratina_australensis	MEblue.Reproductive.MM.Pval.Ceratina_calcarata	MEblue.Reproductive.MM.Pval.Liostenogaster_flavolineata	MEblue.Reproductive.MM.Pval.Megalopta_genalis	MEblue.Reproductive.MM.Pval.Polistes_canadensis	MEblue.Reproductive.MM.Pval.Polistes_dominula	MEbrown.Reproductive.metaPval.MM	MEbrown.Reproductive.metaZ.MM	MEbrown.Reproductive.MM.cor.Ceratina_australensis	MEbrown.Reproductive.MM.cor.Ceratina_calcarata	MEbrown.Reproductive.MM.cor.Liostenogaster_flavolineata	MEbrown.Reproductive.MM.cor.Megalopta_genalis	MEbrown.Reproductive.MM.cor.Polistes_canadensis	MEbrown.Reproductive.MM.cor.Polistes_dominula	MEbrown.Reproductive.MM.Pval.Ceratina_australensis	MEbrown.Reproductive.MM.Pval.Ceratina_calcarata	MEbrown.Reproductive.MM.Pval.Liostenogaster_flavolineata	MEbrown.Reproductive.MM.Pval.Megalopta_genalis	MEbrown.Reproductive.MM.Pval.Polistes_canadensis	MEbrown.Reproductive.MM.Pval.Polistes_dominula	MEgreen.Reproductive.metaPval.MM	MEgreen.Reproductive.metaZ.MM	MEgreen.Reproductive.MM.cor.Ceratina_australensis	MEgreen.Reproductive.MM.cor.Ceratina_calcarata	MEgreen.Reproductive.MM.cor.Liostenogaster_flavolineata	MEgreen.Reproductive.MM.cor.Megalopta_genalis	MEgreen.Reproductive.MM.cor.Polistes_canadensis	MEgreen.Reproductive.MM.cor.Polistes_dominula	MEgreen.Reproductive.MM.Pval.Ceratina_australensis	MEgreen.Reproductive.MM.Pval.Ceratina_calcarata	MEgreen.Reproductive.MM.Pval.Liostenogaster_flavolineata	MEgreen.Reproductive.MM.Pval.Megalopta_genalis	MEgreen.Reproductive.MM.Pval.Polistes_canadensis	MEgreen.Reproductive.MM.Pval.Polistes_dominula	MEturquoise.Reproductive.metaPval.MM	MEturquoise.Reproductive.metaZ.MM	MEturquoise.Reproductive.MM.cor.Ceratina_australensis	MEturquoise.Reproductive.MM.cor.Ceratina_calcarata	MEturquoise.Reproductive.MM.cor.Liostenogaster_flavolineata	MEturquoise.Reproductive.MM.cor.Megalopta_genalis	MEturquoise.Reproductive.MM.cor.Polistes_canadensis	MEturquoise.Reproductive.MM.cor.Polistes_dominula	MEturquoise.Reproductive.MM.Pval.Ceratina_australensis	MEturquoise.Reproductive.MM.Pval.Ceratina_calcarata	MEturquoise.Reproductive.MM.Pval.Liostenogaster_flavolineata	MEturquoise.Reproductive.MM.Pval.Megalopta_genalis	MEturquoise.Reproductive.MM.Pval.Polistes_canadensis	MEturquoise.Reproductive.MM.Pval.Polistes_dominula	MEyellow.Reproductive.metaPval.MM	MEyellow.Reproductive.metaZ.MM	MEyellow.Reproductive.MM.cor.Ceratina_australensis	MEyellow.Reproductive.MM.cor.Ceratina_calcarata	MEyellow.Reproductive.MM.cor.Liostenogaster_flavolineata	MEyellow.Reproductive.MM.cor.Megalopta_genalis	MEyellow.Reproductive.MM.cor.Polistes_canadensis	MEyellow.Reproductive.MM.cor.Polistes_dominula	MEyellow.Reproductive.MM.Pval.Ceratina_australensis	MEyellow.Reproductive.MM.Pval.Ceratina_calcarata	MEyellow.Reproductive.MM.Pval.Liostenogaster_flavolineata	MEyellow.Reproductive.MM.Pval.Megalopta_genalis	MEyellow.Reproductive.MM.Pval.Polistes_canadensis	MEyellow.Reproductive.MM.Pval.Polistes_dominula
OG0001013	0.437502801940882	-0.776417014127065	-0.353300681843212	-0.471869419903367	0.36709293291044	-0.782310594923712	-0.637813731287599	0.728539858392624	0.492098715116343	0.344729269481686	0.122093310056965	0.000341644184543793	0.0472465091739301	0.0000541690568962437	0.0951445415252626	1.66886296095577	-0.0104529652679348	-0.663061739305384	0.316471929523541	0.737635826744118	0.398936495182802	-0.0803133038078218	0.98432112316702	0.151165226359911	0.186817078075416	0.00110854263429334	0.253452971008085	0.709109151817602	0.00641889890224594	-2.72557809731348	-0.2449129692399	-0.54770696674076	-0.0579183325117516	-0.810112600782351	0.191379107356206	-0.217534558832502	0.639975775391333	0.260590917870353	0.813806729495425	0.000142127205330237	0.596357344908098	0.30720667323278	0.185652370693518	1.32355051004313	0.0400700291911152	-0.647388747646991	0.33853379698686	0.775516204754686	-0.633053613520838	0.307927789112224	0.939927124577803	0.16458113662108	0.156271301523235	0.000415447654978456	0.0494535038047661	0.143236364246011	0.335917709409301	0.962262602697099	-0.462308139805511	-0.546613814710905	0.128515477338369	0.674785659362518	0.690078120640385	-0.29250161163316	0.355942075995781	0.261739736602211	0.600043177729507	0.00413565265831676	0.027204611392895	0.16543617189721
OG0001014	0.0266315698577693	2.21687594668281	-0.442012631181291	-0.474367739528886	0.337563388960743	-0.252477622737228	0.943250461916136	0.389893756191183	0.380160198850997	0.341820632251332	0.157537410380199	0.345477975472162	0.0000423585084202949	0.0596414171716842	0.909779837964769	0.113316245732547	0.937706494000535	-0.694547740243966	0.379703509260366	0.149464572790699	-0.807638499580555	-0.104001429384376	0.00569985695476624	0.125702111166601	0.108835167109912	0.58061910294964	0.00471534293556869	0.628657799911911	0.0120597453141333	-2.51039127440003	-0.625426413305244	-0.525992177368453	0.174336438981607	-0.309812457590211	-0.520420749142304	-0.291508423482558	0.18418071459098	0.283774275493993	0.475338228154354	0.242912488986284	0.123033807786181	0.166943450478676	0.00000554897512210927	4.5428841461922	0.869207262042915	-0.765992267425278	0.439416211675897	0.387010700578548	0.969270362344804	0.237185244253955	0.0245413917526359	0.0757323412288641	0.0597818261332756	0.138633664491707	0.00000375925802144002	0.264442056747947	0.004200485812113	-2.86269961271455	-0.018526265542828	-0.539155174481499	0.241099185624484	0.00103478500152041	-0.949274191387718	-0.333590251091729	0.972213781001484	0.269630289415897	0.320052115489704	0.996965378218002	0.0000272401493344029	0.111153483190371
OG0001018	0.258160628564306	-1.13074929099045	0.318070620468336	-0.885020753248361	-0.0488935193240786	-0.536890606164955	0.317536572001579	0.186230929418369	0.538983499812951	0.0190703148936349	0.842441580001843	0.0320027840020023	0.371290662479401	0.383592644607057	0.00000356837729501239	-4.63505781703714	-0.65085949549108	-0.850815675753	-0.370443744700804	0.501293942415427	-0.651266389472368	-0.82786255900469	0.161568682612507	0.031723823531	0.118463986659936	0.0479084133804457	0.0413672384483765	0.000000596859036799542	0.00000000000000647909682200159	-7.79425231389875	0.468642113797849	-0.870738831780551	-0.922858276780485	-0.514890570744424	-0.867299966229886	-0.782786703880087	0.348499692376002	0.023982797556358	0.0000000184844153247246	0.0412604260774276	0.00115232045323385	0.00000615428473773183	0.0428848695490607	-2.02482955099676	-0.61005833401152	-0.886699027687495	-0.2529168918762	0.474887535649304	0.264428375311499	-0.464839651453983	0.198435561224963	0.018528436949575	0.29615995770428	0.0630552370977399	0.460340031690131	0.0220998846402318	0.0000694403035733939	-3.97819537364754	0.0206808512150078	-0.857951020187266	-0.686542017756109	0.374411153236333	-0.22487900010305	-0.750704998663796	0.968983145752776	0.0288337430442915	0.00116888826851942	0.153075267806102	0.532208269467456	0.0000237910223823
OG0001029	0.555460164090993	-0.589598042925109	-0.867944618277685	-0.235255843995774	-0.186019246645441	0.655049878408562	-0.353712517614401	0.121448364654775	0.0250065036986674	0.653626388065005	0.445771010456315	0.005884787689206	0.316008750176938	0.571862504437619	0.290828774123718	-1.0563052588913	-0.0502844834178178	-0.454210291490109	-0.246691413707433	-0.606166972135752	0.370501469714328	0.222485728060705	0.924636847767413	0.365537941546179	0.308607320627407	0.0128067377189026	0.291918856566839	0.296052204759138	0.200493326826204	1.28014732648625	-0.749078405879771	-0.255705840282953	0.0667512187787215	0.681558962007309	0.343453146323755	0.250217488283856	0.0865432512527163	0.624800963713516	0.785997879965975	0.0036425308435304	0.331223803480078	0.238299965601682	0.0318113596161406	-2.14677297777634	0.466662998554969	-0.529942241751292	-0.241723267856437	-0.680441398788614	-0.399029210125808	0.0483884623331839	0.350819118741959	0.279500803587005	0.318762563367428	0.00372045651058938	0.253332413139913	0.822344616848851	0.0162361674451136	-2.40356303807592	-0.987398035439631	-0.303117804949235	-0.126268677024213	-0.459541667363148	0.492806126655273	0.1386327691946	0.000237213610257856	0.559248585716395	0.60648562489673	0.0733268771910167	0.147847824557899	0.518257204364417
OG0001030	0.667909717394444	-0.429018560687325	-0.0576403814921709	0.887605281270452	-0.0456952378266739	-0.766997623797891	0.0613202508125844	0.0103701460040497	0.913635180354815	0.0182389419641938	0.852636920677442	0.000526092615306533	0.866365196717635	0.961642778462749	0.128384003273788	1.52050539733896	0.713042863950162	0.736730818037222	-0.036229180073751	0.687150848995897	-0.143465907157762	-0.49466984930232	0.111701940595028	0.0948423125914506	0.882937920382589	0.00327209808785157	0.692548378294548	0.0139962246053187	0.0244720731574215	-2.24963581242915	-0.281448216703882	0.846803872568283	-0.0652618002819099	-0.810561769303244	-0.124038154962642	-0.49996485522104	0.58897486762653	0.0334058961378265	0.790670661478868	0.000139968879616696	0.732802731585386	0.0128527457235854	0.0183601109040313	2.35827449864768	0.505985698182372	0.676075273545576	0.0485250836095969	0.849846390175743	0.0337240660250777	-0.397912524161968	0.30579306821142	0.140396580732926	0.843614871626155	0.0000307288908162067	0.926312449471115	0.0541442949994031	0.330010947491057	0.974091826458737	0.281586674006208	0.830308250168962	-0.158378300613522	0.576750089529062	0.0558529453250187	-0.492703087358345	0.58878364121552	0.0407497733709159	0.517247063827464	0.0193426255266304	0.878202110792018	0.0144416432851701
OG0001033	0.669317091354763	0.427085448439971	-0.5338180647909	0.2120499602171	0.180704904625308	-0.176782543155958	-0.187986991164457	0.44765954831086	0.275331761449346	0.686692492586144	0.459101024253951	0.512494181614607	0.603005119296894	0.0282672669197897	0.437057362161117	0.777171893705044	0.0334940260301376	0.448636339818456	0.268175440436527	0.273951000780441	-0.0285688755267629	-0.257146778112472	0.949777748587655	0.372195032433398	0.266964534532931	0.304548370221049	0.937556566543996	0.225116674765545	0.201688617806325	-1.27675539458013	-0.625090139300548	0.273147435419454	0.33821070283595	-0.199755798499226	-0.241909824244084	-0.440393896642229	0.184487927163234	0.600468546595371	0.156692067281963	0.458248647764189	0.500717739686642	0.0312586041248748	0.0579361802959488	1.89618050367922	0.485153795681828	0.556066895649042	0.260565923201967	0.185901401445125	-0.168211501373208	0.211638907372216	0.329365651070603	0.251870488038804	0.281291000373623	0.49061392173448	0.642273317713636	0.320821611098353	0.968552519499124	0.039423781815075	-0.56326037658776	0.258208447214766	0.299550635958346	0.415137165421318	0.0704257080043136	-0.451683912997051	0.244460062840849	0.621294914618228	0.212793238904381	0.109822308058282	0.846705577702249	0.0267118158455745
OG0001036	0.762264815936596	-0.302508026125978	-0.459711015174453	0.768647683675267	0.0617428610446714	-0.12013957959608	0.453484438101893	-0.559911357611076	0.359009811066063	0.0740944029443234	0.801737630109589	0.657629943170225	0.188066042514427	0.00443804687266962	0.00000493464217876298	4.567547354794	0.973552887633291	0.867765565084108	0.170168943330553	0.168231822790732	-0.233729635168072	0.640145590427274	0.00103992541570593	0.0250727965868576	0.486116431031091	0.533412424544723	0.51574399829682	0.000754109006874812	0.00850862085030841	2.63119097424572	-0.564483252972948	0.770192435458101	0.416819922530533	-0.258331182450256	0.0825197245585242	0.754053294613033	0.243208971422817	0.073149032062347	0.0758391231730247	0.334025544265667	0.820712285196018	0.0000208573955249048	0.00116276982976881	3.2478587382377	0.792003198116706	0.912503309496974	0.160225790853169	0.140813826869335	0.483840193178868	0.0058247761880321	0.0603947559323079	0.0111485833420402	0.512308081446134	0.602945467437322	0.156509969925201	0.978449960968428	0.00752272446136401	2.67277251653514	-0.0367644579438718	0.763290685765125	0.200472510064015	0.255910072546826	-0.429345874545924	0.702782862491343	0.94487815897119	0.0774153839345954	0.410554060015344	0.338735762116297	0.215626832769964	0.000128390720571784
OG0001037	0.378165635789457	-0.881281205964408	-0.927784189392918	-0.77127344061605	0.277367030176069	0.312414053878426	0.441148819737581	-0.116882149054371	0.00763437777413505	0.072490747527255	0.250279244713992	0.238770360044103	0.201877160901304	0.586506353209335	0.858686614048848	-0.17804630052313	0.630237843769902	-0.676251414075463	0.274780271732669	-0.412154702692298	-0.219878575262391	0.175880377741288	0.179808388098613	0.140253166286538	0.254906393502118	0.112659158347247	0.541602785575713	0.411034490334113	0.0289393449333385	-2.18431179105857	-0.951498137062545	-0.770941298462314	-0.299584133934155	0.258269876203305	-0.0962188689194979	0.199433604419846	0.00347159742671104	0.0726927198904318	0.212739592724678	0.334144349122637	0.791459051174974	0.350150694021538	0.135705792047161	1.49197464625807	0.923265122596814	-0.551485900027966	0.306562208792364	-0.195436618605272	0.416765147898049	-0.0311566275769231	0.00860644537376147	0.256634700252686	0.201757335477841	0.468222765094847	0.23085749266249	0.88508823322048	0.0136233454426839	-2.4670444251528	-0.715988601882783	-0.785543869167745	0.0339192330660793	-0.503573267674808	-0.399415116910502	0.210980232962699	0.109539180345586	0.0640555757927076	0.890357385750729	0.0467417562358308	0.25283095786292	0.322365108462032
OG0001038	0.838325261145386	-0.204036135049652	0.189345450247914	-0.26920459785844	0.249527713494305	0.38156106489119	-0.869465592267218	0.185134786124737	0.71937600272292	0.605947881965698	0.302897955272373	0.144760804386348	0.00108186890058617	0.386448303207372	0.00000383761054325796	4.61998864050514	0.626381752409839	0.00693013257969125	0.574129058385545	-0.355785137491508	0.93892708350041	0.650281065186526	0.183309095669169	0.989604967546293	0.0101505331211246	0.176230274971023	0.0000565175360943791	0.000581640160917989	0.0000126272637709845	4.36646651087865	0.0866152810922231	-0.211272499096698	0.74671756877599	0.289337460584468	0.818767019165154	0.502850111615884	0.870401981242202	0.687806438265444	0.000239896086647805	0.277067607818724	0.00376887439021155	0.0122627267608954	0.422123985258927	0.802741803840933	0.149523291119977	0.102281611643877	0.434445386729452	-0.375574640892458	-0.858386658823909	0.7587894645987	0.777386525472723	0.847112593510349	0.0630719277308836	0.151700815041807	0.00147780206651715	0.0000172535871798226	0.0000409632344180274	4.10197849988448	0.48255879279602	-0.204818831811185	0.746774590053731	-0.135326100178241	0.847265248975908	0.473482132254947	0.332346852115834	0.697067904483286	0.000239488506388933	0.617283459584052	0.00197163646375678	0.0194371955687503
OG0001041	0.548060712825385	-0.600668636225914	0.628745187298816	-0.437500301798902	0.389596439909115	-0.241070653738856	-0.515209832512338	-0.245585116758817	0.181160153276635	0.385619751138501	0.0991832772491198	0.368423242101633	0.127502301332521	0.247390167715637	0.0000368040251509309	4.12667856398658	0.0794882067401011	-0.198173960534881	0.502977909535156	0.143869179272915	0.74021352121544	0.774460162411225	0.881018808039407	0.706630494111419	0.0281585728041884	0.595020871181844	0.0143624296606922	0.000008924664023484	0.00260350711495652	3.01104448007267	0.643990740535392	-0.389430864204923	0.109274342032069	-0.266280932155184	0.820048007151235	0.688520728275634	0.167553120929763	0.445383544759391	0.656090753979255	0.318825309889683	0.00366947447932924	0.000199469055465538	0.157113103564383	1.41484787555366	-0.473239951766612	-0.0690935455456073	0.541410477891986	0.232072586574742	-0.51487341851265	0.543834662564854	0.343132547960954	0.896524605143217	0.016663257020748	0.387100902568627	0.127794184610588	0.00601533990549021	0.000228248907441229	3.68550577360484	0.702488517055357	-0.378960894410644	0.293392187588006	0.222638788343414	0.517031054179207	0.731252890030435	0.119602794510984	0.45877020300444	0.222806853524062	0.40722113518578	0.125929318344177	0.0000491883715106124
OG0001042	0.411379437371444	-0.821468538901888	0.363122998351265	0.704856964878159	0.350663907095023	0.172577308331643	-0.921371051375799	-0.432089732300716	0.479255895266174	0.11780924876959	0.141033236696698	0.522734056436863	0.00015196001135449	0.0349809583838074	0.00000134085376382479	4.83360074029974	0.271379522116161	0.603656816209498	0.505324378039311	-0.0715188529601811	0.930182884567658	0.588081279852217	0.602923839629746	0.204501515963223	0.0273152204439757	0.79239179192205	0.0000954920918369074	0.00250820249878512	0.00000463686477323363	4.58058077809429	0.170675154883599	0.66785891032206	0.407711765717188	0.230499228812737	0.810316022939303	0.621017115934806	0.746473152030385	0.147156034060941	0.0831418908118581	0.390418510997196	0.00447365739580325	0.00120171713302066	0.704475716997766	-0.379285700685053	-0.022027648325103	0.491523785137752	0.399281503399255	-0.209837019930417	-0.90941768505714	0.290617515149281	0.966963871610266	0.32208932189183	0.0903503070609833	0.435386998345818	0.000263721114227685	0.1683036481574	0.00000000230709192422932	5.97456199317688	0.506445174051741	0.702607689696393	0.657742620720925	0.0919210575997019	0.893870024657278	0.703593643746984	0.305280468260339	0.119512266296294	0.00220719673761836	0.734928893071807	0.000487437581781748	0.000125120576939438
OG0001044	0.0213730711979686	2.30132847873729	0.970531992059192	0.916583218893742	-0.039308471190017	-0.0909411886176784	0.0215258215393147	-0.261885002922829	0.0012897507668604	0.0101473170849756	0.873061943777621	0.737661318588322	0.952934077936948	0.216386355032115	0.000449391212362874	3.50923880535359	-0.519193005172575	0.989982732283399	0.206521191209344	0.0635246527079044	-0.14626586229257	0.666076941126372	0.291187682844068	0.000150015884126415	0.396275609777393	0.815200976147982	0.686801064886143	0.000380688422823396	0.000000671322234563049	4.96948136062136	0.908231014158342	0.943403313078281	0.62841495726994	-0.0905502074471419	-0.169984151347791	0.617412380573385	0.0122459017408076	0.0047141326273083	0.00395716176295654	0.738752418265089	0.638718863002797	0.00130764610656497	0.00951340611242831	2.59303148407253	-0.809496235850503	0.986066877941514	0.106240731168763	0.0942558651929517	0.0893199811374702	0.503172817962782	0.0509806750132524	0.000289845403783518	0.665100161853035	0.728430188311916	0.806163906335585	0.0121981446355109	0.000000945698698929406	4.90261364592167	0.828445998002709	0.941204621324382	0.49236310091159	0.212376779883437	-0.178810968052246	0.64881111216053	0.0416216797337875	0.00508372005945808	0.0322311014406664	0.42972133088859	0.621119260287686	0.000604312246092623
OG0001045	0.160959788644086	-1.40185085481609	0.903931013514365	-0.610909093788188	-0.256166178804428	0.29243112642389	-0.887608249541217	-0.221593851380475	0.0134005528919086	0.197635026594392	0.289786384501205	0.27172989585172	0.000608282979302776	0.298042649107497	0.699591830119673	0.385871511673382	-0.385556444303567	-0.396892505655624	-0.539492802272112	-0.197079507737866	0.860087229315413	0.432997993693756	0.450322543377617	0.435921221782781	0.0171292801560347	0.464416383628431	0.00141111750189577	0.0345574790722592	0.0557142312347777	1.91326425563359	0.824146604994031	-0.547287968072168	-0.533262430332905	0.280808376097981	0.714133326273568	0.473829063561634	0.0436675429845478	0.261031021402509	0.0187153638620097	0.292109169412719	0.0203392889081038	0.0193360092663049	0.000521163020840868	-3.4696365778114	-0.716352212462769	-0.311511759353146	-0.457357805697938	-0.39551185147766	-0.847684048958127	0.225703218424682	0.10927350830975	0.547846845527135	0.0489728611212841	0.129433706911121	0.00195113820833703	0.288940514689553	0.189727057787709	1.31138697291299	0.812441380835732	-0.573910511821801	-0.626512090973637	-0.0557652742203944	0.79069133459592	0.48064282919902	0.0494683627851859	0.233649624851443	0.00410180639992364	0.837474198838982	0.00646639977751301	0.0174338157374412
OG0001047	0.0789301863788894	1.75692738973118	-0.677659024189703	-0.103471683194157	0.564148438972327	-0.721926667958014	0.427557680340522	0.834747382637943	0.139109346250052	0.845346379265684	0.0118689911813466	0.00159031112657202	0.217755550556624	0.000000394129503742856	0.343964055223172	0.946361852987883	0.449197068826229	0.106003032521567	0.32053460019201	0.769990005014293	-0.725349128400274	-0.29979311968192	0.371523441329266	0.84159101032923	0.180912581495901	0.000484756190049108	0.0175917817392119	0.15466130496585	0.000000010603394808136	-5.72078348789842	-0.807602380734745	-0.0183576359133401	-0.568442326454633	-0.71822989816818	-0.830344138288425	-0.459515490408331	0.0519642895289725	0.972466639417308	0.0111030809679551	0.00172540847435666	0.00293753349008833	0.0238818946035399	0.0000848693782082651	3.93021658540792	0.787245915638271	0.0768268952580704	0.407894830051171	0.684020865366158	0.417817671037966	0.244388432638216	0.0630813682246183	0.884986387564265	0.0829902049915187	0.00347549611549501	0.22956057794729	0.2497746303105	0.375635167385942	-0.885967264694838	-0.501132437935666	-0.015730559135953	0.0373374333617129	0.626094333543833	-0.412470515782674	-0.519580227478741	0.311226969860262	0.976406107563359	0.879381523819429	0.00946959005115441	0.236192186135808	0.00926430528992083
OG0001049	0.0280168434174758	2.19705044885026	-0.725149092583859	0.193327093064779	0.828449215750898	-0.414896583698547	0.346384376649529	0.500333161057573	0.102932997983556	0.713622195728252	0.000011807876233131	0.110049267245485	0.326838787703861	0.0127761549536201	0.0986110598818518	1.65162480635591	0.298144413524311	0.351944055887884	0.811089194435196	0.368711577113625	-0.434571097887472	-0.419265167544088	0.566034421785263	0.493880624271689	0.0000251593594592655	0.159929701448511	0.209475288830029	0.0414115193974127	0.00420426310990047	-2.86241477572323	-0.614503984817025	0.228630303452537	0.128964993332193	-0.490788105908079	-0.539361035549923	-0.544480364897826	0.194267029163228	0.663030005359009	0.598757627359833	0.0535680700404553	0.107618848309456	0.00594400276554997	0.0000344957650536665	4.14155598259231	0.440006097328436	0.314522790694992	0.842987427155826	0.408188112365971	0.362760617467342	0.16377204906637	0.382584624696061	0.543772832365061	0.00000586130495043705	0.116510954387768	0.302900267847998	0.444467875520733	0.816788554140514	-0.231677441055652	-0.708411728311675	0.215127293132204	0.657229912847067	0.395492571802616	-0.433489620111513	-0.525300612202679	0.115139620468476	0.682287079215922	0.00223099866210049	0.129454082330556	0.210740083697241	0.00839049809884281
OG0001052	0.0537085382272808	-1.92917985440813	-0.728454092227213	0.230708054756003	0.0167667280710988	0.108455305038592	-0.316062557165656	-0.549249547468198	0.100594255298546	0.660077775151204	0.945684389913795	0.689293905675462	0.37363841976743	0.00543871261727283	0.0000406847346077395	4.10355632398883	0.632854976238439	0.464413498376924	0.280325068137331	-0.0887828716976328	0.574728091774132	0.775309338729933	0.177448459971603	0.353462080292513	0.245053690034074	0.743690275589808	0.0822273932894015	0.00000859883965976307	0.00000233665042855	4.72188827000274	-0.71410459091353	0.311522017482427	0.669849201019942	0.108272028342714	0.735542947327031	0.872619409190192	0.110920277390255	0.547832951549162	0.00170342645217089	0.689794611730801	0.0153282698047528	0.0000000270733350378301	0.13953794093942	1.4775138781529	0.727064210428371	0.48247312703339	0.207549969264279	-0.131932969498607	-0.239355701321315	0.218241644932475	0.101574885963929	0.332445433493192	0.393874531207707	0.626214511704476	0.505389435899479	0.30559805488709	0.0000668724525233924	3.98714750575728	-0.495491049116535	0.296113878313316	0.597548890867001	0.149741016558163	0.156047190967552	0.876981875754106	0.317587771887526	0.568811322632125	0.00689674930978603	0.57991135278901	0.666838227938033	0.0000000188468844095382
